"点击这里以选择指标，然后再点击""更新""或""下载编辑""按钮更新或新增及移除数列",单位,平均,方差,标准差,偏度,峰度,变异系数,最小,最大,中位数,观测次数,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018
商品房销售额:浙江:杭州市,百万人民币,121400.7117,13791379453,117436.704,1.42299474,1.736309202,0.96734774,9344.47,418011.34,92546.095,18,,,,,,,,,,,9344.47,10334.52,15629.30,21877.98,25705.00,39565.50,47368.54,87601.81,65174.63,153722.26,139677.06,97490.38,146525.76,171120.00,155839.00,213677.55,366547.71,418011.34,
商品房销售额:浙江:宁波市,百万人民币,60795.02667,2810884719,53017.77739,1.403640954,2.160686294,0.872074252,5584,205677.39,54186.995,18,,,,,,,,,,,5584.00,7500.28,10401.00,15719.45,17508.00,23477.56,33131.34,50288.78,32390.83,73298.06,77846.51,58085.21,66339.48,81040.00,78054.00,107854.67,150113.92,205677.39,
商品房销售额:浙江:温州市,百万人民币,40008.14063,1272525528,35672.47577,1.473530138,1.817937454,0.891630434,5960,131729.03,26783.185,16,,,,,,,,,,,,,5960.00,9090.00,11990.00,12845.00,15320.00,22315.00,15275.00,42653.50,30730.84,22835.53,35482.73,57593.00,58991.00,66140.32,101179.30,131729.03,
商品房销售额:浙江:嘉兴市,百万人民币,33101.15,910837932.7,30180.09166,1.646396963,2.751928061,0.911753569,3420,113909.54,29918.69,16,,,,,,,,,,,,,3420.00,4910.00,5850.00,13033.00,12405.00,16884.00,14720.00,34063.93,37895.74,27589.02,32248.36,43978.00,35396.00,46022.95,87292.86,113909.54,
商品房销售额:浙江:湖州市,百万人民币,22821.97765,481813661.1,21950.25424,1.824287311,3.464034446,0.961803336,3030,85140,19997,17,,,,,,,,,,,,,3030.00,3040.00,3630.00,6941.00,8157.00,11111.00,8228.00,21976.69,25853.08,22386.51,18604.40,21571.00,19997.00,27481.49,38686.90,62139.55,85140.00
商品房销售额:浙江:绍兴市,百万人民币,39683.06941,1012281077,31816.36492,1.200242578,1.458670736,0.801761693,5020,121000,38561.61,17,,,,,,,,,,,,,5020.00,5720.00,8620.00,13715.00,16968.00,24230.00,11612.00,30298.77,46340.95,38561.61,41891.22,56865.00,44026.00,54870.42,61419.37,93453.84,121000.00
商品房销售额:浙江:金华市,百万人民币,24027.3525,219362845.2,14810.90291,0.374356854,-0.507816806,0.61641843,3220,55127.41,23821.82,16,,,,,,,,,,,,,3220.00,5050.00,7170.00,13942.00,10364.00,17476.00,14707.00,22917.88,27553.41,24725.76,31593.35,37420.00,35403.00,37125.67,40642.16,55127.41,
商品房销售额:浙江:衢州市,百万人民币,9613.257059,70747427.62,8411.149007,1.548589793,1.727401002,0.874953094,1570,29972,7024.29,17,,,,,,,,,,,,,1570.00,2680.00,2550.00,3265.00,4367.00,5160.00,3949.00,8614.51,9056.72,5506.68,7024.29,11586.00,10915.00,11124.45,18478.24,27606.48,29972.00
商品房销售额:浙江:舟山市,百万人民币,8963.33875,43380567.11,6586.392572,1.187875923,2.236604927,0.734814644,1160,26715.1,8999.985,16,,,,,,,,,,,,,1160.00,1860.00,1910.00,3384.00,3919.00,6692.00,4569.00,10775.98,12526.02,14108.51,8362.52,12774.00,10219.00,9637.45,14800.84,26715.10,
商品房销售额:浙江:台州市,百万人民币,26085.43,420039232.6,20494.85869,1.031651471,0.944756074,0.785682225,2320,75214.14,27838.505,16,,,,,,,,,,,,,2320.00,4470.00,4560.00,7698.00,12274.00,14352.00,12263.00,27153.70,33047.46,28523.31,30531.29,33983.00,30701.00,39698.66,60577.32,75214.14,
商品房销售额:浙江:丽水市,百万人民币,9821.016471,68980627.22,8305.457677,1.204128324,0.615374848,0.845682084,1260,29299,7604.54,17,,,,,,,,,,,,,1260.00,1720.00,1570.00,3622.00,4978.00,6689.00,4480.00,7922.44,5376.50,7604.54,7663.03,10514.00,12760.00,16312.19,20771.24,24415.34,29299.00
商品房销售额:安徽:合肥市,百万人民币,65261.41526,3638236439,60317.79538,0.770626837,-0.41229774,0.924248963,1510.89,196603.99,54876.54,19,,,,,,,,,,,1706.84,1510.89,3422.79,6056.41,9417.00,18022.01,20225.62,34482.51,33513.78,54876.54,59333.56,78817.20,76485.73,102300.70,114135.65,122289.84,196603.99,137974.83,168791.00
商品房销售额:安徽:芜湖市,百万人民币,18136.80063,274312862.4,16562.39301,0.763443206,-0.344146231,0.913192649,280,54696.78,13829.5,16,,,,,,,,,,,,,280.00,1680.00,1730.00,3101.00,4249.00,6286.00,7057.00,11019.00,16640.00,20656.31,23625.64,33709.35,32967.72,32414.92,40076.09,54696.78,
商品房销售额:安徽:蚌埠市,百万人民币,14072.47471,245872234.2,15680.31359,1.32784202,0.955370606,1.114254167,140,52246.3,7520,17,,,,,,,,,,,,,140.00,780.00,1670.00,2185.00,2628.00,3007.00,3490.00,5866.00,7520.00,9325.00,11386.81,19335.97,22178.43,22870.11,32041.96,42561.49,52246.30
商品房销售额:安徽:淮南市,百万人民币,7120.74,43699436.97,6610.554967,1.303249848,2.026278436,0.928352245,340,24772.79,7685.32,17,,,,,,,,,,,,,340.00,510.00,710.00,661.00,1283.00,2614.00,3539.00,5705.00,8234.00,7685.32,8393.92,10847.26,8697.79,8895.65,10459.27,17704.58,24772.79
商品房销售额:安徽:马鞍山市,百万人民币,8677.4875,49151329.14,7010.800891,1.129588571,1.066001773,0.807929817,580,26019.44,6040,16,,,,,,,,,,,,,580.00,1020.00,2010.00,4810.00,5079.00,6465.00,3547.00,4553.00,5615.00,9448.37,11313.72,14796.23,11177.03,13215.24,19190.77,26019.44,
商品房销售额:安徽:淮北市,百万人民币,3561.703125,6615637.948,2572.088247,0.245381709,-1.321225284,0.722151217,170,7962.51,3191,16,,,,,,,,,,,,,230.00,170.00,880.00,1300.00,1377.00,1789.00,1968.00,3271.00,3111.00,5370.69,4916.83,7402.92,5690.20,5897.74,5650.36,7962.51,
商品房销售额:安徽:铜陵市,百万人民币,4213.226875,11613736.06,3407.893199,0.524884454,-1.157959624,0.808855849,330,10526.47,3362,16,,,,,,,,,,,,,330.00,640.00,880.00,930.00,1713.00,1959.00,1271.00,2749.00,3975.00,4978.37,5437.01,7009.49,9267.27,7566.43,8179.59,10526.47,
商品房销售额:安徽:安庆市,百万人民币,10744.17412,91240899.73,9552.010245,0.79352977,-0.268359792,0.889040902,360,32024,8507,17,,,,,,,,,,,,,360.00,890.00,1660.00,1889.00,2387.00,3482.00,3995.00,6507.00,8507.00,10532.26,12235.30,19901.55,17224.85,15670.25,20230.60,25155.15,32024.00
商品房销售额:安徽:黄山市,百万人民币,4581.14,11600041.09,3405.883306,0.984194216,0.871224156,0.74345759,440,12840,4866.35,17,,,,,,,,,,,,,440.00,900.00,1680.00,1089.00,1580.00,2282.00,2410.00,4114.00,5283.00,5660.85,5784.61,7070.57,5101.26,4866.35,6363.78,10413.96,12840.00
商品房销售额:安徽:滁州市,百万人民币,15690.17706,349944218.9,18706.79606,1.590162041,2.094014581,1.192261629,480,64308.36,9744,17,,,,,,,,,,,,,910.00,480.00,600.00,980.00,1990.00,2844.00,3113.00,6310.00,9744.00,11780.06,14347.81,20402.24,22176.05,24092.83,30356.19,52298.47,64308.36
商品房销售额:安徽:阜阳市,百万人民币,14921.52824,416312847.2,20403.74591,1.846480236,2.59901334,1.36740323,360,68490,7132.11,17,,,,,,,,,,,,,500.00,360.00,770.00,1414.00,2250.00,3481.00,3059.00,4977.00,7151.00,7132.11,8832.23,14762.81,17938.90,18207.29,37180.59,57160.05,68490.00
商品房销售额:安徽:宿州市,百万人民币,8918.60875,106678747.9,10328.54045,1.420817875,1.827884283,1.158088749,290,36156.61,4019,16,,,,,,,,,,,,,920.00,460.00,290.00,601.00,965.00,1775.00,1855.00,3128.00,4910.00,9467.98,11145.83,14913.50,18107.44,14736.63,23265.75,36156.61,
商品房销售额:安徽:巢湖市,百万人民币,3067,8562115.75,2926.10932,1.152170187,0.391340331,0.95406238,400,8792,1887,9,,,,,,,,,,,,,400.00,490.00,890.00,1400.00,1887.00,3463.00,3674.00,6607.00,8792.00,,,,,,,,
商品房销售额:安徽:六安市,百万人民币,11764.71882,176476681.8,13284.45263,1.399191159,0.947048513,1.129177232,390,40636.11,7629,17,,,,,,,,,,,,,390.00,790.00,1080.00,1381.00,608.00,3632.00,3449.00,4939.00,7629.00,11623.44,11731.34,12361.17,15307.08,13263.92,30879.16,40636.11,40300.00
商品房销售额:安徽:亳州市,百万人民币,9123.822941,144299540.6,12012.47437,1.561394859,1.762352992,1.31660538,210,39240,2037,17,,,,,,,,,,,,,210.00,270.00,480.00,398.00,971.00,662.00,898.00,1529.00,2037.00,7324.27,7172.22,11607.42,15344.12,14053.90,19292.27,33615.79,39240.00
商品房销售额:安徽:池州市,百万人民币,4830.31,12616561.74,3551.979974,0.023311358,-1.605539182,0.735352384,370,10600,5691.46,17,,,,,,,,,,,,,470.00,370.00,590.00,953.00,1798.00,1273.00,1853.00,4457.00,6410.00,9251.64,8822.19,7626.82,7045.88,5691.46,6899.41,8003.87,10600.00
商品房销售额:安徽:宣城市,百万人民币,9722.974118,87313588.51,9344.174041,1.25861856,1.505658505,0.961040719,350,33709.99,8374,17,,,,,,,,,,,,,350.00,740.00,920.00,1315.00,1798.00,2942.00,3458.00,7230.00,8374.00,10913.37,11356.93,14238.50,12159.27,13209.72,16884.94,25690.84,33709.99
商品房销售额:福建:福州市,百万人民币,48809.75133,2845833679,53346.35582,1.686391914,2.333764213,1.092944634,4903.04,186355,29218.4,15,,,,,,,,,,,4903.04,6344.24,8797.06,10608.78,10897.00,27024.61,29218.40,33435.12,20445.41,45721.76,50285.79,62781.06,94149.00,141180.00,,,,186355.00,
商品房销售额:福建:厦门市,百万人民币,49861.13,1761353374,41968.48072,0.661628716,-1.172451636,0.841707372,6945.11,121519.24,39485.16,18,,,,,,,,,,,7372.45,7312.30,6945.11,9925.98,12683.00,17974.77,27469.79,41058.56,20469.56,42082.06,37911.76,44809.79,75567.00,107190.00,121519.24,92028.69,105882.43,119297.85,
商品房销售额:福建:莆田市,百万人民币,12538.88235,147354245.2,12138.95569,0.717183044,-0.891051118,0.968105079,320,34587,7955,17,,,,,,,,,,,,,490.00,320.00,880.00,1351.00,2516.00,3748.00,3048.00,5803.00,7955.00,11269.00,13962.00,22487.00,19712.00,22017.00,28489.00,34527.00,34587.00
商品房销售额:福建:三明市,百万人民币,7871.751875,34317867.97,5858.145438,0.014204639,-1.74309426,0.744198437,630,16980,8877,16,,,,,,,,,,,,,900.00,630.00,680.00,1842.00,2255.00,4171.00,2869.00,7231.00,10523.00,10828.00,12660.00,16980.00,14869.82,13261.78,12887.76,13359.67,
商品房销售额:福建:泉州市,百万人民币,35469.29471,1268784690,35620.00407,1.149391499,0.745816951,1.004249009,2010,122739,22530,17,,,,,,,,,,,,,2010.00,2910.00,4780.00,3269.00,5971.00,10353.00,10299.00,16878.00,22530.00,34135.00,36514.00,62482.00,53010.00,51856.00,69172.56,94069.45,122739.00
商品房销售额:福建:漳州市,百万人民币,9665.5,81109462.82,9006.079215,1.201644603,0.915126584,0.931775823,1230,30080,6838,12,,,,,,,,,,,,,1490.00,1230.00,1320.00,3562.00,4461.00,8063.00,5613.00,9790.00,12221.00,18469.00,19687.00,30080.00,,,,,
商品房销售额:福建:南平市,百万人民币,8675.624706,54546506.43,7385.560671,0.782573573,-0.485183811,0.851300157,820,24221.85,6260,17,,,,,,,,,,,,,820.00,860.00,1610.00,1480.00,2564.00,4774.00,3227.00,5500.00,6260.00,7309.00,8645.00,14065.18,14390.83,14156.30,16597.93,21004.53,24221.85
商品房销售额:福建:龙岩市,百万人民币,7670.526875,41278749.54,6424.854048,0.929411943,0.380580352,0.837602704,420,22775.91,6440.5,16,,,,,,,,,,,,,420.00,760.00,1080.00,2050.00,3843.00,4195.00,2826.00,8611.00,6472.00,6409.00,9344.00,15542.00,9936.49,12566.90,15897.13,22775.91,
商品房销售额:福建:宁德市,百万人民币,7656.450625,38569938.55,6210.470075,0.723335314,0.002412875,0.811142183,650,22069.03,6563,16,,,,,,,,,,,,,650.00,980.00,1530.00,1956.00,2448.00,3655.00,2464.00,6165.00,6961.00,11515.00,11241.00,13199.00,11855.32,11664.40,14150.46,22069.03,
商品房销售额:江西:南昌市,百万人民币,33185.02444,1447324843,38043.72279,1.601820566,2.283841448,1.146412378,845.17,137316.26,17857.44,18,,,,,,,,,,,845.17,1496.31,1837.52,3197.27,5170.00,9868.82,11988.41,17042.83,11611.01,18672.05,23780.18,29645.12,44281.72,59750.36,54333.58,64203.09,102290.74,137316.26,
商品房销售额:江西:景德镇市,百万人民币,2883.453125,4157253.006,2038.934282,0.615747721,-1.010818897,0.70711546,450,6492.53,2244,16,,,,,,,,,,,,,450.00,820.00,1250.00,1214.00,1010.00,1435.00,1364.00,1907.00,2581.00,4953.04,4603.04,6492.21,4182.57,2829.14,4551.72,6492.53,
商品房销售额:江西:萍乡市,百万人民币,2658.128235,7547860.479,2747.336979,1.634607372,1.875951802,1.033560738,230,9823,1486.37,17,,,,,,,,,,,,,230.00,410.00,810.00,1279.00,934.00,941.00,1003.00,1502.00,1794.00,1486.37,1467.39,2763.01,2570.02,4335.78,6434.50,7405.11,9823.00
商品房销售额:江西:九江市,百万人民币,11040.60882,125924828.2,11221.62324,1.431586781,1.776400074,1.016395329,720,40385,7995,17,,,,,,,,,,,,,870.00,720.00,1210.00,1351.00,1926.00,4648.00,3777.00,7995.00,8518.00,12411.05,7342.49,14744.40,13438.21,15079.82,23243.46,30030.92,40385.00
商品房销售额:江西:新余市,百万人民币,3399.052353,7065846.807,2658.166061,0.926541819,0.67660366,0.782031515,140,9725,3184,17,,,,,,,,,,,,,140.00,270.00,500.00,909.00,1587.00,2023.00,2001.00,3184.00,3654.00,4075.41,2686.52,5005.72,4098.19,4143.59,5941.38,7840.08,9725.00
商品房销售额:江西:鹰潭市,百万人民币,2852.515294,9985923.586,3160.0512,1.174345052,0.251452949,1.107812185,160,10014,1176,17,,,,,,,,,,,,,160.00,270.00,410.00,324.00,187.00,529.00,813.00,1176.00,1176.00,2313.63,2118.98,3609.35,4185.18,6462.65,6175.46,8568.51,10014.00
商品房销售额:江西:赣州市,百万人民币,21378.71353,516712672.3,22731.31479,1.173906508,0.464239418,1.0632686,760,73209,13145,17,,,,,,,,,,,,,760.00,1130.00,1880.00,2833.00,3748.00,6049.00,4828.00,9809.00,13145.00,13940.67,20457.64,30906.48,34471.70,36118.84,45235.45,64916.35,73209.00
商品房销售额:江西:吉安市,百万人民币,5264.4675,21875426.94,4677.117375,1.23028166,0.931342915,0.888431237,270,16295.42,3818.755,16,,,,,,,,,,,,,290.00,270.00,1070.00,1623.00,2524.00,3172.00,3125.00,3866.00,4394.00,3771.51,4668.60,8040.22,8114.20,9216.97,13790.56,16295.42,
商品房销售额:江西:宜春市,百万人民币,9008.387059,81734401.59,9040.708025,1.217557197,0.62125592,1.003587875,440,29220,6500,17,,,,,,,,,,,,,440.00,570.00,790.00,1806.00,2057.00,3345.00,2605.00,4471.00,6500.00,9257.55,8836.76,11218.09,10734.45,13835.20,20387.54,27068.99,29220.00
商品房销售额:江西:抚州市,百万人民币,8499.349375,66113165.3,8131.000264,1.231070816,1.010094804,0.956661493,400,28574.04,5036,16,,,,,,,,,,,,,400.00,1460.00,1490.00,2318.00,2315.00,3221.00,3006.00,4286.00,5786.00,10457.35,9623.65,12277.87,13153.76,16450.68,21170.24,28574.04,
商品房销售额:江西:上饶市,百万人民币,8925.412353,88935835.6,9430.579812,1.536474563,2.060414245,1.056598781,420,34130,6310,17,,,,,,,,,,,,,420.00,1040.00,1640.00,1699.00,2068.00,2670.00,2764.00,3412.00,6310.00,7924.94,7647.74,10060.39,12894.63,13691.36,18615.79,24744.16,34130.00
商品房销售额:山东:济南市,百万人民币,42348.12632,2054341899,45324.84858,1.156840369,0.208451057,1.070291711,2285.29,147380,21598.21,19,,,,,,,,,,,2285.29,2612.94,4089.20,5962.92,7872.00,8184.27,10034.07,12093.34,15510.66,21598.21,33264.18,39859.35,45010.00,58750.00,63745.93,91591.31,117514.13,117256.60,147380.00
商品房销售额:山东:青岛市,百万人民币,67264.14,3316778545,57591.4798,1.01427327,0.493230432,0.856198857,5504.01,199920.12,56851.55,18,,,,,,,,,,,5504.01,8023.64,9330.31,11132.29,15310.00,34592.41,30525.84,43335.66,39241.75,70367.44,89529.42,77103.79,76607.00,97860.00,97089.84,126285.68,178995.32,199920.12,
商品房销售额:山东:淄博市,百万人民币,17153.35467,106973408.6,10342.79501,-0.096350864,-1.386682849,0.602960483,1730,32557.44,20736,15,,,,,,,,,,,,,1730.00,2590.00,,4954.00,8378.00,10427.00,10040.00,13872.00,24037.00,30830.00,20736.00,24810.00,21509.03,22537.87,28291.98,32557.44,
商品房销售额:山东:枣庄市,百万人民币,8994.084375,50440109.54,7102.120073,0.582314679,-0.769400137,0.789643479,600,22815,8189,16,,,,,,,,,,,,,600.00,790.00,,1782.00,2880.00,3544.00,2794.00,5480.00,7375.00,9334.00,9003.00,12130.00,14587.31,13255.63,17208.29,20327.12,22815.00
商品房销售额:山东:东营市,百万人民币,10974.132,43302871.11,6580.491707,-0.366494627,-1.642564548,0.599636646,890,18773,13790,15,,,,,,,,,,,,,890.00,1110.00,,3232.00,4745.00,6052.00,6601.00,9657.00,13790.00,17390.00,16878.00,18773.00,16622.16,15364.81,16175.09,17331.92,
商品房销售额:山东:烟台市,百万人民币,40216.12563,693496409.3,26334.31999,-0.039965609,-1.366111958,0.654819916,2570,85338,46977.675,16,,,,,,,,,,,,,2570.00,3600.00,,10785.00,13060.00,17939.00,20441.00,27091.00,47571.00,64351.00,57802.00,67390.00,55949.46,46384.35,56050.25,67135.95,85338.00
商品房销售额:山东:潍坊市,百万人民币,28132.84333,382012194.9,19545.13226,0.0223765,-1.303794456,0.69474429,1150,62547.81,32544.19,15,,,,,,,,,,,,,1150.00,2670.00,,6518.00,7733.00,10518.00,15530.00,25057.00,41569.00,44564.00,42722.00,49300.00,32544.19,36392.35,43177.30,62547.81,
商品房销售额:山东:济宁市,百万人民币,16133.61533,215869255,14692.48975,0.680772428,-1.055688867,0.910675595,990,44402.93,10401,15,,,,,,,,,,,,,990.00,1250.00,,2269.00,4322.00,4756.00,5242.00,7652.00,10401.00,13332.00,17996.00,29740.00,33438.06,30324.21,35889.03,44402.93,
商品房销售额:山东:泰安市,百万人民币,9528.47625,50116882.29,7079.327814,0.341134908,-0.851677023,0.742965363,440,23480,10577.3,16,,,,,,,,,,,,,440.00,800.00,,1896.00,2290.00,3275.00,3868.00,6713.00,9923.00,13038.00,13922.00,17910.00,11407.92,11231.60,13584.54,18676.56,23480.00
商品房销售额:山东:威海市,百万人民币,24832.13267,311365446.6,17645.55034,0.103175916,-1.414284009,0.71059343,2070,54681.16,28185,15,,,,,,,,,,,,,2070.00,2610.00,,4554.00,5876.00,11722.00,11914.00,19635.00,28185.00,30581.00,32315.00,39630.00,40097.22,42163.34,46448.27,54681.16,
商品房销售额:山东:日照市,百万人民币,5351.926,14264344.97,3776.816777,1.027953805,1.093911613,0.705693012,510,14523.88,4636,15,,,,,,,,,,,,,510.00,1100.00,,2046.00,2600.00,4636.00,2674.00,3468.00,4168.00,6245.00,5074.00,8141.00,7278.02,7284.49,10530.50,14523.88,
商品房销售额:山东:莱芜市,百万人民币,1697.372,1608350.464,1268.207579,1.335462702,2.253694211,0.747159479,170,5031.08,1211,15,,,,,,,,,,,,,210.00,170.00,,882.00,750.00,1566.00,1181.00,1211.00,1188.00,1027.00,3131.00,2827.00,1945.11,1834.76,2506.63,5031.08,
商品房销售额:山东:临沂市,百万人民币,23546.4125,512874969.8,22646.74303,1.057072021,0.728394388,0.961791654,870,78880,16910.5,16,,,,,,,,,,,,,870.00,1280.00,,2157.00,3569.00,5657.00,8031.00,9313.00,12825.00,20996.00,26401.00,35290.00,36808.68,35841.10,43549.15,55274.67,78880.00
商品房销售额:山东:德州市,百万人民币,12055.352,98702837.49,9934.930171,0.61794469,-0.568564375,0.824109505,730,32802.29,12062,15,,,,,,,,,,,,,730.00,1420.00,,2770.00,3147.00,3330.00,3959.00,6718.00,12062.00,14732.00,15286.00,23440.00,18015.94,17747.55,24670.50,32802.29,
商品房销售额:山东:聊城市,百万人民币,8645.015714,69931022.08,8362.47703,1.262191461,1.112693588,0.967317736,570,28719.39,6016,14,,,,,,,,,,,,,570.00,1130.00,,1937.00,2241.00,2911.00,2863.00,4701.00,7331.00,9381.00,9366.00,,13773.80,15766.84,20339.19,28719.39,
商品房销售额:山东:滨州市,百万人民币,7776.625,37918338.82,6157.786844,0.235094094,-1.212769009,0.791832812,220,18626.29,8138,16,,,,,,,,,,,,,220.00,280.00,,707.00,922.00,1700.00,4554.00,4722.00,6767.00,9509.00,10629.00,10562.00,10717.20,13072.78,18626.29,14887.73,16550.00
商品房销售额:山东:菏泽市,百万人民币,10241.46067,59352328.69,7704.046255,0.379436676,-0.729247996,0.752240965,240,23643,10192,15,,,,,,,,,,,,,240.00,360.00,,1799.00,2861.00,3555.00,9126.00,10192.00,16571.00,23643.00,8302.00,10460.00,12436.40,13721.96,16734.00,23620.55,
商品房销售额:河南:郑州市,百万人民币,85829.48737,8923447623,94464.00173,1.297880568,0.844117617,1.100600792,2690.65,313400,51449.72,19,,,,,,,,,,,3529.81,2690.65,3305.78,5507.11,6600.00,16186.93,23130.62,39234.33,28945.59,51449.72,77270.32,88796.12,90161.59,116164.53,120517.15,143099.18,233388.82,267382.01,313400.00
商品房销售额:河南:开封市,百万人民币,6321.700625,49500219.89,7035.639267,1.454811056,1.804368955,1.112934586,360,24711.24,3489.5,16,,,,,,,,,,,,,360.00,500.00,630.00,847.00,979.00,1620.00,1843.00,2817.00,4162.00,5905.00,6706.25,10022.58,10267.10,12826.38,16950.66,24711.24,
商品房销售额:河南:洛阳市,百万人民币,18537.97118,242150688.1,15561.19173,0.707167187,-0.540227372,0.839422587,1090,50070.91,14424,17,,,,,,,,,,,,,1090.00,1820.00,2270.00,3520.00,5952.00,10392.00,6997.00,10374.00,14424.00,19863.00,19933.05,29318.27,28623.18,29563.67,35014.43,50070.91,45920.00
商品房销售额:河南:平顶山市,百万人民币,4716.25875,26370393.77,5135.211171,1.606538875,2.380393549,1.088831517,350,18480.9,2880.5,16,,,,,,,,,,,,,380.00,350.00,480.00,890.00,1148.00,1526.00,1851.00,2667.00,3094.00,3917.00,4466.16,7163.77,7449.26,8614.83,12982.22,18480.90,
商品房销售额:河南:安阳市,百万人民币,9828.704375,101301096.8,10064.8446,1.271016158,1.046753668,1.02402557,590,34651.01,6096.5,16,,,,,,,,,,,,,630.00,590.00,1120.00,1632.00,2018.00,3760.00,3757.00,4726.00,7467.00,11561.00,9820.34,12720.20,16343.54,20888.97,25574.21,34651.01,
商品房销售额:河南:鹤壁市,百万人民币,3233.953529,12172706.62,3488.940616,0.959454047,-0.240780843,1.078846862,20,10566,1898,17,,,,,,,,,,,,,80.00,20.00,70.00,82.00,306.00,831.00,735.00,1156.00,1898.00,2898.00,3090.36,4347.06,5838.94,6197.64,7178.55,9682.66,10566.00
商品房销售额:河南:新乡市,百万人民币,11241.32438,135013747.3,11619.54161,1.199883269,0.939028203,1.033645256,410,39994.87,6922,16,,,,,,,,,,,,,490.00,410.00,860.00,1680.00,2403.00,3345.00,4004.00,5670.00,8174.00,11907.00,12437.86,19108.17,22301.37,18818.62,28257.30,39994.87,
商品房销售额:河南:焦作市,百万人民币,4522.374375,14973109.59,3869.510251,1.077103121,0.994022121,0.855636869,180,13725.41,4237,16,,,,,,,,,,,,,180.00,220.00,610.00,864.00,1500.00,3115.00,2991.00,3696.00,4778.00,4823.00,4927.64,5922.08,6337.87,7356.40,11311.59,13725.41,
商品房销售额:河南:濮阳市,百万人民币,6413.254118,49745867.13,7053.075012,1.166215568,0.220953214,1.099765405,250,21336,3360,17,,,,,,,,,,,,,250.00,370.00,440.00,627.00,1017.00,1376.00,1581.00,2289.00,3360.00,5209.00,6494.19,10061.03,7433.38,10514.44,16261.47,20405.81,21336.00
商品房销售额:河南:许昌市,百万人民币,7290.399375,65106941.94,8068.88728,1.333441144,0.942666605,1.106782614,170,26428.06,4025,16,,,,,,,,,,,,,290.00,170.00,320.00,992.00,1344.00,3824.00,2099.00,3617.00,4226.00,6224.00,6691.13,10129.05,12432.18,15910.93,21949.04,26428.06,
商品房销售额:河南:漯河市,百万人民币,2808.42625,5630609.405,2372.890517,1.50010601,2.951613937,0.844918223,200,9412.25,2435,16,,,,,,,,,,,,,200.00,410.00,560.00,988.00,1281.00,2438.00,1390.00,1518.00,2432.00,3594.00,3323.21,3731.83,3490.96,4345.29,5820.28,9412.25,
商品房销售额:河南:三门峡市,百万人民币,3177.174118,12293615.25,3506.225213,1.124237699,0.294918835,1.103567222,50,11120,1861,17,,,,,,,,,,,,,100.00,110.00,50.00,159.00,275.00,487.00,905.00,1562.00,1861.00,2377.00,2946.88,4248.22,5076.67,5905.90,7202.85,9625.44,11120.00
商品房销售额:河南:南阳市,百万人民币,8496.39,69808242.77,8355.13272,1.023874281,0.129470619,0.983374436,380,26971.85,4962.5,16,,,,,,,,,,,,,380.00,610.00,770.00,1124.00,1688.00,3328.00,4152.00,4245.00,5680.00,9365.00,9766.50,13474.33,14670.04,16523.65,23193.87,26971.85,
商品房销售额:河南:商丘市,百万人民币,12652.24313,302321255.8,17387.38784,1.7534483,2.76301446,1.374253377,50,60339.43,4668,16,,,,,,,,,,,,,50.00,60.00,140.00,260.00,721.00,1898.00,2436.00,3751.00,5585.00,9213.00,11336.29,14154.18,23003.30,30128.84,39359.85,60339.43,
商品房销售额:河南:信阳市,百万人民币,13060.91353,165737684.8,12873.9149,1.104439762,0.573142409,0.985682576,280,43933,8535,17,,,,,,,,,,,,,280.00,460.00,1200.00,1398.00,2939.00,5240.00,4326.00,6973.00,8535.00,12952.00,13405.00,16086.40,20295.47,22556.24,27097.65,34358.77,43933.00
商品房销售额:河南:周口市,百万人民币,7945.822353,71888531.97,8478.710513,1.256101364,1.093968465,1.067065199,180,29406,4333,17,,,,,,,,,,,,,660.00,210.00,180.00,530.00,902.00,2490.00,3245.00,3285.00,4333.00,6422.00,8098.07,10081.27,13920.44,13739.46,16151.66,21425.08,29406.00
商品房销售额:河南:驻马店市,百万人民币,11651.245,176129554.7,13271.38104,1.144705686,0.505875262,1.139052611,80,43223.61,6337,16,,,,,,,,,,,,,80.00,140.00,230.00,278.00,576.00,2874.00,2813.00,5200.00,7474.00,12348.00,12382.05,17511.28,24043.98,25705.20,31540.80,43223.61,
商品房销售额:湖北:武汉市,百万人民币,102357.4372,13820715146,117561.5377,1.593538486,2.008091456,1.148539284,6408.93,414865,55438.825,18,,,,,,,,,,,6408.93,7413.57,8681.43,11245.84,16559.00,27986.39,35453.05,52955.96,35001.20,57921.69,69472.90,95586.02,115751.00,154490.00,180746.08,224775.81,327120.00,414865.00,
商品房销售额:湖北:黄石市,百万人民币,4752.55,17498923.27,4183.171436,0.90235271,0.096757784,0.880195145,310,14389.18,3609,16,,,,,,,,,,,,,310.00,410.00,500.00,1244.00,1589.00,2295.00,1936.00,2880.00,4338.00,5130.00,5751.00,7010.00,9340.32,8626.98,10291.32,14389.18,
商品房销售额:湖北:十堰市,百万人民币,4422.72875,10616468.63,3258.292287,0.508371995,-0.563583171,0.736715379,300,10713.88,4290.5,16,,,,,,,,,,,,,300.00,520.00,490.00,1508.00,2330.00,2540.00,2438.00,3535.00,5046.00,5590.00,6050.00,7380.00,5914.53,6352.23,10056.02,10713.88,
