"点击这里以选择指标，然后再点击""更新""或""下载编辑""按钮更新或新增及移除数列",单位,平均,方差,标准差,偏度,峰度,变异系数,最小,最大,中位数,观测次数,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018
商品房销售额:湖北:宜昌市,百万人民币,13007.05882,121390844.4,11017.75133,0.458438892,-1.294511219,0.847059392,580,32205,8696,17,,,,,,,,,,,,,580.00,1050.00,1350.00,2168.00,4089.00,5546.00,4222.00,6458.00,8696.00,16387.00,16101.00,21683.00,20804.00,27443.00,30478.00,21860.00,32205.00
商品房销售额:湖北:襄阳市,百万人民币,12892.1875,148244276.6,12175.56063,0.44089274,-1.444049885,0.944413865,520,35210,8762,16,,,,,,,,,,,,,520.00,750.00,980.00,1385.00,1838.00,2958.00,2861.00,5813.00,11711.00,19370.00,18409.00,26300.00,25090.00,25080.00,28000.00,35210.00,
商品房销售额:湖北:鄂州市,百万人民币,2239.647059,7508381.993,2740.142696,2.437993624,6.327384669,1.223470763,100,10922,1770,17,,,,,,,,,,,,,100.00,240.00,310.00,520.00,550.00,1070.00,797.00,1258.00,1872.00,2045.00,1770.00,1940.00,2080.00,2550.00,3278.00,6772.00,10922.00
商品房销售额:湖北:荆门市,百万人民币,5214.647059,31775958.12,5637.016775,1.344774043,1.46759664,1.080996798,120,19667,4215,17,,,,,,,,,,,,,120.00,170.00,190.00,570.00,774.00,1376.00,1038.00,2350.00,4474.00,5857.00,4215.00,6886.00,7447.00,7841.00,10790.00,14884.00,19667.00
商品房销售额:湖北:孝感市,百万人民币,3134.166667,8313443.97,2883.304349,0.808057838,-0.922993807,0.919958846,400,8003,1690,12,,,,,,,,,,,,,400.00,680.00,580.00,779.00,1281.00,1500.00,1880.00,3707.00,5006.00,8003.00,5814.00,7980.00,,,,,
商品房销售额:湖北:荆州市,百万人民币,2710.5,5404433,2324.743642,0.666169266,-0.837848576,0.857680739,260,6800,2356,12,,,,,,,,,,,,,260.00,370.00,410.00,716.00,1180.00,2357.00,2355.00,2926.00,3954.00,6340.00,4858.00,6800.00,,,,,
商品房销售额:湖北:黄冈市,百万人民币,8130.470588,80167791.26,8953.646814,0.951734982,-0.285507454,1.101245828,120,27722,3183,17,,,,,,,,,,,,,150.00,190.00,120.00,563.00,941.00,1717.00,1791.00,2389.00,3183.00,6230.00,7935.00,13240.00,14970.00,16370.00,17438.00,23269.00,27722.00
商品房销售额:湖北:咸宁市,百万人民币,5483.647059,31738253.37,5633.671393,0.910860927,0.329111661,1.027358496,40,19179,4374,17,,,,,,,,,,,,,40.00,90.00,70.00,180.00,506.00,1040.00,1235.00,1891.00,4374.00,6143.00,6802.00,9247.00,9917.00,9302.00,10625.00,12581.00,19179.00
商品房销售额:湖北:随州市,百万人民币,2653.764706,6958925.566,2637.977552,1.338756753,1.639353997,0.994051035,90,9388,2711,17,,,,,,,,,,,,,90.00,180.00,280.00,349.00,615.00,580.00,794.00,1758.00,3023.00,3137.00,2916.00,3368.00,3823.00,2711.00,4596.00,7506.00,9388.00
商品房销售额:湖南:长沙市,百万人民币,67526.32474,3939945294,62768.98353,0.724436924,-0.621683379,0.929548347,1784.55,195101,51309.56,19,,,,,,,,,,,1784.55,2900.98,4181.41,6681.85,9594.00,15596.27,19611.29,32338.85,28233.97,51309.56,74232.83,88206.62,93155.98,116038.01,92892.02,111326.19,166140.55,173674.24,195101.00
商品房销售额:湖南:株洲市,百万人民币,16985.41059,209244025.2,14465.26962,0.745226798,0.022794799,0.851629082,480,50500,15349,17,,,,,,,,,,,,,480.00,1060.00,1920.00,2577.00,4102.00,6855.00,7706.00,10967.00,15349.00,22559.59,21379.80,23508.75,22760.56,28836.57,31078.10,37112.61,50500.00
商品房销售额:湖南:湘潭市,百万人民币,6470.217647,37792739.84,6147.579999,1.593452001,2.664598143,0.950134962,410,23270,5711,17,,,,,,,,,,,,,410.00,670.00,940.00,1199.00,2481.00,3358.00,2401.00,4115.00,5711.00,6402.08,6553.95,9147.33,7410.52,8261.25,10241.82,17421.75,23270.00
商品房销售额:湖南:衡阳市,百万人民币,8726.859412,71837415.21,8475.695559,0.858357423,-0.205276426,0.971219446,410,26920.52,6822,17,,,,,,,,,,,,,410.00,410.00,540.00,982.00,1350.00,1780.00,2136.00,4862.00,6822.00,9515.23,10343.10,12550.67,14258.69,13349.67,18403.10,23723.63,26920.52
商品房销售额:湖南:邵阳市,百万人民币,4579.855625,30729649.71,5543.433026,1.36392457,0.971369489,1.210394711,70,17935.99,1806,16,,,,,,,,,,,,,70.00,250.00,260.00,630.00,679.00,744.00,978.00,1525.00,2087.00,3257.19,4770.85,6880.16,8696.19,10152.90,14361.41,17935.99,
商品房销售额:湖南:岳阳市,百万人民币,9518.188235,100717286.7,10035.80025,1.209593357,0.950182604,1.054381359,410,34762.01,6286,17,,,,,,,,,,,,,410.00,420.00,700.00,1244.00,1044.00,2349.00,2908.00,3298.00,6286.00,9529.45,13317.40,9952.88,12311.37,17587.26,21524.38,24165.45,34762.01
商品房销售额:湖南:常德市,百万人民币,9107.974706,75654212.76,8697.943019,1.338242267,1.21728285,0.954981025,930,29980,7174,17,,,,,,,,,,,,,930.00,960.00,1120.00,2198.00,3126.00,3552.00,2947.00,4608.00,7174.00,10300.14,9451.56,10236.46,10265.80,13921.61,17560.92,26504.08,29980.00
商品房销售额:湖南:张家界市,百万人民币,1545.09375,1383686.216,1176.301924,0.517911926,-0.829346914,0.761314272,160,3941.11,1465.085,16,,,,,,,,,,,,,160.00,230.00,590.00,455.00,452.00,498.00,684.00,1172.00,2093.00,3176.20,1937.15,2563.17,2666.46,1758.17,2345.24,3941.11,
商品房销售额:湖南:益阳市,百万人民币,6045.491176,33515231.57,5789.234109,0.799957068,-0.213286419,0.95761187,90,18993,4430,17,,,,,,,,,,,,,160.00,90.00,290.00,424.00,764.00,1811.00,2370.00,2993.00,4430.00,6183.35,7770.98,9712.34,9402.95,10312.06,12040.63,15026.04,18993.00
商品房销售额:湖南:郴州市,百万人民币,10340.79,140980746.2,11873.53133,1.258334046,0.542323183,1.148222846,360,36912.14,4835,17,,,,,,,,,,,,,360.00,670.00,1010.00,1494.00,1760.00,1794.00,1484.00,2204.00,4835.00,8215.95,10400.61,12687.56,14746.25,17842.30,25496.80,33880.82,36912.14
商品房销售额:湖南:永州市,百万人民币,8665.020588,94882028.83,9740.740672,1.095007784,0.276263458,1.124145127,60,31502,4290,17,,,,,,,,,,,,,60.00,60.00,190.00,1076.00,773.00,1714.00,1302.00,2393.00,4290.00,6820.77,9465.97,11775.77,15355.73,15561.13,20499.93,24466.05,31502.00
商品房销售额:湖南:怀化市,百万人民币,7165.945,81544636.31,9030.206881,1.586716938,2.044416149,1.260155762,210,30846.56,2383.5,16,,,,,,,,,,,,,210.00,240.00,420.00,1074.00,932.00,1691.00,1343.00,1860.00,2907.00,4766.23,8295.50,13109.04,10129.45,14533.71,22297.63,30846.56,
商品房销售额:湖南:娄底市,百万人民币,4924.137059,23423010.25,4839.732457,0.84052232,-0.417487415,0.982859006,40,15450,3617,17,,,,,,,,,,,,,40.00,110.00,200.00,425.00,1213.00,1402.00,1571.00,2135.00,3617.00,5037.64,9660.09,11412.66,5056.31,5755.11,8872.45,11753.07,15450.00
商品房销售额:广东:广州市,百万人民币,139282.3511,9963725881,99818.46463,0.512250484,-1.00187442,0.716662692,23795.74,319332.59,122908.51,18,,,,,,,,,,,23946.08,23795.74,30579.15,34338.40,39593.00,68271.31,86228.53,117201.96,93507.27,128615.06,167498.99,144525.18,175475.00,260600.33,242070.21,241551.50,319332.59,309952.02,
商品房销售额:广东:韶关市,百万人民币,10467.85706,70543287.97,8399.005177,0.495381774,-0.994658724,0.80236147,820,26120,8311.19,17,,,,,,,,,,,,,22120.00,820.00,1070.00,1439.00,1648.00,3304.00,3249.00,5915.00,7579.00,8311.19,11633.30,15383.07,15476.15,13714.51,16627.68,23543.67,26120.00
商品房销售额:广东:深圳市,百万人民币,112873.9089,9942281174,99710.98823,1.38135466,0.947469497,0.88338385,21854.17,332363.72,87195.21,18,,,,,,,,,,,21854.17,22394.19,22118.68,25757.86,25788.00,85135.09,70303.47,77991.27,59109.11,111387.57,89255.33,106086.46,103009.81,143625.33,131668.50,282217.01,332363.72,321664.79,
商品房销售额:广东:珠海市,百万人民币,35622.01353,1272768242,35675.8776,1.453592589,1.432638083,1.001512101,2700,121560.33,25752.76,17,,,,,,,,,,,,,2700.00,4410.00,3800.00,7697.00,8940.00,21602.00,12177.00,21460.00,29301.00,25752.76,26848.21,39261.18,40829.20,59446.95,121560.33,109341.60,70447.00
商品房销售额:广东:汕头市,百万人民币,13719.51353,283622375,16841.09186,2.1502894,4.292427671,1.227528354,570,62972.9,7313,17,,,,,,,,,,,,,570.00,2720.00,2780.00,3891.00,4475.00,5943.00,4717.00,4794.00,7313.00,8240.98,11470.03,12634.36,10944.47,16480.10,27934.89,62972.90,45351.00
商品房销售额:广东:佛山市,百万人民币,75241.68688,6584675030,81146.01056,1.954968719,3.967154369,1.078471442,180,307304.2,56694.65,16,,,,,,,,,,,,,180.00,10250.00,11360.00,18153.00,25901.00,40451.00,29232.00,48764.00,66813.00,70237.23,64625.30,85246.57,94037.29,119589.07,211723.33,307304.20,
商品房销售额:广东:江门市,百万人民币,19250.66353,326436278.3,18067.54766,1.149235975,0.535398535,0.938541554,660,57564,17174.76,17,,,,,,,,,,,,,660.00,2280.00,2100.00,3803.00,4352.00,7986.00,7194.00,13019.00,17917.00,17174.76,19364.89,25432.27,21454.82,28696.63,41022.94,57239.97,57564.00
商品房销售额:广东:湛江市,百万人民币,11988.34647,191553226.4,13840.27552,1.491194915,1.478849267,1.154477438,680,44201,6216,17,,,,,,,,,,,,,1320.00,680.00,740.00,1918.00,2223.00,2540.00,1844.00,4018.00,6216.00,9803.01,10737.14,15620.20,16768.54,18040.51,24539.68,42592.81,44201.00
商品房销售额:广东:茂名市,百万人民币,8046.613125,72026065.29,8486.817147,1.513824927,2.799534511,1.054706746,50,31716.69,4750.5,16,,,,,,,,,,,,,50.00,340.00,1040.00,1449.00,1378.00,2214.00,2947.00,3939.00,5562.00,10100.15,12355.75,14295.33,11626.44,12750.04,16982.41,31716.69,
商品房销售额:广东:肇庆市,百万人民币,15088.02176,179858435,13411.13101,0.895578651,0.218579272,0.888859469,1590,46460,14031,17,,,,,,,,,,,,,2830.00,1650.00,1590.00,2111.00,2628.00,4630.00,4396.00,9604.00,14031.00,15610.12,17582.15,23158.56,24821.78,24899.50,23933.41,36560.85,46460.00
商品房销售额:广东:惠州市,百万人民币,51830.5,3320273642,57621.81567,1.264752912,0.486844761,1.111735671,1670,177841,31117,17,,,,,,,,,,,,,3370.00,1670.00,2290.00,3797.00,7580.00,15618.00,12194.00,23201.00,31117.00,44087.34,47842.38,67210.88,58881.21,80038.06,141499.78,162880.85,177841.00
商品房销售额:广东:梅州市,百万人民币,7716.157647,83820803.78,9155.370215,1.407203996,0.903293389,1.186519332,710,28634.99,3167,17,,,,,,,,,,,,,2210.00,710.00,1000.00,757.00,892.00,1056.00,1330.00,1978.00,3167.00,4433.60,6191.69,8480.40,10830.94,13979.84,18894.22,28634.99,26629.00
商品房销售额:广东:汕尾市,百万人民币,3972.976471,29884165.28,5466.641133,1.77280908,2.445446799,1.375956081,90,18672,1643,17,,,,,,,,,,,,,8190.00,90.00,90.00,164.00,191.00,669.00,667.00,1338.00,1643.00,2590.95,2061.51,999.70,2065.23,4581.20,9386.61,14141.40,18672.00
商品房销售额:广东:河源市,百万人民币,7010.888824,82750887.04,9096.751456,1.742564045,2.291908437,1.297517574,210,29886,2558,17,,,,,,,,,,,,,350.00,350.00,210.00,599.00,1030.00,2354.00,1001.00,2126.00,2558.00,4606.74,5020.29,8811.28,7952.27,10224.85,15186.62,26919.06,29886.00
商品房销售额:广东:阳江市,百万人民币,6671.794375,49641130.54,7045.646211,1.252692219,1.261674057,1.056034676,460,24790.76,3516.5,16,,,,,,,,,,,,,460.00,520.00,620.00,966.00,1165.00,1982.00,1854.00,2842.00,4191.00,5985.94,8881.42,12924.70,12338.60,12772.79,14454.50,24790.76,
商品房销售额:广东:清远市,百万人民币,17453.10765,321441775.8,17928.79739,1.203438265,0.714550767,1.027255303,450,58510.69,13814,17,,,,,,,,,,,,,450.00,1030.00,860.00,2079.00,3257.00,6597.00,3675.00,9826.00,13814.00,15801.11,18169.79,25906.58,20703.92,25695.75,37506.99,58510.69,52820.00
商品房销售额:广东:东莞市,百万人民币,49050.09125,1951298249,44173.50166,1.070625763,0.284636396,0.900579398,1150,141817.33,36338.5,16,,,,,,,,,,,,,1150.00,4800.00,5920.00,11940.00,16124.00,29499.00,28370.00,35300.00,37377.00,45961.23,54238.25,72806.63,62664.93,101910.63,141817.33,134922.46,
商品房销售额:广东:中山市,百万人民币,32843.74813,753407747,27448.27403,0.825171083,-0.093395779,0.835722949,600,88465.04,30489.5,16,,,,,,,,,,,,,600.00,3840.00,4060.00,8444.00,11685.00,20565.00,14078.00,25941.00,35038.00,37358.95,35980.74,47208.25,46401.88,61353.02,84481.09,88465.04,
商品房销售额:广东:潮州市,百万人民币,2430.943125,5215625.207,2283.774334,1.453795183,2.17053859,0.939460208,340,8553.96,1961.975,16,,,,,,,,,,,,,340.00,500.00,340.00,520.00,489.00,845.00,1717.00,2162.00,1970.00,1997.51,1953.95,3881.75,3738.92,4357.36,5528.64,8553.96,
商品房销售额:广东:揭阳市,百万人民币,3934.752353,20514716.47,4529.31744,2.038190535,4.251424149,1.151106101,370,17197,3462,17,,,,,,,,,,,,,370.00,560.00,480.00,406.00,370.00,1296.00,1744.00,2241.00,3462.00,3861.31,3695.09,3934.36,3815.20,4670.03,6559.88,12228.92,17197.00
商品房销售额:广东:云浮市,百万人民币,4651.295294,32276184.77,5681.213318,1.465014772,1.349002394,1.221426067,130,18351,2253,17,,,,,,,,,,,,,130.00,310.00,330.00,326.00,441.00,710.00,916.00,1383.00,2253.00,2727.63,3644.42,6683.58,7093.08,7310.79,10124.12,16338.40,18351.00
商品房销售额:广西:南宁市,百万人民币,39148.20526,1561172343,39511.67351,1.334644904,1.125308157,1.009284416,902.6,135814,33344.79,19,,,,,,,,,,,902.60,2439.78,2629.10,4327.49,9213.00,11871.50,13098.39,21405.74,19652.77,33344.79,34284.09,36981.00,37759.02,48897.00,53186.63,66508.00,91424.00,120077.00,135814.00
商品房销售额:广西:柳州市,百万人民币,14812.22882,182354045.5,13503.85299,1.41751641,1.691632941,0.911669213,1420,49515,11330,17,,,,,,,,,,,,,1420.00,1580.00,2420.00,5523.00,4926.00,7488.00,5954.00,8872.00,11330.00,12953.00,16575.36,14920.91,19458.00,22039.00,27535.83,39297.79,49515.00
商品房销售额:广西:桂林市,百万人民币,12654.09882,96015011.55,9798.724996,1.120922195,1.029476725,0.774351863,1400,36855,11566,17,,,,,,,,,,,,,1400.00,2240.00,2480.00,5077.00,5215.00,6969.00,7425.00,8161.00,11566.00,11819.00,13659.09,16919.59,17101.00,17410.00,21516.00,29307.00,36855.00
商品房销售额:广西:梧州市,百万人民币,3804.177059,10563498.63,3250.153632,0.912241631,0.577220545,0.854364448,460,11859,3426,17,,,,,,,,,,,,,590.00,460.00,470.00,512.00,976.00,1480.00,1284.00,2431.00,3426.00,4732.00,4528.29,6407.00,7343.72,6238.00,4759.00,7175.00,11859.00
商品房销售额:广西:北海市,百万人民币,7061.575882,56664667.44,7527.593735,1.637487976,2.767961739,1.065993464,120,27509,5884.48,17,,,,,,,,,,,,,120.00,170.00,500.00,403.00,1118.00,2154.00,3002.00,5741.00,7600.00,7291.00,5884.48,8069.00,9418.00,9162.00,10613.05,21292.26,27509.00
商品房销售额:广西:防城港市,百万人民币,4688.15,29426472.12,5424.617232,1.761024719,4.128048083,1.157091226,30,20950,4842.94,17,,,,,,,,,,,,,30.00,40.00,140.00,133.00,227.00,508.00,1168.00,1905.00,4882.00,6774.00,4842.94,5103.61,6423.54,7283.00,9065.88,10222.58,20950.00
商品房销售额:广西:钦州市,百万人民币,4247.647059,13177973.87,3630.147913,1.181047188,2.539132053,0.854625599,40,14380,4585,17,,,,,,,,,,,,,40.00,100.00,160.00,990.00,1213.00,1702.00,2303.00,4119.00,6230.00,4585.00,5193.00,5795.00,5341.00,6457.00,6702.00,6900.00,14380.00
商品房销售额:广西:贵港市,百万人民币,5859.2875,32233919.8,5677.492387,1.373980124,1.21615567,0.968973171,250,19001,4505,16,,,,,,,,,,,,,250.00,320.00,,1166.00,1590.00,2268.00,2144.00,2885.00,4196.00,4814.00,5022.00,6112.00,7069.60,8399.00,11149.00,17363.00,19001.00
商品房销售额:广西:玉林市,百万人民币,7840.011176,62585232.32,7911.082879,1.236048909,1.377430058,1.009065255,70,28226,5993,17,,,,,,,,,,,,,70.00,120.00,260.00,698.00,1709.00,2666.00,2654.00,3934.00,5993.00,9170.00,8929.00,10004.00,10861.51,12598.00,15065.68,20322.00,28226.00
商品房销售额:广西:百色市,百万人民币,3711.611765,12142210.46,3484.567472,1.062408875,0.578445453,0.938828652,30,12016,3260,17,,,,,,,,,,,,,30.00,40.00,180.00,719.00,1232.00,1710.00,1324.00,1970.00,3260.00,3631.00,4160.00,5011.00,4600.00,5843.00,7962.65,9408.75,12016.00
商品房销售额:广西:贺州市,百万人民币,1529.75,3868262.467,1966.789889,1.98971445,3.817054624,1.285693668,10,7127,611.5,16,,,,,,,,,,,,,10.00,40.00,,174.00,373.00,466.00,410.00,421.00,537.00,686.00,1074.00,1398.00,1784.00,2288.00,2819.00,4869.00,7127.00
商品房销售额:广西:河池市,百万人民币,1938.190625,3164245.741,1778.832691,1.222403324,1.212514114,0.917780051,50,6313,1732,16,,,,,,,,,,,,,,50.00,230.00,460.00,287.00,634.00,535.00,1153.00,2158.00,1759.00,1705.00,1903.29,2591.85,2900.00,3381.91,4950.00,6313.00
商品房销售额:广西:来宾市,百万人民币,2439.33125,3812478.236,1952.556846,0.382494809,-0.943436023,0.8004476,10,6406,2239,16,,,,,,,,,,,,,,10.00,60.00,523.00,600.00,731.00,878.00,1232.00,1846.00,2632.00,3751.00,3519.00,4335.00,3879.00,4151.00,4476.30,6406.00
商品房销售额:广西:崇左市,百万人民币,2905.267857,4040187.194,2010.02169,0.385279458,-0.575726528,0.691854173,148,6680,3079,14,,,,,,,,,,,,,,,,148.00,420.00,976.00,852.00,1539.00,2313.00,3257.00,2901.00,3519.00,3691.77,3773.00,4602.42,6001.56,6680.00
商品房销售额:海南:海口市,百万人民币,17327.51947,343883648.7,18544.10011,1.393206692,1.458317657,1.070210894,813.29,65878.77,10247.95,19,,,,,,,,,,,813.29,1127.41,1202.39,2001.42,2410.00,5102.32,3945.88,5993.06,7991.20,10247.95,16812.26,15008.07,18163.02,25017.09,26657.60,29674.48,39127.74,65878.77,52048.92
商品房销售额:海南:三亚市,百万人民币,18196.24353,317655861.3,17822.90272,1.226157409,1.253575931,0.979482534,140,60137.14,19706.83,17,,,,,,,,,,,,,140.00,340.00,610.00,1202.00,3496.00,5548.00,9109.00,12724.00,24388.00,20925.48,20924.03,26556.89,19706.83,20360.73,28022.46,55145.58,60137.14
商品房销售额:重庆,百万人民币,114016.3286,22803886944,151009.5591,1.339371592,0.93996258,1.324455549,176.48,527270,23279.78,29,176.48,200.07,295.83,422.21,553.36,1166.57,1898.56,3131.11,5547.86,5919.92,7837.09,10765.34,15815.05,21022.60,23279.78,43076.79,50568.50,96731.25,80000.06,137776.15,184693.96,214608.60,229734.64,268276.26,281499.10,295221.24,343199.72,455785.43,527270.00
商品房销售额:四川:成都市,百万人民币,138884.8016,13168675642,114754.8502,0.556126306,-0.757088281,0.826259237,7820.78,363320,133399.38,19,,,,,,,,,,,7820.78,12910.29,15979.15,20257.98,18566.00,39568.51,57987.28,95164.38,70881.97,133399.38,151932.89,180570.00,206990.00,212161.00,207213.58,206619.48,295020.14,342448.42,363320.00
商品房销售额:四川:自贡市,百万人民币,5634.986875,20409850.61,4517.726265,0.71656873,-0.197045147,0.801727913,730,15814.87,5128,16,,,,,,,,,,,,,970.00,980.00,730.00,1541.00,1708.00,2384.00,2121.00,4176.00,6080.00,7859.00,7197.00,10311.00,8062.93,9026.24,11198.75,15814.87,
商品房销售额:四川:攀枝花市,百万人民币,3133.356875,5242311.13,2289.609384,0.709210511,-0.398595838,0.730720909,300,7869.76,2484,16,,,,,,,,,,,,,300.00,520.00,560.00,1481.00,1923.00,1991.00,1657.00,2077.00,2891.00,3076.00,3694.00,6793.00,5642.92,4596.70,5061.33,7869.76,
商品房销售额:四川:泸州市,百万人民币,12190.36059,169984567.8,13037.813,1.596658709,2.300476842,1.06951824,870,47270,9809,17,,,,,,,,,,,,,870.00,1390.00,1660.00,1940.00,2382.00,2773.00,4024.00,6689.00,9809.00,10302.00,10819.00,16160.00,13119.21,18040.09,24962.32,35026.51,47270.00
商品房销售额:四川:德阳市,百万人民币,6670.165294,23226957.92,4819.435435,1.037516604,1.839776953,0.722536133,810,19610,7502,17,,,,,,,,,,,,,810.00,1110.00,1390.00,2432.00,3819.00,3747.00,2273.00,6181.00,7502.00,8370.00,8235.00,10747.00,7926.43,8121.20,10202.64,10916.54,19610.00
商品房销售额:四川:绵阳市,百万人民币,10183.39625,59281829.81,7699.46945,0.654468427,-0.068929654,0.756080708,1380,27961.81,10098,16,,,,,,,,,,,,,1380.00,1940.00,2100.00,3234.00,4366.00,4388.00,3438.00,7456.00,12740.00,16764.00,14668.00,15170.00,15621.40,14271.33,17435.80,27961.81,
商品房销售额:四川:广元市,百万人民币,2879.149375,5846745.533,2418.004453,0.50750712,-1.143724178,0.839832929,240,7408.01,2452.5,16,,,,,,,,,,,,,270.00,330.00,240.00,681.00,816.00,1215.00,893.00,2070.00,2835.00,4250.00,3596.00,3825.00,5796.17,6205.84,5635.37,7408.01,
商品房销售额:四川:遂宁市,百万人民币,7245.828125,55876308.98,7475.045751,1.20809734,0.720718051,1.031634428,370,25282.76,4415.5,16,,,,,,,,,,,,,370.00,940.00,550.00,1090.00,1241.00,2777.00,2488.00,4229.00,4602.00,6273.00,8189.00,10212.00,13819.70,15106.98,18762.81,25282.76,
商品房销售额:四川:内江市,百万人民币,5722.776875,22868905.72,4782.144469,0.526469739,-0.745600353,0.83563357,370,15514.53,6247,16,,,,,,,,,,,,,370.00,570.00,800.00,1032.00,1427.00,1629.00,2267.00,5419.00,7075.00,9546.00,7351.00,8175.00,7096.84,10840.00,12452.06,15514.53,
商品房销售额:四川:乐山市,百万人民币,6992.87625,35694124.91,5974.456035,0.758022727,-0.18269909,0.854363186,530,20327.72,6057,16,,,,,,,,,,,,,530.00,1050.00,820.00,1463.00,1943.00,3023.00,2497.00,4491.00,8565.00,11491.00,7623.00,9832.00,10323.28,12382.67,15524.35,20327.72,
商品房销售额:四川:南充市,百万人民币,11098.66188,86926971,9323.463466,0.415051227,-1.388809744,0.840052933,1070,27623.2,8682,16,,,,,,,,,,,,,1070.00,1260.00,1380.00,2276.00,2852.00,4097.00,3433.00,6760.00,10604.00,16375.00,17114.00,22385.00,24622.81,18357.73,17368.85,27623.20,
商品房销售额:四川:眉山市,百万人民币,7533.634375,54791196.17,7402.107549,0.935417791,-0.330025859,0.982541384,510,23439.25,5355,16,,,,,,,,,,,,,510.00,940.00,880.00,1137.00,1489.00,2358.00,1971.00,4593.00,6117.00,6974.00,7754.00,12161.00,14216.75,18485.40,17512.75,23439.25,
商品房销售额:四川:宜宾市,百万人民币,9131.745,69414987.58,8331.565734,1.032857032,0.56624457,0.912373893,490,29186.5,6649,16,,,,,,,,,,,,,490.00,860.00,840.00,2605.00,3141.00,3650.00,3407.00,5021.00,8277.00,10062.00,12907.00,16225.00,11723.97,16991.32,20721.13,29186.50,
商品房销售额:四川:广安市,百万人民币,6564.729375,42822888.49,6543.919963,1.157890547,0.568726784,0.996830119,560,22263.26,4034,16,,,,,,,,,,,,,560.00,730.00,790.00,1736.00,1468.00,2381.00,1859.00,2864.00,5204.00,6442.00,6525.00,9951.00,13397.79,12701.48,16163.14,22263.26,
商品房销售额:四川:达州市,百万人民币,6743.71625,29781313.8,5457.225834,0.842154297,0.746737431,0.809231236,210,20160.45,6918,16,,,,,,,,,,,,,210.00,800.00,790.00,1800.00,2465.00,3256.00,3121.00,6519.00,8240.00,8622.00,7317.00,11518.00,10192.54,11138.34,11750.13,20160.45,
商品房销售额:四川:雅安市,百万人民币,1679.625625,3163512.616,1778.626609,1.496547986,1.951104429,1.058942292,80,6275.53,965,16,,,,,,,,,,,,,210.00,280.00,80.00,243.00,715.00,457.00,318.00,905.00,1025.00,1724.00,2203.00,2382.00,2679.73,2583.52,4793.23,6275.53,
商品房销售额:四川:巴中市,百万人民币,4007.078125,18546803.58,4306.600002,1.026308152,-0.162897752,1.0747482,150,13366.93,1985.5,16,,,,,,,,,,,,,150.00,220.00,240.00,562.00,755.00,1251.00,1045.00,1344.00,2627.00,3001.00,5192.00,6127.00,8055.57,9061.40,11115.35,13366.93,
商品房销售额:四川:资阳市,百万人民币,8160.13875,60798558.49,7797.343041,0.569393708,-1.276178757,0.955540497,550,22837.21,5578,16,,,,,,,,,,,,,570.00,600.00,550.00,900.00,1427.00,1877.00,2201.00,4083.00,7073.00,8062.00,12364.00,16196.00,18157.39,22837.21,16369.88,17294.74,
商品房销售额:贵州:贵阳市,百万人民币,33445.04105,924035098.9,30397.94564,0.748166426,-0.241838945,0.90889246,2204.46,104489,30781.03,19,,,,,,,,,,,2204.46,2852.06,3359.53,4464.56,4050.00,7996.96,9199.17,12746.32,12973.38,30781.03,35345.87,41717.80,50255.00,65050.00,53086.64,58137.00,58747.00,78000.00,104489.00
商品房销售额:贵州:六盘水市,百万人民币,3374.875,9819955.983,3133.6809,1.007792952,0.175274713,0.928532435,120,10492,2564.5,16,,,,,,,,,,,,,120.00,380.00,420.00,403.00,1009.00,1939.00,1344.00,2366.00,2763.00,3045.00,3545.00,5130.00,5601.00,7273.00,8168.00,10492.00,
商品房销售额:贵州:遵义市,百万人民币,12361.53333,330739892.1,18186.25558,1.956315782,3.175754531,1.471197391,690,61732,3330,15,,,,,,,,,,,,,690.00,1060.00,1660.00,2090.00,1957.00,3290.00,1499.00,3330.00,5405.00,7604.00,8025.00,13850.00,,,31602.00,41629.00,61732.00
商品房销售额:贵州:安顺市,百万人民币,1751.75,4586932.568,2141.712532,1.705580189,2.115522616,1.222613119,210,6830,690,12,,,,,,,,,,,,,300.00,210.00,240.00,453.00,640.00,740.00,456.00,1644.00,1733.00,2635.00,5140.00,6830.00,,,,,
商品房销售额:云南:昆明市,百万人民币,27690.78571,487989809.3,22090.49138,0.65696056,-0.717341695,0.797756034,4652.75,70190,24244.255,14,,,,,,,,,,,4652.75,4672.87,5828.22,7087.25,6239.00,20672.08,26515.99,28868.99,21972.52,32484.57,45505.70,52584.06,60397.00,70190.00,,,,,
商品房销售额:云南:曲靖市,百万人民币,6434.909091,32656141.89,5714.555266,0.429289657,-1.454233466,0.888055322,300,15420,5679,11,,,,,,,,,,,,,300.00,430.00,,2076.00,3139.00,499.00,5679.00,7024.00,9397.00,13550.00,15420.00,13270.00,,,,,
商品房销售额:云南:玉溪市,百万人民币,3957.692308,10954012.06,3309.684587,0.551212231,-0.687638371,0.836266271,420,10650,3716,13,,,,,,,,,,,,,420.00,440.00,,847.00,954.00,904.00,2125.00,3716.00,6618.00,4708.00,6948.00,6880.00,,,,6240.00,10650.00
