"点击这里以选择指标，然后再点击""更新""或""下载编辑""按钮更新或新增及移除数列",单位,平均,方差,标准差,偏度,峰度,变异系数,最小,最大,中位数,观测次数,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018
商品房销售面积:河南:驻马店市,千平方米,4582.935294,16680831.07,4084.217315,0.605624076,-0.607414049,0.891179354,98,13049.9,4283,17,,,,,,,,,,,,,98.00,168.00,219.00,216.50,422.40,2117.80,1981.70,3292.00,4283.00,5355.00,4824.90,6073.20,7755.20,7906.90,9265.60,10880.80,13049.90
商品房销售面积:湖北:武汉市,千平方米,13296.47353,95973296.48,9796.596168,1.075889251,0.269839043,0.736781535,2227.769,35326.1,10869.854,19,,,,,,,,,,2227.77,3595.18,4088.53,4502.67,5427.91,6580.80,9140.59,9608.81,11354.13,7320.74,10869.85,12080.00,13235.11,15761.10,19953.60,22731.60,26271.90,32556.60,35326.10,
商品房销售面积:湖北:黄石市,千平方米,1500.512235,827299.0081,909.5597881,0.716337512,-0.00672378,0.606166192,315,3437.5,1402,17,,,,,,,,,,,,,315.00,438.00,380.00,801.80,997.30,1189.00,891.20,1001.50,1402.00,1552.00,1581.70,1871.40,2051.59,2129.70,2325.46,3143.56,3437.50
商品房销售面积:湖北:十堰市,千平方米,1456.341176,413831.4738,643.2973448,-0.40793783,-0.182348776,0.441721593,282,2497,1494.6,17,,,,,,,,,,,,,282.00,451.00,376.00,1056.50,1261.00,1446.00,1369.20,1579.00,1903.00,1724.00,1524.00,1778.50,1451.30,1494.60,2195.60,2369.10,2497.00
商品房销售面积:湖北:宜昌市,千平方米,2897.158824,3108734.471,1763.160365,0.269366064,-1.30850227,0.608582571,474,5869.2,2314,17,,,,,,,,,,,,,474.00,806.00,924.00,1061.10,1802.70,2145.80,1407.80,2040.80,2314.00,3712.10,3285.70,4601.30,4778.80,5591.20,5869.20,3810.20,4627.00
商品房销售面积:湖北:襄阳市,千平方米,3651.229412,6058254.108,2461.352089,0.013100857,-1.987464355,0.674115979,609,6950,3827,17,,,,,,,,,,,,,609.00,929.00,1008.00,1074.30,1193.00,1514.00,1282.70,2245.00,3827.00,5778.50,4979.40,6030.80,5781.60,6030.60,6252.20,6585.80,6950.00
商品房销售面积:湖北:鄂州市,千平方米,588.8117647,77905.07985,279.1148148,1.358837743,2.118513341,0.474030635,181,1304.8,567.8,17,,,,,,,,,,,,,181.00,343.00,332.00,413.50,472.80,580.00,423.40,487.50,646.00,672.00,467.00,567.80,573.50,617.50,804.00,1124.00,1304.80
商品房销售面积:湖北:荆门市,千平方米,1529.747059,1506979.503,1227.590935,0.720715689,-0.435392448,0.802479683,126,4052.5,1173.5,17,,,,,,,,,,,,,126.00,186.00,213.00,408.70,541.20,928.00,560.00,977.20,1733.00,1923.00,1173.50,1954.70,2172.90,2355.80,3059.60,3640.60,4052.50
商品房销售面积:湖北:孝感市,千平方米,1853.00625,928595.4526,963.636577,0.103052531,-1.535902832,0.520039572,513,3311,1905.5,16,,,,,,,,,,,,,513.00,1117.00,630.00,799.10,1018.40,1080.00,1140.00,1656.00,2490.00,3311.00,2155.00,2427.80,2450.60,2605.80,3027.70,3226.70,
商品房销售面积:湖北:荆州市,千平方米,1376.30625,611952.466,782.2739072,0.591582933,0.399536399,0.568386511,316,3174.9,1370.1,16,,,,,,,,,,,,,316.00,430.00,433.00,528.20,785.00,1379.80,1297.90,1213.20,1456.00,2010.30,1360.40,1743.90,1625.00,1833.30,2434.00,3174.90,
商品房销售面积:湖北:黄冈市,千平方米,2601.452941,4518864.876,2125.762187,0.592551757,-0.986158825,0.817144202,176,6492.8,1700,17,,,,,,,,,,,,,221.00,320.00,176.00,602.00,868.70,1548.70,1275.80,1515.20,1700.00,2579.50,2566.70,4213.10,4327.00,4656.10,4876.70,6285.40,6492.80
商品房销售面积:湖北:咸宁市,千平方米,1778.441176,1978984.878,1406.763974,0.334064477,-1.061869579,0.791009561,79,4530.8,1917,17,,,,,,,,,,,,,79.00,159.00,136.00,220.00,517.20,797.80,881.80,1050.00,1917.00,2194.00,2341.00,2713.10,2991.60,2927.30,3070.20,3707.70,4530.80
商品房销售面积:湖北:随州市,千平方米,840.2882353,228266.3686,477.7722979,0.445087204,-0.397519072,0.568581444,137,1840,916.1,17,,,,,,,,,,,,,137.00,241.00,336.00,407.80,642.40,426.30,546.70,1016.10,1297.00,1124.70,918.40,916.10,989.60,658.70,1218.50,1568.60,1840.00
商品房销售面积:湖南:长沙市,千平方米,11613.38715,65048835.88,8065.285852,0.187191702,-1.185835333,0.694481786,799.689,25937.101,11925.6905,20,,,,,,,,,,799.69,927.15,1593.95,2320.98,3274.63,4705.05,6740.76,7416.86,9785.59,8587.38,14065.80,16802.05,15001.66,15269.30,18405.94,15191.98,18976.90,25937.10,22591.50,23873.50
商品房销售面积:湖南:株洲市,千平方米,4422.484824,6239206.901,2497.840447,-0.109986372,-1.067859506,0.564804753,410,8590.516,5138,17,,,,,,,,,,,,,410.00,996.00,1133.00,1766.80,2153.70,3348.70,3543.60,4298.70,5138.00,6017.70,5245.06,5570.00,5372.58,6586.42,7459.75,7551.72,8590.52
商品房销售面积:湖南:湘潭市,千平方米,1899.084294,980052.6813,989.9761014,1.001809121,1.500214996,0.52129129,466,4361.188,1870.3,17,,,,,,,,,,,,,466.00,655.00,938.00,1005.40,1664.00,1870.30,1197.50,1764.50,2016.00,1911.69,1940.73,2419.77,1857.41,2043.46,2539.82,3633.68,4361.19
商品房销售面积:湖南:衡阳市,千平方米,2642.361353,3283742.257,1812.109891,0.285228423,-1.200014203,0.685791854,378,5818.921,2844,17,,,,,,,,,,,,,378.00,436.00,494.00,863.20,1078.50,1236.20,1220.20,2258.20,2844.00,3254.52,3127.50,3843.50,3906.51,3754.67,5068.27,5818.92,5337.96
商品房销售面积:湖南:邵阳市,千平方米,1762.189294,2518454.852,1586.964036,0.813125553,-0.848254822,0.900563885,93,4537.914,1111,17,,,,,,,,,,,,,93.00,256.00,264.00,502.00,555.70,583.30,673.40,891.70,1111.00,1376.60,1697.36,2300.84,2930.69,3322.52,4372.93,4488.26,4537.91
商品房销售面积:湖南:岳阳市,千平方米,2649.143588,3227106.243,1796.414831,0.403831688,-1.165271029,0.678111537,459,5914.004,2414,17,,,,,,,,,,,,,472.00,459.00,718.00,1075.20,898.50,1500.80,1389.40,1783.30,2414.00,3268.30,4007.30,3045.81,3404.38,4488.43,5341.70,4855.32,5914.00
商品房销售面积:湖南:常德市,千平方米,2578.582706,1955917.27,1398.541122,0.879031273,0.495174776,0.542368146,710,5646.312,2359.826,17,,,,,,,,,,,,,710.00,815.00,1168.00,1619.50,1680.70,2113.20,1538.60,2278.90,3191.00,3382.77,2697.70,2525.35,2359.83,2991.89,3823.77,5293.39,5646.31
商品房销售面积:湖南:张家界市,千平方米,557.8081765,84436.33876,290.5793158,0.537399184,-0.588683188,0.520930542,164,1108.802,581.273,17,,,,,,,,,,,,,182.00,164.00,390.00,340.70,298.30,272.70,357.60,585.30,810.00,1108.80,607.28,747.35,581.27,482.50,589.97,892.00,1072.97
商品房销售面积:湖南:益阳市,千平方米,1977.464824,1737434.473,1318.117777,0.009373582,-1.333753422,0.666569519,187,4137.127,1943,17,,,,,,,,,,,,,211.00,187.00,229.00,433.50,806.10,1434.70,1417.40,1559.60,1943.00,2299.06,2574.75,3098.84,3121.13,3156.39,3244.81,3763.48,4137.13
商品房销售面积:湖南:郴州市,千平方米,3050.562941,6415471.706,2532.878147,0.847120737,-0.558152982,0.830298602,318,7907.763,2244,17,,,,,,,,,,,,,318.00,547.00,871.00,1335.40,1358.00,1016.80,851.70,1266.70,2244.00,3038.79,3500.72,3635.31,4300.45,5186.45,6944.66,7907.76,7536.82
商品房销售面积:湖南:永州市,千平方米,2944.555941,5852861.494,2419.268793,0.351794848,-1.396171168,0.821607346,70,7131.162,2395,17,,,,,,,,,,,,,70.00,120.00,218.00,976.10,609.50,1259.90,1077.50,1690.10,2395.00,3256.59,3920.84,4689.33,5207.55,5036.80,5942.03,6457.06,7131.16
商品房销售面积:湖南:怀化市,千平方米,2754.522765,6987435.929,2643.375859,1.184170565,0.506292745,0.959649306,223,8829.86,1535,17,,,,,,,,,,,,,223.00,278.00,394.00,994.10,724.60,1141.90,977.60,1134.00,1535.00,2085.41,3237.40,4462.37,3202.93,4020.76,5880.83,7705.14,8829.86
商品房销售面积:湖南:娄底市,千平方米,1616.193588,1385410.896,1177.03479,0.258948773,-1.194412531,0.728275869,42,3713.27,1719.197,17,,,,,,,,,,,,,42.00,180.00,189.00,404.60,603.50,976.00,895.00,1125.10,1799.00,2266.80,2995.51,3713.27,1719.20,1971.09,2419.52,2923.72,3252.00
商品房销售面积:广东:广州市,千平方米,12076.24879,18573935.92,4309.748939,-0.173152905,-0.979543912,0.356878118,5395.788,19490.982,13168.842,19,,,,,,,,,,5395.79,5576.53,5582.79,7280.70,8155.02,8726.67,12722.75,13168.84,13513.32,10249.56,13754.24,14051.33,11940.76,13331.26,16999.83,15400.17,16530.66,19490.98,17577.53,
商品房销售面积:广东:韶关市,千平方米,2521.284118,1664447.637,1290.134736,0.091686321,-1.300509117,0.511697483,688,4575,2340,17,,,,,,,,,,,,,3812.00,688.00,822.00,1039.90,1038.70,1627.20,1383.00,2248.70,2340.00,2238.23,2596.44,3472.13,3653.48,3149.19,3686.97,4490.89,4575.00
商品房销售面积:广东:深圳市,千平方米,5916.965846,4527873.353,2127.880014,-0.072876278,-0.628820748,0.359623508,1801.7,9932,5718.4605,26,,,,1801.70,2469.30,2745.90,3249.20,4054.40,4322.20,5418.40,6113.70,6434.70,7917.00,8778.50,9086.20,9932.00,7976.60,5551.10,4667.07,7621.52,4655.91,4968.89,5258.33,5885.82,5325.67,8314.64,7361.93,6710.33,7220.10
商品房销售面积:广东:珠海市,千平方米,2888.453706,1988108.814,1410.003125,1.174801406,1.524947497,0.48815154,1157,6531.465,2828,17,,,,,,,,,,,,,1432.00,1422.00,1157.00,1907.30,1881.00,3350.40,1742.70,2897.30,2828.00,2240.32,2512.15,3422.49,3490.36,4176.92,6531.47,5096.51,3015.80
商品房销售面积:广东:汕头市,千平方米,2137.978647,2123210.13,1457.123924,2.084196214,4.221506593,0.681542786,515,6395.805,1658.4,17,,,,,,,,,,,,,515.00,1379.00,1264.00,1550.10,1658.40,1828.60,1350.50,1314.10,1710.00,1591.00,1899.38,1729.72,1614.19,2235.58,3534.47,6395.81,4775.80
商品房销售面积:广东:佛山市,千平方米,9443.124188,48454203.62,6960.905374,1.647760521,2.890972754,0.737140086,195,28001.676,7908.3945,16,,,,,,,,,,,,,195.00,3955.00,3924.00,5361.80,6704.70,7661.60,5428.80,7795.10,8855.00,8736.75,8021.69,9407.42,10611.41,14214.99,22215.05,28001.68,
商品房销售面积:广东:江门市,千平方米,3586.496529,4233897.437,2057.643661,0.75709685,-0.087329625,0.573719686,589,7881.646,3486.7,17,,,,,,,,,,,,,589.00,1498.00,1377.00,1988.70,2120.40,2651.80,2261.30,3486.70,3825.00,3216.32,3511.17,4268.14,3605.89,5047.56,6797.82,7881.65,6844.00
商品房销售面积:广东:湛江市,千平方米,2126.441882,2951006.323,1717.849331,1.093265133,0.274776169,0.807851531,441,5894.034,1483,17,,,,,,,,,,,,,564.00,441.00,443.00,920.30,1068.90,990.00,679.10,1074.30,1483.00,1942.56,2066.25,2862.39,2941.68,3253.22,4052.28,5894.03,5473.50
商品房销售面积:广东:茂名市,千平方米,1995.81575,1864512.089,1365.47138,0.619828862,0.233728784,0.684167053,56,5160.847,1823.25,16,,,,,,,,,,,,,56.00,291.00,747.00,862.00,868.60,1138.90,1475.00,1657.50,1989.00,2610.87,3276.86,3298.73,2583.89,2704.26,3212.59,5160.85,
商品房销售面积:广东:肇庆市,千平方米,3140.519294,3812401.685,1952.537243,0.261925229,-1.371343025,0.621724326,880,6582.7,3291.594,17,,,,,,,,,,,,,951.00,921.00,880.00,1069.70,1148.70,1575.10,1498.70,2785.20,3422.00,3291.59,3735.98,4653.89,4941.67,4951.90,4999.57,5980.13,6582.70
商品房销售面积:广东:惠州市,千平方米,7477.373235,34101600.62,5839.657577,0.543991454,-1.042213321,0.780977142,861,17719.061,6273,17,,,,,,,,,,,,,1251.00,861.00,1011.00,1494.00,2547.10,3909.90,2959.00,5438.10,6273.00,7963.01,8267.21,11494.57,9839.36,12997.81,17719.06,16456.53,16633.70
商品房销售面积:广东:梅州市,千平方米,1833.569529,1857559.613,1362.923187,1.235279005,0.421008623,0.743316883,652,4987.926,1380.39,17,,,,,,,,,,,,,1553.00,831.00,767.00,652.00,695.80,713.80,707.60,1017.50,1190.00,1380.39,1490.67,1882.34,2305.40,3025.74,3866.33,4987.93,4104.20
商品房销售面积:广东:汕尾市,千平方米,884.6433529,877125.4363,936.5497511,1.353300689,0.589288985,1.058674943,94,3092,544.7,17,,,,,,,,,,,,,3092.00,96.00,94.00,137.20,140.30,456.90,449.00,544.70,575.00,668.15,547.02,212.37,430.55,959.66,1947.26,2313.23,2375.60
商品房销售面积:广东:河源市,千平方米,1634.270059,2525352.847,1589.135881,1.475411988,1.35441246,0.972382668,185,5361.455,1066,17,,,,,,,,,,,,,283.00,313.00,185.00,422.70,691.70,1066.00,467.10,847.50,901.00,1307.61,1282.48,1924.20,1864.49,2419.95,3429.40,5361.46,5016.00
商品房销售面积:广东:阳江市,千平方米,1634.49175,1500493.9,1224.946489,0.958668905,0.214810631,0.749435712,294,4520.695,1215.45,16,,,,,,,,,,,,,294.00,538.00,484.00,666.80,618.10,861.00,753.30,1056.90,1374.00,1684.16,1892.80,2653.65,2798.70,2843.68,3112.09,4520.70,
商品房销售面积:广东:清远市,千平方米,3498.309176,6607174.259,2570.442425,0.711739239,-0.254949546,0.734767082,318,9005.768,3262,17,,,,,,,,,,,,,318.00,817.00,651.00,1164.20,1403.30,2396.80,1254.40,2886.10,3262.00,3551.26,3925.67,5065.21,4165.71,5376.28,7702.57,9005.77,6526.00
商品房销售面积:广东:东莞市,千平方米,5525.268,8176463.036,2859.451527,0.020090071,-0.464107192,0.517522684,709,10406.549,5843.0695,16,,,,,,,,,,,,,709.00,1650.00,1606.00,3218.50,3820.40,5730.00,5096.30,6002.70,5113.00,5956.14,6391.24,8030.89,6436.52,10406.55,10242.48,7994.57,
商品房销售面积:广东:中山市,千平方米,5630.266125,10370955.88,3220.396851,0.140618556,-0.68448423,0.571979509,506,11582.276,5959.861,16,,,,,,,,,,,,,506.00,1493.00,1593.00,2955.60,3822.60,5140.30,3204.30,5635.30,6706.00,6284.42,6541.56,7803.39,7640.68,10427.74,11582.28,8748.09,
商品房销售面积:广东:潮州市,千平方米,699.6646471,141800.8284,376.5645077,1.046869985,0.572617995,0.538207139,272,1535.198,643,17,,,,,,,,,,,,,304.00,417.00,272.00,374.80,316.00,468.50,815.50,963.90,643.00,542.22,482.37,728.96,745.66,818.96,1009.08,1457.15,1535.20
商品房销售面积:广东:揭阳市,千平方米,1070.800412,421958.9782,649.5836961,1.161059758,1.574742849,0.606633775,301.8,2722.8,1078.791,17,,,,,,,,,,,,,342.00,510.00,448.00,418.10,301.80,731.40,856.30,1063.30,1380.00,1452.16,1106.75,1103.68,1078.79,1146.87,1334.51,2207.14,2722.80
商品房销售面积:广东:云浮市,千平方米,1087.642118,1126690.147,1061.456615,1.219850621,0.415400338,0.975924524,120,3346.159,641,17,,,,,,,,,,,,,120.00,221.00,225.00,234.60,279.50,390.60,398.40,509.60,641.00,711.90,852.63,1464.05,1683.37,1807.94,2287.86,3346.16,3316.30
商品房销售面积:广西:南宁市,千平方米,6376.5366,22768375.68,4771.621913,0.891613062,0.456464626,0.748309343,483.652,17451.9,6289.2725,20,,,,,,,,,,530.59,483.65,1094.28,1108.26,1921.97,3336.68,4557.15,4560.05,6288.41,4972.33,7317.44,6665.00,7177.30,6290.14,7026.00,8025.71,10007.28,13275.30,15441.30,17451.90
商品房销售面积:广西:柳州市,千平方米,2914.842765,1977257.389,1406.149846,0.909490411,1.355227882,0.482410188,888,6370.6,2804.15,17,,,,,,,,,,,,,888.00,972.00,1330.00,2564.20,2117.80,2756.00,2001.20,2678.00,2919.00,3084.00,3494.50,2804.15,2864.90,3291.50,4128.88,5287.60,6370.60
商品房销售面积:广西:桂林市,千平方米,3078.547176,1883134.114,1372.273338,0.232893697,0.415463367,0.445753552,604,5954.3,3036.9,17,,,,,,,,,,,,,604.00,1052.00,1381.00,2581.80,2370.40,2885.40,2655.50,2738.00,3236.00,3036.90,3226.90,3834.10,3516.60,3582.80,4393.60,5286.00,5954.30
商品房销售面积:广西:梧州市,千平方米,1143.198375,463299.0985,680.6607808,0.202383986,-1.064977242,0.59540041,292,2465.2,1298.45,16,,,,,,,,,,,,,330.00,330.00,292.00,367.70,539.80,780.00,647.00,,1335.00,1696.80,1381.08,1816.00,1820.59,1468.80,1261.90,1759.30,2465.20
商品房销售面积:广西:北海市,千平方米,1496.066471,1308781.252,1144.019778,0.960087574,0.83610848,0.764685126,100,4096.3,1615.2,17,,,,,,,,,,,,,100.00,141.00,352.00,275.20,634.70,823.80,1071.50,1759.70,1796.00,1615.20,1337.55,1784.40,1696.20,1957.80,2225.69,3766.09,4096.30
商品房销售面积:广西:防城港市,千平方米,1220.338588,1195211.749,1093.257403,0.775062521,0.240763318,0.895863995,41,3845.8,1452.551,17,,,,,,,,,,,,,63.00,41.00,172.00,110.00,154.20,290.40,475.80,756.00,1551.00,2375.00,1452.55,1457.19,1560.59,1851.13,2193.70,2396.40,3845.80
商品房销售面积:广西:钦州市,千平方米,1228.805882,608010.3593,779.7501903,0.335318621,0.53840125,0.634559292,46,3056.5,1432.5,17,,,,,,,,,,,,,46.00,91.00,138.00,654.20,757.30,807.00,903.00,1469.00,2000.00,1291.70,1432.50,1552.90,1489.00,1704.50,1625.10,1872.00,3056.50
商品房销售面积:广西:贵港市,千平方米,1513.645875,789742.8931,888.674796,0.684263256,-0.05250789,0.587108789,250,3253.1,1380.55,16,,,,,,,,,,,,,250.00,269.00,,789.00,907.90,1213.50,1020.00,1161.00,1407.00,1387.00,1374.10,1561.48,1733.75,2120.00,2669.30,3102.20,3253.10
商品房销售面积:广西:玉林市,千平方米,2255.829588,2880631.167,1697.242224,0.531539269,-0.035301201,0.752380513,54,6087.9,2538,17,,,,,,,,,,,,,54.00,100.00,207.00,517.00,894.80,1360.10,1374.10,1737.20,2538.00,2947.00,2749.10,2943.40,3117.28,3371.57,3752.25,4598.40,6087.90
商品房销售面积:广西:百色市,千平方米,1214.422765,679365.0947,824.2360673,0.555974751,0.612859028,0.678706041,31,3132.7,1300.4,17,,,,,,,,,,,,,31.00,39.00,134.00,545.90,868.30,1036.00,773.80,975.00,1459.00,1528.50,1422.80,1505.40,1300.40,1570.20,1865.10,2458.09,3132.70
商品房销售面积:广西:贺州市,千平方米,502.7625,194240.6118,440.7273668,1.175712896,0.74591473,0.876611455,7,1548.9,329.8,16,,,,,,,,,,,,,7.00,21.00,,143.40,263.40,308.00,239.50,244.80,267.00,351.60,434.40,472.20,705.60,861.30,942.70,1233.40,1548.90
商品房销售面积:广西:河池市,千平方米,632.323375,141669.5359,376.3901379,0.568078492,-0.005593964,0.595249445,59,1420,621.2705,16,,,,,,,,,,,,,,59.00,190.00,351.20,226.10,435.50,338.00,596.30,917.00,676.40,577.90,646.24,676.33,798.32,949.32,1259.57,1420.00
商品房销售面积:广西:来宾市,千平方米,969.780375,317594.6838,563.5553955,-0.282571041,-1.105896642,0.581116519,7,1795.7,1025.7,16,,,,,,,,,,,,,,7.00,66.00,891.40,392.50,516.00,559.90,626.00,857.00,1160.00,1195.80,1297.70,1471.90,1563.80,1524.30,1591.49,1795.70
商品房销售面积:广西:崇左市,千平方米,934.5902,267512.7194,517.2163178,-0.421770253,-0.855656023,0.553415088,13,1658.498,1085.1,15,,,,,,,,,,,,,,,13.00,142.50,333.20,627.80,471.00,788.00,993.00,1226.00,1223.10,1254.50,1206.16,1085.10,1347.00,1658.50,1650.00
商品房销售面积:海南:海口市,千平方米,2194.99775,2087405.883,1444.785757,0.644897997,-0.257495176,0.65821742,348.103,5494.7,1921.5315,20,,,,,,,,,,348.10,405.73,575.56,567.56,956.72,1077.24,1925.29,1416.43,1704.65,1762.94,1917.77,2097.61,2255.52,2660.74,3369.00,3371.20,3733.50,4326.50,5494.70,3933.20
商品房销售面积:海南:三亚市,千平方米,1121.816235,515422.5763,717.9293672,0.152741788,-0.943468408,0.639970563,140,2447.9,1120.8,17,,,,,,,,,,,,,155.00,140.00,176.00,312.00,522.90,790.00,911.30,1145.00,1408.00,1636.87,1800.30,1841.70,1009.90,1120.80,1515.31,2137.90,2447.90
商品房销售面积:重庆,千平方米,23928.49397,537501279.7,23184.07384,0.534124213,-1.237959903,0.968889804,232.9,67110.048,13293.2,29,232.90,274.80,328.70,373.90,463.20,1146.10,1662.10,2607.80,4168.20,4299.80,5799.60,7460.50,10165.83,13168.27,13293.20,20176.56,22284.59,35529.23,28721.95,40028.92,43143.93,45335.02,45224.00,48175.64,51003.90,53813.70,62571.46,67110.05,65362.49
商品房销售面积:四川:成都市,千平方米,20905.92085,141651004.6,11901.72276,0.009006212,-1.378206204,0.56929914,3697.197,39353.1,23923.9045,20,,,,,,,,,,3697.20,4336.22,6987.02,8090.01,9663.49,7572.71,12273.30,15905.59,22255.00,14594.96,27087.61,25592.81,27043.60,28452.30,29480.30,29501.70,30194.00,39353.10,39218.50,36819.00
商品房销售面积:四川:自贡市,千平方米,1800.241176,699926.3926,836.6160365,0.952694004,1.079881646,0.46472442,699,3883.2,1685.6,17,,,,,,,,,,,,,763.00,988.00,699.00,1242.60,1325.50,1407.30,1025.50,1663.00,2018.00,2247.20,1894.10,2388.70,1685.60,1939.90,2337.90,3095.60,3883.20
商品房销售面积:四川:攀枝花市,千平方米,945.4058824,180935.8281,425.3655229,-0.013098505,-0.06922409,0.449929,132,1755.8,956.7,17,,,,,,,,,,,,,132.00,363.00,394.00,735.30,956.70,964.70,764.80,747.00,1150.00,851.80,808.10,1338.60,1213.80,1047.50,1264.20,1755.80,1584.60
商品房销售面积:四川:泸州市,千平方米,3264.488235,4366367.267,2089.58543,1.385200165,1.519126617,0.640095868,1004,8432.1,3055.5,17,,,,,,,,,,,,,1004.00,1335.00,1420.00,1709.80,1864.20,1612.80,2021.80,3064.00,3443.00,2975.70,3063.40,3712.80,3055.50,4033.70,5399.80,7348.70,8432.10
商品房销售面积:四川:德阳市,千平方米,1982.547059,503336.8451,709.4623634,0.424855339,1.088127502,0.357853984,862,3721,2112.9,17,,,,,,,,,,,,,862.00,1088.00,1165.00,1766.50,2252.10,1732.30,973.00,2221.00,2266.00,2137.20,1997.60,2302.00,1868.00,2112.90,2594.30,2644.40,3721.00
商品房销售面积:四川:绵阳市,千平方米,2986.429412,1880508.426,1371.316311,0.716092103,0.080189734,0.459182563,1155,5890.3,3028.4,17,,,,,,,,,,,,,1155.00,1539.00,1434.00,1988.90,2397.30,2217.80,1481.70,2631.00,3581.00,4157.80,3093.80,3290.00,3028.40,3393.30,3941.50,5548.50,5890.30
商品房销售面积:四川:广元市,千平方米,868.7882353,256657.0774,506.6133411,1.042877705,1.254997985,0.583126383,222,2139.1,836.5,17,,,,,,,,,,,,,260.00,339.00,222.00,576.10,596.80,692.50,392.80,843.00,825.00,934.20,836.50,869.50,1056.70,1203.80,1296.70,1685.70,2139.10
商品房销售面积:四川:遂宁市,千平方米,2120.05625,1745796.501,1321.285927,1.021543414,1.223984517,0.623231543,420,5403.5,1972.4,16,,,,,,,,,,,,,420.00,842.00,610.00,988.00,1000.20,1972.50,1656.80,2387.00,1970.00,1972.30,2000.00,2488.00,2935.90,3253.50,4021.20,5403.50,
商品房销售面积:四川:内江市,千平方米,1978.088235,1229269.202,1108.724133,0.520566702,-0.461841228,0.56050287,495,4347.7,1930,17,,,,,,,,,,,,,495.00,632.00,726.00,981.30,1184.70,1221.10,1240.80,2517.00,2617.00,2745.40,2008.40,1930.00,1634.90,2602.20,3213.20,3530.80,4347.70
商品房销售面积:四川:乐山市,千平方米,2001.5125,979535.7852,989.715002,0.656684303,-0.154053154,0.494483548,635,4117.4,1790.15,16,,,,,,,,,,,,,635.00,1117.00,842.00,1249.10,1408.40,1600.70,1105.90,1890.00,2568.00,2677.30,1690.30,2229.10,2535.80,2764.60,3593.60,4117.40,
商品房销售面积:四川:南充市,千平方米,3501.817647,4406543.894,2099.176956,1.303950956,2.507316446,0.599453532,1136,9348.8,3537,17,,,,,,,,,,,,,1136.00,1217.00,1264.00,1983.00,2291.10,2568.00,1599.60,2602.00,3537.00,4179.80,4262.80,5172.60,4939.00,3601.10,4042.50,5786.60,9348.80
商品房销售面积:四川:眉山市,千平方米,2288.5,1785174.935,1336.104388,0.663415006,-0.970890689,0.583834122,642,4808.5,1925,17,,,,,,,,,,,,,642.00,1071.00,913.00,1115.50,1325.60,1609.40,1102.90,1920.00,1925.00,1936.30,1995.00,2861.80,3319.90,4251.80,4019.20,4087.60,4808.50
商品房销售面积:四川:宜宾市,千平方米,2793.505882,3160778.932,1777.857962,1.301602324,1.97363774,0.636425351,523,7457.4,2371.7,17,,,,,,,,,,,,,523.00,936.00,821.00,1967.80,1945.20,2108.70,1651.30,1991.00,2692.00,2793.80,3200.10,3556.10,2371.70,3437.10,4227.20,5810.20,7457.40
商品房销售面积:四川:广安市,千平方米,2154.78125,1369607.21,1170.302187,1.37136824,2.32043363,0.543118791,704,5287,1942.65,16,,,,,,,,,,,,,704.00,968.00,961.00,1920.10,1470.30,1965.20,1323.30,1722.00,2153.00,2010.80,1784.30,2378.50,3059.50,2994.50,3775.00,5287.00,
商品房销售面积:四川:达州市,千平方米,2256.358824,1329058.636,1152.848054,0.82628562,1.66998626,0.510932943,307,5160,2274.7,17,,,,,,,,,,,,,307.00,971.00,873.00,1543.40,1994.10,2066.10,1578.40,2780.00,2863.00,2552.00,1818.70,2565.80,2274.70,2377.60,2570.10,4063.20,5160.00
商品房销售面积:四川:雅安市,千平方米,473.4352941,126579.8024,355.7805537,1.577492305,2.422305244,0.751487179,55,1384.8,398,17,,,,,,,,,,,,,225.00,269.00,55.00,129.40,366.80,260.10,150.60,370.00,398.00,426.70,504.00,519.90,549.30,531.30,686.40,1222.10,1384.80
商品房销售面积:四川:巴中市,千平方米,1395,1165991.75,1079.810979,1.304202231,1.276011207,0.774058049,251,4098.3,1073,17,,,,,,,,,,,,,251.00,326.00,345.00,619.50,742.30,1073.00,735.70,741.00,1124.00,981.00,1534.10,1437.70,1806.80,2079.70,2518.80,3301.10,4098.30
商品房销售面积:四川:资阳市,千平方米,2534.247059,2072925.146,1439.765657,0.068641604,-1.721110378,0.568123637,631,4525.3,2465.6,17,,,,,,,,,,,,,926.00,805.00,631.00,903.40,1269.40,1376.90,1401.90,2227.00,2835.00,2465.60,3295.10,4283.10,4263.40,4525.30,3648.60,3912.50,4313.00
商品房销售面积:贵州:贵阳市,千平方米,6317.30205,15660648.6,3957.353737,0.082204506,-1.615604183,0.626430984,863.586,13015,6287.5315,20,,,,,,,,,,863.59,1401.17,1917.01,2045.07,2290.42,2247.93,3687.10,3877.16,4392.82,4119.31,8182.24,8601.00,8282.90,10406.30,13015.00,9481.14,9681.70,9885.70,10778.80,11189.70
商品房销售面积:贵州:六盘水市,千平方米,1217.91875,635461.7163,797.1585264,0.608351523,-0.306157986,0.654525211,142,2861.4,1135.6,16,,,,,,,,,,,,,142.00,417.00,351.00,315.10,,911.70,598.80,1271.00,1080.00,1028.00,1191.20,1313.30,1531.80,2053.20,2487.50,2861.40,1933.70
