"点击这里以选择指标，然后再点击""更新""或""下载编辑""按钮更新或新增及移除数列",单位,平均,方差,标准差,偏度,峰度,变异系数,最小,最大,中位数,观测次数,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018
商品房销售面积:江苏:镇江市,千平方米,3994.641,5809823.152,2410.357474,0.827867158,0.808977288,0.603397771,787,9965,3748,17,,,,,,,,,,,,,787.00,1090.00,1284.00,2046.00,2453.50,3010.90,2140.60,4586.00,3748.00,3313.40,4201.98,5922.08,5201.54,5978.80,9965.00,7052.70,5127.40
商品房销售面积:江苏:泰州市,千平方米,4058.233647,4773186.22,2184.76228,0.471178053,-0.26589597,0.538353005,980,8692.6,4084,17,,,,,,,,,,,,,980.00,1224.00,1308.00,2100.90,2637.40,3142.40,3028.70,4084.00,5247.00,4682.00,3266.80,4914.06,4402.13,5283.69,6948.70,8692.60,7047.60
商品房销售面积:江苏:宿迁市,千平方米,4622.527765,7223254.978,2687.611389,-0.217867284,-1.160866894,0.581415954,563,8376.5,5174.779,17,,,,,,,,,,,,,563.00,655.00,573.00,1912.80,2470.50,3680.10,3545.50,5403.00,6036.00,4569.50,5174.78,8227.25,5841.18,6109.26,7651.00,8376.50,7794.60
商品房销售面积:浙江:杭州市,千平方米,10006.1123,32435790.66,5695.24281,0.842437572,0.217989997,0.569176383,2705.305,23267,8816.8,20,,,,,,,,,,2705.31,3178.79,3632.70,4432.37,5554.84,6051.37,7041.86,7617.61,11502.83,7750.20,14563.83,9883.40,7340.10,10896.23,11391.30,11211.30,14814.50,23267.00,20536.70,16750.00
商品房销售面积:浙江:宁波市,千平方米,7159.5955,15061759.42,3880.948263,1.288604889,0.966410711,0.542062504,2785.845,16244,5997.6545,20,,,,,,,,,,2785.85,2865.63,3675.81,3980.66,5485.91,5165.43,4669.84,6093.14,8044.28,4483.78,8151.77,6935.60,5265.30,5902.17,7300.90,7264.40,10072.00,13369.00,15436.44,16244.00
商品房销售面积:浙江:温州市,千平方米,4114.649941,9332233.537,3054.870462,1.725356074,2.041067911,0.742437511,1353.4,11658,2971,17,,,,,,,,,,,,,2098.00,2894.00,3136.00,2619.00,2628.30,2971.00,1728.00,3139.60,2285.00,1353.40,2042.55,3497.30,4201.70,5255.70,7738.00,10703.50,11658.00
商品房销售面积:浙江:嘉兴市,千平方米,5528.143235,9359672.492,3059.358183,1.045301473,0.145047297,0.553415144,1802,11585.4,4503.135,17,,,,,,,,,,,,,1802.00,2465.00,2443.00,3865.00,3606.40,4188.00,3332.20,6814.00,5963.00,3986.60,4503.14,6011.30,4973.40,6406.30,11446.00,10587.70,11585.40
商品房销售面积:浙江:湖州市,千平方米,3563.777529,3608434.402,1899.587956,1.366605811,1.3005631,0.533026526,1634,8090,3049.5,17,,,,,,,,,,,,,1634.00,1675.00,1785.00,2485.00,2447.40,2881.00,1963.40,4322.80,4118.00,3310.50,2735.62,3084.80,3049.50,3993.00,5570.00,7439.20,8090.00
商品房销售面积:浙江:绍兴市,千平方米,5309.871882,6187524.47,2487.473512,0.979936587,0.597744986,0.468462058,2168.7,10680,4794,17,,,,,,,,,,,,,2665.00,2262.00,3597.00,3672.00,3871.20,4794.00,2168.70,4765.00,6103.00,4567.30,4837.42,6077.40,5317.30,6777.60,7726.00,10386.90,10680.00
商品房销售面积:浙江:金华市,千平方米,3590.043412,693708.8042,832.8918322,0.297924173,0.177758357,0.23200049,2003,5322.8,3523.9,17,,,,,,,,,,,,,2003.00,2719.00,2911.00,3624.00,2727.20,3671.00,3367.80,4201.00,4246.00,3042.40,3225.14,3926.80,3366.00,3523.90,4257.00,4896.70,5322.80
商品房销售面积:浙江:衢州市,千平方米,1729.512294,331173.773,575.4769961,0.550337694,-0.165227789,0.332739465,794.3,2874.7,1701.9,17,,,,,,,,,,,,,1119.00,1493.00,1472.00,1387.00,1813.00,1846.00,1291.40,2313.00,1709.00,794.30,1041.21,1701.90,1668.10,1726.50,2441.00,2874.70,2710.60
商品房销售面积:浙江:舟山市,千平方米,1154.048882,231064.055,480.6912263,0.78094791,-0.113813607,0.41652588,520,2183.4,1038.7,17,,,,,,,,,,,,,520.00,657.00,654.00,878.00,918.00,1365.00,741.00,1613.40,1382.00,1361.20,784.03,1070.10,917.00,1038.70,1525.00,2183.40,2011.00
商品房销售面积:浙江:台州市,千平方米,3830.425882,5304774.115,2303.209525,1.309518605,1.160033684,0.601293328,1191,9333.5,3270,17,,,,,,,,,,,,,1191.00,1685.00,1757.00,1843.00,2597.20,2813.00,2279.10,4224.00,4629.00,3270.00,3197.24,3517.50,3445.50,4420.30,6621.00,8293.90,9333.50
商品房销售面积:浙江:丽水市,千平方米,1369.128824,530498.0234,728.3529525,1.444192746,1.254351689,0.531982776,632,3167.7,1130.1,17,,,,,,,,,,,,,747.00,835.00,632.00,974.00,1130.10,1344.00,816.40,1274.00,912.00,1022.40,888.19,1290.70,1354.00,1824.20,2406.00,2657.50,3167.70
商品房销售面积:安徽:合肥市,千平方米,9368.47725,36647931.64,6053.753517,-0.004928924,-1.052520599,0.646183297,862.105,20983.411,10237.939,20,,,,,,,,,,960.05,999.91,862.11,1952.02,2900.09,3692.30,5994.70,6503.11,10426.88,9331.27,12979.51,10049.00,12459.76,12424.77,16280.94,15947.87,15892.07,20983.41,12834.00,13895.80
商品房销售面积:安徽:芜湖市,千平方米,3537.755063,6374949.823,2524.866298,0.478335875,-1.176684021,0.713691664,251,8047.462,3031.5,16,,,,,,,,,,,,,251.00,1075.00,896.00,1216.00,1464.40,1959.20,1771.10,2861.00,3202.00,3812.97,4269.95,6126.70,6236.98,6045.20,7369.14,8047.46,
商品房销售面积:安徽:蚌埠市,千平方米,3060.348235,7536977.276,2745.355583,1.111278902,0.112717419,0.897072938,144,8946.9,1779,17,,,,,,,,,,,,,144.00,488.00,889.00,1104.60,1219.10,1183.40,1261.90,1756.00,1779.00,2013.76,2695.60,4142.45,4502.82,4838.15,6762.38,8298.86,8946.90
商品房销售面积:安徽:淮南市,千平方米,1622.203,1025478.874,1012.659308,0.457571309,-0.266556368,0.624249436,324,3729.676,1797.122,17,,,,,,,,,,,,,324.00,403.00,465.00,420.10,595.00,1040.10,1252.60,1749.00,2139.00,1871.67,1840.31,2275.20,1797.12,1955.71,2383.38,3336.58,3729.68
商品房销售面积:安徽:马鞍山市,千平方米,2164.932313,1505459.323,1226.971606,0.772697795,0.689814613,0.566748253,444,5072.806,2280.9,16,,,,,,,,,,,,,444.00,652.00,1156.00,1839.80,2279.40,2282.40,1107.10,1146.00,1281.00,2455.72,2602.16,3121.35,2458.87,2820.40,3919.92,5072.81,
商品房销售面积:安徽:淮北市,千平方米,974.657875,175150.8985,418.5103326,-0.609083941,-0.301971171,0.429392039,142,1582.361,1124.3205,16,,,,,,,,,,,,,238.00,142.00,605.00,714.80,724.70,860.50,766.60,1198.00,1074.00,1365.76,1174.64,1582.36,1206.64,1264.71,1190.55,1486.27,
商品房销售面积:安徽:铜陵市,千平方米,1020.609765,374437.9544,611.9133553,0.992758427,0.378798163,0.599556634,315,2447,866,17,,,,,,,,,,,,,315.00,480.00,542.00,470.20,732.10,546.10,385.40,738.00,866.00,1017.22,1137.82,1262.04,1208.75,1437.34,1722.89,2042.52,2447.00
商品房销售面积:安徽:安庆市,千平方米,2730.779412,1956015.009,1398.576065,-0.027552885,-0.91215738,0.512152706,324,5097.3,2850,17,,,,,,,,,,,,,324.00,707.00,1406.00,1406.00,1503.90,1941.80,2136.90,2675.00,2850.00,3113.77,3173.02,4351.42,3615.69,3286.12,4262.20,4573.14,5097.30
商品房销售面积:安徽:黄山市,千平方米,1218.267059,190670.8677,436.6587543,0.198760997,-0.004583863,0.358426136,465,2129,1154.521,17,,,,,,,,,,,,,465.00,597.00,1000.00,670.70,897.00,1151.00,1048.00,1459.00,1535.00,1364.81,1378.93,1594.44,1154.52,1081.29,1333.74,1851.11,2129.00
商品房销售面积:安徽:滁州市,千平方米,3468.913471,9654180.319,3107.117687,1.093496146,0.470952484,0.895703428,374,10687.346,2826,17,,,,,,,,,,,,,642.00,374.00,473.00,625.90,1088.00,1347.50,1288.70,2126.00,2826.00,2957.72,3414.88,4724.75,5039.31,5643.28,6620.63,9092.53,10687.35
商品房销售面积:安徽:阜阳市,千平方米,2906.045,8606111.113,2933.617411,1.683430902,2.063482204,1.00948795,320,10465,1668,17,,,,,,,,,,,,,485.00,320.00,595.00,898.80,1298.00,1656.80,1259.80,1668.00,1941.00,1623.38,2022.80,2990.13,3429.35,3526.19,6626.38,8597.14,10465.00
商品房销售面积:安徽:宿州市,千平方米,2397.862938,4779374.818,2186.17813,0.949871702,-0.084558949,0.911719388,264,7308.866,1551,16,,,,,,,,,,,,,693.00,349.00,264.00,390.00,563.30,819.90,899.00,1336.00,1766.00,2502.80,2891.26,4203.32,4841.03,3895.93,5642.40,7308.87,
商品房销售面积:安徽:巢湖市,千平方米,1241.255556,567741.3353,753.4861215,0.704359618,-0.749797277,0.607035447,409,2546,933,9,,,,,,,,,,,,,409.00,502.00,698.00,846.30,933.00,1572.30,1481.70,2183.00,2546.00,,,,,,,,
商品房销售面积:安徽:六安市,千平方米,2645.883765,4893670.476,2212.164206,1.156931398,0.324276089,0.836077622,291,7109.751,2174,17,,,,,,,,,,,,,291.00,690.00,830.00,860.00,365.70,1733.00,1379.70,1700.00,2174.00,2785.92,2622.36,2751.94,3311.76,2935.83,6637.06,7109.75,6802.00
商品房销售面积:安徽:亳州市,千平方米,1917.086765,3902842.654,1975.561352,1.148521494,0.316315404,1.030501795,226,6277,711,17,,,,,,,,,,,,,226.00,281.00,376.00,265.80,513.80,387.00,413.70,664.00,711.00,1910.47,1845.01,2657.34,3192.68,2942.50,4124.30,5802.87,6277.00
商品房销售面积:安徽:池州市,千平方米,1238.264941,364409.6223,603.6635008,-0.099211046,-1.46715175,0.487507544,362,2137.769,1519,17,,,,,,,,,,,,,480.00,362.00,478.00,594.60,965.20,592.40,716.70,1519.00,1812.00,2114.87,2137.77,1523.22,1540.75,1229.47,1554.38,1618.14,1812.00
商品房销售面积:安徽:宣城市,千平方米,2331.412647,2318529.519,1522.671836,0.637488517,-0.023023873,0.653111253,272,5627,2552,17,,,,,,,,,,,,,272.00,651.00,636.00,798.60,965.20,1494.90,1358.10,2552.00,2588.00,2685.21,2656.88,3065.93,2537.69,2946.75,3863.77,4934.99,5627.00
商品房销售面积:福建:福州市,千平方米,7499.72525,19401962.28,4404.76586,0.948278825,0.297407364,0.58732363,2113.098,17110.5,6551.065,20,,,,,,,,,,2113.10,2345.62,2974.58,3589.10,4521.09,4166.19,8413.23,6645.83,6456.30,3706.63,6901.33,5978.29,6221.81,8415.00,12565.00,9656.00,9147.00,12213.30,16854.60,17110.50
商品房销售面积:福建:厦门市,千平方米,4403.999316,3106123.773,1762.419863,0.509779376,-0.242114065,0.400186225,1727.473,7902.09,4332.666,19,,,,,,,,,,1727.47,2498.41,2573.91,2261.07,2944.24,3058.94,3266.51,4332.67,4977.01,3894.66,5292.88,4267.68,4382.61,6153.00,7867.10,7902.09,5708.33,5288.60,5278.81,
商品房销售面积:福建:莆田市,千平方米,1894.876471,1670998.517,1292.671078,0.502532188,-1.045968388,0.682192796,226,4098.8,1641.2,17,,,,,,,,,,,,,496.00,226.00,515.00,649.30,832.10,1264.20,894.70,1378.70,1641.20,1894.00,2055.00,2884.30,2587.10,2956.50,3850.30,3989.70,4098.80
商品房销售面积:福建:三明市,千平方米,1711.872824,628503.1494,792.7819053,-0.476833464,-1.515152461,0.463107945,464,2672.2,2092,17,,,,,,,,,,,,,652.00,464.00,525.00,980.10,992.60,1572.70,794.90,1934.50,2284.00,2092.00,2187.00,2634.60,2375.29,2324.21,2252.11,2364.63,2672.20
商品房销售面积:福建:泉州市,千平方米,5555.092882,16593690.55,4073.535387,0.819806081,-0.431465054,0.73329744,1157.4,14157.7,4441,17,,,,,,,,,,,,,1324.00,1750.00,2270.00,1157.40,1859.70,2938.70,2578.80,3643.80,4441.00,4827.00,5537.00,9087.30,8017.30,8305.60,10096.30,12444.98,14157.70
商品房销售面积:福建:漳州市,千平方米,3633.529412,6373128.308,2524.505557,0.760932444,-0.466875787,0.694780548,746,8636.3,2863,17,,,,,,,,,,,,,780.00,765.00,746.00,1717.20,1671.60,2683.10,1763.80,2765.90,2863.00,3386.00,3512.00,4895.80,4747.10,5518.00,7450.90,7868.30,8636.30
商品房销售面积:福建:南平市,千平方米,1835.919706,873361.3878,934.5380612,0.689020495,-0.555481153,0.50902992,684,3655.3,1582.2,17,,,,,,,,,,,,,684.00,730.00,1002.00,890.40,1235.00,1751.10,1097.60,1582.20,1508.00,1506.00,1680.00,2617.90,2382.05,2434.26,2939.76,3515.06,3655.30
商品房销售面积:福建:龙岩市,千平方米,1682.703176,915598.8474,956.8692948,0.614076943,-0.068411063,0.568650079,268,3767.4,1550,17,,,,,,,,,,,,,268.00,488.00,704.00,1023.30,1580.60,1344.70,841.20,2139.80,1390.00,1225.00,1550.00,2373.50,1756.70,2229.50,2772.10,3152.15,3767.40
商品房销售面积:福建:宁德市,千平方米,1489.926941,525666.2886,725.0284743,0.679761104,0.206962556,0.486620152,418,3072.258,1471,17,,,,,,,,,,,,,418.00,613.00,862.00,1041.00,1066.90,1231.80,684.40,1593.10,1382.00,1471.00,1500.00,1836.20,1771.30,1754.10,2290.10,3072.26,2741.60
商品房销售面积:江西:南昌市,千平方米,5863.0406,25495023.85,5049.259733,1.237870696,1.081165775,0.861201564,550.875,18463.1,4868.394,20,,,,,,,,,,550.88,646.64,970.88,1088.75,1351.01,2127.83,3814.20,3835.09,4789.93,3354.79,4946.86,5208.44,4991.35,6898.56,8414.92,8246.63,9010.16,12446.53,16104.28,18463.10
商品房销售面积:江西:景德镇市,千平方米,925.4296875,93246.05535,305.3621708,0.430420185,0.339992911,0.329967987,361,1589.605,867.1,16,,,,,,,,,,,,,361.00,655.00,800.00,843.20,749.00,795.50,644.80,891.00,1078.00,1188.19,1219.75,1589.61,983.02,676.57,999.77,1332.48,
商品房销售面积:江西:萍乡市,千平方米,733.5245882,180404.6985,424.7407427,1.460437951,1.622148849,0.579040907,199,1795.8,630,17,,,,,,,,,,,,,199.00,363.00,630.00,667.60,540.00,569.70,559.20,701.00,703.00,443.01,385.08,639.43,548.90,895.02,1316.61,1513.57,1795.80
商品房销售面积:江西:九江市,千平方米,2822.574941,3049920.569,1746.402178,0.958630554,0.448749271,0.618726594,777,6774,2662,17,,,,,,,,,,,,,812.00,777.00,1083.00,1117.90,1451.00,2468.10,1895.30,2662.00,2929.00,3380.23,1964.53,3048.45,3171.97,3548.53,4919.25,5981.52,6774.00
商品房销售面积:江西:新余市,千平方米,1139.401882,266802.0288,516.5288266,-0.034203605,-0.152572843,0.45333331,206,2102.7,1181,17,,,,,,,,,,,,,206.00,351.00,480.00,839.60,1181.00,1256.90,1170.80,1507.00,1513.00,1284.67,781.49,1317.81,944.11,996.90,1471.33,1965.54,2102.70
商品房销售面积:江西:鹰潭市,千平方米,710.7825882,328960.7927,573.5510376,0.996444998,-0.373528162,0.806928936,114,1812.848,433.6,17,,,,,,,,,,,,,114.00,257.00,381.00,246.80,148.00,281.20,433.60,404.00,355.00,654.78,545.20,787.30,1016.33,1295.80,1549.44,1812.85,1801.00
商品房销售面积:江西:赣州市,千平方米,4551.273412,8856410.375,2975.972173,0.974753506,0.021788946,0.653876817,889,10584,3704,17,,,,,,,,,,,,,889.00,1328.00,1963.00,2524.50,2659.80,3294.80,2334.00,3704.00,3822.00,3197.23,3923.82,5817.93,5821.71,6697.27,8355.61,10454.98,10584.00
商品房销售面积:江西:吉安市,千平方米,1848.031824,763634.6295,873.8619053,0.123397189,-0.105080905,0.472860853,306,3396.512,1866.973,17,,,,,,,,,,,,,306.00,444.00,1156.00,1561.90,2102.10,2174.00,2052.00,2039.00,1731.00,1072.41,1218.26,1843.56,1866.97,2088.72,3055.41,3396.51,3308.70
商品房销售面积:江西:宜春市,千平方米,2545.594529,2181653.581,1477.042173,0.821213918,0.247462687,0.580234659,574,5687.63,2408.772,17,,,,,,,,,,,,,574.00,714.00,890.00,1442.40,1620.00,2273.90,1534.50,2310.00,2744.00,2768.81,2408.77,2789.05,2536.79,3219.26,4496.00,5687.63,5266.00
商品房销售面积:江西:抚州市,千平方米,2483.8395,1615282.88,1270.937795,0.963840304,1.094199938,0.511682738,533,5544.218,2139,16,,,,,,,,,,,,,533.00,1227.00,1298.00,1906.40,1821.00,1915.20,1625.30,1989.00,2289.00,2893.95,2644.89,3034.75,2954.02,3564.86,4500.85,5544.22,
商品房销售面积:江西:上饶市,千平方米,2367.632824,1637091.937,1279.488936,1.305465979,1.835931082,0.540408514,478,5637,1980.696,17,,,,,,,,,,,,,478.00,1056.00,1823.00,1536.90,1663.30,1936.70,1671.80,1655.00,2326.00,2293.92,1980.70,2387.78,2581.16,2789.18,3807.60,4625.72,5637.00
商品房销售面积:山东:济南市,千平方米,5634.18715,17810897.84,4220.295942,0.82406076,-0.629508802,0.74905143,907.195,14242.514,4061.1175,20,,,,,,,,,,907.20,1252.40,1316.31,1946.10,2562.28,2576.44,2612.50,2846.55,3202.45,3711.61,4410.63,5314.89,5940.63,6580.00,8202.00,8648.93,11911.66,14242.51,12152.67,12346.00
商品房销售面积:山东:青岛市,千平方米,9795.05905,27388480.24,5233.400447,0.435168857,-0.703883408,0.534289831,2395.781,19392.152,9374.1135,20,,,,,,,,,,2395.78,3006.79,4064.27,4269.02,4626.76,5162.59,9239.23,7184.14,8332.91,7703.00,12618.57,13606.92,10279.54,9509.00,11602.00,11635.30,14185.85,19392.15,19007.37,18080.00
商品房销售面积:山东:淄博市,千平方米,4361.343313,2368612.536,1539.029739,-0.388235337,0.2378363,0.35287975,1333,7071,4627.35,16,,,,,,,,,,,,,1333.00,1740.00,,2553.80,3759.90,4614.70,3989.40,4756.00,6548.00,7071.00,4640.00,4837.00,3907.98,4123.09,5032.67,5290.96,5584.00
商品房销售面积:山东:枣庄市,千平方米,2419.214313,1618829.078,1272.332141,0.223421809,-1.181725457,0.525927833,540,4449.192,2297.5,16,,,,,,,,,,,,,540.00,765.00,,1179.10,1606.20,1572.00,1124.60,1988.00,2258.00,2427.00,2337.00,3139.00,3460.03,3430.27,4186.94,4449.19,4245.10
商品房销售面积:山东:东营市,千平方米,2799.41975,1045297.255,1022.397797,-1.008298859,0.315572157,0.365217755,681,4046,3070.0215,16,,,,,,,,,,,,,681.00,788.00,,1619.70,2258.60,2582.60,2639.70,3291.00,3736.00,4046.00,3817.00,3837.00,3348.95,2814.18,3104.84,3190.94,3035.20
商品房销售面积:山东:烟台市,千平方米,7830.972,12515514.07,3537.727246,-0.31783859,-1.058646573,0.451760937,1717,12924,7988.844,16,,,,,,,,,,,,,1717.00,2124.00,,4101.50,4589.40,5636.10,6127.70,6977.00,11634.00,12924.00,10532.00,11277.00,8263.31,7714.38,9375.70,10555.26,11747.20
商品房销售面积:山东:潍坊市,千平方米,7990.0744,17701376.3,4207.300358,-0.228039308,-1.254997606,0.526565855,1053,13887,8445.228,15,,,,,,,,,,,,,1053.00,1969.00,,3858.80,3389.20,5029.40,6472.70,9086.00,13887.00,12398.00,11079.00,12408.00,7740.27,8445.23,10014.99,13020.53,
商品房销售面积:山东:济宁市,千平方米,4346.101933,8957248.574,2992.866281,0.496331942,-1.35320022,0.688632325,701,9425.243,3506,15,,,,,,,,,,,,,701.00,942.00,,1436.80,2352.60,2063.40,2315.60,2773.00,3517.00,3506.00,4993.00,7348.00,8225.83,7162.23,8429.83,9425.24,
商品房销售面积:山东:泰安市,千平方米,2244.035688,1187633.382,1089.785934,-0.091510045,-0.953340443,0.485636632,450,4057,2311.1745,16,,,,,,,,,,,,,450.00,623.00,,1024.40,1224.70,1541.40,1644.20,2082.00,2825.00,3014.00,3221.00,4057.00,2243.40,2378.95,2563.56,3299.97,3712.00
商品房销售面积:山东:威海市,千平方米,6257.522063,9463532.667,3076.285531,-0.355339586,-1.319812682,0.491614013,1227,10437,7352.5,16,,,,,,,,,,,,,1227.00,1639.00,,2245.40,3553.40,4021.00,3980.30,5655.00,7423.00,7539.00,7282.00,8788.30,8474.58,8664.94,9125.38,10065.06,10437.00
商品房销售面积:山东:日照市,千平方米,1406.407063,384776.9315,620.3039025,0.697634771,0.309622675,0.441055736,403,2677.7,1327,16,,,,,,,,,,,,,403.00,649.00,,985.90,1106.20,1650.60,950.20,1113.00,1123.00,1469.00,1185.00,1597.20,1472.38,1477.50,2097.12,2545.72,2677.70
商品房销售面积:山东:莱芜市,千平方米,518.0176667,47026.44747,216.8558219,0.174536006,0.177832516,0.418626305,154,966.563,499,15,,,,,,,,,,,,,154.00,173.00,,721.00,463.20,763.00,622.60,499.00,444.00,352.00,599.00,676.40,417.48,394.43,524.59,966.56,
商品房销售面积:山东:临沂市,千平方米,5998.754063,16352489.89,4043.821199,0.308390702,-1.073430435,0.674110183,752,13576,5495,16,,,,,,,,,,,,,752.00,998.00,,1249.90,2031.40,2928.50,3763.70,3883.00,4568.00,6422.00,7278.00,9011.00,9060.70,8741.37,10122.12,11594.38,13576.00
商品房销售面积:山东:德州市,千平方米,3877.713875,4912580.026,2216.434079,0.300920549,-0.740256967,0.571582677,615,8155.6,4398.958,16,,,,,,,,,,,,,615.00,1083.00,,1771.60,1898.30,1952.90,1971.80,3219.00,4578.00,4501.00,4325.00,6005.00,4519.83,4472.92,5847.93,7126.55,8155.60
商品房销售面积:山东:聊城市,千平方米,2767.44575,2581225.649,1606.619323,0.668273972,-0.585219673,0.580542301,622,5947.457,2484.3,16,,,,,,,,,,,,,622.00,1129.00,,1422.40,1473.40,1488.90,1432.50,1857.00,2424.00,2720.00,2544.60,3661.00,3524.58,3932.49,4681.81,5947.46,5418.00
商品房销售面积:山东:滨州市,千平方米,2403.57025,1953469.948,1397.665893,-0.533250478,-1.187728556,0.581495753,222,4454.634,2883,16,,,,,,,,,,,,,222.00,308.00,,471.90,538.00,1143.50,2559.40,2355.00,2781.00,3318.00,3719.90,3607.50,3237.36,3490.75,4454.63,3265.18,2985.00
商品房销售面积:山东:菏泽市,千平方米,3501.584,4828223.971,2197.322,0.306756421,-0.391955313,0.627522287,273,7832,3620.297,15,,,,,,,,,,,,,273.00,396.00,,1055.50,1912.90,2096.60,4067.50,4206.00,6271.00,7832.00,2686.00,3246.00,3620.30,3930.19,4702.00,6228.78,
商品房销售面积:河南:郑州市,千平方米,12462.9512,108647156.9,10423.39469,0.945286875,0.360184612,0.836350438,723.515,37121.1,11474.985,20,,,,,,,,,,723.52,1840.68,1374.02,1630.56,2693.27,3144.82,6136.85,8008.23,10978.95,7368.50,11971.02,15587.16,15567.08,14418.70,16218.90,15919.10,18986.70,28591.80,30978.10,37121.10
商品房销售面积:河南:开封市,千平方米,1928.964706,2481241.472,1575.195693,0.843899139,-0.498613582,0.816601615,344,5136.3,1480,17,,,,,,,,,,,,,344.00,422.00,529.00,427.20,519.00,681.40,891.50,1185.90,1480.00,1914.00,1916.50,2530.30,2730.00,3337.20,4154.40,5136.30,4593.70
商品房销售面积:河南:洛阳市,千平方米,4785.111765,6889142.586,2624.71762,0.195064176,-1.0028063,0.548517516,848,9713.9,4550,17,,,,,,,,,,,,,848.00,1522.00,1677.00,2041.70,3037.40,4397.10,2701.20,3785.50,4550.00,5526.00,4941.70,7010.00,6896.00,6873.20,7703.90,9713.90,8122.30
商品房销售面积:河南:平顶山市,千平方米,1678.264706,1909383.111,1381.804296,1.379758096,1.4499971,0.823353009,240,5084,1315.6,17,,,,,,,,,,,,,338.00,240.00,350.00,624.40,740.80,929.00,993.90,1315.60,1284.00,1360.00,1382.70,2173.60,2104.40,2196.30,3035.70,4378.10,5084.00
商品房销售面积:河南:安阳市,千平方米,3401.258824,5930799.929,2435.323373,0.652215643,-0.298558866,0.716006484,503,8722.8,3378,17,,,,,,,,,,,,,519.00,503.00,762.00,986.30,1204.70,2297.90,1908.00,2440.60,3399.00,4181.00,3378.00,3993.50,4901.50,5540.90,6967.30,8722.80,6115.90
商品房销售面积:河南:鹤壁市,千平方米,971.3705882,683243.7435,826.5855935,0.417833923,-1.330676015,0.850947726,19,2363.1,779,17,,,,,,,,,,,,,44.00,19.00,68.00,72.40,234.20,512.90,419.60,595.50,779.00,1037.00,1011.00,1490.10,1902.30,1769.80,1937.90,2257.50,2363.10
商品房销售面积:河南:新乡市,千平方米,3873.988235,7999888.952,2828.407494,0.522887397,-0.64544261,0.730102241,351,9507.5,3605,17,,,,,,,,,,,,,397.00,351.00,546.00,1192.30,1642.50,2157.30,2252.20,2987.00,3605.00,4472.00,4367.50,5718.60,5951.10,4944.60,7399.50,9507.50,8366.70
商品房销售面积:河南:焦作市,千平方米,1558.741176,646926.4363,804.3173729,-0.203088148,-0.192905409,0.516004443,140,3030.2,1729.4,17,,,,,,,,,,,,,140.00,232.00,517.00,741.30,1231.30,1729.40,1264.40,1801.00,2007.00,1714.00,1547.80,1747.40,1932.70,1952.70,2782.60,3030.20,2127.80
商品房销售面积:河南:濮阳市,千平方米,1826.276471,2035960.032,1426.870713,0.72464857,-0.745705347,0.781300496,273,4449.9,1488,17,,,,,,,,,,,,,273.00,400.00,399.00,455.20,667.40,836.10,766.50,1092.70,1488.00,1915.00,2067.80,2842.10,2243.10,2828.70,4003.90,4449.90,4318.30
商品房销售面积:河南:许昌市,千平方米,2368.870588,3907406.786,1976.716162,0.941455691,0.024750809,0.834455108,169,6708.4,2073.1,17,,,,,,,,,,,,,239.00,169.00,247.00,685.80,907.10,2278.10,1086.10,1549.30,1664.00,2093.00,2073.10,2710.60,3017.00,4006.80,5283.30,5553.20,6708.40
商品房销售面积:河南:漯河市,千平方米,1123.923529,381307.4032,617.5009337,1.327774909,2.238810961,0.549415434,266,2772,1027.9,17,,,,,,,,,,,,,266.00,485.00,506.00,769.20,873.60,1391.00,858.80,768.00,1139.00,1578.00,1125.80,1073.20,899.80,1027.90,1429.70,2143.70,2772.00
商品房销售面积:河南:三门峡市,千平方米,982.6647059,732000.2249,855.5701169,0.836038604,-0.271607639,0.870663322,54,2667.9,847,17,,,,,,,,,,,,,115.00,106.00,54.00,160.60,176.40,370.50,643.80,670.70,847.00,943.00,994.70,1229.90,1408.90,1585.20,2117.80,2613.90,2667.90
商品房销售面积:河南:南阳市,千平方米,3202.082353,5260850.334,2293.654362,0.536320242,-0.81598881,0.716300866,416,7284.2,2729,17,,,,,,,,,,,,,416.00,525.00,631.00,829.00,1184.90,2151.70,2037.20,2185.20,2729.00,3561.00,3570.00,4341.00,4446.80,4856.60,6539.00,7147.80,7284.20
商品房销售面积:河南:商丘市,千平方米,3974.258824,16563504.45,4069.828553,0.951198846,-0.252497497,1.024047183,101,12095.7,2713,17,,,,,,,,,,,,,114.00,107.00,101.00,236.10,494.30,1000.70,1619.30,2027.40,2713.00,3180.00,3999.80,5280.30,6303.10,7051.90,9436.70,11802.10,12095.70
商品房销售面积:河南:信阳市,千平方米,4002.664706,7766803.311,2786.898511,0.410765311,-0.530037192,0.696260795,224,9522.8,4169,17,,,,,,,,,,,,,224.00,415.00,561.00,1109.30,1772.80,3082.50,2572.80,3683.60,4169.00,4800.00,4230.90,4451.80,5561.20,6189.90,7240.60,8458.10,9522.80
商品房销售面积:河南:周口市,千平方米,2645.217647,4051581.407,2012.854045,0.579047837,-0.306540373,0.760940805,179,6927.3,2352,17,,,,,,,,,,,,,362.00,239.00,179.00,424.50,753.50,1940.20,2260.50,1716.60,2352.00,2733.00,3010.00,3306.50,4299.60,4010.40,4599.90,5854.70,6927.30
