"点击这里以选择指标，然后再点击""更新""或""下载编辑""按钮更新或新增及移除数列",单位,平均,方差,标准差,偏度,峰度,变异系数,最小,最大,中位数,观测次数,1949,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018
固定资产投资:辽宁:葫芦岛市,百万人民币,20807.24261,351137241.3,18738.65634,1.175264849,0.318998802,0.900583354,2327.13,65196.62,15673.87,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2327.13,3580.56,4659.92,7029.40,7448.39,4598.16,5043.08,6340.85,7692.63,10242.00,12288.02,15673.87,21882.79,25405.73,40093.32,44427.88,56430.75,65196.62,54489.11,19040.00,17802.82,22303.55,24570.00
固定资产投资:吉林:长春市,百万人民币,174107.9627,28836088153,169811.9199,0.688495536,-0.878258271,0.975325409,8235.77,519483.2,115052.55,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8486.17,10603.20,8235.77,13753.14,16025.10,19925.65,22065.95,38964.40,45995.64,65042.18,95041.80,135063.30,181878.04,229154.89,263773.94,235661.89,307091.66,340840.00,374637.92,432747.31,465904.03,519483.20,
固定资产投资:吉林:吉林市,百万人民币,103752.3214,8509273894,92245.72561,0.487882594,-1.200545204,0.889095534,6942.01,280485.77,79839.415,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9309.20,7864.16,6942.01,9214.29,10352.57,12480.20,21791.32,31108.48,35006.30,45504.03,69176.66,90502.17,120004.56,149000.20,158735.73,149127.12,189987.12,200030.00,225838.84,258270.00,280485.77,201820.34,
固定资产投资:吉林:四平市,百万人民币,31563.67318,998278606.9,31595.54726,0.65278268,-1.107663622,1.001009834,1606.45,88419,18250.995,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1815.70,1606.45,3304.37,3253.33,3549.98,2688.65,3411.95,4703.04,5503.00,8741.00,14431.77,22070.22,31920.00,43242.83,46880.32,45782.36,55440.57,67440.00,71031.43,81230.00,88419.00,87934.84,
固定资产投资:吉林:辽源市,百万人民币,25276.15545,611728329,24733.14232,0.399673852,-1.557556184,0.978516783,412.24,65846.42,16902.135,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,412.24,632.32,824.94,1425.69,1267.25,1557.24,1414.47,3742.40,4064.83,7481.80,13616.45,20187.82,30112.25,40732.08,45232.23,37116.37,49342.00,52311.00,53137.82,61550.00,65846.42,64067.80,
固定资产投资:吉林:通化市,百万人民币,37297.08364,1360928557,36890.7652,0.488014158,-1.327551147,0.989105892,780.94,106572.95,24469.495,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,780.94,954.49,1274.61,2093.39,2257.24,2921.47,3129.18,4730.29,5576.02,11104.36,19344.91,29594.08,42944.08,58124.94,67775.07,54780.96,73514.01,80075.00,85386.57,97910.00,106572.95,69691.28,
固定资产投资:吉林:白山市,百万人民币,25753.47773,614358955.8,24786.26547,0.489932222,-1.3965099,0.962443431,1531.61,67807.89,17129.385,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1531.61,1779.25,2436.43,2453.27,2851.84,2533.35,1953.06,3497.94,4510.16,7506.75,13072.55,21186.22,30021.22,40668.69,34616.70,40994.01,50223.26,50480.00,56080.31,64100.00,66272.00,67807.89,
固定资产投资:吉林:松原市,百万人民币,51913.02045,2558669818,50583.29584,0.600414832,-1.171141528,0.974385528,3525.52,141690.23,32381.06,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4255.12,3525.52,3911.21,4816.28,5168.62,5665.63,5904.55,8582.93,10510.33,15979.31,25963.95,38798.17,55580.02,75248.62,74945.31,76141.90,96692.87,101580.00,114452.46,131100.00,141573.42,141690.23,
固定资产投资:吉林:白城市,百万人民币,25462.62591,685968717.2,26191.00451,0.805325901,-0.674690442,1.028605793,681.33,79165.89,15770.375,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,756.55,681.33,838.50,1709.39,1934.29,2493.05,3118.44,6110.00,5302.26,7804.40,13147.36,18393.39,26206.89,34852.88,30030.12,34448.87,43663.41,50876.00,58713.75,67027.00,72904.00,79165.89,
固定资产投资:黑龙江:哈尔滨市,百万人民币,185039.6677,34191591566,184909.6849,0.773846516,-1.004069908,0.999297541,14311.53,539548.84,92021,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14311.53,15947.82,17593.04,20248.37,25369.52,31177.81,36114.39,43595.69,53256.33,63897.29,80986.57,103055.43,134127.51,189209.70,265187.34,267497.10,350262.77,438308.03,417597.61,459570.00,504010.00,539548.84,
固定资产投资:黑龙江:齐齐哈尔市,百万人民币,33320.46091,1177558697,34315.57513,0.750500103,-1.109640216,1.02986496,2229.86,98180.86,14310.95,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2229.86,2797.71,3057.59,3177.16,4420.83,5219.91,5773.47,7405.21,7641.37,9397.17,12592.35,16029.55,21052.95,35005.61,49698.00,51169.07,67734.73,80136.55,75510.19,83170.00,91650.00,98180.86,
固定资产投资:黑龙江:鸡西市,百万人民币,10922.92591,98464300.64,9922.91795,0.578293684,-1.438459192,0.90844871,1508.83,27754.08,5662.66,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1508.83,1587.34,1751.23,1733.06,1988.00,2305.72,2618.79,2824.56,3181.76,4314.89,4800.87,6524.45,7989.10,13883.06,16172.58,20010.15,27754.08,27221.66,20780.51,22267.70,23830.00,25256.03,
固定资产投资:黑龙江:鹤岗市,百万人民币,7051.143636,30776178.1,5547.628151,0.864435874,-0.323472025,0.786769982,1585.5,19524.88,4939.51,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1715.60,1917.35,1960.59,1585.50,1706.68,1859.78,2465.67,2917.44,3472.41,4036.20,4330.54,5548.48,7232.13,10919.43,15385.00,13938.77,19524.88,17007.95,8599.70,9005.61,9610.00,10385.45,
固定资产投资:黑龙江:双鸭山市,百万人民币,12864.09364,194403003.2,13942.84774,1.514272256,1.637371498,1.083857762,977.25,49507.9,9189.055,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,977.25,1477.58,1882.39,1556.28,1861.73,2408.70,2328.93,2822.63,4062.72,5592.59,8349.85,10028.26,12044.49,19521.02,27959.38,32288.80,43881.82,49507.90,15000.99,12183.25,12990.00,14283.50,
固定资产投资:黑龙江:大庆市,百万人民币,54253.57227,1680739049,40996.81754,1.110337972,0.358810502,0.755651947,15231.26,152789.33,43683.68,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15231.26,17593.95,20170.00,18788.56,19935.83,20007.78,20296.93,21540.88,23822.28,30268.85,38767.78,48599.58,60335.65,75350.24,103605.72,105664.93,137550.55,152789.33,91956.35,55408.83,56530.00,59363.31,
固定资产投资:黑龙江:伊春市,百万人民币,7270.389091,52543914.59,7248.718134,1.199205961,0.713985909,0.997019285,713.81,25649.43,4487.505,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,713.81,1053.10,1133.59,1212.41,1180.48,1274.98,1517.11,1656.72,2124.72,2949.23,3903.22,5071.79,7028.88,10223.69,15356.86,16106.61,21811.02,25649.43,13261.12,10100.69,7630.00,8989.10,
固定资产投资:黑龙江:佳木斯市,百万人民币,19867.45682,464469575.6,21551.55622,0.909955928,-0.750795112,1.084766733,1249.6,63258.69,7813.825,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1249.60,1420.68,1741.09,2435.32,3279.14,3738.22,3551.31,3520.78,3676.24,4538.12,6746.17,8881.48,11310.45,17093.70,26920.22,29394.26,36904.00,46892.95,48311.63,53390.00,58830.00,63258.69,
固定资产投资:黑龙江:七台河市,百万人民币,7118.01,35409655.35,5950.60126,0.851455527,-0.360896288,0.835992259,698.63,19433.25,5535.795,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,698.63,1484.56,1623.73,1804.57,1354.77,1669.59,2098.85,2492.72,3201.55,4008.38,5121.70,6927.52,9151.38,13541.54,19433.25,12094.56,16351.61,19166.08,10561.34,9850.00,8010.00,5949.89,
固定资产投资:黑龙江:牡丹江市,百万人民币,38244.54682,1786448390,42266.39788,0.91760861,-0.718800195,1.105161426,3278.73,122445.82,12874.49,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3811.29,4099.40,3343.30,3278.73,4227.34,5205.85,5366.87,5968.22,7172.33,8621.09,10121.17,15627.81,22132.10,36950.60,53305.37,55008.87,69730.00,88433.87,92330.00,110990.00,113210.00,122445.82,
固定资产投资:黑龙江:黑河市,百万人民币,10635.81045,104040595.8,10200.02921,0.676927245,-1.313134542,0.959026983,1066.8,28997.83,3906.72,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1066.80,1541.40,2431.07,2023.13,2251.68,2336.36,2592.99,2632.81,2763.85,3712.29,3307.03,4101.15,6061.80,13148.18,17931.22,15823.68,21394.63,24340.95,22558.98,25440.00,27530.00,28997.83,
固定资产投资:黑龙江:绥化市,百万人民币,31418.90833,872290937.4,29534.5719,0.497458224,-1.594029468,0.940025401,2845.49,77156.17,16470.045,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2845.49,2928.42,4119.86,4100.00,5200.00,6571.86,7930.40,9359.36,9531.40,23408.69,34728.26,41755.67,57283.02,68538.07,63329.80,69693.88,77060.00,77156.17,
固定资产投资:上海,百万人民币,139462.2168,45134443327,212448.684,1.404905118,0.623128277,1.523342228,22,724660,8412,68,,22.00,74.00,198.00,365.00,325.00,343.00,376.00,520.00,1132.00,1561.00,1765.00,721.00,382.00,532.00,722.00,775.00,723.00,461.00,458.00,745.00,1090.00,1136.00,1323.00,1624.00,2243.00,3253.00,2396.00,1800.00,2791.00,3558.00,4543.00,5460.00,7134.00,7594.00,9230.00,11856.00,14693.00,18630.00,24527.00,21476.00,22708.00,25830.00,35738.00,65391.00,112329.00,160179.00,195205.00,197759.00,196483.00,185672.00,186967.00,199473.00,218706.00,245211.00,308466.00,354255.00,392509.00,445861.00,482945.00,527333.00,531766.63,506709.00,525438.00,564779.11,601643.00,635270.00,675588.00,724660.00,
固定资产投资:江苏:南京市,百万人民币,252472.8435,45392127975,213054.2841,0.432201885,-1.388542604,0.843870102,19041.96,636221,186795.78,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19794.92,35165.92,19041.96,21061.13,23284.17,39142.47,50690.45,95404.95,120188.40,140272.20,161355.18,186795.78,215416.66,264798.17,330604.84,375725.17,455848.61,499378.00,543076.99,548447.00,553356.43,636221.00,471805.00
固定资产投资:江苏:无锡市,百万人民币,203559.6064,31933756097,178700.1849,0.457794901,-1.281304706,0.877876452,7081.95,496606,157457.845,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10538.24,23533.66,7081.95,9052.86,9664.89,22540.72,28363.05,89331.73,111413.32,133603.59,147493.80,167421.89,187701.68,238756.22,298565.48,316918.20,361807.00,387351.88,461076.71,490119.00,479369.47,496606.00,
固定资产投资:江苏:徐州市,百万人民币,158821.9968,28020128169,167392.1389,0.998110413,-0.221382465,1.053960675,6329.74,527703,87274.22,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6329.74,15210.73,9513.78,10754.54,12686.97,20093.72,20625.82,38302.89,44527.26,60131.12,78478.26,96070.18,125066.84,162457.18,204925.95,220102.74,268588.91,299013.13,367155.94,426612.00,479733.23,527703.00,
固定资产投资:江苏:常州市,百万人民币,143947.9677,17842966655,133577.5679,0.540084014,-1.175139734,0.927957303,5380.9,389630,107775.23,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5967.56,11855.41,5380.90,6231.93,7424.50,12386.66,15374.79,44659.44,58861.29,76980.21,95156.29,120394.17,144816.62,170476.90,210355.19,222325.68,262156.48,275011.54,331005.03,339897.00,360507.70,389630.00,
固定资产投资:江苏:苏州市,百万人民币,274990.1791,49632946985,222784.5304,0.245775774,-1.495660647,0.810154498,9988.39,612443,236635.95,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19281.67,40517.60,9988.39,11838.46,12809.07,32458.27,31841.94,140893.29,155479.86,187014.31,210698.98,236635.95,261115.95,296734.82,361782.11,427998.09,514251.00,572213.81,605399.91,612443.00,564848.64,562959.00,455570.00
固定资产投资:江苏:南通市,百万人民币,167978.0036,27816326804,166782.2737,0.800855789,-0.672428035,0.992881628,4771.06,495920,115734.675,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6915.18,22862.61,4771.06,6458.11,8663.27,13407.85,16479.22,44841.70,60692.59,81526.36,104889.74,126579.61,150540.81,180237.80,216837.51,237835.59,288646.99,319872.97,389638.93,436703.00,481195.18,495920.00,
固定资产投资:江苏:连云港市,百万人民币,85872.49783,6762995820,82237.43564,0.754668096,-0.631211725,0.957669076,2797.43,260363,58461.84,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2797.43,6551.89,4947.94,6753.88,7984.35,10734.92,13623.67,21238.58,24630.14,32359.53,42388.87,58461.84,77768.20,100009.80,123424.81,124092.97,128087.79,125011.70,171657.37,207735.00,238515.77,260363.00,185928.00
固定资产投资:江苏:淮安市,百万人民币,85059.31227,7627563242,87335.92183,0.967357603,-0.078128069,1.026764965,2394.36,283955,53010,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2394.36,5354.80,3701.26,5344.48,6527.79,8703.48,9274.98,22811.01,27569.11,33072.59,45020.00,61000.00,82495.96,110000.00,148500.00,102059.99,124799.00,135305.41,179573.09,220324.00,253518.56,283955.00,
固定资产投资:江苏:盐城市,百万人民币,125243.8282,17762723464,133276.8677,1.019954955,0.011402821,1.064139205,4057.43,427849,74690.665,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4057.43,9552.77,4225.35,5381.30,6293.24,8125.17,8532.64,28063.81,37490.71,50000.00,66750.00,82631.33,112017.43,150025.54,189104.96,158698.07,194088.61,211769.11,275135.37,337289.00,388283.38,427849.00,
固定资产投资:江苏:扬州市,百万人民币,107575.2709,12880593254,113492.7013,1.062647177,0.0516301,1.055007349,6181.29,369009,62559,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7311.00,11532.76,8253.61,6181.29,7092.94,10679.33,13548.54,24700.87,33004.95,41007.13,53329.98,71788.02,94998.01,106391.97,133184.91,147542.85,178364.52,192517.68,241666.27,285682.00,328868.33,369009.00,
固定资产投资:江苏:镇江市,百万人民币,92040.86091,8884601358,94258.16335,0.923679422,-0.423484785,1.024090414,3647.13,287343.36,53327.875,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3884.85,10138.89,3647.13,8474.66,6938.67,8889.68,11200.96,23728.47,32052.44,40475.05,47854.12,58801.63,71850.10,101057.36,132708.16,122693.99,150067.21,165314.94,214234.27,254107.00,287343.36,269436.00,
固定资产投资:江苏:泰州市,百万人民币,101018.4936,11719801828,108258.0335,1.129393981,0.376542686,1.071665491,2728.16,360947,61826.705,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2728.16,7216.30,5581.89,5711.09,6925.91,9357.99,9280.48,23064.77,30624.44,40313.18,53256.36,70397.05,90051.51,116619.70,153803.06,119765.11,145459.16,166417.02,219733.67,269566.00,315587.01,360947.00,
固定资产投资:江苏:宿迁市,百万人民币,66525.36227,5082659022,71292.76978,0.968835456,-0.246071039,1.071663007,627.48,219423,39950,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,627.48,2935.16,2421.23,3683.27,4627.42,5527.05,6070.33,14206.47,19719.43,16711.55,34600.00,45300.00,60500.00,79864.33,101036.60,78897.04,102556.30,119074.54,155921.62,183897.00,205958.15,219423.00,
固定资产投资:浙江:杭州市,百万人民币,224974.5641,38674645623,196658.7034,0.743818458,-0.812716786,0.874137502,12455.84,585665,157243.6,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12455.84,30339.04,36366.07,23851.68,37664.73,46178.73,56233.66,100674.40,120517.92,138668.33,146074.22,168412.98,198050.18,229165.43,275313.48,310002.18,372275.44,426387.00,495270.10,555632.00,584242.00,585665.00,
固定资产投资:浙江:宁波市,百万人民币,184542.9364,26034232057,161351.2692,0.829037951,-0.500696824,0.874329153,14589.06,500958,155015.235,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14589.06,30057.19,30980.86,16638.17,24526.52,32052.35,39345.38,83758.62,109566.50,133630.43,150276.86,159753.61,172824.13,200421.79,219328.30,163056.00,290142.58,342295.29,398946.26,450657.70,496139.00,500958.00,
固定资产投资:浙江:温州市,百万人民币,125016.9636,17799005914,133412.9151,1.169805823,-0.03161523,1.067158498,5686.97,417849,69129.2,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5686.97,17811.32,20119.53,10336.96,18227.82,24103.92,27581.13,44860.12,50732.04,54210.89,64555.24,73703.16,75844.36,83777.64,92597.95,154031.00,211033.95,261816.00,305281.20,345639.00,390574.00,417849.00,
固定资产投资:浙江:嘉兴市,百万人民币,108883.8141,8633926932,92918.92666,0.725517252,-0.595501383,0.853376853,6162.77,300964,85011.26,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6162.77,14421.08,17268.93,12462.96,17964.67,19216.78,21264.35,52553.00,63369.85,70345.77,80021.18,90001.34,100668.69,123340.71,148826.36,148826.61,164231.09,191015.00,222120.77,251382.00,279016.00,300964.00,
固定资产投资:浙江:湖州市,百万人民币,60115.28455,2806584027,52977.2029,0.804660568,-0.425675808,0.881260121,3868.05,173098,46904.58,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3868.05,8404.95,9417.53,5179.91,7401.52,9431.35,10267.74,26797.21,36547.43,41604.75,47975.05,45834.11,52523.56,63868.73,71997.65,80467.06,97072.82,107005.00,124291.84,140264.00,159218.00,173098.00,
固定资产投资:浙江:绍兴市,百万人民币,107242.0141,9414630420,97029.01844,0.837810254,-0.446059042,0.904766842,4666.3,311567,80456,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4666.30,16451.75,17017.75,6830.78,13131.55,14518.19,16902.96,53503.24,62494.71,67612.74,76574.51,84337.49,91574.76,105503.21,124556.09,142625.94,172256.46,200198.55,230468.33,258284.00,288248.00,311567.00,
固定资产投资:浙江:金华市,百万人民币,73989.95091,4576393088,67649.04351,0.995277051,-0.101178499,0.914300424,4533.89,220052,52937.545,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4533.89,11201.58,12165.02,6020.90,7741.29,13657.29,17493.38,41218.60,51780.34,50747.01,50694.96,54094.75,58687.18,63515.88,77280.39,86282.58,112680.26,136436.00,159478.62,183616.00,208401.00,220052.00,
固定资产投资:浙江:衢州市,百万人民币,37176.11136,1087875698,32982.96072,0.735611195,-0.580824652,0.887208466,1716.07,104778,29520.175,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1716.07,2740.67,3213.68,2366.61,4273.94,6317.88,9156.21,16042.14,20270.92,23384.37,27340.60,31699.75,36117.39,41539.76,48180.48,50462.66,56612.76,67072.38,78210.18,88204.00,98174.00,104778.00,
固定资产投资:浙江:舟山市,百万人民币,40486.55773,1987816695,44584.93798,1.213046209,0.403922214,1.101228173,1623,145031,24931.26,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1623.00,3408.53,3099.62,1806.83,2822.66,3793.75,4814.41,9800.91,12787.44,16111.91,21898.78,27963.74,33942.55,40066.32,41384.37,47608.76,57059.86,75002.00,96087.83,113476.00,131114.00,145031.00,
固定资产投资:浙江:台州市,百万人民币,83183.13591,5741375074,75771.86202,0.917881131,-0.145153946,0.91090413,4492.21,251826,67569.09,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4492.21,10857.82,12515.96,6353.07,8947.52,11770.47,14177.95,38610.09,47902.62,53761.94,62373.76,72764.42,75957.82,83409.96,95024.14,100781.06,124255.75,150787.00,176593.43,199603.00,227263.00,251826.00,
固定资产投资:浙江:丽水市,百万人民币,36522.84167,740657681.3,27215.02675,0.803872714,-0.570166723,0.745150857,4332.61,90384,26401.88,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4332.61,6163.59,8109.35,14336.48,17573.76,19816.04,22217.43,23725.76,24884.54,27919.22,32037.69,35846.61,47197.56,57041.70,66507.81,75152.00,84165.00,90384.00,
固定资产投资:安徽:合肥市,百万人民币,214713.4982,54936772814,234385.9484,0.78138451,-0.892395812,1.091621861,3850.8,650116.93,106360.485,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3850.80,5286.00,5322.43,8559.62,9277.75,12436.29,15257.39,25510.61,36147.91,49527.00,81678.25,131042.72,183863.93,246842.33,306697.45,337696.52,380304.27,453537.15,530263.72,615335.00,650116.93,635142.89,
固定资产投资:安徽:芜湖市,百万人民币,94921.49364,12101287342,110005.8514,1.012364546,-0.34757195,1.158914037,3081.64,334224.01,36120.09,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3262.49,3081.64,3890.45,4609.05,5006.72,6103.46,8259.53,14292.83,17200.59,22089.70,28662.37,43577.81,61495.15,90068.75,122009.78,135421.33,170079.35,204065.01,239264.06,270919.00,300689.78,334224.01,
固定资产投资:安徽:蚌埠市,百万人民币,49355.23364,3633174696,60275.82182,1.211517173,0.206554632,1.221265049,1750.13,191255.46,16915.53,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1750.13,1942.10,2112.60,2367.95,3141.28,4235.52,4862.82,8472.17,10282.91,12480.18,14071.28,19759.78,25315.65,35571.20,52873.34,65091.86,87278.63,106088.99,124418.39,145800.00,166642.90,191255.46,
固定资产投资:安徽:淮南市,百万人民币,33888.78409,1228060852,35043.69918,0.847086141,-0.813016843,1.034079567,2020.93,102184.61,21177.87,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4169.94,4600.92,3944.97,2020.93,2238.96,2760.15,3322.12,5409.09,8607.43,12829.96,19783.43,25171.42,22572.31,28602.77,40184.60,50134.35,63970.36,80052.51,75527.29,91970.00,95495.13,102184.61,
固定资产投资:安徽:马鞍山市,百万人民币,65343.18909,5657271204,75214.83367,1.010207657,-0.405365915,1.151073811,2108.82,225571.73,29679.35,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2761.66,2814.06,2427.67,2116.73,2108.82,3068.59,5702.19,10679.38,14545.97,19138.05,26224.99,33133.71,40451.19,54613.96,74034.36,94961.78,120115.08,143160.40,167474.14,185984.00,206461.70,225571.73,
固定资产投资:安徽:淮北市,百万人民币,31897.94955,1283421907,35824.87833,0.985994403,-0.543145635,1.123109129,1770.91,105583.55,13074.75,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1770.91,2020.94,2886.99,3416.06,3685.67,2966.27,2861.62,5112.28,6409.72,8412.96,11030.15,15119.35,20469.43,28032.34,36692.91,45007.30,57721.40,70052.87,84083.97,92529.96,95888.24,105583.55,
固定资产投资:安徽:铜陵市,百万人民币,33383.15682,1741878858,41735.82223,1.351491242,0.704311318,1.250205978,1563.63,134133.29,10551.755,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2683.71,1884.19,2118.27,1563.63,1754.54,2886.75,3281.50,4687.15,6177.37,7668.15,9233.47,11870.04,17503.32,28294.08,36226.29,41271.88,53430.37,65023.89,76759.73,106290.00,119687.83,134133.29,
固定资产投资:安徽:安庆市,百万人民币,54813.62727,3348176246,57863.42754,0.79594033,-0.846519652,1.055639453,2488.96,173124.68,26850.97,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2488.96,2782.54,3161.89,3262.67,3860.77,4881.84,6129.16,10320.23,12595.79,15553.31,21093.14,32608.80,43922.28,60154.56,80939.30,83020.11,97201.26,118571.53,139475.17,138560.00,152191.81,173124.68,
固定资产投资:安徽:黄山市,百万人民币,24867.78545,536015079.5,23151.99947,0.401170058,-1.485079285,0.931003668,659.7,64689.97,18808.75,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,659.70,660.73,742.69,897.17,1429.67,2388.24,2947.53,5280.27,7854.38,11481.39,16301.14,21316.36,26666.80,34133.52,45431.36,37000.84,44516.97,52506.59,55167.02,55247.51,59771.43,64689.97,
固定资产投资:安徽:滁州市,百万人民币,51853.36409,3721468853,61003.84294,1.095199761,0.008489204,1.176468374,1851.29,192905.17,19308.845,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2335.52,1875.22,1851.29,3140.02,2312.35,2911.98,3348.48,6581.70,8705.65,11384.47,14942.82,23674.87,34622.27,52485.00,72350.00,69012.96,88258.83,107578.35,124815.72,145760.00,169921.34,192905.17,
固定资产投资:安徽:阜阳市,百万人民币,35982.90091,2042959368,45199.10805,1.666214475,2.1356288,1.256127408,2321.82,163251,14335.03,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2321.82,3475.17,4005.99,4549.63,4274.78,3552.68,3939.14,7466.06,9188.21,12600.00,11264.70,16070.06,18892.00,25046.56,34898.69,40537.09,51488.87,64525.75,80513.20,100500.00,129262.42,163251.00,
固定资产投资:安徽:宿州市,百万人民币,40430.6965,2125458907,46102.69956,1.075840254,-0.172693506,1.140289521,1833.02,140297.39,16883.39,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1965.54,1833.02,2083.39,2472.02,2495.17,5692.72,6775.85,8503.60,10934.87,12691.22,21075.56,29538.63,40635.72,48002.97,61368.99,77329.78,94579.73,113340.00,126997.76,140297.39,
