"点击这里以选择指标，然后再点击""更新""或""下载编辑""按钮更新或新增及移除数列",单位,平均,方差,标准差,偏度,峰度,变异系数,最小,最大,中位数,观测次数,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018
商品房销售额:住宅:浙江:温州市,百万人民币,41267.78615,986030077.7,31401.11587,1.23194937,0.935203972,0.760911083,10845,112249.35,31828.57,13,,,,,,,,,,,,,,,10845.00,13188.00,19845.00,12100.00,38384.16,26600.05,19087.74,31828.57,50600.00,53086.18,57715.93,90951.24,112249.35,
商品房销售额:住宅:浙江:嘉兴市,百万人民币,32509.48769,727165805.2,26966.01204,1.745537713,2.644341327,0.829481298,9485,99625.83,26985.14,13,,,,,,,,,,,,,,,9485.00,9563.00,13440.00,10936.00,26985.14,27358.37,19689.22,25481.00,34930.00,28418.05,39565.22,77146.51,99625.83,
商品房销售额:住宅:浙江:湖州市,百万人民币,22822.275,402711372.5,20067.66983,1.911446147,3.572310425,0.879301903,5436,76940,17287.325,14,,,,,,,,,,,,,,,5436.00,6073.00,9232.00,6459.00,18493.13,19473.79,17054.65,15456.88,17520.00,16399.40,23706.34,33208.20,54059.46,76940.00
商品房销售额:住宅:浙江:绍兴市,百万人民币,34506.92538,404432367,20110.5039,0.771116621,0.751787056,0.582796168,9216,80083.95,35112.73,13,,,,,,,,,,,,,,,10983.00,12376.00,19631.00,9216.00,25697.14,37279.92,31390.43,35112.73,48110.00,35789.62,48725.68,54194.56,80083.95,
商品房销售额:住宅:浙江:金华市,百万人民币,23960.18692,131665695,11474.56731,0.389940313,-0.286069598,0.478901411,8171,47263.09,24354.54,13,,,,,,,,,,,,,,,9613.00,8171.00,13365.00,12744.00,19766.74,24354.54,20162.78,26418.76,30260.00,30206.19,33756.39,35400.94,47263.09,
商品房销售额:住宅:浙江:衢州市,百万人民币,9408.026429,58180161.49,7627.592116,1.548070289,1.681621039,0.810753687,2593,27552,7130.99,14,,,,,,,,,,,,,,,2593.00,3526.00,4116.00,2976.00,6860.67,7401.31,4231.02,5661.16,10164.00,9237.56,8955.74,15215.90,23222.01,27552.00
商品房销售额:住宅:浙江:舟山市,百万人民币,9317.963077,34233779.29,5850.963962,1.561456483,3.63712811,0.627923068,2735,24944.59,8511.95,13,,,,,,,,,,,,,,,2735.00,3265.00,6002.00,4115.00,9623.86,10982.46,12262.57,5424.86,11430.00,8504.48,8511.95,13331.75,24944.59,
商品房销售额:住宅:浙江:台州市,百万人民币,27129.12846,275352401.9,16593.74587,0.984568421,0.930448098,0.611657905,6388,63936.26,26365.02,13,,,,,,,,,,,,,,,6388.00,10426.00,12013.00,10467.00,24610.15,28300.11,25427.27,27650.35,29950.00,26365.02,34246.99,52898.52,63936.26,
商品房销售额:住宅:浙江:丽水市,百万人民币,8488.44,31466136.11,5609.468434,1.126043271,0.371535424,0.6608362,2722,20495.2,6517.91,13,,,,,,,,,,,,,,,2722.00,3752.00,5386.00,3370.00,6517.91,4178.78,6092.42,6582.02,9830.00,10944.91,12882.34,17596.14,20495.20,
商品房销售额:住宅:安徽:合肥市,百万人民币,53560.14947,2432489998,49320.27978,0.777010503,-0.368563375,0.920839099,1054.04,158835.01,47516.67,19,,,,,,,,,,1331.98,1054.04,2841.58,4687.78,7009.00,15044.20,16761.44,30058.93,29710.59,48337.97,47516.67,59350.02,64294.46,88317.92,91739.14,96595.21,158835.01,109894.90,144262.00
商品房销售额:住宅:安徽:芜湖市,百万人民币,18550.49231,184533017.4,13584.29304,0.703075939,-0.195607208,0.732287468,2686,46880.43,17073.89,13,,,,,,,,,,,,,,,2686.00,3404.00,5454.00,6734.00,10307.00,13515.00,17073.89,18364.34,28411.19,28863.08,23798.13,35665.34,46880.43,
商品房销售额:住宅:安徽:蚌埠市,百万人民币,14361.75714,185348996,13614.29381,1.145020362,0.378257319,0.947954604,1987,44350.95,8494.615,14,,,,,,,,,,,,,,,1987.00,2152.00,2689.00,2965.00,5285.00,6290.00,7327.40,9661.83,16631.91,18730.57,18300.87,28100.38,36592.69,44350.95
商品房销售额:住宅:安徽:淮南市,百万人民币,7423.608571,36244171.53,6020.313242,1.628883392,3.346136128,0.810968572,571,23557.21,6922.62,14,,,,,,,,,,,,,,,571.00,1102.00,2396.00,3167.00,4671.00,7340.00,6772.68,7072.56,8845.81,6700.69,7154.95,8938.95,15640.67,23557.21
商品房销售额:住宅:安徽:马鞍山市,百万人民币,9101.796154,32820191.33,5728.890934,1.235466083,1.296208653,0.629424219,3309,22730.03,8165.43,13,,,,,,,,,,,,,,,4283.00,4851.00,5163.00,3309.00,4083.00,5051.00,8165.43,10292.32,12585.64,9590.47,11729.95,16489.51,22730.03,
商品房销售额:住宅:安徽:淮北市,百万人民币,3770.696154,4066160.229,2016.472224,0.032752328,-1.168161891,0.534774519,1003,7126.17,4470.74,13,,,,,,,,,,,,,,,1003.00,1167.00,1520.00,1719.00,3130.00,2900.00,4722.76,4470.74,6387.63,4615.40,5078.27,5179.08,7126.17,
商品房销售额:住宅:安徽:铜陵市,百万人民币,3736.413077,5621786.92,2371.030772,0.738796092,0.747443136,0.634574048,760,9138.76,4062.62,13,,,,,,,,,,,,,,,760.00,1386.00,1386.00,1075.00,2493.00,3234.00,4062.62,4593.01,4615.86,4573.25,5535.86,5720.01,9138.76,
商品房销售额:住宅:安徽:安庆市,百万人民币,9433.407692,41380271.61,6432.749926,0.278550371,-1.334824881,0.681911578,1455,20140.78,8671.72,13,,,,,,,,,,,,,,,1455.00,1772.00,2852.00,3291.00,5392.00,7030.00,8671.72,10413.27,16096.90,14000.12,13572.61,17946.90,20140.78,
商品房销售额:住宅:安徽:黄山市,百万人民币,4339.136429,8480160.159,2912.071455,1.198239682,1.587465887,0.671117745,763,11290,4170.48,14,,,,,,,,,,,,,,,763.00,1120.00,1791.00,1785.00,3327.00,4273.00,4375.01,4393.12,5526.52,3810.57,4067.96,5166.53,9059.20,11290.00
商品房销售额:住宅:安徽:滁州市,百万人民币,16515.94714,310780844.4,17628.97741,1.521627147,1.787594979,1.067391246,809,59104.46,10775.35,14,,,,,,,,,,,,,,,809.00,1672.00,2278.00,2468.00,5026.00,8027.00,9826.52,11724.18,17053.08,17945.73,21227.62,26513.94,47547.73,59104.46
商品房销售额:住宅:安徽:阜阳市,百万人民币,11474.74077,163892605.8,12802.05475,1.797741383,2.891018264,1.115672677,1198,44178.93,6082.83,13,,,,,,,,,,,,,,,1198.00,1707.00,2825.00,2566.00,3757.00,5642.00,6082.83,7853.88,12846.34,14203.55,15282.64,31028.46,44178.93,
商品房销售额:住宅:安徽:宿州市,百万人民币,8653.646923,62357390.08,7896.669556,0.838653907,-0.055957652,0.912525046,340,25508.22,7857.68,13,,,,,,,,,,,,,,,340.00,773.00,1451.00,1643.00,2743.00,4382.00,7857.68,8688.18,12497.30,15564.18,12270.09,18779.76,25508.22,
商品房销售额:住宅:安徽:巢湖市,百万人民币,3683,6108168.4,2471.470898,0.705594893,-0.631071324,0.671048302,1101,7524,3193,6,,,,,,,,,,,,,,,1101.00,1482.00,2967.00,3419.00,5605.00,7524.00,,,,,,,,
商品房销售额:住宅:安徽:六安市,百万人民币,10607.85,114466568.8,10698.90503,1.567966233,2.080391273,1.00858374,414,36383.68,9943.03,13,,,,,,,,,,,,,,,1004.00,414.00,2991.00,2637.00,3911.00,6084.00,9943.03,10229.52,11105.72,13464.63,11331.24,28403.23,36383.68,
商品房销售额:住宅:安徽:亳州市,百万人民币,6795.756923,60153574.99,7755.87358,1.647333068,3.039549767,1.141281783,248,27098.13,5480.37,13,,,,,,,,,,,,,,,248.00,763.00,554.00,772.00,1428.00,1634.00,6405.12,5480.37,8089.60,10184.52,10447.88,15240.22,27098.13,
商品房销售额:住宅:安徽:池州市,百万人民币,3951.795385,5160519.647,2271.677716,-0.269267155,-1.534028487,0.574846999,715,7206.74,4631,13,,,,,,,,,,,,,,,715.00,1347.00,1037.00,1226.00,2724.00,4009.00,5108.69,6177.89,5377.09,5589.98,4631.00,6223.95,7206.74,
商品房销售额:住宅:安徽:宣城市,百万人民币,9763.999286,69385040.62,8329.768342,1.376187293,1.840976422,0.853110298,904,30298.33,8613.955,14,,,,,,,,,,,,,,,904.00,1347.00,2382.00,2917.00,5747.00,6388.00,8754.11,8473.80,11815.68,9603.76,10408.45,14927.81,22729.05,30298.33
商品房销售额:住宅:福建:福州市,百万人民币,32477.165,972797183.1,31189.69675,1.540548883,2.279553915,0.960357739,3821.2,112270,24224.085,14,,,,,,,,,,3821.20,5450.99,6219.17,8941.86,9731.00,23739.01,24709.16,29031.89,17906.44,41754.60,41817.42,51161.57,78126.00,112270.00,,,,,
商品房销售额:住宅:福建:厦门市,百万人民币,36761.20278,917433548.3,30289.16553,0.600868427,-1.171256243,0.823943811,4842.07,90731.55,30289.52,18,,,,,,,,,,5336.94,5509.69,4842.07,7558.23,9611.00,12918.68,20949.78,32916.51,13429.10,35857.01,27662.53,34122.08,62211.00,84620.00,90731.55,65471.15,81392.52,66561.81,
商品房销售额:住宅:福建:莆田市,百万人民币,12442.28571,98798882.22,9939.762684,0.539135343,-1.022437665,0.798869509,1148,29706,10502,14,,,,,,,,,,,,,,,1148.00,1769.00,2798.00,2427.00,5239.00,6465.00,9752.00,11252.00,17620.00,15347.00,18516.00,23693.00,28460.00,29706.00
商品房销售额:住宅:福建:三明市,百万人民币,6219.777778,19542508.44,4420.690946,0.622340583,-0.375285824,0.71074741,1352,14400,6099,9,,,,,,,,,,,,,,,1352.00,1672.00,3486.00,2399.00,6099.00,8131.00,8410.00,10029.00,14400.00,,,,,
商品房销售额:住宅:福建:泉州市,百万人民币,29614.17538,536273004.7,23157.56906,0.629929228,-0.580909129,0.781975819,2215,75475.91,26658,13,,,,,,,,,,,,,,,2215.00,4487.00,8223.00,8442.00,15359.00,19465.00,26658.00,28431.00,51700.00,42197.69,42428.76,59901.92,75475.91,
商品房销售额:住宅:福建:漳州市,百万人民币,10342,52312946.5,7232.768937,1.116038229,1.127205233,0.699358822,2762,25340,8866,9,,,,,,,,,,,,,,,2762.00,3515.00,7094.00,4757.00,8866.00,10545.00,14732.00,15467.00,25340.00,,,,,
商品房销售额:住宅:福建:南平市,百万人民币,8385.340714,33675319.03,5803.043945,0.770540592,-0.189291681,0.692046292,1152,20363.93,6881.5,14,,,,,,,,,,,,,,,1152.00,2036.00,4201.00,2789.00,4822.00,5462.00,6305.00,7458.00,11921.00,9975.45,9721.56,13912.18,17275.65,20363.93
商品房销售额:住宅:福建:龙岩市,百万人民币,7319.36,28752070.65,5362.095733,1.040336704,0.693554509,0.732590791,1392,19595.17,6345,13,,,,,,,,,,,,,,,1392.00,2692.00,2900.00,2073.00,6345.00,4387.00,4289.00,7025.00,11590.00,8209.56,11159.25,13494.70,19595.17,
商品房销售额:住宅:福建:宁德市,百万人民币,7937.620769,29384022.59,5420.703146,0.773742336,0.587337639,0.68291284,1512,20154.88,7438,13,,,,,,,,,,,,,,,1512.00,1903.00,3184.00,2004.00,5566.00,6062.00,7438.00,9390.00,11600.00,10516.60,10445.35,13413.24,20154.88,
商品房销售额:住宅:江西:南昌市,百万人民币,27509.99111,895521838.6,29925.2709,1.412401364,1.435134336,1.087796458,784.24,104556.43,16507.88,18,,,,,,,,,,784.24,1347.75,1626.21,2274.65,4629.00,9064.41,10990.86,16151.85,10971.49,16863.91,21189.99,23207.49,35005.52,49919.16,46776.44,56755.29,83065.15,104556.43,
商品房销售额:住宅:江西:景德镇市,百万人民币,2844.842308,3142368.757,1772.672772,0.278483947,-1.170697354,0.623118114,679,5699.33,2640,13,,,,,,,,,,,,,,,679.00,780.00,1084.00,864.00,1738.00,2385.00,3539.48,4050.33,5611.20,3808.14,2640.00,4104.47,5699.33,
商品房销售额:住宅:江西:萍乡市,百万人民币,2644.127857,6090876.813,2467.970181,1.528066907,1.618685138,0.933377777,599,8738,1519.5,14,,,,,,,,,,,,,,,599.00,654.00,820.00,903.00,1364.00,1675.00,1236.23,1274.96,2494.50,2228.23,3370.85,5622.54,6037.48,8738.00
商品房销售额:住宅:江西:九江市,百万人民币,9767.681538,49687975.56,7048.969823,0.886546878,0.68528719,0.721662535,1029,25568.25,8032,13,,,,,,,,,,,,,,,1029.00,1633.00,4210.00,3432.00,7546.00,8032.00,10782.25,6931.64,13746.82,11935.79,13227.13,18905.98,25568.25,
商品房销售额:住宅:江西:新余市,百万人民币,3613.308571,5215846.733,2283.822833,1.22556087,1.450746094,0.632058621,780,9085,3439.155,14,,,,,,,,,,,,,,,780.00,1242.00,1819.00,1800.00,2927.00,3383.00,3794.84,2381.36,3595.89,3715.40,3495.31,5463.32,7104.20,9085.00
商品房销售额:住宅:江西:鹰潭市,百万人民币,2959.558571,7480758.429,2735.097517,0.828760093,-0.510615753,0.924157252,187,8595,2022.615,14,,,,,,,,,,,,,,,262.00,187.00,495.00,677.00,983.00,1037.00,2078.84,1966.39,3260.09,3763.70,5991.07,5513.90,6623.83,8595.00
商品房销售额:住宅:江西:赣州市,百万人民币,16954.90615,221536453.6,14884.1007,1.056014576,0.539165194,0.877863939,1900,50741.08,10632.65,13,,,,,,,,,,,,,,,1900.00,2910.00,5040.00,3912.00,7330.00,9203.00,10632.65,15589.60,24212.10,25083.15,28837.69,35022.51,50741.08,
商品房销售额:住宅:江西:吉安市,百万人民币,5319.394615,14374916.9,3791.426764,1.185018808,0.518740908,0.712755311,1170,13490.8,3588.2,13,,,,,,,,,,,,,,,1170.00,2200.00,2683.00,2525.00,3426.00,3714.00,3302.78,3588.20,6458.25,7241.23,7697.07,11655.80,13490.80,
商品房销售额:住宅:江西:宜春市,百万人民币,8331.683846,45850976.13,6771.334885,1.251200753,1.413884892,0.812721055,1316,24422.77,7227.75,13,,,,,,,,,,,,,,,1316.00,1639.00,3145.00,2279.00,4124.00,5980.00,8109.41,7227.75,10260.39,9538.90,12737.54,17532.13,24422.77,
商品房销售额:住宅:江西:抚州市,百万人民币,8981.003846,46630902.84,6828.682365,0.80985226,-0.147047237,0.760347338,1439,23214.77,8745.1,13,,,,,,,,,,,,,,,1439.00,2158.00,2965.00,2862.00,3917.00,5260.00,9362.63,8745.10,11431.48,12190.71,14642.52,18564.84,23214.77,
商品房销售额:住宅:江西:上饶市,百万人民币,7344.876923,35087287.11,5923.452297,1.01111337,0.420118349,0.806474003,1190,20506.69,6377.89,13,,,,,,,,,,,,,,,1190.00,1620.00,2308.00,2218.00,2837.00,5175.00,6377.89,6378.55,8666.10,11667.83,11272.15,15266.19,20506.69,
商品房销售额:住宅:山东:济南市,百万人民币,35589.83368,1355022344,36810.62814,1.096882875,0.077410543,1.034301775,2145.98,117280,19365.55,19,,,,,,,,,,2145.98,2178.93,3854.13,5566.10,6648.00,7230.83,8524.23,10816.17,13711.64,19365.55,29113.73,35837.10,45010.00,49380.00,51797.53,69547.38,103571.63,94627.91,117280.00
商品房销售额:住宅:山东:青岛市,百万人民币,57785.85389,2395621845,48945.0901,0.929845926,0.287895554,0.847008166,4196.76,164227.65,50629.395,18,,,,,,,,,,4196.76,6455.60,7568.55,9370.34,12267.00,29677.46,25806.79,39294.36,32856.66,61964.43,77680.91,65800.14,76607.00,83910.00,80301.89,104528.44,157631.39,164227.65,
商品房销售额:住宅:山东:淄博市,百万人民币,17618.47,64906866.76,8056.479799,-0.299322454,-1.287200793,0.457274655,4359,28179,20148.62,13,,,,,,,,,,,,,,,4359.00,7348.00,9581.00,9307.00,12761.00,22052.00,28179.00,20736.00,22090.00,18903.72,20148.62,25517.79,28056.98,
商品房销售额:住宅:山东:枣庄市,百万人民币,8017.807692,27846647.28,5276.992257,0.498106044,-0.589430255,0.658158995,1398,18145.36,7754,13,,,,,,,,,,,,,,,1398.00,2355.00,3061.00,2214.00,5138.00,6468.00,7754.00,9003.00,9970.00,11432.80,11790.97,15501.37,18145.36,
商品房销售额:住宅:山东:东营市,百万人民币,11288.53692,26495503.31,5147.378294,-0.578061001,-1.296035565,0.455982766,2608,17430,13278,13,,,,,,,,,,,,,,,2608.00,4167.00,5320.00,5929.00,9309.00,13278.00,15287.00,16878.00,17430.00,12996.76,13985.95,14540.81,15021.46,
商品房销售额:住宅:山东:烟台市,百万人民币,39063.48286,450064854.8,21214.73202,0.075283577,-0.899634601,0.543083475,8744,78385,40245.575,14,,,,,,,,,,,,,,,8744.00,11302.00,14678.00,18158.00,23560.00,41083.00,57178.00,57802.00,53120.00,39408.15,37761.71,46549.11,59159.79,78385.00
商品房销售额:住宅:山东:潍坊市,百万人民币,27810.16538,250378048.6,15823.33873,-0.045983825,-0.993584385,0.568976794,5636,55586.48,31286.5,13,,,,,,,,,,,,,,,5636.00,6030.00,9304.00,13124.00,19860.00,34170.00,36999.00,42722.00,41650.00,27624.08,31286.50,37540.09,55586.48,
商品房销售额:住宅:山东:济宁市,百万人民币,15839.51615,145532857.2,12063.69998,0.488592525,-1.214190896,0.761620485,2017,37610.43,11503,13,,,,,,,,,,,,,,,2017.00,3792.00,4127.00,4791.00,6949.00,9267.00,11503.00,17996.00,23800.00,26830.28,25402.13,31828.87,37610.43,
商品房销售额:住宅:山东:泰安市,百万人民币,8829.617692,26997992.61,5195.959258,-0.062654539,-1.346624889,0.588469336,1577,16754.92,9895.24,13,,,,,,,,,,,,,,,1577.00,1951.00,3073.00,3612.00,5723.00,8949.00,10969.00,13922.00,15400.00,9895.24,10392.17,12566.70,16754.92,
商品房销售额:住宅:山东:威海市,百万人民币,25205.62,187345713,13687.42901,-0.242410988,-1.119517018,0.54303084,4143,47151.03,28612,13,,,,,,,,,,,,,,,4143.00,5711.00,11127.00,11414.00,18802.00,26148.00,28612.00,32315.00,35450.00,33469.65,33969.74,39360.64,47151.03,
商品房销售额:住宅:山东:日照市,百万人民币,5513.986923,10569715.2,3251.109842,1.142358722,1.122881022,0.589611453,1857,13037.02,5074,13,,,,,,,,,,,,,,,1857.00,2472.00,4239.00,2240.00,3183.00,3692.00,5522.00,5074.00,7290.00,6399.26,6545.12,10131.43,13037.02,
商品房销售额:住宅:山东:莱芜市,百万人民币,1797.477692,1307164.244,1143.312838,1.370395038,1.583874866,0.636065105,693,4581.46,1408,13,,,,,,,,,,,,,,,867.00,693.00,1408.00,988.00,1139.00,897.00,977.00,3131.00,2790.00,1901.52,1628.84,2365.39,4581.46,
商品房销售额:住宅:山东:临沂市,百万人民币,20240.75846,230451772.9,15180.63809,0.418473755,-0.94157206,0.750003421,1971,49254.55,19037,13,,,,,,,,,,,,,,,1971.00,3077.00,5060.00,7135.00,8876.00,11790.00,19037.00,26401.00,30220.00,31640.86,30708.50,37958.95,49254.55,
商品房销售额:住宅:山东:德州市,百万人民币,12406.73077,71602503.84,8461.826271,0.376860691,-0.827338612,0.682035133,2512,28440.71,13370,13,,,,,,,,,,,,,,,2512.00,2917.00,3059.00,3605.00,6080.00,11135.00,13370.00,15286.00,21370.00,15794.80,15439.58,22278.41,28440.71,
商品房销售额:住宅:山东:聊城市,百万人民币,9052.398462,45713915.9,6761.206689,0.809655371,0.101431026,0.746896717,1709,23605.07,8693,13,,,,,,,,,,,,,,,1709.00,2026.00,2607.00,2619.00,4194.00,6689.00,8693.00,9366.00,13070.00,11750.22,13444.11,17908.78,23605.07,
商品房销售额:住宅:山东:滨州市,百万人民币,7960.520714,28968471.52,5382.236665,0.082871857,-1.252125625,0.676116156,596,16419.13,8974.785,14,,,,,,,,,,,,,,,596.00,762.00,1629.00,3855.00,4119.00,4901.00,8587.00,10629.00,9500.00,9362.57,11806.01,16419.13,13631.58,15650.00
商品房销售额:住宅:山东:菏泽市,百万人民币,10691.30385,38546529.68,6208.585159,0.254475709,-0.553125468,0.580713564,1523,21459,9670,13,,,,,,,,,,,,,,,1523.00,2788.00,3460.00,8135.00,9377.00,14487.00,21459.00,8302.00,9670.00,11438.99,12690.09,15383.99,20272.88,
商品房销售额:住宅:河南:郑州市,百万人民币,59966.47889,4543348221,67404.36352,1.539710417,1.862419032,1.12403404,2469.44,227669,38705.22,18,,,,,,,,,,2554.03,2469.44,2985.26,5022.82,6011.00,13279.19,20285.94,33454.69,23690.76,43955.75,65654.71,61016.46,69194.32,86516.63,85086.60,122437.43,208112.59,227669.00,
商品房销售额:住宅:河南:开封市,百万人民币,6659.298462,38426262.09,6198.892005,1.236836423,1.379834393,0.930862619,457,21497.65,5439,13,,,,,,,,,,,,,,,457.00,697.00,1338.00,1619.00,2530.00,3864.00,5439.00,6155.64,8632.50,9121.00,10904.72,14315.37,21497.65,
商品房销售额:住宅:河南:洛阳市,百万人民币,18378.90929,142895715.4,11953.89959,0.490799148,-0.72218734,0.650413983,2772,41145.27,16988.045,14,,,,,,,,,,,,,,,2772.00,4928.00,8685.00,6082.00,9089.00,12263.00,17558.00,16418.09,24541.11,24156.39,24251.32,29175.55,41145.27,36240.00
商品房销售额:住宅:河南:平顶山市,百万人民币,5126.753846,21509171.05,4637.798082,1.328920835,1.264587457,0.904626635,722,15999.8,3589,13,,,,,,,,,,,,,,,722.00,1051.00,1207.00,1611.00,2363.00,2809.00,3589.00,4175.35,6372.36,6659.75,8094.58,11993.96,15999.80,
商品房销售额:住宅:河南:安阳市,百万人民币,9781.084615,59489213.64,7712.925103,0.872126078,0.029134281,0.788555197,1244,26086.82,8383.6,13,,,,,,,,,,,,,,,1244.00,1620.00,3370.00,2974.00,4359.00,6814.00,10673.00,8383.60,10942.61,13273.06,16805.45,20608.56,26086.82,
商品房销售额:住宅:河南:鹤壁市,百万人民币,3013.589231,6920159.448,2630.619594,0.662206309,-0.748757177,0.872919098,81,8159.98,2697,13,,,,,,,,,,,,,,,81.00,256.00,694.00,618.00,1117.00,1754.00,2697.00,2812.95,3580.38,5412.03,5871.47,6122.85,8159.98,
商品房销售额:住宅:河南:新乡市,百万人民币,12477.72769,120227756.9,10964.84185,1.092818687,0.844694699,0.878753097,1229,37750.95,10879,13,,,,,,,,,,,,,,,1229.00,1675.00,2830.00,3288.00,5113.00,7121.00,10879.00,11631.91,16398.90,19943.68,17825.35,26524.67,37750.95,
商品房销售额:住宅:河南:焦作市,百万人民币,4897.134615,11122868.19,3335.09643,0.989140592,0.858780729,0.681030172,616,12316.22,4581,13,,,,,,,,,,,,,,,616.00,1126.00,2338.00,2430.00,3184.00,4581.00,4649.00,4464.02,5340.03,5850.23,6877.57,9890.68,12316.22,
商品房销售额:住宅:河南:濮阳市,百万人民币,7279.072857,45779322.9,6766.041893,0.977892458,-0.234235473,0.929519738,586,20330,5577.845,14,,,,,,,,,,,,,,,586.00,938.00,1355.00,1498.00,2199.00,3171.00,4977.00,6178.69,9321.11,6826.82,9833.72,15286.19,19406.49,20330.00
商品房销售额:住宅:河南:许昌市,百万人民币,7919.54,53375751.03,7305.870997,1.166435772,0.398027519,0.922512039,767,23655.37,5396,13,,,,,,,,,,,,,,,767.00,1132.00,3509.00,1821.00,3097.00,3923.00,5396.00,5948.10,8702.86,10899.24,14477.99,19625.46,23655.37,
商品房销售额:住宅:河南:漯河市,百万人民币,2879.917692,3673446.08,1916.623615,1.395195253,2.638969792,0.66551333,735,7780.5,2787.96,13,,,,,,,,,,,,,,,735.00,869.00,1770.00,1341.00,1382.00,2279.00,3415.00,3110.03,3440.17,2787.96,3664.78,4864.49,7780.50,
商品房销售额:住宅:河南:三门峡市,百万人民币,2715.1,6038535.347,2457.343148,1.150639679,1.159713754,0.90506543,155,8472.2,2111,13,,,,,,,,,,,,,,,155.00,164.00,419.00,870.00,1293.00,1698.00,2111.00,2760.65,3588.46,3914.41,3880.14,5970.44,8472.20,
商品房销售额:住宅:河南:南阳市,百万人民币,9111.135385,53286344.3,7299.749606,0.759174077,-0.422598158,0.801189895,973,23149,8823,13,,,,,,,,,,,,,,,973.00,1431.00,2664.00,3259.00,3517.00,5163.00,8823.00,8850.12,12351.50,12960.26,14252.82,21051.06,23149.00,
商品房销售额:住宅:河南:商丘市,百万人民币,10778.90231,119261293.4,10920.68191,1.144028594,0.624099325,1.013153436,169,35288.79,7551,13,,,,,,,,,,,,,,,169.00,652.00,1485.00,2228.00,3275.00,5168.00,7551.00,9189.28,12889.09,17294.53,18292.62,26643.42,35288.79,
商品房销售额:住宅:河南:信阳市,百万人民币,13172.18571,116450364.9,10791.21702,0.874886141,-0.098080133,0.819242703,1020,35899,11296.06,14,,,,,,,,,,,,,,,1020.00,2093.00,3907.00,3401.00,5496.00,7243.00,11075.00,11517.12,12546.08,17083.02,19549.40,23865.21,29715.77,35899.00
商品房销售额:住宅:河南:周口市,百万人民币,6901.314615,26981593.74,5194.380978,0.454469683,-0.961139166,0.752665437,395,16664.84,6193,13,,,,,,,,,,,,,,,395.00,751.00,2293.00,2987.00,3093.00,4193.00,6193.00,7373.85,9282.02,12468.43,11634.29,12388.66,16664.84,
商品房销售额:住宅:河南:驻马店市,百万人民币,11551.15615,105573953.9,10274.91868,0.827261981,-0.062383784,0.889514309,217,33228.99,10628,13,,,,,,,,,,,,,,,217.00,502.00,2384.00,2715.00,4889.00,6746.00,10628.00,10931.83,14311.47,18453.00,19656.17,25502.57,33228.99,
商品房销售额:住宅:湖北:武汉市,百万人民币,88316.11222,10210402914,101046.5384,1.609150295,1.975628623,1.144146134,5551.3,353429,51225.38,18,,,,,,,,,,5551.30,6633.57,7531.84,10361.42,15119.00,24910.16,32132.81,48313.81,31979.33,54136.95,60601.09,79138.03,95878.00,126900.00,146416.08,202842.63,287815.00,353429.00,
商品房销售额:住宅:湖北:黄石市,百万人民币,5055.953077,12300359.27,3507.186802,0.768563066,-0.200311977,0.693674714,1007,12455.25,4286,13,,,,,,,,,,,,,,,1007.00,1435.00,2204.00,1796.00,2489.00,3778.00,4286.00,5164.00,5670.00,8678.43,8125.20,8639.51,12455.25,
商品房销售额:住宅:湖北:十堰市,百万人民币,3718.111111,3361127.361,1833.337765,0.468392175,-0.868075774,0.493083103,1428,6930,3423,9,,,,,,,,,,,,,,,1428.00,2160.00,2320.00,2289.00,3423.00,4719.00,5020.00,5174.00,6930.00,,,,,
商品房销售额:住宅:湖北:宜昌市,百万人民币,13374.07143,90733741.92,9525.426075,0.571484069,-0.754362632,0.712230836,1850,31719,11872,14,,,,,,,,,,,,,,,1850.00,3434.00,5010.00,3916.00,5762.00,7335.00,12358.00,11386.00,17063.00,18327.00,21712.00,27707.00,19658.00,31719.00
商品房销售额:住宅:湖北:襄阳市,百万人民币,8157.111111,58293455.61,7635.015102,0.708753612,-1.254678619,0.935994986,951,21010,4636,9,,,,,,,,,,,,,,,951.00,1453.00,2242.00,2343.00,4636.00,8809.00,16220.00,15750.00,21010.00,,,,,
商品房销售额:住宅:湖北:鄂州市,百万人民币,2179.2,9423210.178,3069.724772,2.986468199,9.199276755,1.408647564,447,10785,1423.5,10,,,,,,,,,,,,,,,447.00,527.00,1000.00,764.00,1248.00,1777.00,1875.00,1599.00,1770.00,,,,,10785.00
商品房销售额:住宅:湖北:荆门市,百万人民币,5262.769231,23542198.36,4852.030334,1.091985094,0.458975856,0.921953846,394,15913,3719,13,,,,,,,,,,,,,,,394.00,633.00,1236.00,919.00,2147.00,3719.00,4808.00,3657.00,6090.00,,6763.00,9721.00,12416.00,15913.00
商品房销售额:住宅:湖北:孝感市,百万人民币,3733.111111,7032877.361,2651.95727,0.365762006,-1.529669478,0.710387982,673,7708,3448,9,,,,,,,,,,,,,,,673.00,1187.00,1400.00,1820.00,3448.00,4854.00,7708.00,5398.00,7110.00,,,,,
商品房销售额:住宅:湖北:荆州市,百万人民币,3154.666667,3990928.5,1997.730838,0.345090525,-1.154579404,0.6332621,557,6190,2784,9,,,,,,,,,,,,,,,557.00,985.00,2012.00,2075.00,2784.00,3536.00,5730.00,4523.00,6190.00,,,,,
