"点击这里以选择指标，然后再点击""更新""或""下载编辑""按钮更新或新增及移除数列",单位,平均,方差,标准差,偏度,峰度,变异系数,最小,最大,中位数,观测次数,1949,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018
人口数:江苏:盐城市:常住,千人,7333.577839,28584.10917,169.0683565,1.18416647,-0.170218728,0.023054007,7200,7687.3,7237.4,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7687.30,7579.20,7522.20,7481.80,7264.00,7237.40,7216.31,7219.80,7222.80,7228.50,7235.00,7242.20,7200.00
人口数:江苏:扬州市:户籍,千人,4556.495652,2946.140435,54.27836065,-0.814999418,-0.732743583,0.011912304,4448.2,4616.7,4584.2,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4448.20,4461.40,4465.90,4473.90,4506.20,4515.90,4522.20,4536.10,4542.90,4563.10,4586.40,4592.50,4597.90,4588.00,4591.20,4600.50,4584.20,4598.40,4613.40,4611.20,4616.70,4599.80,4583.40
人口数:江苏:扬州市:常住,千人,4479.911511,468.5524905,21.64607333,1.250598893,1.181517275,0.004831808,4459.1,4531,4471.2,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4459.10,4459.70,4471.20,4495.50,4461.00,4463.00,4467.25,4470.00,4477.90,4483.60,4491.40,4508.20,4531.00
人口数:江苏:镇江市:户籍,千人,2687.736364,602.6738528,24.54941655,0.012908791,-1.498081676,0.009133863,2648,2720.7,2687.75,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2648.00,2654.10,2656.40,2661.70,2666.70,2665.80,2671.30,2671.90,2672.10,2676.10,2687.90,2687.80,2687.70,2698.80,2707.10,2718.60,2714.00,2718.00,2720.70,2716.70,2719.80,2709.00,
人口数:江苏:镇江市:常住,千人,3123.481824,4815.24711,69.3919816,-0.817254002,-0.865498871,0.022216227,2995.6,3196.4,3154.763711,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2995.60,3019.30,3040.00,3069.00,3115.00,3134.30,3154.76,3165.40,3171.40,3176.50,3181.30,3186.30,3196.40
人口数:江苏:泰州市:户籍,千人,5034.030435,1171.911304,34.2331901,-0.386734119,-0.247051837,0.006800354,4962.8,5085.1,5036,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4962.80,4968.30,4985.60,5012.60,5015.20,5031.00,5040.00,5036.60,5027.70,5020.50,5036.00,5007.00,5008.90,5039.80,5046.50,5071.20,5063.50,5078.00,5085.10,5078.50,5082.10,5051.90,5033.90
人口数:江苏:泰州市:常住,千人,4637.578762,549.421702,23.4397462,-0.433275344,2.930361663,0.005054307,4580.2,4685,4635.8,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4685.00,4634.50,4580.20,4635.90,4666.10,4621.00,4626.00,4629.80,4634.00,4638.60,4641.60,4645.80,4651.90,4635.70
人口数:江苏:宿迁市:户籍,千人,5376.826087,123695.3466,351.7034924,0.221617626,-1.129872728,0.065410985,4808.3,5916,5315.3,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4808.30,4888.30,4942.60,4997.30,5052.40,5108.40,5130.00,5172.60,5214.00,5245.40,5294.70,5315.30,5345.80,5406.00,5462.80,5550.50,5602.60,5721.10,5807.40,5862.80,5916.00,5910.10,5912.60
人口数:江苏:宿迁市:常住,千人,4822.490019,4755.437316,68.95967892,-0.047885508,-1.202154709,0.0142996,4723,4925.9,4819.1,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4887.10,4810.30,4746.50,4725.10,4723.00,4766.40,4797.97,4819.10,4843.20,4853.80,4879.40,4914.60,4925.90
人口数:浙江:杭州市:户籍,千人,6752.116591,231956.6329,481.6187631,0.26740463,-0.636812301,0.071328561,6032.2,7741,6749.95,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6032.20,6079.60,6116.40,6160.50,,6291.40,6368.10,6427.80,6516.80,6604.50,6663.10,6723.50,6776.40,6833.80,6891.20,6957.10,7005.20,7066.10,7157.60,7235.50,7359.99,7538.77,7741.00
人口数:浙江:杭州市:常住,千人,8366.22,1123298.683,1059.85786,-1.080319787,0.763431439,0.126683001,6157.5,9806,8738,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6157.50,6215.80,,,,,,7731.00,7862.00,7966.00,8100.00,8705.00,8738.00,8802.00,8844.00,8892.00,9018.00,9188.00,9468.00,9806.00
人口数:浙江:宁波市:户籍,千人,5634.645,46641.92818,215.9674239,0.099640865,-1.108729481,0.038328488,5300.8,6030,5645.6,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5300.80,5333.10,5352.70,5384.10,5409.40,5433.50,5461.90,5490.70,5526.90,5567.00,5604.50,5645.60,5680.90,5710.20,5740.80,5764.00,5777.00,5801.00,5837.80,5866.00,5909.63,5969.31,6030.00
人口数:浙江:宁波市:常住,千人,7806.555556,39951.02778,199.8775319,0.989128978,0.415925112,0.025603806,7611,8202,7811,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7611.00,7628.00,7639.00,7663.00,7811.00,7825.00,7875.00,8005.00,8202.00
人口数:浙江:温州市:户籍,千人,6300.956569,2192326.783,1480.650797,-0.650827833,-0.492708884,0.234988256,2760.7,8287,6633.6,58,2760.70,,,2941.80,,,,,3327.90,,,,,3659.10,,,3980.80,4097.60,4208.10,4333.30,4497.80,4600.40,4730.50,4856.90,4988.30,5112.10,5242.00,5376.60,5498.90,5612.60,5716.30,5814.20,5928.30,6021.30,6114.60,6205.20,6291.90,6362.10,6439.90,6529.70,6597.40,6669.80,6725.80,6789.90,6855.70,6924.00,6978.90,7043.70,7083.50,7180.40,7216.20,7363.20,7388.10,7391.20,7422.80,7461.90,7502.80,7564.80,7645.70,7719.90,7791.10,7868.00,7983.60,8002.10,8072.40,8136.90,8112.10,8182.21,8245.47,8287.00
人口数:浙江:温州市:常住,千人,8715,393757.3846,627.5009041,-0.697570383,-1.689010078,0.072002399,7777,9250,9126,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7777.00,7802.00,7901.00,7998.00,8076.00,9135.00,9143.00,9156.00,9197.00,9068.00,9117.00,9175.00,9215.00,9250.00
人口数:浙江:嘉兴市:户籍,千人,3426.640529,7162.174481,84.62963122,0.6576344,-0.439088378,0.024697552,3323.8,3604.4,3416,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3323.80,3329.60,3339.40,3343.30,3355.50,3368.10,3380.70,3396.00,3416.00,3430.50,3445.20,3459.30,3481.40,3494.80,3521.18,3563.71,3604.40
人口数:浙江:嘉兴市:常住,千人,4095.065,320494.6445,566.1224642,-0.599412394,-1.442975229,0.13824505,3280.5,4726,4272,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3280.50,3292.90,3299.10,3301.90,3312.60,3319.30,,,,3996.00,4080.00,4186.00,4232.00,4312.00,4505.00,4531.00,4544.00,4558.00,4570.00,4585.00,4614.00,4656.00,4726.00
人口数:浙江:湖州市:户籍,千人,2592.919957,1463.443642,38.25498192,0.61971137,-0.739688619,0.01475363,2545.6,2670.6,2578.9,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2545.60,2545.80,2548.10,2550.70,2557.90,2564.90,2570.50,2567.80,2572.10,2575.80,2578.90,2578.00,2585.00,2591.70,2599.80,2610.50,2613.80,2624.90,2637.80,2637.10,2648.45,2661.41,2670.60
人口数:浙江:湖州市:常住,千人,2943.388889,2194.986111,46.85067888,0.723132873,-0.690251956,0.015917258,2893.5,3027,2930,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2893.50,2899.00,2905.00,2916.00,2930.00,2950.00,2975.00,2995.00,3027.00
人口数:浙江:绍兴市:户籍,千人,4370.888565,3112.026853,55.7855434,0.148444947,-0.725313814,0.012762975,4268.4,4472.1,4362.4,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4268.40,4289.40,4300.40,4317.00,4326.90,4332.70,4335.90,4338.40,4347.20,4350.90,4355.00,4362.40,4370.60,4377.40,4389.10,4400.10,4408.30,4416.60,4430.40,4431.10,4445.33,4464.80,4472.10
人口数:浙江:绍兴市:常住,千人,4966.222222,1491.944444,38.62569669,0.60425187,-0.267494457,0.007777682,4913,5035,4956,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4913.00,4934.00,4943.00,4949.00,4956.00,4968.00,4988.00,5010.00,5035.00
人口数:浙江:金华市:户籍,千人,4386.788293,90690.59545,301.1487929,-0.328677887,-0.764151488,0.068649037,3779.5,4889.7,4429.6,41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3779.50,3823.40,3862.20,3905.60,3960.90,4001.70,4023.60,4056.00,4092.20,4141.10,4192.80,4230.70,4249.00,4275.20,4297.10,4315.80,4336.40,4362.40,4386.00,4405.10,4429.60,4443.30,4464.20,4479.40,4491.90,4499.10,4517.00,4541.30,4568.00,4591.90,4614.10,4636.80,4666.50,4690.70,4706.30,4733.50,4750.70,4780.90,4811.52,4855.20,4889.70
人口数:浙江:金华市:常住,千人,5462,6842.25,82.71789407,0.707174477,-0.78425027,0.01514425,5366,5604,5437,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5366.00,5386.00,5399.00,5428.00,5437.00,5454.00,5520.00,5564.00,5604.00
人口数:浙江:衢州市:户籍,千人,2484.319304,4005.569713,63.28957033,0.049979335,-1.200132762,0.025475618,2379.7,2578.8,2477.4,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2379.70,2389.70,2401.30,2413.50,2426.00,2435.70,2441.50,2448.30,2456.10,2455.70,2466.80,2477.40,2488.50,2498.60,2512.40,2525.50,2528.30,2542.10,2556.70,2563.80,2574.86,2578.08,2578.80
人口数:浙江:衢州市:常住,千人,2165.225,2243.789318,47.36865333,0.424166597,-1.781512274,0.021877012,2119,2235,2147.5,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2220.00,2229.00,2235.00,2122.70,2119.00,2120.00,2124.00,2124.00,2133.00,2162.00,2185.00,2209.00
人口数:浙江:舟山市:户籍,千人,974.0544783,46.38006653,6.810291222,0.684571916,-1.023398011,0.006991694,965.8,985.8,971.8,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,984.70,985.80,985.40,984.20,984.10,981.00,977.60,971.20,969.10,967.30,965.80,966.90,967.70,967.70,967.70,969.90,971.80,973.10,974.90,973.60,973.26,971.49,969.00
人口数:浙江:舟山市:常住,千人,1124.108333,2187.195379,46.76746068,-1.06214709,-0.313656431,0.041604051,1035,1173,1141,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1035.00,1054.00,1063.00,1121.30,1137.00,1140.00,1142.00,1146.00,1152.00,1158.00,1168.00,1173.00
人口数:浙江:台州市:户籍,千人,5700.070261,57116.45976,238.9905014,0.009418382,-1.471419126,0.041927641,5329.8,6054,5693.9,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5329.80,5359.80,5395.10,5429.80,5466.20,5485.20,5500.00,5526.10,5559.20,5598.50,5646.60,5693.90,5740.60,5784.70,5831.40,5867.90,5909.50,5940.40,5971.00,5974.90,6001.70,6035.31,6054.00
人口数:浙江:台州市:常住,千人,6046.333333,3137,56.00892786,0.563043925,-0.823764898,0.009263288,5974,6139,6038,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5974.00,5999.00,6005.00,6038.00,6015.00,6049.00,6080.00,6118.00,6139.00
人口数:浙江:丽水市:户籍,千人,2581.254105,5832.547125,76.37111446,0.192134243,-1.514697164,0.029586825,2485.8,2701.9,2573.9,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2485.80,2487.30,2492.80,2494.00,2506.60,2513.90,2525.30,2539.90,2554.26,2573.90,2596.48,2613.26,2625.91,2639.20,2656.52,2663.76,2680.33,2692.72,2701.90
人口数:浙江:丽水市:常住,千人,2143.666667,1012,31.81194744,0.926731049,-0.761947887,0.014839969,2116,2199,2131,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2118.00,2116.00,2117.00,2122.00,2131.00,2139.00,2165.00,2186.00,2199.00
人口数:安徽:合肥市:户籍,千人,5474.444609,1784328.081,1335.787439,0.627476084,-1.612619975,0.244004193,4164.7,7579.6,4789,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4164.70,4223.10,4259.80,4299.50,4381.80,4421.60,4481.00,4566.00,4446.80,4557.00,4698.50,4789.00,4867.30,4914.30,4949.50,7061.30,7105.27,7115.00,7128.05,7177.20,7298.30,7427.60,7579.60
人口数:安徽:合肥市:常住,千人,7084.390909,1410897.901,1187.812233,-1.185025706,-0.467935652,0.167666105,5010,8087,7611,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5010.00,5100.00,5708.00,7520.00,7572.00,7611.00,7696.00,7790.00,7869.00,7965.30,8087.00
人口数:安徽:芜湖市:户籍,千人,2795.824957,632376.7954,795.2212242,0.670773201,-1.682358073,0.284431692,2125.9,3888.5,2295,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2125.90,2139.50,2151.00,2164.00,2184.70,2202.60,2217.40,2238.20,2245.60,2268.80,2290.30,2304.60,2307.90,2301.00,2295.00,3853.60,3834.34,3845.40,3845.14,3848.00,3876.00,3876.50,3888.50
人口数:安徽:芜湖市:常住,千人,3343.688889,365567.6211,604.6218828,-1.582718041,0.678449565,0.180824802,2264,3748,3617,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2300.00,2264.00,3566.00,3578.00,,3617.00,3654.00,3670.00,3696.20,3748.00
人口数:安徽:蚌埠市:户籍,千人,3526.612273,33112.68643,181.9689161,-0.223557622,-0.875447408,0.051598787,3196.3,3812.5,3538.7,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3196.30,3232.70,3265.40,3300.40,3372.20,3403.50,3432.20,3449.30,3469.70,3493.30,3524.70,3552.70,3583.10,3606.40,3622.30,3655.00,3678.11,3666.00,3710.97,3763.50,3795.20,3812.50,
人口数:安徽:蚌埠市:常住,千人,3250.5875,5968.875536,77.25849815,0.535602929,-1.104221729,0.023767549,3169,3376.7,3239,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3169.00,3176.00,3183.00,3220.00,3258.00,3291.00,3331.00,3376.70,
人口数:安徽:淮南市:户籍,千人,2477.374652,346996.6371,589.0642046,1.909031341,2.703874893,0.237777602,1952.3,3897,2394.2,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1952.30,1986.30,2004.20,2028.20,2061.10,2081.00,2102.00,2118.00,2335.80,2357.80,2379.00,2394.20,2408.80,2425.20,2439.90,2456.00,2437.76,2433.00,2433.45,2462.00,3891.00,3895.60,3897.00
人口数:安徽:淮南市:常住,千人,2532.781357,272714.0374,522.2202959,1.403551141,0.295297866,0.206184515,2081.039,3490,2338,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2081.04,2101.50,2118.40,,,,,2290.00,2300.00,2337.00,2330.00,2339.00,2357.00,2375.00,2397.00,3456.00,3487.00,3490.00
人口数:安徽:马鞍山市:户籍,千人,1595.85613,267693.5237,517.3910743,0.665447924,-1.683132322,0.324209097,1152.4,2293.5,1273.2,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1152.40,1161.20,1165.50,1181.40,1190.10,1200.50,1221.20,1240.90,1243.90,1256.40,1265.70,1273.20,1281.00,1286.10,1291.00,2286.10,2283.68,2284.00,2277.31,2285.00,2293.50,2293.50,2291.10
人口数:安徽:马鞍山市:常住,千人,2151.511111,89064.25111,298.4363435,-2.835874339,8.291219096,0.13871011,1367,2337,2229,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1367.00,2188.00,2195.00,2208.00,2229.00,2262.00,2276.00,2301.60,2337.00
人口数:安徽:淮北市:户籍,千人,2077.944261,15406.92196,124.1246227,-0.978783616,-0.371465646,0.059734337,1814.3,2218,2136.7,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1814.30,1845.90,1865.80,1898.00,1963.00,1987.80,2012.20,2039.40,2093.90,2105.20,2122.00,2136.70,2157.80,2177.40,2195.60,2218.00,2182.84,2145.02,2152.97,2165.00,2165.39,2169.50,2179.00
人口数:安徽:淮北市:常住,千人,2133.069231,5035.495641,70.96122632,0.222410928,-1.045047221,0.033267193,2040,2254,2123,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2040.00,2050.00,2050.00,2060.00,2117.00,2120.00,2123.00,2142.00,2159.00,2179.00,2208.00,2227.90,2254.00
人口数:安徽:铜陵市:户籍,千人,845.7207826,117536.293,342.8356647,2.325403751,3.784645498,0.405376895,665.6,1711,736.5,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,665.60,670.50,677.00,685.00,690.00,697.00,703.20,709.10,716.30,722.20,731.10,736.50,738.90,739.90,740.10,741.50,742.07,742.30,737.79,738.02,1708.50,1711.00,1708.00
人口数:安徽:铜陵市:常住,千人,966.9818182,172270.0836,415.0543141,1.184492202,-0.763078817,0.429226596,684.8,1629,736,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,684.80,,,,,710.00,,,,,724.00,730.00,734.00,736.00,738.00,742.00,1601.00,1608.00,1629.00
人口数:安徽:安庆市:户籍,千人,5982.651913,82542.20844,287.3015984,-1.903785692,2.62219564,0.048022449,5284.4,6221,6052,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5915.30,5944.60,5967.30,5980.30,6013.20,6029.40,6041.10,6052.00,6042.00,6055.50,6078.90,6109.90,6138.90,6158.80,6156.20,6186.50,6204.30,6216.60,6208.79,6221.00,5291.00,5305.00,5284.40
人口数:安徽:安庆市:常住,千人,5439.216667,321500.667,567.0102882,-0.337197707,-1.390302564,0.104244843,4612,6102.7,5348,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5900.00,5950.00,6002.00,6053.00,6102.70,,,,,,,,,,,5315.00,5306.00,5320.00,,5376.00,,4612.00,4642.90,4691.00
人口数:安徽:黄山市:户籍,千人,1452.411938,2499.188217,49.99188151,-2.557627791,6.012028365,0.034419905,1283.06,1486,1468.45,32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1283.06,,1301.34,,,,,1345.13,,,,,1414.23,1427.93,1439.86,1447.74,1456.19,1459.05,1463.50,1464.40,1462.60,1464.90,1466.80,1468.00,1468.90,1469.10,1463.50,1469.40,1475.60,1479.80,1483.50,1486.00,1480.50,1481.00,1472.68,1474.20,1476.89,1476.90,1484.10,1484.60,1485.80
人口数:安徽:黄山市:常住,千人,1369.455556,342.9227778,18.51817426,1.02852089,0.750251131,0.013522289,1349,1407,1363,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1360.00,1349.00,1353.00,1356.00,1363.00,1373.70,1379.00,1384.40,1407.00
人口数:安徽:滁州市:户籍,千人,4385.883348,22041.93571,148.4652677,-0.735643697,-0.709116469,0.033850711,4076.1,4542.5,4439.6,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4076.10,4121.10,4153.70,4190.30,4249.30,4282.80,4306.00,4329.40,4335.00,4356.20,4399.90,4439.60,4473.70,4502.50,4508.00,4529.00,4520.61,4494.50,4496.11,4491.00,4541.00,4542.50,4537.00
人口数:安徽:滁州市:常住,千人,4028.183333,5873.894242,76.64133508,-0.047876027,-1.902667868,0.019026278,3931,4120,4030.5,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4110.00,4120.00,4110.00,3941.00,3931.00,3945.00,3945.00,3985.00,4017.00,4044.00,4076.20,4114.00
人口数:安徽:阜阳市:户籍,千人,10415.79448,1870755.987,1367.755821,1.14833844,0.749753264,0.131315554,8786.1,13600.4,10258,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13457.90,13600.40,12360.00,12495.60,8786.10,8890.10,8974.70,9041.00,9187.00,9327.60,9546.10,9742.90,9877.90,10005.00,10118.40,10258.00,10398.21,10532.00,10514.17,10426.50,10615.00,10700.70,10708.00
人口数:安徽:阜阳市:常住,千人,8104.6,125483.28,354.2361924,-0.056205311,-1.309827772,0.043708041,7614,8690,8149.8,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8360.00,8690.00,8570.00,8410.00,8360.00,8360.00,8320.00,7614.00,7620.00,7639.00,7716.00,7823.00,7901.00,7991.00,8092.60,8207.00
人口数:安徽:宿州市:户籍,千人,6195.511238,97827.28389,312.7735345,-0.394261492,-1.333264633,0.050483894,5631.6,6565.6,6260.6,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5631.60,5708.00,5776.40,5829.50,5876.60,5930.80,5996.00,6045.20,6099.40,6171.70,6260.60,6351.90,6420.70,6492.30,6516.64,6419.30,6423.20,6495.10,6540.50,6554.70,6565.60
人口数:安徽:宿州市:常住,千人,5588.373333,22421.59781,149.7384313,-0.358722898,-1.226886513,0.026794636,5362,5820,5656.9,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5820.00,5740.00,5720.00,5690.00,5690.00,5660.00,5362.00,5370.00,5378.00,5431.00,5486.00,5541.00,5599.30,5656.90,5681.40
人口数:安徽:巢湖市,千人,4535.183333,1640.501515,40.50310501,-0.190822405,0.536543845,0.008930864,4455,4605.1,4531.8,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4455.00,4488.60,4513.70,4526.10,4533.00,4539.60,4530.60,4526.20,4550.30,4568.00,4586.00,4605.10,,,,,,,,
人口数:安徽:六安市:户籍,千人,6310.93544,1182020.963,1087.207875,-2.188908343,4.719477846,0.172273649,2997,7205.064,6677.5,25,2997.00,,,3256.00,,,,,,,,,,,,,,,,,,,,,,,,,,5259.00,,,,,,,,,,,,6135.00,,,,,6402.00,,,,6556.50,6621.10,6648.80,6677.50,6695.00,6751.40,6810.00,6867.30,6955.10,7016.40,7058.90,7048.20,7096.00,7102.92,7167.00,7205.06,5805.30,5873.90,5882.00,5886.00
人口数:安徽:六安市:常住,千人,5602.407692,241463.4774,491.3893339,-0.900332362,-0.502286778,0.087710385,4772,6100,5683,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6100.00,6090.00,6090.00,6050.00,5618.00,5640.00,5651.00,5683.00,5725.00,5775.00,4772.00,4800.30,4837.00
人口数:安徽:亳州市:户籍,千人,5907.015526,199974.2037,447.1847534,-0.037998241,-1.461044128,0.075704008,5255.5,6568,5969.3,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5255.50,5300.20,5348.40,5392.30,5456.70,5501.40,5616.50,5763.80,5887.70,5969.30,6007.60,6042.19,6125.49,6329.00,6343.52,6350.00,6468.00,6507.70,6568.00
人口数:安徽:亳州市:常住,千人,5039.138462,13327.98256,115.446882,-0.163164076,-0.80379084,0.022910044,4861,5237,5080,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5080.00,5100.00,5110.00,5080.00,4861.00,4880.00,4895.00,4950.00,4996.00,5047.00,5104.00,5168.80,5237.00
人口数:安徽:池州市:户籍,千人,1560.157034,2350.471556,48.48166206,-0.146239999,-1.283515624,0.03107486,1472,1624,1553.997,29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1472.00,1483.00,1490.00,1497.00,1507.00,1512.00,1518.00,1524.00,1527.00,1531.00,1537.00,1544.40,1547.70,1549.10,1554.00,1563.13,1570.88,1580.24,1589.31,1598.78,1604.60,1614.26,1619.12,1619.10,1606.35,1616.00,1624.00,1623.60,1622.00
人口数:安徽:池州市:常住,千人,1426.04,431.6825714,20.77697214,0.458981488,1.025422486,0.014569698,1390,1474,1430,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1390.00,,1400.00,,,,1430.00,1430.00,1430.00,1420.00,1403.00,1414.00,1419.00,1422.30,1430.00,1436.00,1443.00,1449.30,1474.00
人口数:安徽:宣城市:户籍,千人,2772.429684,678.9661193,26.05697832,-0.185715367,-1.640405936,0.009398607,2730.2,2804.4,2777.7,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2746.70,2751.20,2754.70,2748.30,2730.20,2735.60,2742.10,2752.00,2767.50,2777.70,2783.60,2794.00,2795.72,2802.00,2798.44,2799.00,2804.00,2804.40,2789.00
人口数:安徽:宣城市:常住,千人,2589.066667,1770.089697,42.07243393,0.986222945,0.738387373,0.016250039,2534,2680,2580,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2680.00,,,,2580.00,2580.00,2534.00,2547.00,2556.00,2563.00,2574.00,2592.00,2601.00,2613.80,2648.00
