"点击这里以选择指标，然后再点击""更新""或""下载编辑""按钮更新或新增及移除数列",单位,平均,方差,标准差,偏度,峰度,变异系数,最小,最大,中位数,观测次数,1949,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018
国内生产总值:吉林:白城市,十亿人民币,28.390864,658.1342514,25.65412738,0.671416061,-1.283175023,0.903605025,0.742,70.01392,15.21856,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.74,,,4.86,4.67,5.98,6.06,5.88,7.01,7.33,8.33,10.20,12.34,13.70,15.22,19.00,22.86,29.07,35.34,44.52,55.46,61.55,69.23,68.62,69.97,70.01,61.83,
国内生产总值:黑龙江:哈尔滨市,十亿人民币,269.2480323,43902.37061,209.5289255,0.546647168,-1.201456068,0.778200396,13.59,630.05,196.226325,26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.59,,,31.19,39.35,63.74,74.62,81.62,88.33,100.27,112.01,123.21,141.48,168.05,183.05,209.41,243.68,286.82,317.55,366.49,424.22,455.02,501.71,534.01,575.12,610.16,625.72,630.05
国内生产总值:黑龙江:齐齐哈尔市,十亿人民币,64.36653692,1986.276924,44.5676668,0.508777386,-1.431999047,0.692404298,8.115,134.02,45.20191,26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.12,,,15.23,17.77,21.99,25.64,26.26,26.83,28.26,30.12,33.31,35.02,40.19,42.24,48.16,55.60,66.59,69.05,88.05,106.57,117.61,123.04,120.93,127.03,132.53,133.38,134.02
国内生产总值:黑龙江:鸡西市,十亿人民币,28.51595692,365.438122,19.11643591,0.33685214,-1.559411834,0.670376799,2.249,58.23381,22.042845,26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.25,,,6.09,7.83,8.95,10.08,10.78,11.81,12.44,13.63,14.91,16.91,19.47,20.46,23.62,26.46,31.59,35.38,41.95,50.78,58.23,57.09,51.60,51.47,51.84,52.25,53.52
国内生产总值:黑龙江:鹤岗市,十亿人民币,15.25103331,114.6924834,10.70945766,0.49494243,-1.248846435,0.702211938,1.862,35.82393138,11.20588,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.86,,,2.81,3.98,4.54,5.56,6.26,6.29,6.33,6.97,7.69,8.80,10.49,11.21,13.00,15.36,18.47,20.23,25.10,31.31,35.82,32.00,25.95,26.56,26.41,28.29,
国内生产总值:黑龙江:双鸭山市,十亿人民币,24.33602504,348.7537812,18.67495063,0.499996544,-1.428037788,0.767378839,1.802,56.54312474,15.79246,26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.80,,,4.27,5.68,6.79,7.52,8.24,8.20,8.41,9.23,10.06,11.49,13.66,14.66,16.92,20.64,26.01,29.85,39.64,50.29,56.54,55.51,43.27,43.33,43.74,46.29,50.70
国内生产总值:黑龙江:大庆市,十亿人民币,184.7839362,15899.55558,126.0934399,0.524374681,-0.948739158,0.682383125,15.248,418.14993,151.052655,26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.25,,,38.65,44.08,49.20,58.39,61.16,71.29,102.94,107.79,103.07,112.56,123.95,140.07,162.03,182.23,222.04,212.00,290.01,374.15,400.11,418.15,407.75,298.35,261.00,268.05,280.12
国内生产总值:黑龙江:伊春市,十亿人民币,14.63286423,76.89497532,8.768978009,0.250741414,-1.513804208,0.599265999,1.599,28.44921,12.31314,26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.60,,,4.07,4.74,5.25,5.87,6.54,6.77,7.26,7.86,8.53,9.51,10.92,11.59,13.03,15.32,17.90,17.25,20.24,22.97,26.00,28.45,25.60,24.82,25.12,25.81,27.42
国内生产总值:黑龙江:佳木斯市,十亿人民币,39.59447829,959.5301988,30.97628446,0.715909528,-0.893849566,0.782338492,3.167,101.2,26.004015,26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.17,,,7.67,9.54,10.93,11.92,13.04,13.28,14.64,16.42,18.47,20.09,23.63,24.15,27.85,33.69,39.85,43.27,51.25,62.53,66.83,74.72,76.60,81.02,84.50,99.20,101.20
国内生产总值:黑龙江:七台河市,十亿人民币,14.10932038,96.04843618,9.800430408,0.363236205,-1.393557223,0.694606837,1.284,30.8059,10.72209,26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.28,,,2.68,3.29,3.95,4.44,4.92,5.30,5.62,6.14,6.97,7.97,9.65,10.02,11.42,13.52,18.72,23.36,30.52,30.81,29.89,24.10,21.43,21.27,21.66,22.88,25.03
国内生产总值:黑龙江:牡丹江市,十亿人民币,53.3441856,1937.595598,44.01812807,0.789077088,-0.971377503,0.825171995,5.927,134.47291,30.28103,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.93,,,10.24,12.01,14.15,15.68,18.56,19.12,20.77,22.86,24.24,26.69,30.18,30.28,34.71,41.70,50.61,62.93,76.50,94.03,98.11,109.26,126.40,131.07,123.12,134.47,
国内生产总值:黑龙江:黑河市,十亿人民币,20.73583898,261.7347835,16.17821942,0.699004436,-1.069144337,0.780205683,0.442,50.51,12.809115,26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.44,,,4.97,5.96,6.96,7.67,7.87,7.55,7.66,8.25,8.96,9.71,11.23,12.05,13.57,16.63,20.56,22.42,26.11,31.60,36.61,38.96,42.14,44.78,47.08,48.88,50.51
国内生产总值:黑龙江:绥化市,十亿人民币,69.01303316,1783.426483,42.23063442,0.360504665,-1.350581281,0.611922596,1.23,133.68356,54.17896,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.23,,,,,,,,,31.53,33.96,32.02,34.99,39.76,35.08,39.73,44.72,54.18,60.59,73.34,91.21,106.35,121.00,119.02,127.22,131.63,133.68,
国内生产总值:上海,十亿人民币,494.0931857,725011.1488,851.4758651,1.905932961,2.588982173,1.723310278,2.028,3267.987,37.133,70,2.03,2.24,3.15,3.67,5.17,5.47,5.36,6.36,6.96,9.56,12.85,15.84,10.18,8.47,9.07,10.07,11.35,12.48,11.00,12.32,14.23,15.67,16.49,17.10,18.54,19.35,20.41,20.81,23.04,27.28,28.64,31.19,32.48,33.71,35.18,39.09,46.68,49.08,54.55,64.83,69.65,78.17,89.38,111.43,151.92,199.09,251.81,298.08,346.53,383.10,422.23,481.22,525.77,579.50,676.24,816.54,936.55,1071.80,1266.89,1427.68,1528.76,1743.69,1953.91,2055.90,2226.41,2406.82,2565.92,2818.35,3063.30,3267.99
国内生产总值:江苏:南京市,十亿人民币,418.4263903,157245.488,396.541912,0.901591626,-0.524860919,0.94769814,18.027,1282.04,263.7372057,26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.03,,,46.69,57.65,67.49,75.51,82.51,89.94,102.13,115.03,129.76,157.63,191.00,245.19,282.28,334.01,381.46,423.03,513.06,614.55,730.65,819.95,895.61,986.16,1066.23,1171.51,1282.04
国内生产总值:江苏:无锡市,十亿人民币,422.4778251,123400.0773,351.2834714,0.646725799,-0.965274581,0.831483809,18.914,1143.862,305.986,26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.91,,,60.72,76.11,87.00,96.00,105.20,113.80,120.02,136.01,158.07,190.12,235.00,280.88,331.09,387.97,446.06,499.17,579.33,688.01,744.64,791.99,835.90,868.59,938.78,1051.18,1143.86
国内生产总值:江苏:徐州市,十亿人民币,234.1765178,46424.64514,215.4637908,0.881223428,-0.641771786,0.92009136,11.459,675.523,134.5696948,26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.46,,,31.84,41.07,50.00,51.50,55.51,60.00,64.45,71.57,79.14,90.58,109.58,122.67,146.47,174.79,211.88,239.02,294.21,355.16,406.04,456.87,502.01,538.35,588.29,660.60,675.52
国内生产总值:江苏:常州市,十亿人民币,236.4010023,47758.79364,218.537854,0.870266072,-0.572770803,0.924437087,10.545,705.027,144.6645,26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.55,,,31.49,36.97,43.12,47.01,50.46,53.87,60.07,67.29,76.06,90.14,110.06,130.82,158.51,191.35,226.63,251.99,304.49,358.10,403.98,452.75,499.14,537.12,587.59,661.84,705.03
国内生产总值:江苏:苏州市,十亿人民币,668.1531761,356807.6025,597.3337446,0.667789737,-1.008595321,0.894007192,24.428,1859.747,451.9419316,26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24.43,,,72.09,90.31,100.21,113.26,125.00,135.84,154.07,176.03,208.04,280.16,345.00,413.82,490.06,585.01,707.81,774.02,922.89,1071.70,1220.78,1319.13,1399.44,1476.14,1575.04,1731.95,1859.75
国内生产总值:江苏:南通市,十亿人民币,274.5800199,65314.17413,255.5663791,0.927304206,-0.42328439,0.930753735,14.553,842.7,163.6093365,26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.55,,,34.52,46.65,53.04,57.75,62.45,67.04,73.64,80.93,88.73,100.67,122.61,148.38,178.84,216.37,259.31,287.28,346.57,408.02,463.03,523.54,574.86,625.61,688.52,773.46,842.70
国内生产总值:江苏:连云港市,十亿人民币,94.781745,7494.85002,86.57280185,0.915384897,-0.556229671,0.913391095,5.494,277.17,54.53,26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.49,,,11.66,15.52,21.02,23.85,26.47,28.50,29.11,31.58,35.02,34.49,41.64,49.56,59.50,70.05,82.58,94.11,119.33,141.05,161.88,182.90,198.72,218.57,240.52,264.03,277.17
国内生产总值:江苏:淮安市,十亿人民币,115.5934277,12367.53703,111.2094287,0.998267331,-0.361455312,0.962073977,10.584,360.13,62.452,26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.58,,,22.73,27.71,17.32,19.66,21.98,25.27,29.11,32.90,37.50,42.06,50.10,57.24,67.66,81.24,99.23,112.18,138.81,169.00,193.59,223.50,247.84,277.29,307.91,332.89,360.13
国内生产总值:江苏:盐城市,十亿人民币,185.9024506,28345.09308,168.3600103,0.895368172,-0.545473392,0.905636315,11.369,548.708,114.5658808,26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.37,,,22.96,32.41,38.12,42.15,46.47,50.02,54.86,60.32,67.33,74.34,87.14,105.81,123.32,144.11,168.83,191.70,233.28,277.13,314.72,352.67,387.88,426.26,463.30,508.27,548.71
国内生产总值:江苏:扬州市,十亿人民币,180.189578,27024.45908,164.391177,0.973043624,-0.3524649,0.912323448,20.358,546.617,105.3698783,26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.36,,,47.04,60.50,35.11,37.67,40.16,42.70,47.21,50.55,55.89,64.72,78.81,98.22,112.52,135.72,164.59,185.64,222.95,263.03,297.46,336.73,375.01,407.59,451.64,506.49,546.62
国内生产总值:江苏:镇江市,十亿人民币,154.6648415,18310.16639,135.3150634,0.761795745,-0.931666199,0.8748922,7.346,405,96.33612991,26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.35,,,22.05,28.59,33.51,36.05,39.06,41.65,45.20,50.27,56.09,64.05,78.12,88.19,104.48,125.86,149.18,167.21,198.76,231.15,269.33,302.27,330.63,356.20,390.01,401.04,405.00
国内生产总值:江苏:泰州市,十亿人民币,181.344667,24276.49366,155.8091578,0.831305776,-0.602614049,0.859187978,29.36454,510.763,122.232,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29.36,31.78,34.21,36.89,40.52,45.00,50.46,58.00,70.52,86.16,103.71,122.23,144.63,166.09,204.87,242.26,274.09,311.08,342.28,374.64,416.93,474.45,510.76
国内生产总值:江苏:宿迁市,十亿人民币,97.47882993,7852.76069,88.61580384,0.821146884,-0.781367587,0.909077426,12.48807,275.072,58.56091468,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.49,14.47,16.55,18.20,20.07,22.32,24.70,27.82,33.56,39.24,48.05,58.56,72.11,82.69,106.41,132.08,153.26,176.35,194.80,214.67,237.47,261.09,275.07
国内生产总值:浙江:杭州市,十亿人民币,466.7488631,165525.7216,406.8485241,0.839150838,-0.512407329,0.871664735,20.748,1350.915,319.207935,26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.75,,,58.55,76.20,90.66,103.63,113.49,122.53,138.26,156.80,178.18,209.98,251.50,294.27,344.15,410.02,478.12,508.76,594.92,701.91,780.20,834.35,920.62,1005.02,1131.37,1260.34,1350.92
国内生产总值:浙江:宁波市,十亿人民币,383.8044388,104851.5883,323.8079497,0.729380295,-0.764547386,0.843679533,17.255,1074.546,266.18767,26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.26,,,46.35,63.76,79.59,89.74,97.34,104.17,117.58,131.27,150.03,178.69,215.80,244.93,287.44,343.50,396.40,432.93,516.30,605.92,658.22,712.89,761.03,800.36,868.65,984.21,1074.55
国内生产总值:浙江:温州市,十亿人民币,226.0498931,31597.19725,177.7560048,0.676510744,-0.78424906,0.786357394,9.468,600.616,171.69284,26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.47,,,29.68,40.36,51.01,60.58,67.72,73.32,82.81,93.21,106.10,122.64,140.26,159.64,183.75,215.89,242.43,252.73,292.50,341.85,366.92,400.39,430.30,461.81,510.16,541.16,600.62
国内生产总值:浙江:嘉兴市,十亿人民币,172.9753335,20378.36018,142.752794,0.747815845,-0.647961714,0.825278328,9.217,487.198,125.31548,26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.22,,,25.60,32.13,38.17,41.97,44.50,47.19,54.10,60.43,70.64,85.80,105.06,115.97,134.66,158.53,181.53,191.80,230.02,267.71,289.06,314.77,335.26,351.78,386.21,438.05,487.20
国内生产总值:浙江:湖州市,十亿人民币,100.8294408,6445.163464,80.28177541,0.758303919,-0.724104841,0.796213634,6.024,271.907,70.263265,26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.02,,,18.70,22.73,26.79,29.62,32.45,34.26,37.79,38.50,42.25,49.08,59.07,64.42,76.10,89.20,103.49,110.18,130.17,152.01,166.43,180.32,195.60,208.43,228.44,247.61,271.91
国内生产总值:浙江:绍兴市,十亿人民币,214.1613385,28489.64899,168.7887703,0.629084321,-1.035632898,0.78813838,10.421,541.69,156.25483,26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.42,,,30.78,41.12,51.37,59.46,65.13,70.51,77.98,82.25,92.81,108.93,131.39,144.75,167.76,197.21,222.29,237.58,279.52,333.20,365.40,396.73,426.59,446.60,478.90,507.84,541.69
国内生产总值:浙江:金华市,十亿人民币,160.9667804,16348.59377,127.8616196,0.660234795,-0.99004371,0.794335448,7.758,410.023,114.91177,26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.76,,,25.35,34.08,42.50,46.20,48.45,50.00,54.65,59.73,68.04,80.16,97.84,106.35,123.47,146.57,168.18,177.61,211.00,245.81,271.08,295.88,320.82,340.23,368.49,384.86,410.02
国内生产总值:浙江:衢州市,十亿人民币,54.89853692,2099.359835,45.81877165,0.659878105,-1.061064649,0.834608247,4.361,147.058,35.8255,26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.36,,,8.74,11.45,13.02,13.34,14.08,14.75,16.19,17.63,20.03,23.37,28.38,32.91,38.74,47.85,58.01,62.66,75.55,91.96,97.22,105.66,111.51,114.61,125.16,133.13,147.06
国内生产总值:浙江:舟山市,十亿人民币,47.83629808,1878.962869,43.3470053,0.720748795,-0.977958275,0.906153006,3.045,131.67,30.767855,26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.05,,,5.97,7.35,8.26,8.92,9.36,10.14,11.40,12.67,14.60,17.23,21.20,28.02,33.52,40.84,49.03,53.52,64.43,77.28,85.32,93.09,101.53,109.28,124.12,121.98,131.67
国内生产总值:浙江:台州市,十亿人民币,188.291854,19086.57396,138.1541674,0.685000756,-0.712458407,0.733723549,26.88297,487.467,146.33068,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26.88,40.82,48.66,50.91,55.46,60.50,67.50,74.76,85.83,99.50,117.38,125.18,146.33,172.18,196.53,204.05,242.65,275.44,291.13,315.33,338.74,355.39,389.87,438.82,487.47
国内生产总值:浙江:丽水市,十亿人民币,62.2415395,1862.398673,43.15551729,0.340097115,-1.277750567,0.693355557,0.558,139.467,52.61119,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.56,,,,,,,,,13.68,15.90,18.51,22.03,26.46,30.60,33.54,43.39,50.57,54.65,66.33,79.82,89.41,98.31,105.18,110.33,121.02,125.09,139.47
国内生产总值:安徽:合肥市,十亿人民币,224.1902366,60648.36658,246.2688908,0.99946071,-0.366383966,1.098481783,5.879,782.291,106.4985,26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.88,,,13.18,16.76,21.16,24.90,27.05,29.44,44.66,36.34,41.28,48.50,58.97,105.62,107.38,133.46,166.48,210.21,296.17,363.66,416.43,467.29,518.06,566.03,627.44,700.31,782.29
国内生产总值:安徽:芜湖市,十亿人民币,100.4731279,10841.74271,104.1236895,0.941786732,-0.576040377,1.036333711,3.192,327.853,48.58795,26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.19,,,7.51,10.19,13.21,16.49,18.68,19.32,25.66,21.88,24.55,28.49,34.51,49.20,47.97,58.23,74.96,90.20,134.11,165.82,187.36,209.95,230.95,245.73,269.94,296.33,327.85
国内生产总值:安徽:蚌埠市,十亿人民币,55.13139704,2528.909248,50.28826154,1.038160202,-0.148875103,0.912152861,3.432,171.466,33.0736875,26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.43,,,8.95,9.52,13.75,16.26,17.61,18.03,16.37,17.17,19.02,20.81,26.37,30.25,35.90,40.97,48.64,53.21,63.81,78.02,89.02,100.79,115.12,125.31,138.58,155.07,171.47
国内生产总值:安徽:淮南市,十亿人民币,42.70021166,1253.715572,35.4078462,0.660534682,-1.042016122,0.829219454,2.405,113.33,28.60665015,26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.41,,,6.83,8.44,10.64,12.30,12.40,12.58,13.28,13.49,15.21,17.05,21.45,26.72,30.50,34.42,45.36,50.88,60.42,70.95,78.18,81.94,78.93,90.11,96.38,106.02,113.33
国内生产总值:安徽:马鞍山市,十亿人民币,64.24730192,3553.610871,59.61217049,0.731926643,-0.889455155,0.927854847,3.117,191.81,42.0345,26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.12,,,8.00,8.03,10.93,12.35,11.71,12.37,17.32,13.82,15.46,19.25,26.51,41.18,42.89,53.21,63.63,66.59,94.91,114.43,123.39,129.30,133.31,136.53,149.38,171.01,191.81
国内生产总值:安徽:淮北市,十亿人民币,35.18020092,940.7759918,30.67207185,0.78634805,-0.848705156,0.871856074,2.671,98.52,21.49279995,26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.67,,,5.83,7.23,8.55,9.39,9.42,9.88,10.30,10.74,11.81,13.25,16.91,20.51,22.47,26.72,34.91,37.19,46.16,55.49,62.05,70.37,75.96,76.04,79.90,92.40,98.52
国内生产总值:安徽:铜陵市,十亿人民币,36.43063692,1371.93899,37.03969479,1.033656011,-0.107952828,1.016718288,1.433,122.24,20.9655,26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.43,,,3.34,4.45,5.19,5.80,6.44,6.85,7.57,8.01,8.84,10.30,13.67,17.57,24.36,28.69,32.53,34.37,46.67,57.94,62.13,68.06,71.63,91.16,95.73,112.21,122.24
国内生产总值:安徽:安庆市,十亿人民币,72.65850674,3411.212672,58.40558767,0.68478638,-1.06291912,0.803836884,4.814,191.76,45.77493625,26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.81,,,13.83,16.59,20.51,25.22,24.80,24.82,24.30,26.41,28.52,32.04,39.20,42.13,49.42,58.77,70.47,77.07,98.90,121.57,135.97,141.82,154.43,141.74,153.12,170.88,191.76
国内生产总值:安徽:黄山市,十亿人民币,24.77257207,426.1088633,20.64240449,0.748175452,-0.834454375,0.833276595,1.857,67.79,17.306445,26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.86,,,3.71,4.10,5.73,6.76,7.25,7.79,7.97,8.83,9.67,10.84,13.20,15.86,18.75,21.32,24.99,26.69,30.94,37.88,42.50,47.03,50.72,53.09,57.68,61.13,67.79
国内生产总值:安徽:滁州市,十亿人民币,60.72842754,2582.843142,50.82167984,1.027305717,-0.121755787,0.836868035,1.191,180.17,36.396505,26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.19,,,11.99,14.89,20.04,24.10,23.00,24.35,21.79,26.54,28.08,30.05,35.56,31.74,37.23,43.56,52.01,57.62,69.57,85.05,97.07,108.61,121.44,130.57,142.28,160.44,180.17
国内生产总值:安徽:阜阳市,十亿人民币,63.826281,2372.142262,48.70464313,0.926779392,-0.213743474,0.763081326,0.698,175.95,45.37578,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.70,,,,17.04,38.94,45.94,38.16,35.06,20.89,20.06,20.98,21.69,26.33,32.90,37.84,45.38,54.13,60.78,72.15,85.32,96.25,106.25,118.90,126.75,140.19,157.11,175.95
国内生产总值:安徽:宿州市,十亿人民币,60.57249555,2383.364345,48.81971267,0.77189635,-0.699311582,0.805971625,0.314,163.022,42.427,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.31,,,,10.95,,,18.72,19.75,17.88,19.32,20.74,21.99,27.91,31.38,35.90,42.43,51.11,54.06,65.06,80.24,91.49,101.43,114.05,123.58,135.18,146.65,163.02
国内生产总值:安徽:巢湖市,十亿人民币,31.27993385,272.851291,16.51821089,0.303505368,0.204016605,0.528076913,0.812,62.97332,29.462,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.81,,,,,,,,20.85,19.02,20.52,22.27,24.83,29.46,30.19,34.44,40.40,47.93,52.94,62.97,,,,,,,,
国内生产总值:安徽:六安市,十亿人民币,57.46510444,1672.105612,40.89138799,0.350963977,-1.421927736,0.711586421,0.391,128.81,48.46185,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.39,,,,12.06,,,,17.92,17.86,18.06,19.62,20.91,25.31,30.91,35.64,43.53,53.39,58.40,67.61,82.11,91.82,101.03,109.58,101.65,110.82,116.81,128.81
国内生产总值:安徽:亳州市,十亿人民币,50.82056171,1435.292946,37.88526028,0.651880841,-0.817685065,0.745471105,1.285,127.72,40.422,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.29,,,,11.01,,,,,15.37,16.40,17.25,18.33,22.46,23.54,29.87,33.56,40.42,43.19,51.28,62.67,71.57,79.11,88.36,94.26,104.61,114.98,127.72
国内生产总值:安徽:池州市,十亿人民币,28.80072454,479.0303004,21.88676085,0.485991705,-1.311737758,0.759937856,4.299,68.49,21.89948,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.30,,,,,6.01,6.19,6.70,7.55,9.24,12.10,13.01,15.80,19.24,24.56,30.08,37.25,41.74,46.23,51.72,54.47,58.90,62.44,68.49
国内生产总值:安徽:宣城市,十亿人民币,55.08862468,1469.838299,38.33847022,0.633735048,-0.957055879,0.695941684,12.068,131.72,42.219,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.07,,,,,15.20,16.89,18.26,20.32,23.57,24.25,28.79,33.26,41.16,43.28,52.60,67.14,75.75,84.28,91.76,97.15,105.78,118.56,131.72
国内生产总值:福建:福州市,十亿人民币,261.6277658,50335.40209,224.3555261,1.000895204,-0.13104209,0.85753714,11.535,785.68123,160.62538,26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.54,,,38.48,50.12,62.98,75.25,86.39,94.34,100.33,107.42,116.05,134.77,154.85,147.63,166.41,197.46,228.42,260.40,312.34,373.64,421.09,467.85,516.92,561.81,619.76,710.40,785.68
国内生产总值:福建:厦门市,十亿人民币,162.9616304,20175.0387,142.0388633,0.837899558,-0.523325608,0.871609243,6.337,479.14131,108.7303,26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.34,,,18.91,25.05,30.85,37.18,41.81,45.83,50.19,55.83,64.84,75.97,88.32,100.66,116.80,138.79,156.00,173.72,206.01,253.93,281.52,301.82,327.36,346.60,378.43,435.12,479.14
国内生产总值:福建:莆田市,十亿人民币,70.85639692,4561.398847,67.53812884,1.007731441,-0.267748773,0.953169111,3.556,224.24134,39.179475,26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.56,,,9.44,13.37,15.26,14.01,15.93,17.60,19.85,22.01,23.21,26.28,30.85,35.99,42.37,51.17,61.00,69.14,85.03,105.06,120.04,134.29,150.21,165.52,182.34,204.52,224.24
国内生产总值:福建:三明市,十亿人民币,78.15496538,4835.699275,69.53919236,0.952864923,-0.412312118,0.889760389,6.424,235.37162,42.32093,26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.42,,,15.89,17.43,19.58,20.92,22.44,23.99,25.50,27.21,28.66,32.07,37.58,39.28,45.36,54.57,66.69,80.02,97.51,121.18,133.48,147.76,162.12,171.30,186.08,213.61,235.37
国内生产总值:福建:泉州市,十亿人民币,286.2246296,60101.76396,245.1566111,0.897819514,-0.376580319,0.856518223,7.607,846.79768,176.353165,26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.61,,,38.03,51.90,62.90,74.63,86.39,95.18,104.51,112.51,122.31,138.01,160.30,162.63,190.08,228.37,270.53,306.95,356.50,427.09,470.27,521.80,573.34,613.77,664.66,754.80,846.80
国内生产总值:福建:漳州市,十亿人民币,125.4512888,12682.03763,112.6145534,1.107921408,0.100867331,0.897675539,5.958,394.76347,70.94678,26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.96,,,16.29,22.67,29.96,36.85,43.33,48.71,47.74,52.39,53.47,60.34,70.20,62.85,71.69,85.48,100.20,117.80,143.07,176.82,201.29,223.60,250.64,276.74,312.54,356.35,394.76
