"点击这里以选择指标，然后再点击""更新""或""下载编辑""按钮更新或新增及移除数列",单位,平均,方差,标准差,偏度,峰度,变异系数,最小,最大,中位数,观测次数,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018
商品房销售价格:江苏:盐城市,人民币/平方米,3382.172889,2399376.154,1548.99198,-0.08922878,-1.573126006,0.457987226,1116,5719.004534,3475.511096,16,,,,,,,,,,,,,1209.00,1116.00,1631.00,1900.00,2066.00,2305.00,2686.00,3084.00,3867.02,4432.50,4585.53,4573.52,5027.85,4764.87,5147.47,5719.00,
商品房销售价格:江苏:扬州市,人民币/平方米,3872.640909,2875379.695,1695.694458,0.367783772,-1.267286022,0.437865141,1571,6430.42687,3454,12,,,,,,,,,,,,,1571.00,2007.00,2316.00,2858.00,2882.00,3293.00,3615.00,4382.00,4846.22,6026.43,6244.62,6430.43,,,,,
商品房销售价格:江苏:镇江市,人民币/平方米,4398.355969,4320215.36,2078.512776,0.180559532,-0.908989222,0.472565838,1436,8532.193344,4765.083778,16,,,,,,,,,,,,,1436.00,1761.00,2056.00,2328.00,2587.00,3073.00,3387.00,4091.00,5439.17,6196.35,5564.04,5999.58,6088.59,5502.11,6332.66,8532.19,
商品房销售价格:江苏:泰州市,人民币/平方米,4117.167516,3295398.987,1815.323383,-0.187182343,-1.612149102,0.440915599,1459,6300.7429,3916,15,,,,,,,,,,,,,1459.00,1511.00,1843.00,2497.00,2891.00,3197.00,3694.00,3916.00,4738.14,6300.74,6111.18,6108.80,5779.48,5916.13,5795.04,,
商品房销售价格:江苏:宿迁市,人民币/平方米,2205.703828,1019071.44,1009.490683,0.676441656,-1.14620589,0.457672817,1066,3802.604224,1778.5,12,,,,,,,,,,,,,1066.00,1206.00,1274.00,1589.00,1671.00,1684.00,1873.00,2278.00,2727.30,3802.60,3616.97,3680.57,,,,,
商品房销售价格:浙江:杭州市,人民币/平方米,9427.331607,29955573.76,5473.16853,0.277264938,-1.196729512,0.580563913,2845,20354.06048,8409,19,,,,,,,,,,2888.00,2940.00,2845.00,3526.00,3939.00,4248.00,5618.61,6218.29,7615.67,8409.00,10555.00,14133.06,13282.07,13447.38,15021.99,13900.17,14424.03,15753.97,20354.06,
商品房销售价格:浙江:宁波市,人民币/平方米,7281.862281,16043875.05,4005.480626,-0.107463373,-1.688957478,0.550062672,1949,13324.52643,7224,19,,,,,,,,,,1965.00,1949.00,2040.00,2613.00,2865.00,3389.00,5027.49,5437.49,6251.49,7224.00,8992.00,11223.62,11032.33,11239.84,11100.00,10744.73,10708.37,11228.51,13324.53,
商品房销售价格:浙江:温州市,人民币/平方米,10415.3896,26041408.17,5103.078303,-0.244753599,-1.461820593,0.489955585,2841,17371.78888,12445.72414,16,,,,,,,,,,,,,2841.00,3141.00,3823.00,4904.00,5829.00,7510.00,8839.00,13586.00,13449.02,16877.70,17371.79,16467.85,14039.79,12583.77,13075.64,12307.67,
商品房销售价格:浙江:嘉兴市,人民币/平方米,5435.540559,6240640.456,2498.12739,0.2608607,-0.40431363,0.459591344,1898,10758.3623,5669.716334,16,,,,,,,,,,,,,1898.00,1992.00,2395.00,3372.00,3440.00,4032.00,4417.00,4999.00,6340.43,6919.74,7161.31,7315.89,7117.06,7184.35,7626.49,10758.36,
商品房销售价格:浙江:湖州市,人民币/平方米,5033.27872,4759086.251,2181.533005,-0.273371212,-1.447282916,0.433421856,1815,8353.212797,5681.023798,16,,,,,,,,,,,,,1854.00,1815.00,2034.00,2793.00,3333.00,3857.00,4191.00,5084.00,6278.05,6761.25,6800.80,6992.67,6557.47,6882.42,6945.58,8353.21,
商品房销售价格:浙江:绍兴市,人民币/平方米,6191.833179,6653297.628,2579.398695,-0.453578486,-1.341179776,0.41658078,1884,9356.797315,6976.075455,16,,,,,,,,,,,,,1884.00,2529.00,2396.00,3735.00,4383.00,5054.00,5354.00,6359.00,7593.15,8443.53,8659.82,9356.80,8279.77,8095.37,7949.70,8997.19,
商品房销售价格:浙江:金华市,人民币/平方米,6497.386562,11454196.3,3384.404867,-0.003168774,-1.605142461,0.520887103,1608,11257.38411,5972.1315,16,,,,,,,,,,,,,1608.00,1857.00,2463.00,3848.00,3800.00,4760.00,4367.00,5455.00,6489.26,8128.13,9795.97,9529.39,10517.83,10535.09,9547.14,11257.38,
商品房销售价格:浙江:衢州市,人民币/平方米,4701.061569,6588853.537,2566.876222,0.262583955,-1.242955925,0.54602055,1403,9602.253913,4512.295202,16,,,,,,,,,,,,,1403.00,1795.00,1732.00,2353.00,2409.00,2796.00,3058.00,3725.00,5299.59,6935.37,6746.28,6807.69,6543.37,6441.49,7569.95,9602.25,
商品房销售价格:浙江:舟山市,人民币/平方米,7390.757768,12491758.67,3534.368213,-0.116879378,-1.631926596,0.478214592,2231,12237.79203,7871.337916,16,,,,,,,,,,,,,2231.00,2831.00,2920.00,3856.00,4269.00,4903.00,6167.00,6679.00,9063.68,10366.28,10666.06,11937.20,11143.95,9275.70,9705.47,12237.79,
商品房销售价格:浙江:台州市,人民币/平方米,6512.004115,7516587.941,2741.639645,-0.373821374,-1.406713353,0.421013193,1948,9661.122957,6784.06146,16,,,,,,,,,,,,,1948.00,2653.00,2595.00,4177.00,4726.00,5101.00,5381.00,6429.00,7139.12,8722.72,9549.26,9661.12,8910.46,8981.60,9149.27,9068.50,
商品房销售价格:浙江:丽水市,人民币/平方米,6083.407097,7104912.416,2665.504158,-0.327248882,-1.272296674,0.438159754,1687,9423.929099,6056.916667,16,,,,,,,,,,,,,1687.00,2060.00,2484.00,3718.00,4404.00,4977.00,5487.00,6218.00,5895.83,7440.84,8627.69,8145.97,9423.93,8943.09,8633.10,9189.06,
商品房销售价格:安徽:合肥市,人民币/平方米,4663.602299,7593063.61,2755.551417,0.746773783,-0.381637936,0.590863294,1707,10750.73033,3592,19,,,,,,,,,,1872.00,1707.00,1753.00,1753.00,2088.00,2550.00,3006.33,3110.15,3307.08,3592.00,4228.00,5904.47,6326.00,6155.91,6283.47,7156.80,7695.02,9369.50,10750.73,
商品房销售价格:安徽:芜湖市,人民币/平方米,4102.243082,2918390.582,1708.329764,-0.375671709,-1.080311809,0.416437966,1116,6796.773939,4590.376015,16,,,,,,,,,,,,,1116.00,1563.00,1931.00,2550.00,2901.00,3208.00,3984.00,3851.00,5196.75,5417.00,5533.01,5502.04,5285.85,5362.10,5438.37,6796.77,
商品房销售价格:安徽:蚌埠市,人民币/平方米,3406.276719,1968078.253,1402.882124,-0.31601559,-1.533117869,0.411852072,972,5128.596007,3782.610476,16,,,,,,,,,,,,,972.00,1598.00,1879.00,1978.00,2156.00,2541.00,2766.00,3341.00,4227.09,4631.00,4224.22,4667.76,4925.45,4727.03,4738.27,5128.60,
商品房销售价格:安徽:淮南市,人民币/平方米,3283.764751,2087437.875,1444.796828,-0.259778562,-1.506565186,0.439981831,1049,5306.207346,3555.731183,16,,,,,,,,,,,,,1049.00,1266.00,1527.00,1574.00,2156.00,2514.00,2825.00,3262.00,3849.46,4106.00,4561.13,4767.60,4839.84,4548.56,4388.42,5306.21,
商品房销售价格:安徽:马鞍山市,人民币/平方米,3502.283886,1672114.115,1293.102515,-0.469327784,-1.2868809,0.369216933,1306,5129.200683,3910.5,16,,,,,,,,,,,,,1306.00,1564.00,1739.00,2614.00,2228.00,2833.00,3204.00,3973.00,4383.29,3848.00,4347.82,4740.33,4545.60,4685.59,4895.71,5129.20,
商品房销售价格:安徽:淮北市,人民币/平方米,3118.019733,2178946.078,1476.12536,0.043985979,-1.587108965,0.473417581,966,5357.367052,2813.324022,16,,,,,,,,,,,,,966.00,1197.00,1455.00,1819.00,1900.00,2079.00,2567.00,2730.00,2896.65,3932.00,4185.82,4678.40,4715.75,4663.33,4746.00,5357.37,
商品房销售价格:安徽:铜陵市,人民币/平方米,3848.933679,3319263.57,1821.88462,0.121806848,-0.323366798,0.473347886,1048,7666.85281,4157.534642,16,,,,,,,,,,,,,1048.00,1333.00,1624.00,1979.00,2340.00,3587.00,3298.00,3725.00,4590.07,4894.00,4778.46,5554.10,7666.85,5264.19,4747.60,5153.66,
商品房销售价格:安徽:安庆市,人民币/平方米,2947.076589,2437254.809,1561.170974,0.271934987,-1.611004878,0.52973546,1111,5500.628561,2708.95614,16,,,,,,,,,,,,,1111.00,1259.00,1181.00,1343.00,1587.00,1793.00,1870.00,2433.00,2984.91,3382.00,3856.05,4573.58,4763.92,4768.62,4746.52,5500.63,
商品房销售价格:安徽:黄山市,人民币/平方米,3134.711726,2145428.791,1464.728231,0.070451969,-1.489426664,0.467260903,946,5625.786014,3130.846906,16,,,,,,,,,,,,,946.00,1508.00,1680.00,1623.00,1761.00,1983.00,2299.00,2820.00,3441.69,4148.00,4195.01,4434.51,4418.51,4500.50,4771.38,5625.79,
商品房销售价格:安徽:滁州市,人民币/平方米,3113.46997,2054142.313,1433.227935,0.116195802,-1.286947137,0.460331382,1268,5751.804255,3207.991507,16,,,,,,,,,,,,,1417.00,1283.00,1268.00,1566.00,1831.00,2110.00,2415.00,2968.00,3447.98,3983.00,4201.56,4318.17,4400.62,4269.30,4585.09,5751.80,
商品房销售价格:安徽:阜阳市,人民币/平方米,3393.992495,3360873.519,1833.268534,0.183515694,-1.375122466,0.540151028,1031,6648.726984,3334.091705,16,,,,,,,,,,,,,1031.00,1125.00,1294.00,1573.00,1733.00,2101.00,2428.00,2984.00,3684.18,4393.00,4366.34,4937.18,5231.00,5163.45,5610.99,6648.73,
商品房销售价格:安徽:宿州市,人民币/平方米,2757.852464,1467216.242,1211.287019,0.167462287,-1.335884139,0.439213857,1098,4946.952099,2560.647225,16,,,,,,,,,,,,,1328.00,1318.00,1098.00,1540.00,1712.00,2165.00,2064.00,2341.00,2780.29,3783.00,3855.00,3548.03,3740.41,3782.57,4123.38,4946.95,
商品房销售价格:安徽:巢湖市,人民币/平方米,2007.695557,771881.2099,878.5677036,0.370842944,-0.948871533,0.437600064,976,3453.260016,2023,9,,,,,,,,,,,,,978.00,976.00,1275.00,1655.00,2023.00,2203.00,2479.00,3027.00,3453.26,,,,,,,,
商品房销售价格:安徽:六安市,人民币/平方米,3169.289881,2300478.278,1516.732764,0.024573909,-1.553730863,0.4785718,1145,5715.546156,3207.099816,16,,,,,,,,,,,,,1340.00,1145.00,1301.00,1605.00,1662.00,2096.00,2500.00,2905.00,3509.20,4172.00,4473.58,4491.80,4622.03,4517.94,4652.54,5715.55,
商品房销售价格:安徽:亳州市,人民币/平方米,2984.141917,2542720.061,1594.590876,0.251234888,-1.407466065,0.534354907,929,5792.955353,2583.989451,16,,,,,,,,,,,,,929.00,961.00,1277.00,1498.00,1889.00,1711.00,2171.00,2303.00,2864.98,3834.00,3887.36,4368.06,4806.04,4776.17,4677.70,5792.96,
商品房销售价格:安徽:池州市,人民币/平方米,3125.225168,2231621.482,1493.861266,-0.186444073,-1.668344933,0.478001163,979,5007.027861,3235.763797,16,,,,,,,,,,,,,979.00,1022.00,1234.00,1602.00,1863.00,2150.00,2586.00,2934.00,3537.53,4375.00,4126.82,5007.03,4573.02,4629.19,4438.69,4946.33,
商品房销售价格:安徽:宣城市,人民币/平方米,3112.284335,2046918.396,1430.705559,-0.01822647,-1.705906727,0.459696289,1137,5205.850301,3034.351623,16,,,,,,,,,,,,,1287.00,1137.00,1447.00,1647.00,1863.00,1968.00,2546.00,2833.00,3235.70,4064.00,4274.54,4644.10,4791.47,4482.81,4370.07,5205.85,
商品房销售价格:福建:福州市,人民币/平方米,5664.597709,13116926.58,3621.729778,0.573922474,-1.353290243,0.639362222,1992,11235.97294,4787.591276,16,,,,,,,,,,1992.00,2090.00,2133.00,2451.00,2347.00,2616.00,3212.16,4396.50,5178.68,5516.00,6625.00,8414.02,10181.37,11188.24,11235.97,,,,11056.63,
商品房销售价格:福建:厦门市,人民币/平方米,6519.884608,12576296.87,3546.307498,0.736070782,-0.545595801,0.543921819,2841,13625.09692,5502.75,15,,,,,,,,,,3104.00,2951.00,2841.00,3072.00,3371.00,4146.00,5502.75,6340.16,8249.64,5256.00,7951.00,8882.85,10224.45,12281.33,13625.10,,,,,
商品房销售价格:福建:莆田市,人民币/平方米,4885.491332,7094329.653,2663.518285,-0.114437373,-1.619038409,0.54518944,988,8654.034138,4847.65387,15,,,,,,,,,,,,,988.00,1416.00,1709.00,2081.00,,2965.00,3407.00,4209.00,4847.65,5949.69,6794.16,7796.35,7619.34,7446.98,7399.16,8654.03,
商品房销售价格:福建:三明市,人民币/平方米,4084.645691,3731144.923,1931.617178,-0.38018301,-1.552851892,0.472897119,1295,6445.001139,4607.267951,15,,,,,,,,,,,,,1380.00,1358.00,1295.00,1879.00,,2652.00,3609.00,3738.00,4607.27,5179.20,5788.75,6445.00,6260.22,5705.92,5722.53,5649.80,
商品房销售价格:福建:泉州市,人民币/平方米,4876.047181,4567590.956,2137.192307,-0.385370924,-1.441851197,0.438304271,1518,7558.778626,5073.181716,15,,,,,,,,,,,,,1518.00,1663.00,2106.00,2824.00,,3523.00,3994.00,4632.00,5073.18,7071.68,6594.55,6875.75,6611.95,6243.50,6851.32,7558.78,
商品房销售价格:福建:漳州市,人民币/平方米,3505.527057,2732056.975,1652.893516,0.439963483,-1.329813831,0.4715107,1608,6144.041832,3182,11,,,,,,,,,,,,,1910.00,1608.00,1769.00,2074.00,,3005.00,3182.00,3540.00,4268.60,5454.52,5605.64,6144.04,,,,,
商品房销售价格:福建:南平市,人民币/平方米,3357.366214,2993053.054,1730.044235,0.10027115,-1.548210637,0.515298041,1178,5975.577109,3208,12,,,,,,,,,,,,,1199.00,1178.00,1607.00,1662.00,,2726.00,2940.00,3476.00,4151.19,4853.25,5145.83,5374.54,,,,5975.58,
商品房销售价格:福建:龙岩市,人民币/平方米,4046.776122,3392262.77,1841.809645,-0.256996031,-1.58199443,0.455130106,1534,6548.135665,4340.057554,14,,,,,,,,,,,,,1567.00,1557.00,1534.00,2003.00,,3119.00,3359.00,4024.00,4656.12,5231.84,6028.39,6548.14,5656.06,5636.69,5734.64,,
商品房销售价格:福建:宁德市,人民币/平方米,4072.172512,6048646.453,2459.399612,0.567181915,-1.35269683,0.603952707,1555,7830.2784,3601,11,,,,,,,,,,,,,1555.00,1599.00,1775.00,1879.00,,2967.00,3601.00,3870.00,5036.90,7830.28,7492.50,7188.21,,,,,
商品房销售价格:江西:南昌市,人民币/平方米,4291.083835,5976143.32,2444.615168,0.391865416,-1.28697417,0.569696436,1206,8526.691937,3558.052599,19,,,,,,,,,,1206.00,1307.00,1541.00,1688.00,2367.00,2430.00,2587.39,3125.98,3558.05,3461.00,3775.00,4566.05,5939.30,6418.98,7100.52,6588.58,7125.63,8218.41,8526.69,
商品房销售价格:江西:景德镇市,人民币/平方米,2980.533491,1937672.897,1392.003196,-0.044201259,-1.960558135,0.467031557,1247,4872.530537,3084.007404,14,,,,,,,,,,,,,1247.00,1252.00,1563.00,1439.00,,1804.00,,2140.00,2394.25,4168.56,3773.77,4084.17,4254.80,4181.62,4552.78,4872.53,
商品房销售价格:江西:萍乡市,人民币/平方米,3044.851645,2279869.486,1509.923669,0.029495508,-1.822602028,0.495894002,1129,4892.46644,2953.552173,14,,,,,,,,,,,,,1156.00,1129.00,1286.00,1917.00,,1652.00,,2143.00,2551.92,3355.18,3810.66,4321.07,4682.14,4844.32,4887.16,4892.47,
商品房销售价格:江西:九江市,人民币/平方米,3042.558009,2347700.824,1532.22088,-0.241369188,-1.615555377,0.503596275,927,5020.614315,3337.328133,14,,,,,,,,,,,,,1071.00,927.00,1117.00,1209.00,,1883.00,,3003.00,2908.16,3671.66,3737.54,4836.69,4236.55,4249.60,4725.00,5020.61,
商品房销售价格:江西:新余市,人民币/平方米,2617.486769,1917731.289,1384.821754,-0.192394993,-1.741186824,0.529065426,680,4340.820142,2793.709627,14,,,,,,,,,,,,,680.00,769.00,1042.00,1083.00,,1610.00,,2113.00,2415.07,3172.35,3437.69,3798.52,4340.82,4156.50,4038.09,3988.78,
商品房销售价格:江西:鹰潭市,人民币/平方米,3182.047746,2000713.594,1414.465834,-0.477503604,-1.273859894,0.444514334,1051,4987.378463,3533.424763,13,,,,,,,,,,,,,,1051.00,1076.00,1311.00,,1883.00,,2911.00,3312.68,3533.42,3886.59,4584.45,4117.94,4987.38,3985.62,4726.55,
商品房销售价格:江西:赣州市,人民币/平方米,3538.052948,4385945.043,2094.264798,-0.187682319,-1.824298778,0.591925793,851,6209.129541,3899.768295,14,,,,,,,,,,,,,855.00,851.00,958.00,1122.00,,1836.00,,2648.00,3439.30,4360.24,5213.71,5312.28,5921.23,5393.07,5413.78,6209.13,
商品房销售价格:江西:吉安市,人民币/平方米,2799.630048,2574377.213,1604.486589,-0.127969294,-1.900827548,0.573106647,608,4797.692456,3027.63911,14,,,,,,,,,,,,,948.00,608.00,926.00,1039.00,,1459.00,,1896.00,2538.42,3516.86,3832.20,4361.25,4346.18,4412.73,4513.48,4797.69,
商品房销售价格:江西:宜春市,人民币/平方米,2738.364166,2347971.895,1532.309334,-0.071812798,-1.83268415,0.559571058,767,4759.274074,2856.160845,14,,,,,,,,,,,,,767.00,798.00,888.00,1252.00,,1471.00,,1935.00,2368.80,3343.52,3668.57,4022.19,4231.51,4297.63,4534.60,4759.27,
商品房销售价格:江西:抚州市,人民币/平方米,2920.827086,2436512.206,1560.93312,-0.022908551,-1.716957062,0.534414765,750,5153.844961,3070.633215,14,,,,,,,,,,,,,750.00,1190.00,1148.00,1216.00,,1682.00,,2155.00,2527.74,3613.53,3638.58,4045.76,4452.84,4614.68,4703.61,5153.84,
商品房销售价格:江西:上饶市,人民币/平方米,2978.197714,3021291.574,1738.186289,0.013719113,-1.805925581,0.58363697,879,5349.257056,3083.788945,14,,,,,,,,,,,,,879.00,985.00,900.00,1106.00,,1378.00,,2062.00,2712.81,3454.77,3861.14,4213.28,4995.67,4908.74,4889.11,5349.26,
商品房销售价格:山东:济南市,人民币/平方米,4868.664245,6336087.958,2517.158707,0.310965739,-1.281105084,0.517012178,1770,9648.632625,4179,19,,,,,,,,,,1770.00,1825.00,1985.00,2101.00,2327.00,3056.00,3132.74,3524.99,3776.28,4179.00,4897.00,6258.51,6709.61,6840.43,7162.89,7370.38,7689.21,8250.94,9648.63,
商品房销售价格:山东:青岛市,人民币/平方米,5504.405664,8365619.666,2892.338097,0.143829642,-1.41075308,0.525458746,1795,10518.03446,5200.546508,19,,,,,,,,,,1795.00,1831.00,1974.00,2186.00,2406.00,2965.00,3744.08,4249.06,5200.55,5094.00,5576.00,6576.32,7500.70,8056.26,8434.75,8344.42,8902.23,9230.30,10518.03,
商品房销售价格:山东:淄博市,人民币/平方米,3668.222929,2796406.819,1672.24604,0.038918147,-1.618414032,0.455873613,1298,6153.414648,3670.891875,15,,,,,,,,,,,,,1298.00,1489.00,,1940.00,2228.00,2260.00,2517.00,2917.00,3670.89,4360.06,4468.97,5129.21,5503.87,5466.26,5621.67,6153.41,
商品房销售价格:山东:枣庄市,人民币/平方米,2968.78034,1439577.028,1199.823749,-0.406655513,-1.33795692,0.404147027,1033,4568.721691,3266.164748,15,,,,,,,,,,,,,1111.00,1033.00,,1512.00,1793.00,2254.00,2484.00,2757.00,3266.16,3845.90,3852.37,3864.29,4215.96,3864.31,4109.99,4568.72,
商品房销售价格:山东:东营市,人民币/平方米,3530.467488,2296254.399,1515.339698,-0.109922835,-1.660553244,0.429217859,1307,5459.774485,3691.11349,15,,,,,,,,,,,,,1307.00,1409.00,,1995.00,2101.00,2343.00,2500.00,2934.00,3691.11,4298.07,4421.80,4892.62,4963.40,5459.77,5209.63,5431.60,
商品房销售价格:山东:烟台市,人民币/平方米,4314.897989,3051662.43,1746.900807,-0.176874579,-1.349632032,0.404853327,1497,6770.83322,4088.963383,15,,,,,,,,,,,,,1497.00,1695.00,,2629.00,2846.00,3183.00,3336.00,3883.00,4088.96,4979.19,5488.23,5975.88,6770.83,6012.71,5978.25,6360.42,
商品房销售价格:山东:潍坊市,人民币/平方米,3027.932977,1463713.064,1209.840099,-0.16309082,-1.419160369,0.399559735,1092,4803.784455,2993.375099,15,,,,,,,,,,,,,1092.00,1356.00,,1689.00,1988.00,2091.00,2399.00,2758.00,2993.38,3594.45,3856.12,3973.24,4204.53,4309.22,4311.27,4803.78,
商品房销售价格:山东:济宁市,人民币/平方米,3010.796337,1360511.81,1166.409795,-0.131096015,-1.563505667,0.387409065,1327,4711.064744,2957.350014,15,,,,,,,,,,,,,1412.00,1327.00,,1579.00,1837.00,2305.00,2264.00,2759.00,2957.35,3802.62,3604.25,4047.36,4065.01,4233.91,4257.38,4711.06,
商品房销售价格:山东:泰安市,人民币/平方米,3401.620097,2420442.871,1555.777256,-0.13727532,-1.475378509,0.457363613,978,5659.620233,3512.566372,15,,,,,,,,,,,,,978.00,1284.00,,1851.00,1870.00,2125.00,2352.00,3224.00,3512.57,4325.81,4322.26,4414.59,5085.10,4721.24,5299.10,5659.62,
商品房销售价格:山东:威海市,人民币/平方米,3593.909253,1638683.444,1280.110716,-0.271779166,-1.296349318,0.356188937,1592,5432.768777,3796.982352,15,,,,,,,,,,,,,1687.00,1592.00,,2028.00,2301.00,2915.00,2993.00,3472.00,3796.98,4056.37,4437.65,4509.40,4731.47,4865.97,5090.01,5432.77,
商品房销售价格:山东:日照市,人民币/平方米,3604.435923,1972176.948,1404.342176,-0.168447906,-1.306997463,0.389614965,1266,5705.210545,3711.487088,15,,,,,,,,,,,,,1266.00,1695.00,,2075.00,2350.00,2808.00,2815.00,3116.00,3711.49,4251.19,4281.86,5097.04,4943.04,4930.28,5021.42,5705.21,
商品房销售价格:山东:莱芜市,人民币/平方米,3057.335535,2440661.148,1562.261549,0.194264677,-1.699899533,0.510987928,983,5227.045075,2675.675676,15,,,,,,,,,,,,,1364.00,983.00,,1224.00,1619.00,2053.00,1896.00,2427.00,2675.68,2917.61,5227.05,4179.48,4659.18,4651.69,4778.23,5205.12,
商品房销售价格:山东:临沂市,人民币/平方米,2882.677391,1432953.366,1197.060302,0.047019664,-1.506294587,0.415259892,1157,4767.369522,2807.574431,15,,,,,,,,,,,,,1157.00,1283.00,,1726.00,1757.00,1932.00,2134.00,2398.00,2807.57,3269.39,3627.51,3916.32,4062.46,4100.17,4302.37,4767.37,
商品房销售价格:山东:德州市,人民币/平方米,2775.996025,1429774.984,1195.731987,0.106518509,-1.714255187,0.430739805,1187,4602.829504,2634.775011,15,,,,,,,,,,,,,1187.00,1311.00,,1564.00,1658.00,1705.00,2008.00,2087.00,2634.78,3272.15,3534.34,3903.41,3985.98,3967.78,4218.67,4602.83,
商品房销售价格:山东:聊城市,人民币/平方米,2752.173926,1717175.067,1310.410267,0.024862159,-1.441122239,0.47613643,916,4828.852062,2778.169967,14,,,,,,,,,,,,,916.00,1001.00,,1362.00,1521.00,1955.00,1999.00,2532.00,3024.34,3448.90,3680.74,,3907.92,4009.38,4344.30,4828.85,
商品房销售价格:山东:滨州市,人民币/平方米,2484.108624,1281786.816,1132.160243,0.368288955,-0.850416222,0.455761166,909,4559.542028,2433.297375,15,,,,,,,,,,,,,991.00,909.00,,1499.00,1712.00,1486.00,1779.00,2005.00,2433.30,2865.88,2857.33,2927.79,3310.47,3744.98,4181.33,4559.54,
商品房销售价格:山东:菏泽市,人民币/平方米,2506.947387,951787.5082,975.5959759,-0.421851587,-1.158612556,0.389156941,879,3792.163761,2642.481263,15,,,,,,,,,,,,,879.00,909.00,,1705.00,1496.00,1696.00,2244.00,2423.00,2642.48,3018.77,3090.84,3222.43,3435.19,3491.42,3558.91,3792.16,
商品房销售价格:河南:郑州市,人民币/平方米,4464.738032,6015346.645,2452.620363,0.411837617,-1.397179556,0.549331304,1492,8631.323742,3928,19,,,,,,,,,,1492.00,1918.00,1958.00,2027.00,2045.00,2099.00,2637.66,2888.36,3573.60,3928.00,4298.00,4957.34,5691.15,6253.10,7162.29,7570.60,7536.81,8162.79,8631.32,
商品房销售价格:河南:开封市,人民币/平方米,2747.820739,1349288.014,1161.588573,0.084382469,-1.102637238,0.422730842,1047,4811.097483,2595.081081,16,,,,,,,,,,,,,1047.00,1185.00,1191.00,1982.00,1886.00,2378.00,2068.00,2375.00,2812.16,3085.16,3499.22,3961.02,3760.84,3843.46,4080.17,4811.10,
商品房销售价格:河南:洛阳市,人民币/平方米,3021.288897,1676012.161,1294.608883,-0.00499379,-1.380890884,0.428495562,1196,5154.563049,2955.054945,16,,,,,,,,,,,,,1285.00,1196.00,1354.00,1724.00,1960.00,2363.00,2590.00,2740.00,3170.11,3590.94,4033.64,4182.35,4150.69,4301.30,4545.03,5154.56,
商品房销售价格:河南:平顶山市,人民币/平方米,2514.790666,1214280.774,1101.944088,0.374609947,-1.439435121,0.438185215,1124,4276.516125,2218.32866,16,,,,,,,,,,,,,1124.00,1458.00,1371.00,1426.00,1549.00,1643.00,1863.00,2027.00,2409.66,2880.15,3230.03,3295.81,3539.85,3922.43,4276.52,4221.21,
商品房销售价格:河南:安阳市,人民币/平方米,2408.109237,915114.613,956.6162308,0.340040166,-1.408085844,0.397247856,1173,3972.464117,2082.911297,16,,,,,,,,,,,,,1214.00,1173.00,1470.00,1655.00,1675.00,1636.00,1969.00,1936.00,2196.82,2765.13,2907.15,3185.23,3334.40,3769.96,3670.61,3972.46,
商品房销售价格:河南:鹤壁市,人民币/平方米,2373.385701,1108659.686,1052.929098,0.218586544,-1.149085191,0.443640112,1029,4289.10742,2436.456996,15,,,,,,,,,,,,,,1053.00,1029.00,1129.00,1306.00,1621.00,1752.00,1941.00,2436.46,2794.60,3056.74,2917.29,3069.41,3501.89,3704.29,4289.11,
商品房销售价格:河南:新乡市,人民币/平方米,2423.375569,1134100.232,1064.941422,0.437386398,-1.453066648,0.439445472,1168,4206.665264,2082.70319,16,,,,,,,,,,,,,1234.00,1168.00,1575.00,1409.00,1463.00,1551.00,1778.00,1898.00,2267.41,2662.57,2847.82,3341.41,3747.44,3805.89,3818.81,4206.67,
商品房销售价格:河南:焦作市,人民币/平方米,2542.500642,1314987.242,1146.728931,0.133733493,-1.154318218,0.451024048,948,4529.539304,2380.667663,15,,,,,,,,,,,,,,948.00,1180.00,1165.00,1218.00,1801.00,2365.00,2052.00,2380.67,2813.89,3183.64,3389.08,3279.28,3767.30,4065.12,4529.54,
商品房销售价格:河南:濮阳市,人民币/平方米,2436.551598,1380500.997,1174.947232,0.320450436,-1.124653447,0.482217258,916,4585.67833,2176.532258,16,,,,,,,,,,,,,916.00,925.00,1103.00,1377.00,1523.00,1646.00,2063.00,2095.00,2258.06,2720.10,3140.63,3540.00,3313.89,3717.06,4061.41,4585.68,
商品房销售价格:河南:许昌市,人民币/平方米,2617.061854,1546991.203,1243.781011,0.298096678,-1.417095014,0.475258546,1006,4759.068645,2437.331731,16,,,,,,,,,,,,,1213.00,1006.00,1296.00,1446.00,1482.00,1679.00,1933.00,2335.00,2539.66,2973.72,3227.60,3736.83,4120.71,3970.98,4154.42,4759.07,
商品房销售价格:河南:漯河市,人民币/平方米,2388.226269,1597704.26,1264.003268,0.404135478,-1.355768373,0.529264452,752,4390.656342,2056.103161,16,,,,,,,,,,,,,752.00,845.00,1107.00,1284.00,1466.00,1752.00,1618.00,1977.00,2135.21,2277.57,2951.87,3477.29,3879.71,4227.35,4070.98,4390.66,
商品房销售价格:河南:三门峡市,人民币/平方米,2249.062149,1213009.536,1101.367121,0.106550588,-1.725045609,0.489700617,870,3725.64976,2263.083235,16,,,,,,,,,,,,,870.00,1038.00,926.00,991.00,1562.00,1316.00,1406.00,2329.00,2197.17,2520.69,2962.58,3454.12,3603.29,3725.65,3401.10,3682.41,
