City,2010,2011,2012,2013,2014,2015
北京,,0.10331515411483538,0.0012774229380727586,0.0544153538939427,1.008653795570519,0.5026648333660708
湖州,,0.16725813917605303,0.03542630535360214,0.010468530575769242,0.001642451042324744,-0.003027245206861706
青岛,,0.0669933100913973,-0.0060932532673966255,0.049222567747667645,0.12558218308070113,0.0975774902196811
济南,,0.059428434772210936,0.008916478555304641,0.024163776708804097,0.019552157291097716,0.01799871437754441
重庆,,0.20403439153439162,0.016295889407671904,0.24466264300513463,0.18216689585293477,0.02736622994979787
烟台,,0.058137677687270406,-0.0012075471698113072,0.02418014205833452,0.0239043824701195,0.0007205649228996247
南昌,,0.07883920787146592,0.02666820595705377,0.8494321376363432,0.13856630388520697,-0.004485741749439276
南充,,0.19988843436221648,0.07593367426003406,0.08440155552354889,0.06401912604595572,0.0163525152914743
宜宾,,0.11787819253438103,-0.0011716461628588082,0.07302052785923752,0.03908171631593338,-0.032745923198316707
合肥,,0.01791426743442104,0.003561701236119763,0.035386221294363196,0.08619820546426049,0.06162984963801743
宜昌,,0.16063799487325547,0.07141104294478517,0.07558405863490614,0.10221465076660996,0.08365533230293654
保定,,0.09304329097566222,0.05142857142857138,0.08808095952023987,0.45659662418188085,0.33179614520515543
大同,,0.012549447551493564,0.0001347164219318575,0.014278017241379226,0.018193891102257664,0.012129907395330708
新乡,,0.12581883894285073,0.0517656500802568,0.02556276230446386,0.06547619047619047,0.08397346368715075
沈阳,,0.10535900104058271,0.006472111084961263,0.041505904361042845,0.05298607992815452,0.025692963752665277
天津,,0.07445373617480433,0.026110971629424995,0.0482505505260582,0.040801083049344156,0.03422291993720572
中山,,0.09354390836515103,0.01967941596571965,0.07937743190661473,0.10122566690699353,0.051198114442843945
泰安,,0.11542173325612826,0.02474476553036853,0.05403579871664976,0.04053188080743353,0.0323325635103926
宁波,,0.08588483507435796,0.021088048526205938,0.08455933540632099,0.017202276520176252,0.3310756804509696
岳阳,,0.10320901994796183,0.07645440251572322,0.07978820522183683,0.06695975650997643,0.0426307448494454
唐山,,0.089782691574533,0.017316774532097234,0.019601100412654837,0.015851602023608802,0.0023240371845949515
衡阳,,0.04231052244297273,0.05788916343099193,0.07640974307640969,0.08865468071915683,0.07801822323462404
潍坊,,0.16040797403801577,0.058330003995205715,0.0817289543223858,0.096841737916594,0.0348393254852053
淮北,,0.8143750797906293,0.21101885730368708,0.009761199233048634,0.007422751596754651,0.04472241261137766
济宁,,0.04539600772697994,0.045888512473052145,0.018551236749116518,0.017056952876553844,0.010233086981239259
广州,,0.13967734109655505,1.5505827257729763,0.3198339175429812,0.18595570450701104,0.08009864036257008
珠海,,0.06998581368641488,0.003977523833575303,0.03024776757640546,0.08441677348470966,0.06816390858944055
嘉兴,,0.07526881720430101,-0.003695652173912989,0.09469779620336016,0.048833964520629936,0.008361839604712928
九江,,0.04822638501394971,0.03003802281368828,0.042266519010704995,0.03612537630600321,0.026662109041189597
淄博,,0.14305908962397518,0.020776651001731317,0.02035376787012355,0.02517216813108525,0.018068102849200907
佛山,,0.09551056338028174,0.027621534752912735,0.10526830221874706,0.2758224266006368,0.07021556803216189
柳州,,0.7409879839786382,0.162321063394683,0.015394765779634945,0.03876976391596276,0.008548790658882366
西宁,,0.04499814057270357,0.8302491103202847,0.045304297102858326,0.010230654761904656,0.01657153378751608
太原,,0.06041923551171391,0.07248062015503876,0.13679074810263825,0.4393578127483706,0.030590833793484373
廊坊,,0.007070567031748132,-0.03854625550660795,0.1466208476517754,0.013861138861138933,0.021554378618056313
株洲,,0.0982711555959963,0.023612261806130963,0.02853095912586001,0.0639386189258313,0.5582470414201184
平顶山,,0.11766296997565595,0.014762826718296207,0.04102074886715945,0.19152348224513172,0.0942126514131898
安阳,,0.04035874439461873,0.05849753694581272,0.1401977894124491,0.08443877551020407,0.03128675605739817
银川,,0.0803571428571428,0.038567493112947604,0.0389036251105217,0.04957446808510646,0.031015609162781343
呼和浩特,,0.14927597955706995,0.13248100796738926,0.8501308900523561,0.09754156349487086,0.026347594875513636
包头,,0.04982483456597908,0.06785317018909898,0.10347222222222219,0.8219005663939585,0.1461139896373056
北海,,0.061681453316434265,-0.024472741742936677,0.015500713848664027,0.014460735087366894,0.00851316570976035
海口,,0.1648396264717824,0.26071802021610324,0.1001750990692103,0.05989277936002679,0.10384888959140115
贵阳,,0.0648122647571836,0.04190016380722472,0.08158874637980973,0.02149797261112396,0.014904134212103015
温州,,0.029207291225095355,-0.1333662836195889,-0.022765077705432235,-0.026699737379632382,-0.01978713836006596
深圳,,0.23346839384443419,0.1271076733874883,0.14585157853933062,0.12365308474916059,0.09575049341555064
临沂,,0.046260869565217355,0.03889627659574457,0.05567999999999995,0.07911488329796912,0.03848314606741576
郑州,,0.05521196446643417,0.018222506393861915,0.042386185243328045,0.0690763052208836,0.08179939894815935
长沙,,0.10156782549420584,0.0767326732673268,0.092528735632184,0.06764860599684375,0.5863224280646433
东莞,,0.5060504782759017,0.0032713498622589654,0.07533893941994174,0.06032556654963295,0.041591410796708805
上海,,0.08871949119463651,0.15696901954995046,0.11192125410134879,0.13318032786885237,0.09656559226896588
枣庄,,0.07711757269279396,0.0313967136150235,0.021052631578947434,0.0373363053775424,0.027128659683051337
蚌埠,,0.0897358943577431,0.030294684659873283,0.02111734830259282,0.007853403141361293,0.005714285714285783
焦作,,0.05793650793650795,-0.013878469617404354,0.0311905667554202,0.025820730357801525,0.03200287666307089
西安,,0.11881089679856838,0.054918688349773426,0.05239659674837838,0.09293204194348825,0.30635711146916655
兰州,,0.07719748858447484,0.05179493972711624,0.04445843828715357,0.02894006993850229,0.00046876831126207996
成都,,0.07711536057992752,0.009631004873520643,0.07305673677355085,0.024919671545876376,-0.017172913473596174
开封,,0.08257575757575752,0.049451831117331535,0.07601689264280953,0.07643048956827103,0.058721934369602824
湛江,,0.12605992085924256,0.02008032128514059,0.06422244094488194,0.03306358381502883,0.03200537153088634
秦皇岛,,0.1138043665119477,0.028090754746102897,0.03678126407446336,0.042282073559223754,0.04709641567101963
洛阳,,0.07348013403542364,0.08784838350055746,0.06968641114982588,0.060547997700708844,0.2169828364950317
湘潭,,0.10977789124329851,0.02507476420519894,0.5240125673249552,0.03269032543071715,0.028946242692143187
邯郸,,0.05322736030828512,0.015549965698605117,0.006079711776626917,0.020367054610564095,1.0862031147181401
杭州,,-0.24393155590927174,-0.34282296650717703,0.04324717874044404,0.05657524367832134,0.02459323190735163
淮南,,0.05557641757416443,0.011739594450373536,-0.0010548523206751481,0.3361492432242168,-0.0021074815595363283
石家庄,,0.1971649484536082,0.10625864985391353,0.0660272449263275,0.708697352979528,0.044871794871794934
汕头,,0.14137878557297223,0.01306666666666656,0.07172940247433535,0.029841581726636424,-0.03875506797042694
张家口,,0.07001693958215705,0.05382585751978897,0.030295443164747082,0.04325637910085045,0.05683671092476117
南宁,,0.15286546867411355,-0.004528699315429208,0.046022005924672094,0.03671487812278751,0.02195121951219514
