City,2010,2011,2012,2013,2014,2015
北京,,0.028900555583872833,0.025116417318933992,0.021988111921905862,0.017401172687724564,0.008784160624651483
湖州,,0.0019008121651977739,0.002069679199724117,0.0037865748709122737,0.004801097393690057,0.006825938566553003
青岛,,0.008716595939901373,0.008357021034678835,0.010779725996504563,0.009158755480193292,0.005615617607393153
济南,,0.009841595775887502,0.009368055656417518,0.007079544146425754,0.009744527633308575,0.009197679354747468
重庆,,0.0119183809305905,0.008907159986296653,0.008488964346349714,0.007205387205387215,0.008407434645985257
烟台,,0.0011193708561751947,0.0009891055045871955,0.0009165246530811189,0.0018599859785672912,0.0016851605900918276
南昌,,0.00920760643878027,0.0083631361760661,0.010263935333504559,0.010796203100556845,0.01196519216823777
南充,,0.0010639280606248303,0.002386520929788638,0.0026506674285351473,0.00265949026436596,0.004768069721178492
宜宾,,-0.0026833631484793896,0.0,0.0011210762331839152,0.0011198208286673506,0.004474272930648837
合肥,,0.3174491941135249,0.006914893617021356,0.005150554675118935,0.011168046248850372,0.01221413721413711
宜昌,,0.0021701164374618997,0.004866658473638985,0.0024460044517280455,0.001512822389771351,0.002558167864538996
保定,,0.005736973590292571,0.00701986284964029,0.005714698500541182,0.006464441193731796,0.005422058989912992
大同,,0.005639867509786178,0.005204013498097293,0.005296222048130517,0.005040164272020808,0.004274890179545299
新乡,,-0.009035195237261484,0.0016079443050500686,0.0011466878362882404,0.005814977973568336,0.002277505255781298
沈阳,,0.009107877086219407,0.005867970660146771,0.0035245503159941904,0.0036332808526098326,0.00048268372149151695
天津,,0.04255401026714578,0.04323849458872875,0.04179315713123177,0.03029459112490751,0.019870649586962053
中山,,0.006273397145428294,0.004041625560894824,0.005990491283676791,0.005923312013610849,0.005293325398565418
泰安,,0.002910149145143759,0.0027022125498730176,0.007126191466657161,0.0022807679183951546,0.0035477512990502724
宁波,,0.0022336092497701188,0.0014420555846879068,0.0031417724833093796,0.01931358475792777,0.0017923441300728982
岳阳,,0.00169831994156322,0.006891145425045098,0.0064999728413390745,0.006493973736283465,0.006094618505477989
唐山,,0.005987865998417163,0.005389778954820956,0.0051496314147077005,0.007810067462376669,0.004248088360237823
衡阳,,0.0025181869054280437,0.004507396036840694,0.007182251364905579,0.007365517241379349,0.0023413752498837592
潍坊,,0.006962164540255111,0.006640962065688871,0.0009874024804419346,0.0023847721458614135,0.0032442252790034765
淮北,,0.0014170996693434468,0.0014150943396227245,0.008949599623174764,0.007936507936507908,0.009263547938860528
济宁,,0.00457241720217505,0.0035797761102227543,0.005846949657395628,0.004167783762704547,0.007184466019417579
广州,,0.003289641916064845,0.006861991624449004,0.00684638092048373,0.011890026920815755,0.032154734146248254
