"点击这里以选择指标，然后再点击""更新""或""下载编辑""按钮更新或新增及移除数列",单位,平均,方差,标准差,偏度,峰度,变异系数,最小,最大,中位数,观测次数,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018
房地产开发投资:住宅:江苏:无锡市,百万人民币,32287.92727,968712048.4,31124.13932,0.627470256,-1.046623107,0.963955941,214.59,93792.73,22673.96,22,,,,,,,214.59,2332.06,1057.90,859.97,733.99,884.44,6027.71,10335.58,14947.15,15848.32,19247.55,26100.37,29685.92,29973.20,43065.44,58431.86,61454.88,73584.94,84598.00,68715.32,68442.48,93792.73,
房地产开发投资:住宅:江苏:徐州市,百万人民币,13412.62636,204842461.3,14312.31852,0.868133039,-0.638783042,1.067078,288.97,42181.47,7117.06,22,,,,,,,288.97,2522.42,320.91,381.91,637.27,969.03,1537.15,2334.04,2472.98,4679.36,5917.25,8316.87,11397.08,12346.03,16969.83,21996.09,23836.81,28893.79,31695.00,33879.92,41503.60,42181.47,
房地产开发投资:住宅:江苏:常州市,百万人民币,18136.945,291874877.2,17084.34597,0.433666528,-1.387937659,0.941963819,101.37,47346.39,14268.98,22,,,,,,,101.37,1185.43,736.90,165.69,136.54,119.72,3002.64,3697.17,7204.87,7862.40,12337.89,16200.07,21093.82,20143.85,28036.00,40420.92,41611.26,47346.39,46105.00,35958.33,31648.02,33898.51,
房地产开发投资:住宅:江苏:苏州市,百万人民币,62936.11304,4175623246,64619.06256,0.960442565,-0.121196658,1.026740601,261.62,211160,44476.56,23,,,,,,,355.50,6441.63,434.58,406.79,561.68,261.62,8613.57,14816.96,27563.97,32506.77,36177.64,44476.56,51501.13,51466.10,66873.02,88144.61,85165.17,98861.86,130350.00,141909.02,165523.68,183958.74,211160.00
房地产开发投资:住宅:江苏:南通市,百万人民币,17966.95182,345562959.3,18589.3238,0.747327853,-1.116148461,1.03463982,318.25,51402.15,9672.995,22,,,,,,,507.64,9269.22,578.20,426.29,318.25,525.11,2436.69,3182.25,4222.69,6237.73,8889.07,10076.77,13500.81,14661.77,20448.44,28432.31,38769.65,44489.95,49267.00,51402.15,42587.54,45043.41,
房地产开发投资:住宅:江苏:连云港市,百万人民币,7147.859091,48688325.24,6977.702003,0.744139038,-0.640239152,0.976194678,287.14,22259.63,5075.92,22,,,,,,,287.14,1509.67,429.76,552.00,439.16,677.44,973.78,1165.50,1861.13,2209.19,3988.99,6162.85,8187.25,8340.67,10016.74,11433.43,11879.04,13100.60,15089.00,17398.43,19291.50,22259.63,
房地产开发投资:住宅:江苏:淮安市,百万人民币,10150.685,97597650.13,9879.152298,0.38335101,-1.652584164,0.973249815,152.87,27018,6798.955,22,,,,,,,152.87,752.78,551.75,443.47,593.97,735.00,919.89,1176.88,1804.31,2715.55,5106.04,8491.87,10586.03,14111.38,17004.00,22251.09,21100.79,23163.65,27018.00,20014.06,22299.07,22322.62,
房地产开发投资:住宅:江苏:盐城市,百万人民币,11889.15391,147604997.1,12149.2797,0.770449515,-0.88332058,1.021879251,245.17,36060,7553.89,23,,,,,,,245.17,3691.05,660.57,626.11,519.81,309.70,1289.94,1818.22,2487.60,3756.68,4963.47,7553.89,8597.37,10012.26,12419.39,16715.93,20061.17,24955.02,27460.00,27426.35,27301.83,34519.01,36060.00
房地产开发投资:住宅:江苏:扬州市,百万人民币,11057.04,114350167.6,10693.46378,0.734019618,-0.97275567,0.967118124,312.04,29850.88,6947.535,22,,,,,,,312.04,1073.93,847.37,883.55,1140.94,838.03,1953.03,3015.59,4839.64,5461.21,5880.21,8014.86,10882.72,10634.37,13716.23,16098.99,18171.28,23998.39,28699.00,29850.88,28927.66,28014.96,
房地产开发投资:住宅:江苏:镇江市,百万人民币,10373.67391,120559190.2,10979.94491,0.90064785,-0.610287903,1.058443229,114.26,34145.02,7072.42,23,,,,,,,114.26,674.65,250.90,248.04,148.71,313.02,1315.22,2315.14,3293.01,4863.72,5619.21,7072.42,8361.56,8317.29,7991.00,10153.44,15639.49,22110.59,24297.00,26979.84,34145.02,26248.97,28122.00
房地产开发投资:住宅:江苏:泰州市,百万人民币,9719.36,84341060.33,9183.738908,0.565500209,-1.16991463,0.944891321,128.72,28159,7359.68,23,,,,,,,128.72,2853.06,356.39,467.20,518.21,521.40,1364.03,2026.43,2354.12,3164.94,4681.74,7359.68,9085.57,9495.01,11557.49,17405.36,15733.16,21416.14,22110.00,19753.74,19490.73,23543.16,28159.00
房地产开发投资:住宅:江苏:宿迁市,百万人民币,9279.158696,89715406.39,9471.821704,0.660640104,-1.150748341,1.020762982,63.65,26635.51,5571.55,23,,,,,,,63.65,1291.80,441.31,691.56,612.17,675.95,484.49,831.54,1544.44,2710.47,4424.62,5571.55,6767.84,8950.86,10601.17,14451.58,16072.51,22315.76,26137.00,26635.51,22509.55,18974.32,20661.00
房地产开发投资:住宅:浙江:杭州市,百万人民币,57717.78545,3029669108,55042.43007,0.873580333,-0.623065615,0.953647643,764.62,171292.97,35438.47,22,,,,,,,764.62,8910.15,7533.53,6275.68,7511.68,9174.85,14908.76,19401.39,25351.03,31920.75,32687.61,38189.33,45621.70,50964.25,67627.37,80657.11,100174.23,116956.00,133702.16,144168.11,155998.00,171292.97,
房地产开发投资:住宅:浙江:宁波市,百万人民币,30984.80682,851662694.9,29183.26053,0.919885535,-0.508318571,0.941857107,312.36,93247.41,20057.255,22,,,,,,,312.36,2729.44,4426.92,3055.94,4509.62,6687.21,9866.11,13684.23,17841.88,18168.24,22118.07,20722.83,19391.68,23764.19,32311.95,41681.84,51564.54,64233.00,77325.40,74754.89,79268.00,93247.41,
房地产开发投资:住宅:浙江:温州市,百万人民币,24600.30273,566281996.3,23796.68036,0.954512428,-0.514104147,0.967332826,111.81,77417.44,13141.82,22,,,,,,,111.81,7391.99,6627.36,236.70,4107.33,6783.36,8595.88,9690.86,10155.32,11367.13,11920.50,14363.14,15313.22,17428.66,19262.63,47344.72,46648.12,52220.00,55152.95,51850.54,67217.00,77417.44,
房地产开发投资:住宅:浙江:嘉兴市,百万人民币,15304.50864,215384981,14676.00017,1.102654746,0.723635582,0.958933117,238.93,54765.92,9709.89,22,,,,,,,285.53,2632.94,2938.71,238.93,1680.49,2891.68,3413.72,5574.48,8714.18,9219.76,8308.12,10200.02,12308.43,12768.70,17842.58,25961.16,27930.18,33380.00,34152.37,28007.29,33484.00,54765.92,
房地产开发投资:住宅:浙江:湖州市,百万人民币,8521.149091,64255574.76,8015.957507,0.756115332,-0.776875967,0.940713209,108.69,23328.12,6416.035,22,,,,,,,172.30,108.69,703.16,118.34,1268.68,1749.99,1977.00,2439.26,4142.97,5454.19,5839.59,6992.48,7058.46,7575.39,9876.60,13094.58,14341.22,17902.00,23328.12,22803.86,17582.00,22936.40,
房地产开发投资:住宅:浙江:绍兴市,百万人民币,20023.14565,374656079.2,19356.0347,0.817153038,-0.683224338,0.966683009,190.74,63400,12902.89,23,,,,,,,190.74,2536.24,3010.54,209.38,2756.71,4196.57,3808.43,5410.20,8974.66,8307.17,9091.52,12902.89,13459.87,13999.17,19956.13,28979.63,34724.55,41829.00,46569.49,42763.97,43135.00,50320.49,63400.00
房地产开发投资:住宅:浙江:金华市,百万人民币,11191.79591,84359301.2,9184.731962,0.511546135,-1.127699587,0.820666499,258.5,26326.93,9267.425,22,,,,,,,258.50,2750.36,798.92,272.99,343.78,3080.19,4241.51,5479.10,8413.49,8839.37,7736.22,9695.48,11108.08,10849.31,12007.70,14814.44,20302.93,25199.00,24031.39,23752.82,25917.00,26326.93,
房地产开发投资:住宅:浙江:衢州市,百万人民币,4607.736957,21821254.75,4671.322591,2.300117661,6.993510819,1.013799754,120.44,21386,3094.17,23,,,,,,,120.44,948.08,1168.63,121.27,694.94,1281.26,1786.34,2309.34,3034.61,2710.61,3094.17,3568.82,3521.20,2870.15,5256.75,5654.18,6031.30,7053.00,7113.30,6440.50,8407.00,11406.06,21386.00
房地产开发投资:住宅:浙江:舟山市,百万人民币,4875.439545,24050588.39,4904.139924,0.89253622,-0.82353131,1.005886726,21.08,14287.76,2756.93,22,,,,,,,51.74,774.57,680.78,21.08,696.08,987.85,1500.79,1628.92,2019.12,2253.98,2708.07,3157.18,2805.79,3511.55,3922.62,7962.42,10370.73,9482.00,13625.18,12590.46,12221.00,14287.76,
房地产开发投资:住宅:浙江:台州市,百万人民币,12846.44727,133644146.9,11560.45617,0.656385077,-1.250772905,0.899895195,273.06,33283.94,8043.87,22,,,,,,,273.06,3239.44,2788.03,315.06,2041.17,2423.69,3415.52,4241.54,6663.74,8610.37,7477.37,7040.99,9163.13,11413.88,14263.09,24131.68,26454.43,31890.00,33283.94,27277.85,26329.00,29884.86,
房地产开发投资:住宅:浙江:丽水市,百万人民币,5493.147368,19171927.34,4378.575948,0.733878723,-1.018439592,0.797097848,434.64,13731,3491.52,19,,,,,,,,,,,434.64,960.99,1188.03,1724.23,2638.20,2099.00,3397.45,3989.02,2974.03,2987.07,3491.52,4113.33,6250.32,8778.00,11133.00,10662.34,11106.00,12711.63,13731.00
房地产开发投资:住宅:安徽:合肥市,百万人民币,38598.04696,1396940832,37375.67166,0.614109371,-0.76048521,0.968330644,397.93,116586,29861.66,23,,,,,,,574.57,397.93,841.66,1200.47,1285.07,1665.53,2420.46,6410.47,10304.74,14293.90,22457.20,29861.66,43634.02,46818.90,56135.82,62557.61,57850.27,67434.58,71503.65,77872.92,86102.31,109545.34,116586.00
房地产开发投资:住宅:安徽:芜湖市,百万人民币,12522.45682,167899445.1,12957.60183,0.473301005,-1.632089159,1.034749172,136.31,33302.39,5402.895,22,,,,,,,353.24,136.31,152.95,186.66,211.39,1098.94,910.88,2330.02,2354.93,2825.51,4479.27,6326.52,11629.15,15853.83,24816.37,24110.32,25649.52,30852.36,32504.95,28050.12,27358.42,33302.39,
房地产开发投资:住宅:安徽:蚌埠市,百万人民币,9712.652174,177406638.7,13319.40835,1.308691842,0.3913648,1.371346169,105.92,42656.05,1898.18,23,,,,,,,105.92,239.47,315.28,366.53,386.93,702.87,493.88,1145.69,1275.94,1341.80,1589.85,1898.18,2565.25,3149.79,5429.20,8135.09,12612.41,21412.86,26552.78,27912.23,27297.87,35805.13,42656.05
房地产开发投资:住宅:安徽:淮南市,百万人民币,4517.641304,26308954.05,5129.225483,1.322281013,1.550519869,1.135376879,42.76,19023.4,2655.78,23,,,,,,,132.24,199.01,193.95,223.71,42.76,296.98,268.25,544.25,1118.17,1100.83,1541.56,2655.78,2726.62,4075.56,6452.44,7813.95,8666.48,8358.43,7108.87,7884.72,9111.57,14366.22,19023.40
房地产开发投资:住宅:安徽:马鞍山市,百万人民币,6532.993182,51921412.2,7205.651407,0.834730643,-1.001240608,1.102963252,154.44,20786.06,2719.665,22,,,,,,,154.44,217.35,475.46,299.42,220.57,867.81,798.91,1334.47,1529.35,2174.62,2500.41,2938.92,4641.42,4590.30,6702.01,11534.74,15296.22,17330.30,17827.96,14597.57,16907.54,20786.06,
房地产开发投资:住宅:安徽:淮北市,百万人民币,3106.398636,12000300.63,3464.145008,0.940058856,-0.766045501,1.115164347,251.56,9842.34,1108.69,22,,,,,,,269.69,251.56,504.45,340.98,651.23,591.72,280.55,475.78,465.51,552.81,822.72,1394.66,1756.20,2527.22,3161.46,4993.39,7208.14,9092.62,9842.34,9198.16,6078.66,7880.92,
房地产开发投资:住宅:安徽:铜陵市,百万人民币,2940.646364,9184385.374,3030.57509,0.63243284,-1.304552296,1.030581279,22.97,8844.59,1176.1,22,,,,,,,111.39,258.79,331.81,42.59,22.97,343.23,397.54,605.67,869.25,826.55,1068.53,1283.67,2194.90,3362.68,4376.35,5812.07,6933.00,6399.40,7201.29,6746.10,6661.85,8844.59,
房地产开发投资:住宅:安徽:安庆市,百万人民币,4272.71,16720287.5,4089.044816,0.616444938,-1.130965767,0.957014358,125.53,12161.91,2613.745,22,,,,,,,125.53,768.98,412.55,189.32,504.36,939.73,542.32,811.13,1094.29,1211.01,1900.58,3326.91,5037.03,4748.53,6932.56,6960.35,6704.84,10709.54,10647.41,8784.37,9486.37,12161.91,
房地产开发投资:住宅:安徽:黄山市,百万人民币,3879.517826,13849976.84,3721.555702,0.372477976,-1.596433172,0.959283052,51.89,10450,1930.44,23,,,,,,,51.89,77.19,109.07,90.35,171.67,283.30,352.07,578.06,1087.88,1281.62,1553.24,1930.44,3965.84,4878.29,7099.06,7915.15,7368.25,8532.92,9263.58,6906.16,6608.35,8674.53,10450.00
房地产开发投资:住宅:安徽:滁州市,百万人民币,8562.163913,116681222.5,10801.90828,1.213684682,0.510192603,1.261586252,133.14,35942.38,2098.97,23,,,,,,,159.16,133.14,179.88,184.25,359.88,1406.58,328.13,455.59,624.17,1183.38,1516.27,2098.97,3051.16,4485.29,8508.24,12403.92,15792.24,16871.82,19435.76,21443.49,19959.08,30406.99,35942.38
房地产开发投资:住宅:安徽:阜阳市,百万人民币,6167.681364,83029120.27,9112.031621,2.191134144,4.781320586,1.477383653,132.03,35905.09,2299.92,22,,,,,,,132.03,530.13,614.15,1029.82,582.75,2206.32,185.10,577.84,752.01,1386.68,1735.03,2393.52,3205.78,3209.17,3897.17,5809.36,6009.27,9931.31,14277.70,18308.24,23010.52,35905.09,
房地产开发投资:住宅:安徽:宿州市,百万人民币,4885.9655,34900414.69,5907.657293,1.217088382,0.255252724,1.209107451,155.11,18253.08,2146.56,20,,,,,,,,,517.90,413.98,155.11,578.24,306.48,248.52,354.01,460.42,896.91,1590.14,2702.98,3206.07,4381.87,5276.09,7184.66,9187.59,11493.93,13751.17,16760.16,18253.08,
房地产开发投资:住宅:安徽:巢湖市,百万人民币,2148.606667,3946370.778,1986.547452,1.373648563,1.113437024,0.924574741,364.82,6725.6,1096.34,12,,,,,,,,,,1010.35,924.92,1182.33,364.82,595.89,863.32,965.78,1613.78,3029.31,3964.60,4542.58,6725.60,,,,,,,,
房地产开发投资:住宅:安徽:六安市,百万人民币,5916.487895,44507899.57,6671.424103,1.18178587,0.455148181,1.127598708,179.87,22412.88,2882.06,19,,,,,,,,,,179.87,387.30,445.12,398.08,524.01,987.03,959.99,1574.30,2516.88,2882.06,3296.94,4578.06,6900.53,8726.76,11409.48,13891.91,13592.44,16749.63,22412.88,
房地产开发投资:住宅:安徽:亳州市,百万人民币,4806.145556,39237128.89,6263.954732,1.483933519,1.56923739,1.303321895,209.26,21565.88,1105.165,18,,,,,,,,,,,491.35,465.54,209.26,460.34,238.28,352.89,492.23,643.30,753.69,1456.64,3546.71,4420.91,4860.57,8541.82,12320.50,11626.12,14064.59,21565.88,
房地产开发投资:住宅:安徽:池州市,百万人民币,3045.072778,7603922.743,2757.521123,0.373938113,-1.737590746,0.905568216,172.41,7113.27,2130.5,18,,,,,,,,,,,172.41,303.93,269.43,360.28,454.29,569.64,711.31,990.13,2267.77,1993.23,3266.80,4605.07,5646.98,6624.18,7113.27,6182.36,6819.63,6460.60,
房地产开发投资:住宅:安徽:宣城市,百万人民币,6540.875789,34371266.8,5862.701323,0.432831615,-1.465199289,0.896317483,405.98,16907.74,5362.76,19,,,,,,,,,,,573.82,1271.22,405.98,470.49,593.28,887.92,1070.09,2834.21,3581.02,5362.76,5883.10,7714.93,9419.84,12298.93,13777.54,12935.59,13959.85,14328.33,16907.74
房地产开发投资:住宅:福建:福州市,百万人民币,40460.05609,1581489317,39767.94334,0.769896778,-0.99667323,0.982893925,556.22,117698.54,22398.51,23,,,,,,,556.22,4302.51,5666.78,3615.87,4596.10,6063.04,6864.85,11363.97,15120.92,15883.98,20287.82,27049.38,22398.51,25219.01,38428.29,68751.36,62848.04,86540.77,92658.00,85665.33,112359.00,117698.54,96643.00
房地产开发投资:住宅:福建:厦门市,百万人民币,18938.03864,254039112.7,15938.60448,0.798692729,-0.390698766,0.841618543,3564.07,55036.47,16840.705,22,,,,,,,3995.86,3564.07,4202.69,4302.59,3978.82,3586.81,4140.09,5487.90,6691.12,8332.50,15471.85,25865.69,21069.27,18209.56,20742.76,25453.42,28948.87,30418.99,38462.44,45869.58,42805.50,55036.47,
房地产开发投资:住宅:福建:莆田市,百万人民币,7844.590435,96872902.87,9842.403307,1.066742448,-0.522753775,1.254673955,103.55,27041.58,2582.11,23,,,,,,,319.73,713.86,765.51,882.43,103.55,609.77,355.14,421.03,745.34,1233.78,1429.67,2582.11,3763.44,3111.67,4443.61,9318.19,11163.02,16650.30,20062.48,24686.37,23204.00,27041.58,26819.00
房地产开发投资:住宅:福建:三明市,百万人民币,4011.629565,15821792.44,3977.66168,0.686965967,-0.915516146,0.991532647,231.27,12428.45,2767.7,23,,,,,,,352.71,585.88,235.04,269.77,231.27,915.76,372.71,517.84,726.28,747.84,1293.32,2767.70,3611.97,4228.58,4509.10,7002.22,8711.93,10796.00,12428.45,9101.27,6956.00,7251.84,8654.00
房地产开发投资:住宅:福建:泉州市,百万人民币,16634.39261,372081569.1,19289.41599,1.025640689,-0.598260738,1.159610479,232.41,56962,7133.08,23,,,,,,,255.78,232.41,2650.88,2439.70,309.11,3086.15,1853.78,2622.51,3407.37,4617.28,4918.24,7133.08,8708.18,9357.17,10268.35,16381.07,24398.53,38344.00,51339.49,43628.53,45655.00,44022.42,56962.00
房地产开发投资:住宅:福建:漳州市,百万人民币,12634.28348,245512908.5,15668.85154,1.304120081,0.744470885,1.240185212,216.55,54587,5023.42,23,,,,,,,824.14,1578.56,1951.02,1609.04,216.55,257.25,942.02,1029.80,1673.37,2110.93,2786.03,5023.42,6667.56,6017.08,8417.54,15376.84,17293.43,24277.00,33617.62,36761.89,33486.00,34084.43,54587.00
房地产开发投资:住宅:福建:南平市,百万人民币,3915.750909,15177632.04,3895.848051,1.039604401,-0.403456276,0.994917231,208.82,11832.76,2352.145,22,,,,,,,958.26,878.62,1137.00,1187.68,208.82,831.70,728.43,907.48,915.61,1050.87,1908.34,2795.95,2835.31,3066.21,4103.54,5176.12,5660.46,8799.48,9994.49,9675.12,11494.27,11832.76,
房地产开发投资:住宅:福建:龙岩市,百万人民币,4940.008636,31885266.12,5646.704005,1.189797233,0.212733381,1.143055493,217.59,18980,2129.925,22,,,,,,,217.59,1014.18,547.12,664.00,,886.31,318.39,614.39,795.79,1180.53,1567.91,2149.19,2110.66,2726.85,2877.87,4836.14,6843.29,9051.00,13283.74,13574.78,11140.00,13300.46,18980.00
房地产开发投资:住宅:福建:宁德市,百万人民币,6613.773158,46727811.46,6835.774386,0.715492519,-1.114752636,1.033566502,52.47,19870.16,2472.2,19,,,,,,,,,,,52.47,64.78,502.61,801.66,844.34,967.88,1504.37,2472.20,2309.05,2392.26,3731.44,6860.94,9330.57,15330.00,19870.16,17532.37,12888.00,13382.59,14824.00
房地产开发投资:住宅:江西:南昌市,百万人民币,14623.25318,221090906.8,14869.12596,1.108200969,0.39974619,1.016813822,561.77,48637.99,9881.8,22,,,,,,,1077.01,1303.66,1537.00,561.77,1010.47,926.22,1886.36,4455.74,5585.56,8173.08,8976.04,10787.56,13660.80,15866.47,17126.77,20650.66,22133.19,24114.10,30000.34,36056.33,47184.45,48637.99,
房地产开发投资:住宅:江西:景德镇市,百万人民币,1752.085217,2473858.194,1572.850341,0.668289712,-0.619379749,0.897701964,124.01,5396,1162.44,23,,,,,,,134.20,124.01,160.02,179.00,221.66,213.95,295.77,637.66,798.19,659.70,783.90,1162.44,2068.73,2104.56,2118.59,2954.65,3932.07,3350.20,3080.48,2384.65,3761.34,3776.19,5396.00
房地产开发投资:住宅:江西:萍乡市,百万人民币,1214.428636,1107803.312,1052.522357,0.803203001,-0.334226142,0.866681109,71.87,3424.65,1254.13,22,,,,,,,71.87,149.90,231.32,241.04,215.05,171.37,180.69,273.53,660.70,894.36,1281.94,1346.02,1509.00,1626.65,1281.97,1226.32,1282.20,1910.79,2766.45,3230.08,2741.53,3424.65,
房地产开发投资:住宅:江西:九江市,百万人民币,3448.111818,11364949.06,3371.194011,1.033065098,-0.043996298,0.977692775,161.31,11138.02,2363.465,22,,,,,,,503.45,498.63,482.44,161.31,614.57,602.74,757.52,709.05,1148.11,1589.78,1847.92,3087.66,2879.01,4009.19,3821.19,4552.49,4818.62,5948.04,9091.51,9516.50,8080.71,11138.02,
房地产开发投资:住宅:江西:新余市,百万人民币,1161.491739,805414.508,897.4488888,0.043690708,-1.512572737,0.772669196,82.06,2818.22,1409.95,23,,,,,,,82.06,123.18,137.18,167.66,103.39,83.73,147.53,230.27,570.53,802.00,1016.18,1458.93,1671.35,2043.02,1885.39,2099.72,1754.72,2818.22,2172.31,2134.90,1409.95,1825.09,1977.00
房地产开发投资:住宅:江西:鹰潭市,百万人民币,1442.702174,2662808.121,1631.811301,1.10606818,-0.315858343,1.13107981,47.81,4742.4,707.7,23,,,,,,,47.81,134.20,154.36,208.87,65.77,149.64,222.90,224.18,363.87,484.43,533.99,707.70,840.54,914.13,1129.05,1729.25,1713.59,2379.60,3423.29,4260.09,4277.49,4742.40,4475.00
房地产开发投资:住宅:江西:赣州市,百万人民币,7112.948421,50873183.81,7132.543993,0.851736073,-0.562134644,1.002754916,238.35,22257.44,4675.93,19,,,,,,,,,,305.50,238.35,589.36,641.96,787.86,1114.58,1813.02,2283.10,3894.01,4675.93,5205.24,6838.83,9188.68,11171.51,12630.43,15145.36,17958.04,18406.82,22257.44,
房地产开发投资:住宅:江西:吉安市,百万人民币,2809.983889,5527376.83,2351.037394,0.909102379,-0.030752475,0.836672909,143.41,7833.24,2319.225,18,,,,,,,,,,,143.41,153.40,183.03,819.86,950.90,1359.05,1739.81,1981.98,2224.82,2863.53,2574.33,2413.63,2905.93,4480.73,4877.01,5870.34,7204.71,7833.24,
房地产开发投资:住宅:江西:宜春市,百万人民币,5487.464211,28868367.89,5372.929172,0.901581031,-0.441864291,0.979127875,114.45,15916.47,3664.38,19,,,,,,,,,,,114.45,382.21,330.01,444.37,942.58,1147.67,1591.59,2426.61,3168.81,3664.38,4103.42,6066.40,6521.49,7729.63,8514.85,11344.13,14162.75,15916.47,15690.00
房地产开发投资:住宅:江西:抚州市,百万人民币,4766.125556,10240504.34,3200.078803,-0.05175764,-1.465463476,0.671421423,349.58,9503.6,5449.405,18,,,,,,,,,,,349.58,498.81,476.96,1103.72,1646.78,2181.98,2984.24,3757.13,5509.42,5841.36,6673.38,7408.64,5389.39,6539.21,8026.84,8847.54,9051.68,9503.60,
房地产开发投资:住宅:江西:上饶市,百万人民币,5639.921579,14873120.85,3856.568534,-0.053770071,-1.10417552,0.683798255,33.69,12780,6790.7,19,,,,,,,,,,,33.69,770.65,189.66,990.13,1539.87,1972.93,3418.36,5034.64,6504.07,6790.70,6866.46,7823.54,6798.43,7673.74,9655.39,9715.24,8476.85,10124.16,12780.00
房地产开发投资:住宅:山东:济南市,百万人民币,29856.43435,902535208.7,30042.22376,0.873701648,-0.605973772,1.00622276,735.02,92850,16232.58,23,,,,,,,735.02,2168.16,3156.32,1762.32,3163.74,4750.38,6419.88,7408.77,8710.41,9667.33,12601.02,16232.58,22264.97,25552.30,36455.83,40232.51,44470.06,51350.00,61368.95,72541.84,80556.89,82278.71,92850.00
房地产开发投资:住宅:山东:青岛市,百万人民币,36590.42435,1153913921,33969.30851,0.703125564,-0.940169704,0.928366072,2854.12,103480,23460.04,23,,,,,,,2854.12,3097.33,3142.96,3620.42,4350.25,7006.46,7125.87,9386.46,12886.54,16232.25,19964.21,23460.04,28284.95,31375.27,45098.90,57077.59,59355.24,66810.00,73110.90,75691.23,95617.82,92550.95,103480.00
房地产开发投资:住宅:山东:淄博市,百万人民币,8852.971304,48222621.4,6944.25096,0.239524523,-1.532732124,0.784397771,669.95,20450,8262.44,23,,,,,,,697.30,1159.00,1361.52,1332.00,669.95,1562.62,2327.38,2290.38,3782.27,5053.94,7138.34,8262.44,9824.82,10500.39,13117.44,15706.02,12342.23,15495.40,18900.76,17977.67,15803.77,17862.70,20450.00
房地产开发投资:住宅:山东:枣庄市,百万人民币,5758.326364,34839277.4,5902.480614,0.771889214,-1.104321756,1.025034054,514.69,17031.68,2489.335,22,,,,,,,677.87,678.38,650.52,1600.90,514.69,651.13,620.98,1154.33,1522.30,1736.34,2039.39,2939.28,3420.74,5521.00,6835.08,11319.62,14164.00,17031.68,15837.52,13911.85,11824.26,12031.32,
房地产开发投资:住宅:山东:东营市,百万人民币,6429.603478,33787919.71,5812.737712,0.503237317,-1.483640676,0.904058506,487.83,15760.9,4607.62,23,,,,,,,487.83,896.57,915.68,1338.81,1174.60,695.56,719.46,984.61,1832.35,2676.15,2780.62,4607.62,5254.47,6328.84,8242.25,9857.34,11970.26,13597.93,14792.75,15513.09,15760.90,14717.19,12736.00
房地产开发投资:住宅:山东:烟台市,百万人民币,20737.38217,353283468.6,18795.83647,0.30473014,-1.770605049,0.9063746,349.58,45862.25,15595.5,23,,,,,,,349.58,1177.26,832.43,744.79,490.68,3030.71,2970.31,4903.69,6962.92,8080.00,10269.24,15595.50,20699.70,19703.97,29887.94,43821.74,45862.25,42829.61,45398.59,45812.21,42132.19,41016.48,44388.00
房地产开发投资:住宅:山东:潍坊市,百万人民币,15943.76409,238667236.6,15448.85875,0.452997625,-1.578330618,0.968959316,515.38,41900,9115.145,22,,,,,,,545.13,1369.72,1450.05,1602.57,515.38,1596.22,1186.72,2630.41,4520.25,5004.91,6408.75,11821.54,15014.45,20788.51,27086.01,31413.30,33690.00,41900.00,32222.07,35609.02,34152.69,40235.11,
房地产开发投资:住宅:山东:济宁市,百万人民币,8974.862273,100161355.6,10008.06453,1.01093661,-0.411658758,1.115121795,392.43,30554.43,4079.845,22,,,,,,,392.43,1074.93,849.12,1320.51,594.67,973.51,800.77,1532.03,1435.10,2793.97,3643.38,4516.31,5958.10,6668.26,9963.35,13873.26,16144.82,20080.00,24016.51,22409.61,27851.90,30554.43,
房地产开发投资:住宅:山东:泰安市,百万人民币,5202.547391,25077451.84,5007.739194,0.797779959,-0.864849896,0.962555229,287.28,15075.72,2721.72,23,,,,,,,287.28,770.44,1237.65,1020.92,982.13,993.73,454.33,1156.78,1381.91,2025.77,1793.98,2721.72,3894.88,4357.45,5712.81,7122.96,9118.42,9842.28,10699.76,11647.06,15075.72,12790.61,14570.00
房地产开发投资:住宅:山东:威海市,百万人民币,13340.30609,146410676.1,12100.02794,0.372580222,-1.566127755,0.907027759,164.51,33753,8437.99,23,,,,,,,164.51,414.09,882.18,970.24,1471.55,1653.32,1843.10,3144.20,3785.74,4983.91,6935.67,8437.99,13392.55,18817.96,23692.38,30777.24,30139.54,33753.00,29255.41,25662.20,17489.20,21646.06,27515.00
房地产开发投资:住宅:山东:日照市,百万人民币,3845.240909,14774964.71,3843.821629,1.375735376,1.716254985,0.9996309,279.89,14339.7,2981.475,22,,,,,,,279.89,477.23,560.96,675.83,319.11,659.49,392.75,903.05,1406.39,2049.60,2965.86,2997.09,4196.70,4789.18,5169.96,5169.96,5036.20,5402.00,6415.28,8486.97,11902.10,14339.70,
房地产开发投资:住宅:山东:莱芜市,百万人民币,1194.493636,1191171.122,1091.407863,1.284912374,1.139699547,0.913699185,102.87,4123.05,746.935,22,,,,,,,243.34,102.87,671.75,526.83,556.97,293.69,170.91,230.38,381.58,499.68,519.37,1050.07,1228.66,1186.16,822.12,1899.68,2431.19,2451.32,1705.87,1922.58,3260.79,4123.05,
房地产开发投资:住宅:山东:临沂市,百万人民币,10191.06364,120156091.6,10961.57341,0.93244299,-0.599769806,1.075606414,859.71,32557.33,4391.21,22,,,,,,,2262.44,1061.66,969.24,1084.00,902.72,1791.21,859.71,1204.27,1298.61,2279.44,3733.90,5048.52,8744.08,11343.74,11963.85,14080.36,16534.49,21930.28,26855.13,29430.83,28267.59,32557.33,
