"点击这里以选择指标，然后再点击""更新""或""下载编辑""按钮更新或新增及移除数列",单位,平均,方差,标准差,偏度,峰度,变异系数,最小,最大,中位数,观测次数,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018
房地产开发投资:住宅:山东:德州市,百万人民币,6588.809545,42950094.64,6553.632172,0.814723983,-0.847473147,0.994661043,277.33,19231.29,4044.915,22,,,,,,,277.33,666.53,489.40,485.06,545.89,1154.76,771.97,1603.64,2658.54,3086.06,3595.48,4494.35,6013.75,6146.22,6912.00,9602.24,11287.90,15460.00,15680.54,17741.60,17049.26,19231.29,
房地产开发投资:住宅:山东:聊城市,百万人民币,6890.997619,61918443.75,7868.827343,1.297793069,0.563041969,1.141899588,325.68,25930,2213.14,21,,,,,,,,,1895.58,844.09,325.68,793.85,1074.79,1814.40,1582.99,1228.49,1570.53,2213.14,2069.66,2733.54,4411.45,6882.49,8633.18,11354.79,12867.09,14666.65,19293.57,22524.99,25930.00
房地产开发投资:住宅:山东:滨州市,百万人民币,5351.797368,20096977.98,4482.965311,0.267087814,-1.331527658,0.837656025,316.03,14106,4894.17,19,,,,,,,,,,,659.99,558.85,316.03,452.44,362.63,1025.72,1113.71,2136.78,3980.41,4894.17,6858.13,7933.56,10494.88,10305.00,9059.09,9138.29,9135.97,9152.50,14106.00
房地产开发投资:住宅:山东:菏泽市,百万人民币,9165.176667,86493857.87,9300.20741,0.58685338,-1.350568154,1.014733021,105.55,25340.68,4719.615,18,,,,,,,,,,,105.55,215.23,226.06,475.97,653.27,1416.11,2342.94,2983.66,4094.69,5344.54,9076.35,13150.79,15645.33,18073.00,20246.94,21735.05,23847.02,25340.68,
房地产开发投资:住宅:河南:郑州市,百万人民币,51052.40364,4447615097,66690.44232,1.692458908,2.400606129,1.306313466,1756.98,241866,20121.755,22,,,,,,,2581.76,1932.65,2400.83,1756.98,2099.34,3502.52,4823.35,6412.96,9498.47,12546.06,17717.93,22525.58,34178.94,39234.49,55574.52,62740.00,67565.24,91046.00,117692.95,133816.31,191640.00,241866.00,
房地产开发投资:住宅:河南:开封市,百万人民币,5009.415652,40339933.07,6351.372535,1.263089768,0.426511,1.267886911,295.26,20369,962,23,,,,,,,501.95,347.11,424.97,477.32,514.79,616.06,295.26,386.55,364.33,466.69,766.68,962.00,1672.43,2830.81,4420.65,6323.76,7296.74,10255.00,10296.46,12213.00,15290.00,20369.00,18125.00
房地产开发投资:住宅:河南:洛阳市,百万人民币,10755.25739,97884888.41,9893.679215,0.42088329,-1.554168102,0.91989237,345.99,27195,8658.32,23,,,,,,,345.99,357.68,1406.30,1175.10,1568.42,1896.95,1197.40,1499.90,2083.47,3056.24,6183.76,8658.32,8682.05,10973.37,15518.27,18114.91,20431.58,22876.00,21869.12,23245.09,26496.00,27195.00,22540.00
房地产开发投资:住宅:河南:平顶山市,百万人民币,3770.079091,18598771.88,4312.629346,1.006837536,-0.544788793,1.143909515,238.06,12749,1347.06,22,,,,,,,238.06,511.26,508.79,785.90,757.34,832.73,317.61,257.80,372.04,566.01,1239.62,1693.26,1454.50,2747.29,3862.69,6014.38,8261.04,8937.00,11814.77,8115.65,10905.00,12749.00,
房地产开发投资:住宅:河南:安阳市,百万人民币,6190.411818,52196726.7,7224.730217,1.107784895,0.108657946,1.16708394,188.74,22180,2134.095,22,,,,,,,250.37,220.02,484.36,577.41,188.74,894.73,565.20,778.75,772.12,898.57,1773.75,2494.44,4445.37,6246.08,8490.65,10365.19,10688.76,11780.00,13081.37,17207.18,22180.00,21806.00,
房地产开发投资:住宅:河南:鹤壁市,百万人民币,2029.352174,5711424.521,2389.858682,0.977764943,-0.65863598,1.177646105,57.94,6879,756.99,23,,,,,,,394.29,156.42,174.49,290.51,281.73,263.04,57.94,62.41,88.97,117.22,343.78,756.99,999.99,1264.45,1875.85,2856.32,2575.50,4106.00,5529.62,5596.91,5708.00,6295.67,6879.00
房地产开发投资:住宅:河南:新乡市,百万人民币,9530.083913,128810853.4,11349.48692,1.11761951,-0.039617603,1.190911541,183.47,33251,3917.74,23,,,,,,,183.47,429.95,509.24,625.71,620.91,724.91,419.02,557.43,1079.30,2145.05,2068.81,3917.74,5355.74,8467.61,8918.39,12171.73,13036.02,17755.00,22192.00,20648.00,33251.00,33064.90,31050.00
房地产开发投资:住宅:河南:焦作市,百万人民币,3680.946364,12773500.64,3574.003447,0.478759809,-1.475955666,0.970946896,145.13,9480,2161.03,22,,,,,,,378.44,145.13,234.04,459.68,485.31,677.80,160.03,287.22,570.30,1032.54,1575.93,2746.13,4114.60,5284.76,6651.48,6374.09,5693.86,9480.00,8918.61,7584.06,8670.00,9456.81,
房地产开发投资:住宅:河南:濮阳市,百万人民币,3673.206957,18752181.68,4330.37893,1.509197145,1.831715766,1.178909596,280.58,16110,1389.98,23,,,,,,,350.19,387.92,575.71,708.80,487.74,705.24,280.58,374.82,437.96,755.17,981.60,1389.98,2196.35,2820.79,3797.35,4480.36,4684.52,6018.00,7386.36,8060.66,9834.00,11659.66,16110.00
房地产开发投资:住宅:河南:许昌市,百万人民币,5396.313043,39882017.25,6315.221077,1.624900546,2.814784479,1.170284419,220.81,24960,2325.59,23,,,,,,,817.27,711.26,947.82,816.85,788.20,829.40,220.81,360.06,562.26,745.53,1662.88,2325.59,4052.78,4645.67,5426.29,7926.89,6414.00,8923.00,10864.23,11540.00,13842.00,14732.41,24960.00
房地产开发投资:住宅:河南:漯河市,百万人民币,2386.676522,6554710.295,2560.216845,1.739010435,3.099742669,1.072712126,213.38,10280,1386.1,23,,,,,,,213.38,760.78,632.29,548.67,551.14,622.01,345.62,453.98,478.42,698.43,1193.04,1386.10,1528.06,1443.49,2612.15,3141.37,3312.01,4260.00,3576.49,4020.00,5531.00,7305.13,10280.00
房地产开发投资:住宅:河南:三门峡市,百万人民币,2417.410455,7588843.272,2754.785522,1.298837102,1.172564447,1.139560523,112.83,10072.41,779.495,22,,,,,,,458.73,409.31,752.80,666.47,686.19,806.19,128.62,112.83,129.16,143.24,382.90,587.38,1372.80,1917.21,3631.80,3895.11,4131.64,5183.00,5756.92,5304.32,6654.00,10072.41,
房地产开发投资:住宅:河南:南阳市,百万人民币,5568.056818,30488956.81,5521.680615,0.76274305,-1.004801447,0.991671025,464.9,16236.03,2878.59,22,,,,,,,14357.67,615.60,948.52,979.41,1127.30,990.93,464.90,630.46,773.18,1250.05,1659.68,2479.63,3277.55,4376.73,6002.28,8289.52,7754.03,10485.00,13123.78,11976.00,14699.00,16236.03,
房地产开发投资:住宅:河南:商丘市,百万人民币,6570.041905,57800748.43,7602.680345,0.997109854,-0.322903646,1.157173798,37.64,22978.08,2259.99,21,,,,,,,,441.04,462.68,553.04,555.43,779.95,37.64,279.54,411.12,708.56,1509.62,2259.99,4593.04,6590.36,7289.05,8512.82,11046.33,15797.00,15658.59,16065.00,21442.00,22978.08,
房地产开发投资:住宅:河南:信阳市,百万人民币,11264.05048,146778638.4,12115.22342,0.882976357,-0.535321005,1.075565441,350.41,35458.86,7428.39,21,,,,,,,,,350.41,900.69,814.06,1016.27,389.53,556.31,711.14,1454.75,2202.42,4323.66,7428.39,8838.66,11560.02,13443.46,15416.29,18967.00,22002.14,26005.00,29653.00,35458.86,35053.00
房地产开发投资:住宅:河南:周口市,百万人民币,8954.668421,64651299.18,8040.60316,0.137328465,-1.873953406,0.897923048,264.33,19885,8386.8,19,,,,,,,,,,,579.64,670.08,264.33,284.53,379.67,521.08,1179.14,2667.15,4522.11,8386.80,11727.80,13343.54,15692.58,19421.00,19680.68,16773.92,16931.00,17228.65,19885.00
房地产开发投资:住宅:河南:驻马店市,百万人民币,8278.089444,70664308,8406.206517,0.514918756,-1.31906659,1.015476648,129.47,23415.93,5633.975,18,,,,,,,,,,,420.25,524.15,129.47,178.62,222.43,368.96,668.41,2129.60,4277.03,6990.92,9650.34,12676.55,14301.71,15271.00,17534.16,18582.08,21664.00,23415.93,
房地产开发投资:住宅:湖北:武汉市,百万人民币,59078.68136,4029590354,63479.05445,1.040603706,-0.427417586,1.074483265,3458.56,184031,30148.41,22,,,,,,,3458.56,6930.15,8145.64,5929.62,6769.33,8611.44,9939.29,12482.71,16139.58,21685.46,27180.16,33116.66,41496.87,49804.14,59532.50,73731.38,99140.52,125078.39,156055.26,177793.33,172679.00,184031.00,
房地产开发投资:住宅:湖北:黄石市,百万人民币,2948.035455,11693740.43,3419.611152,1.301316244,0.388156077,1.159962695,234.21,11140.7,1297.025,22,,,,,,,365.98,471.14,741.05,843.96,431.50,496.92,234.21,306.85,531.87,707.44,1206.24,1387.81,1615.24,1777.24,2764.00,3639.83,4051.48,6478.33,7811.97,9581.74,8271.28,11140.70,
房地产开发投资:住宅:湖北:十堰市,百万人民币,2555.518636,5347870.98,2312.546428,0.692889703,-1.019928905,0.904922545,198.39,6961.52,1809.74,22,,,,,,,363.37,248.11,479.51,556.24,198.39,430.01,505.18,572.51,822.71,1618.60,1832.32,1787.16,1941.07,2859.07,3364.10,3529.64,5020.12,6961.52,5970.67,6334.11,6057.00,4770.00,
房地产开发投资:住宅:湖北:宜昌市,百万人民币,6556.240909,42740064.16,6537.588559,0.82349527,-0.965079727,0.997155024,450.77,19077.03,2822.035,22,,,,,,,659.95,2160.73,1519.23,1288.37,1204.39,1352.86,450.77,946.87,1492.31,2284.62,2510.18,3133.89,4760.95,5177.53,7656.84,12682.82,12181.68,14970.44,15220.45,19077.03,18729.00,14776.39,
房地产开发投资:住宅:湖北:襄阳市,百万人民币,7653.431364,85376051.61,9239.916213,1.005737449,-0.747714508,1.207290661,323.45,24518,2088.555,22,,,,,,,323.45,487.73,741.97,855.17,1168.57,1155.74,662.60,855.43,1411.38,1776.76,2280.72,1896.39,2613.72,3757.04,8209.12,10941.32,14505.16,20547.64,22186.21,23089.00,24518.00,24392.37,
房地产开发投资:住宅:湖北:鄂州市,百万人民币,846.0022727,458516.9401,677.1387894,1.035200271,0.515983572,0.80039831,37.84,2604.17,685.64,22,,,,,,,37.84,309.03,402.41,363.37,306.48,238.20,161.36,211.17,366.60,475.83,651.28,740.15,1015.02,720.00,925.75,1558.75,1026.06,1289.35,1554.81,1791.42,1863.00,2604.17,
房地产开发投资:住宅:湖北:荆门市,百万人民币,2923.673913,9350075.771,3057.78936,0.810416884,-1.062184778,1.045872232,225.85,8352.96,1316.37,23,,,,,,,247.79,1001.87,1331.45,609.85,490.99,225.85,330.73,360.81,306.83,399.56,674.55,881.91,1316.37,2169.65,2903.16,4104.39,4742.82,6331.20,8352.96,8091.14,7172.00,7048.62,8150.00
房地产开发投资:住宅:湖北:孝感市,百万人民币,3974.823636,21785106.83,4667.451856,1.1935819,-0.040599046,1.174253824,245.4,13965.08,1647.885,22,,,,,,,245.40,562.33,1892.85,1223.86,432.99,258.24,373.52,361.78,646.44,667.49,990.51,1473.31,1822.46,2884.26,4365.70,4617.83,5715.42,8838.58,11161.38,13965.08,11609.00,13337.69,
房地产开发投资:住宅:湖北:荆州市,百万人民币,3946.233333,20770849.56,4557.504752,1.817924014,2.998296426,1.154899968,312.32,17608.42,1610.97,21,,,,,,,,1610.97,1001.62,1229.27,1147.48,1445.08,312.32,433.05,741.50,934.70,1270.31,1528.31,2004.63,3275.35,2706.98,4878.19,4150.63,5640.61,11248.09,8696.39,11007.00,17608.42,
房地产开发投资:住宅:湖北:黄冈市,百万人民币,5115.053636,42528671.19,6521.401014,1.475368956,0.961623254,1.274942841,167.66,20616.02,1857.79,22,,,,,,,1482.83,1724.58,1698.95,377.90,515.27,935.00,167.66,225.06,311.39,635.93,996.50,1991.00,2158.13,3166.46,6120.61,4632.72,5529.68,10416.49,13550.00,15380.00,19899.00,20616.02,
房地产开发投资:住宅:湖北:咸宁市,百万人民币,2892.480526,7642965.448,2764.591371,0.62993422,-0.894155681,0.955785647,72.82,8296.23,1791.33,19,,,,,,,,,,649.68,608.06,790.48,72.82,133.59,180.66,162.99,555.75,919.82,1791.33,3650.28,3894.82,5298.77,6154.37,7898.39,8296.23,4681.95,4054.00,5163.14,
房地产开发投资:住宅:湖北:随州市,百万人民币,1193.337368,875861.6153,935.8747861,0.446561252,-1.060832461,0.784249962,42.4,3018.65,1037.4,19,,,,,,,42.40,,,,600.23,462.85,53.66,225.68,263.08,289.17,554.40,733.88,1037.40,1265.89,1593.72,1812.97,1589.36,2391.20,2599.04,2132.83,2007.00,3018.65,
房地产开发投资:住宅:湖南:长沙市,百万人民币,34431.46091,954242674.4,30890.81861,0.36137665,-1.540919223,0.897168398,943.54,85567.27,28489.675,22,,,,,,,943.54,2816.00,5027.83,1312.60,1510.91,2940.15,4426.55,7577.46,11674.95,18605.52,23056.40,33922.95,38478.90,39289.40,51632.83,68473.26,69885.72,76659.70,85567.27,63918.05,68995.59,80776.56,
房地产开发投资:住宅:湖南:株洲市,百万人民币,6938.721818,50137013.27,7080.749485,0.698468209,-1.107060905,1.020468852,304.84,21015.41,3209.08,22,,,,,,,304.84,1274.60,1384.55,1003.76,396.89,325.17,542.53,903.63,1692.60,1738.94,2505.94,3912.22,5704.67,7165.61,10242.42,13422.22,13210.48,15219.17,16561.69,15430.62,18693.92,21015.41,
房地产开发投资:住宅:湖南:湘潭市,百万人民币,4100.944545,13759134.21,3709.330696,0.886925611,-0.661440662,0.904506426,224.78,11672.95,2014.285,22,,,,,,,224.78,1837.28,1905.39,1887.56,1716.01,1134.04,392.68,758.42,1328.61,1196.79,1532.87,2123.18,2442.70,3914.28,5442.37,5868.47,7132.76,8698.00,10702.93,10380.00,7928.71,11672.95,
房地产开发投资:住宅:湖南:衡阳市,百万人民币,5157.655652,27226545.94,5217.906279,1.428239248,1.800667885,1.011681786,385.19,20403.39,2567.67,23,,,,,,,482.12,1682.64,2237.87,2509.97,2533.47,3710.99,385.19,645.23,813.00,1026.00,1165.15,1676.52,2567.67,2978.68,5156.52,6812.82,6845.33,8212.13,10491.19,11883.78,11304.15,13102.27,20403.39
房地产开发投资:住宅:湖南:邵阳市,百万人民币,3407.598182,16338561.72,4042.098678,1.098315525,-0.267252013,1.186201677,123.75,12511.16,946.735,22,,,,,,,324.48,820.29,825.67,543.18,307.47,570.13,123.75,235.72,503.68,517.03,741.87,1067.80,1084.68,2679.73,3570.00,5088.73,5909.12,7825.07,9925.22,10062.81,9729.57,12511.16,
房地产开发投资:住宅:湖南:岳阳市,百万人民币,4839.003913,18756748.79,4330.906232,0.733829483,-0.795053384,0.894999531,320.31,14234.76,2709.31,23,,,,,,,320.31,736.81,2308.32,2392.61,2884.56,2709.31,361.63,523.34,703.27,1179.80,1193.11,2207.13,2526.54,4181.29,5859.55,8392.37,8134.02,8402.22,9116.01,11620.46,9639.59,11670.08,14234.76
房地产开发投资:住宅:湖南:常德市,百万人民币,4235.112727,15134967,3890.368492,0.915277266,-0.347165305,0.918598569,302.16,13295.11,2636.6,22,,,,,,,302.16,338.11,1528.22,2380.07,701.31,711.87,732.79,964.83,1800.30,1775.19,2087.04,2893.13,3074.65,3904.61,4920.96,6523.05,7292.27,9442.65,10408.03,8972.75,9123.38,13295.11,
房地产开发投资:住宅:湖南:张家界市,百万人民币,1059.162381,2046030.265,1430.395143,1.428581275,1.082870294,1.350496551,48.28,4780.45,218.66,21,,,,,,,48.28,120.88,61.24,93.26,89.43,126.85,101.00,218.66,302.74,204.36,134.88,302.83,603.49,1543.10,1859.07,60.85,,4780.45,3906.08,2371.68,2471.68,2841.60,
房地产开发投资:住宅:湖南:益阳市,百万人民币,3596.926087,10554612.07,3248.786246,0.496107227,-1.31747699,0.903211844,155.27,9995,2184.45,23,,,,,,,174.73,381.75,1376.16,1382.20,523.24,1465.98,155.27,373.19,370.58,709.53,1086.48,2184.45,3218.12,3982.66,4880.36,6393.71,6973.88,7319.00,7372.83,7176.27,6694.67,8539.24,9995.00
房地产开发投资:住宅:湖南:郴州市,百万人民币,5348.00913,29117162.13,5396.032073,0.863193775,-0.883566043,1.008979592,329.68,16017.18,2444.21,23,,,,,,,329.68,723.92,765.24,1519.57,1807.06,1867.92,547.43,904.77,1129.23,1350.26,1634.29,2444.21,2862.10,3072.92,5527.68,7695.93,8039.11,11340.00,12340.00,13250.00,15105.29,16017.18,12730.42
房地产开发投资:住宅:湖南:永州市,百万人民币,3626.515455,10733577.45,3276.21389,0.458666536,-1.611231577,0.903405468,75.31,8930.77,1988.745,22,,,,,,,280.16,1487.44,1895.69,1109.21,945.56,2081.80,75.31,159.58,371.11,758.35,829.96,1598.68,2428.02,5154.93,6059.14,8146.24,6534.86,8576.46,7291.79,7259.63,7808.65,8930.77,
房地产开发投资:住宅:湖南:怀化市,百万人民币,3307.772381,11947662.8,3456.539136,0.952254001,-0.557683172,1.044974907,200.44,10703.78,1103.02,21,,,,,,,,513.39,790.16,740.23,834.17,530.57,200.44,646.32,714.35,868.96,752.89,1103.02,1441.02,2611.66,3664.07,4909.99,6948.91,6571.07,7141.91,8073.18,9703.13,10703.78,
房地产开发投资:住宅:湖南:娄底市,百万人民币,2841.6955,8301198.124,2881.179988,0.577155803,-1.508305918,1.013894694,92.52,7783,1328.475,20,,,,,,,,,,594.44,309.96,264.90,92.52,143.72,206.06,400.20,753.11,746.11,732.66,1903.84,1936.51,3473.37,5444.26,7783.00,6983.62,6895.02,6516.89,5339.72,6314.00
房地产开发投资:住宅:广东:广州市,百万人民币,63995.33826,2748269151,52423.93681,1.105777099,0.132007436,0.819183682,3088.87,176948.61,47338.17,23,,,,,,,3088.87,12153.10,14766.00,20001.42,25131.36,27974.56,31155.87,31721.15,31844.57,34853.96,36064.11,47338.17,51644.49,50171.95,54844.64,78949.18,82760.60,95067.78,99490.24,133102.60,159443.55,176948.61,173376.00
房地产开发投资:住宅:广东:韶关市,百万人民币,4174.773636,16504573.5,4062.582123,1.160266051,0.548879749,0.973126324,399.67,14774.92,2482.63,22,,,,,,,864.34,916.51,1639.05,2327.52,1616.28,1443.51,399.67,519.97,708.63,872.04,878.63,2637.74,3538.01,3362.84,4633.08,6112.75,6968.38,9367.60,8367.87,9236.26,10659.42,14774.92,
房地产开发投资:住宅:广东:深圳市,百万人民币,31398.04071,850874979,29169.76138,1.393375078,1.229772582,0.929031262,706,104453.62,26068.7,28,706.00,1534.00,4504.00,6680.00,8741.00,6285.00,7864.00,8550.49,9988.50,14131.06,17867.89,20971.00,27092.00,25019.14,25584.00,26553.40,32504.54,33175.67,31498.00,28978.48,30488.00,35321.18,47459.81,59048.00,73027.64,89713.31,104453.62,101405.41,
房地产开发投资:住宅:广东:珠海市,百万人民币,13918.28304,239064100.1,15461.69784,1.152500431,-0.004944829,1.110891178,53.23,46158,9258.33,23,,,,,,,53.23,276.32,2290.28,2252.17,195.32,2062.43,2891.52,2660.58,3227.32,3211.77,5215.41,9258.33,9282.79,10222.26,12291.10,16584.69,18177.71,20965.61,26834.39,38537.49,44949.82,42521.97,46158.00
房地产开发投资:住宅:广东:汕头市,百万人民币,5457.943636,46472311.94,6817.060359,1.582044123,1.273350792,1.249016262,340.8,21993.14,2452.98,22,,,,,,,340.80,906.86,514.05,475.44,523.82,2555.68,1656.16,1126.41,1349.51,1718.78,2071.23,2620.83,2350.28,2805.82,3531.51,5556.35,5879.60,10247.43,13807.92,16926.14,21117.00,21993.14,
房地产开发投资:住宅:广东:佛山市,百万人民币,28831.63682,833900504.7,28877.33548,1.16801132,0.617155665,1.001585018,211.98,101741.93,16776.415,22,,,,,,,211.98,4589.76,5636.69,6857.12,6872.02,7488.62,5315.51,5684.35,6009.91,9353.75,13042.51,20510.32,26669.63,26255.57,39955.21,45659.22,43236.43,50051.69,58376.25,64456.50,86321.04,101741.93,
房地产开发投资:住宅:广东:江门市,百万人民币,9353.112727,93588886.03,9674.134898,1.35190073,0.857907878,1.034322496,1723.16,34411.66,3723.18,22,,,,,,,3237.39,2884.41,2616.33,2491.73,2594.56,2718.24,1723.16,1731.35,2214.62,2161.44,2226.28,4208.97,8668.58,7505.92,9974.55,12507.00,11101.93,17381.53,24309.59,22050.02,27049.22,34411.66,
房地产开发投资:住宅:广东:湛江市,百万人民币,5337.121818,35744887.9,5978.702861,1.794176352,3.404264553,1.120211055,561.55,24157.83,2519.05,22,,,,,,,561.55,1982.21,2365.30,872.40,2431.55,2606.55,639.67,775.64,944.75,1419.84,1616.23,2370.19,2737.77,3059.66,4541.02,7150.79,8345.08,12034.12,11666.45,11321.36,13816.72,24157.83,
房地产开发投资:住宅:广东:茂名市,百万人民币,3685.555,12091395.2,3477.268353,1.579301025,3.055649447,0.943485677,325.17,14431.31,3063.495,22,,,,,,,472.98,2688.21,3092.23,3719.99,3454.21,3666.26,479.55,325.17,451.77,939.15,535.68,1046.13,1579.65,2000.74,3034.76,3926.99,5694.75,5987.22,7013.48,8114.05,8427.93,14431.31,
房地产开发投资:住宅:广东:肇庆市,百万人民币,6565.724783,42268850.83,6501.449903,1.514604122,2.687586435,0.990210543,335.31,26776,3758.9,23,,,,,,,335.31,1862.25,2565.68,2170.28,2220.41,2287.32,1008.59,1135.42,1309.84,1578.52,1863.91,3758.90,4876.18,4705.09,6690.53,10588.09,11439.60,12856.73,13040.00,11940.92,11315.61,14686.49,26776.00
房地产开发投资:住宅:广东:惠州市,百万人民币,19115.39273,526867933.1,22953.60392,1.072600406,-0.185630337,1.200791647,213.59,72520.62,7072.07,22,,,,,,,213.59,1189.28,1197.09,1423.72,1771.11,1755.88,995.45,1717.87,2082.70,2873.42,4715.15,9428.99,13182.16,13319.50,19847.20,29083.15,36401.51,46978.16,51283.62,48824.16,59734.31,72520.62,
房地产开发投资:住宅:广东:梅州市,百万人民币,4217.556957,31995702.77,5656.474412,1.74439148,2.107789528,1.341173212,163.39,19855,1194.37,23,,,,,,,163.39,309.30,846.39,993.16,1152.07,1599.13,759.01,1194.37,971.96,697.74,846.41,951.37,1335.69,1177.68,2394.22,3249.95,3226.97,5720.73,9874.86,10910.55,11656.34,17117.52,19855.00
房地产开发投资:住宅:广东:汕尾市,百万人民币,1582.278636,5518946.07,2349.243723,2.488721439,6.483790539,1.484721887,0,9668,867.2,22,,,,,,,121.42,1037.68,928.95,85.13,0.00,,86.19,134.63,118.75,131.05,219.07,662.61,612.44,1293.69,1543.67,2604.82,1198.74,1229.19,805.45,1740.28,4551.67,6036.70,9668.00
房地产开发投资:住宅:广东:河源市,百万人民币,4290.423182,31044589.39,5571.767169,1.625738712,1.704571965,1.298652122,198.97,18032,1552.955,22,,,,,,,251.62,206.71,623.06,770.04,818.36,1000.67,198.97,289.56,,711.30,1313.34,1508.86,1597.05,1666.78,1968.88,4650.12,5207.64,6347.38,6938.41,9367.48,12992.86,17928.22,18032.00
房地产开发投资:住宅:广东:阳江市,百万人民币,3261.811818,11630037.15,3410.284028,1.05053505,-0.289166003,1.045518325,494.95,11279.99,1070.945,22,,,,,,,788.72,738.13,829.27,834.82,878.99,1016.78,494.95,663.82,735.14,855.63,1063.59,1078.30,1479.37,1542.38,4086.19,6677.34,5650.93,6529.11,7280.91,8900.04,8355.46,11279.99,
房地产开发投资:住宅:广东:清远市,百万人民币,8307.183043,74784658.2,8647.812336,1.024864524,0.494149463,1.041004188,328.53,31420,4814.56,23,,,,,,,328.53,1120.97,1118.67,576.77,1526.37,1484.24,556.42,718.85,872.47,1299.97,3044.39,4814.56,8596.24,7359.60,9920.45,13174.44,14769.02,14979.26,17621.22,16748.85,17578.77,21435.15,31420.00
房地产开发投资:住宅:广东:东莞市,百万人民币,19632.60476,274852472.9,16578.67525,0.394615754,-1.195170286,0.844446035,1510.03,51244.43,18605.8,21,,,,,,,,1510.03,1720.01,1706.55,2184.81,2036.72,1976.33,3298.57,6668.46,11971.54,14751.81,18605.80,22134.88,25138.52,25045.00,32254.34,27342.49,36768.23,41843.38,40169.31,43913.49,51244.43,
房地产开发投资:住宅:广东:中山市,百万人民币,15178.37714,195157506.9,13969.87856,0.712383027,-0.839435433,0.920380251,1721.97,44474.39,12530.28,21,,,,,,,,1877.27,2562.70,2135.87,1721.97,3988.36,2175.65,2558.96,3263.85,4181.77,6779.50,12530.28,15056.89,14099.65,18504.37,22974.58,26321.72,29158.44,31989.79,34612.11,37777.80,44474.39,
房地产开发投资:住宅:广东:潮州市,百万人民币,1467.545,2062699.197,1436.210011,1.27438269,0.679185421,0.978648022,142.78,4948.75,799.615,22,,,,,,,142.78,604.05,451.30,830.94,739.92,768.29,508.44,304.46,382.39,167.52,385.69,1003.50,286.23,1255.51,1716.91,2006.06,1944.44,2874.35,3419.12,2972.73,4572.61,4948.75,
房地产开发投资:住宅:广东:揭阳市,百万人民币,2971.315714,7789784.288,2791.018504,1.304631343,1.143326498,0.93932075,283.54,9882,1736.58,21,,,,,,,283.54,1179.20,1866.11,1681.91,1193.38,900.28,302.40,467.44,508.56,,,1130.38,1096.07,1736.58,2864.97,3862.18,4734.10,4778.99,5998.75,4457.19,4239.88,9233.72,9882.00
房地产开发投资:住宅:广东:云浮市,百万人民币,2292.782609,6278658.323,2505.725109,1.469923755,1.42365884,1.092875138,195.43,9318,981.24,23,,,,,,,1013.71,878.79,858.03,918.38,872.20,960.50,195.43,206.06,296.80,425.89,463.72,745.62,981.24,1025.35,1518.80,2410.79,2636.87,4691.00,5742.98,4949.44,4838.67,6785.73,9318.00
房地产开发投资:住宅:广西:南宁市,百万人民币,20128.95435,531634678.6,23057.20448,1.267294368,0.702837832,1.145474528,401.69,77204,12381.68,23,,,,,,,401.69,1545.42,1216.97,622.41,848.57,985.15,1526.84,2299.28,3784.81,7306.00,9482.91,12381.68,13169.26,15846.49,22812.04,26337.04,25397.95,30238.00,36822.90,46503.54,58320.00,67913.00,77204.00
房地产开发投资:住宅:广西:柳州市,百万人民币,8765.486957,95931224.35,9794.44865,1.219755694,0.396220591,1.117387853,352.8,30984,5122.01,23,,,,,,,368.91,556.51,352.80,672.08,468.01,390.66,1251.13,2018.84,2760.03,3060.63,3114.54,5122.01,6124.78,6674.15,9672.51,10813.52,10893.53,14165.23,14828.62,21796.16,25548.50,29969.05,30984.00
房地产开发投资:住宅:广西:桂林市,百万人民币,7316.137727,55032684.79,7418.401768,0.872516663,-0.432947853,1.013977872,139.13,23734.56,4761.11,22,,,,,,,139.13,251.11,599.52,940.66,208.08,2036.34,733.85,1442.86,1864.99,2886.86,3793.16,5729.06,6537.55,6585.30,9242.47,11791.11,13803.78,15720.61,16555.41,15059.26,21299.36,23734.56,
房地产开发投资:住宅:广西:梧州市,百万人民币,2436.829091,6370823.571,2524.049043,0.657435467,-1.347472426,1.035792396,49.49,7060.47,1292,22,,,,,,,118.68,127.90,264.85,152.18,49.49,498.62,291.40,344.00,1206.35,569.44,836.27,1377.65,1377.65,1849.87,4078.55,5656.67,5001.50,7060.47,6577.02,5455.09,5686.85,5029.74,
房地产开发投资:住宅:广西:北海市,百万人民币,4957.771905,29640333.34,5444.29365,0.650295025,-1.475681131,1.098133144,209.81,13674.14,1425.58,21,,,,,,,352.25,750.22,281.92,598.77,495.08,,209.81,335.14,538.34,731.44,717.67,1425.58,2623.04,3677.81,6694.83,9507.92,12916.67,11971.22,12632.07,10532.79,13446.50,13674.14,
房地产开发投资:住宅:广西:防城港市,百万人民币,3125.134545,13758131.11,3709.195481,0.786531368,-0.897715607,1.186891453,37.68,10955.99,483.495,22,,,,,,,272.42,257.44,224.27,210.37,195.04,227.82,37.68,83.08,98.56,173.03,252.26,694.57,1178.31,4407.74,7545.12,10955.99,9642.25,7970.59,6482.11,5847.93,6450.38,5546.00,
