"点击这里以选择指标，然后再点击""更新""或""下载编辑""按钮更新或新增及移除数列",单位,平均,方差,标准差,偏度,峰度,变异系数,最小,最大,中位数,观测次数,1949,1952,1957,1962,1965,1970,1975,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017
工资总额:在岗职工:山西:忻州市,十亿人民币,5.478523444,14.83028232,3.851010558,0.438835088,-1.489280657,0.702928553,1.134,11.916799,4.34787,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.13,1.31,1.60,1.74,2.06,2.09,2.59,3.18,4.13,4.56,5.42,7.25,8.47,9.62,9.89,10.72,10.93,11.92
工资总额:在岗职工:山西:临汾市,十亿人民币,8.77439,28.83499527,5.369822648,0.496624611,-1.14275415,0.611988144,2.3906,18.640841,7.6031,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.39,2.81,2.84,3.23,3.98,4.88,5.40,6.18,7.33,7.87,8.72,10.15,12.03,14.23,14.36,16.17,16.73,18.64
工资总额:在岗职工:山西:吕梁市,十亿人民币,10.57746207,46.65917823,6.830752392,0.093855775,-1.865322695,0.645783681,1.82015,19.370152,9.26132,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.82,2.20,3.11,4.41,5.24,5.24,7.07,9.26,12.27,15.86,18.89,17.69,18.07,18.17,19.37
工资总额:在岗职工:内蒙古:呼和浩特市,十亿人民币,10.26416986,61.7800481,7.860028505,0.749923677,-0.913764066,0.765773424,2.17747,25.326471,7.51677,22,,,,,,,,,,,,,,,,,,,,,,,,,,2.18,2.41,3.08,3.09,2.44,3.51,4.20,4.08,5.18,5.98,6.96,8.07,9.37,10.57,12.01,13.70,15.75,20.49,21.70,22.28,23.42,25.33
工资总额:在岗职工:内蒙古:包头市,十亿人民币,11.07170814,63.76348258,7.985203979,0.540487973,-1.386472682,0.721226019,2.98452,23.73214,8.20324,22,,,,,,,,,,,,,,,,,,,,,,,,,,3.30,3.42,2.98,3.00,3.11,3.28,3.70,4.71,5.65,7.51,7.57,8.83,10.44,11.86,13.24,17.15,19.56,22.04,21.99,22.81,23.73,23.69
工资总额:在岗职工:内蒙古:乌海市,十亿人民币,2.916336318,5.277726133,2.297330219,0.507796743,-1.373520037,0.787745297,0.59183,7.02752,2.15453,22,,,,,,,,,,,,,,,,,,,,,,,,,,0.59,0.64,0.62,0.59,0.66,0.71,0.86,1.00,1.27,1.58,1.91,2.40,2.77,3.69,3.81,4.58,5.51,7.03,6.46,5.87,5.53,6.08
工资总额:在岗职工:内蒙古:赤峰市,十亿人民币,8.286842136,47.90099816,6.9210547,0.711331094,-1.191614773,0.83518602,1.82489,19.720018,5.16816,22,,,,,,,,,,,,,,,,,,,,,,,,,,1.83,2.03,1.82,1.95,1.99,2.38,2.60,2.87,3.36,3.81,4.58,5.76,6.76,8.53,9.89,12.32,14.53,18.31,18.97,18.64,19.72,19.67
工资总额:在岗职工:内蒙古:通辽市,十亿人民币,6.729775842,29.47780016,5.4293462,0.772620262,-0.971838542,0.806764791,1.43659,16.494407,4.539,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.44,1.48,1.78,1.84,2.16,2.29,2.64,3.11,3.85,4.54,5.11,6.34,8.49,9.35,12.08,13.46,15.45,16.49,15.95
工资总额:在岗职工:内蒙古:鄂尔多斯市,十亿人民币,10.55246776,77.60929375,8.809613712,0.549555336,-1.441533454,0.834839197,1.25091,24.991102,6.87923,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.25,1.46,1.71,2.29,3.04,4.03,5.03,5.40,6.88,8.95,11.60,14.77,21.13,21.48,22.07,23.30,24.99
工资总额:在岗职工:内蒙古:呼伦贝尔市,十亿人民币,10.05314135,31.42259254,5.605585834,0.233575924,-1.668700602,0.557595446,3.21928,18.124554,8.18019,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.22,3.60,3.93,4.30,4.75,5.41,6.61,8.18,7.82,10.98,13.43,13.36,15.55,16.48,17.09,18.12,18.07
工资总额:在岗职工:内蒙古:巴彦淖尔市,十亿人民币,4.9008258,7.052901279,2.655729896,0.112626572,-1.652796707,0.541894367,1.49258,9.09594,4.57293,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.49,1.70,1.96,2.24,2.51,3.19,3.82,4.57,5.80,6.90,7.05,7.38,7.75,8.06,9.10
工资总额:在岗职工:内蒙古:乌兰察布市,十亿人民币,5.125342733,9.183219571,3.030382743,0.412612842,-1.244948644,0.591254654,1.33307,10.120578,4.31975,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.33,1.65,1.98,2.25,2.79,3.45,4.00,4.32,5.06,6.21,7.27,7.82,8.77,9.86,10.12
