"点击这里以选择指标，然后再点击""更新""或""下载编辑""按钮更新或新增及移除数列",单位,平均,方差,标准差,偏度,峰度,变异系数,最小,最大,中位数,观测次数,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018
商品房销售面积:住宅:广东:清远市,千平方米,3837.636714,4778758.846,2186.037247,0.570169796,-0.343921071,0.569631106,1078.5,8087.443,3549.802,14,,,,,,,,,,,,,,,1078.50,1304.30,2302.10,1123.50,2747.20,3065.00,3410.73,3688.87,4829.88,3946.48,5109.14,7337.77,8087.44,5696.00
商品房销售面积:住宅:广东:东莞市,千平方米,5817.268769,3379263.847,1838.277413,0.68855437,0.50480974,0.316003521,2971.9,9485.006,5562.242,13,,,,,,,,,,,,,,,2971.90,3529.50,5410.70,4939.50,5788.20,4699.00,5406.77,5833.84,7239.60,5562.24,9485.01,8870.11,5888.13,
商品房销售面积:住宅:广东:中山市,千平方米,5842.759769,5011815.106,2238.708357,0.367596719,-0.014745618,0.383159405,2555.6,10153.334,5939.745,13,,,,,,,,,,,,,,,2555.60,3384.80,4653.70,2852.90,5181.40,6066.00,5767.06,5939.75,6983.49,6699.52,9217.69,10153.33,6500.65,
商品房销售面积:住宅:广东:潮州市,千平方米,673.8872308,83185.83017,288.4195385,0.854611841,1.314189415,0.427993773,271.6,1351.486,708.848,13,,,,,,,,,,,,,,,337.90,271.60,449.50,790.50,814.50,626.00,506.84,442.09,710.34,708.85,795.16,955.78,1351.49,
商品房销售面积:住宅:广东:揭阳市,千平方米,1150.869214,373223.079,610.919863,1.035943231,1.567429261,0.530833439,286.7,2589.9,1075.238,14,,,,,,,,,,,,,,,379.30,286.70,663.10,786.50,1037.10,1351.00,1360.86,1070.88,1079.59,1048.74,1092.88,1246.90,2118.71,2589.90
商品房销售面积:住宅:广东:云浮市,千平方米,1138.477429,893948.9235,945.488722,1.109630372,0.29950054,0.830485259,211.5,3093.4,725.9875,14,,,,,,,,,,,,,,,211.50,265.40,366.60,383.10,472.70,582.00,650.95,801.03,1348.18,1510.81,1579.27,1763.30,2910.45,3093.40
商品房销售面积:住宅:广西:南宁市,千平方米,5629.32285,16046580.94,4005.818385,0.696574185,0.073960802,0.711598622,431.959,14382.5,5804.9685,20,,,,,,,,,431.96,464.20,1016.23,1026.06,1692.78,3089.88,4199.90,4197.89,5854.73,4546.55,6850.78,6047.50,6122.40,5755.20,6331.40,7209.51,8788.68,11501.50,13076.80,14382.50
商品房销售面积:住宅:广西:柳州市,千平方米,3110.981071,1172195.065,1082.679576,1.370919079,1.712901115,0.348018696,1861.7,5751.7,2805.95,14,,,,,,,,,,,,,,,2424.20,1938.20,2529.00,1861.70,3494.00,2731.00,2916.00,3222.30,2579.41,2528.30,2880.90,3879.93,4817.10,5751.70
商品房销售面积:住宅:广西:桂林市,千平方米,3326.542857,917332.1165,957.7745645,1.183875553,0.755055008,0.287918901,2258,5471,3063.4,14,,,,,,,,,,,,,,,2369.70,2258.00,2767.20,2518.00,2634.00,3072.00,2908.10,3054.80,3672.10,3366.10,3335.80,4195.60,4949.20,5471.00
商品房销售面积:住宅:广西:梧州市,千平方米,1134.960308,231251.9322,480.8866105,-0.404980513,-1.381018255,0.423703461,354,1703.315,1246,13,,,,,,,,,,,,,,,354.00,495.20,706.00,549.00,900.90,1246.00,1571.30,1314.87,1617.10,1703.32,1410.40,1201.10,1685.30,
商品房销售面积:住宅:广西:北海市,千平方米,1501.357,691468.3946,831.5457863,1.094063624,2.801119217,0.553862796,251.5,3606.332,1574.9,13,,,,,,,,,,,,,,,251.50,590.90,746.10,1017.10,1688.80,1741.00,1574.90,1310.39,1756.90,1392.80,1688.20,2152.72,3606.33,
商品房销售面积:住宅:广西:防城港市,千平方米,1201.340231,599060.1927,773.9897885,-0.170839349,-1.344559006,0.64427193,103.9,2337,1423.997,13,,,,,,,,,,,,,,,103.90,147.20,273.40,464.30,744.00,1452.00,2337.00,1400.96,1424.00,1444.88,1705.49,1939.50,2180.80,
商品房销售面积:住宅:广西:钦州市,千平方米,1175.884615,237266.8147,487.1004155,-0.259239,-1.421653228,0.414241677,401.3,1868,1398,13,,,,,,,,,,,,,,,589.80,660.40,696.30,780.20,1398.00,1868.00,1231.70,401.30,1429.80,1406.90,1540.70,1509.30,1774.10,
商品房销售面积:住宅:广西:贵港市,千平方米,1444.690385,467518.3941,683.7531675,1.02512626,0.540869602,0.473286993,583.3,2912.2,1304.6,13,,,,,,,,,,,,,,,583.30,716.90,1003.60,937.00,1085.00,1327.00,1304.60,1256.80,1479.88,1635.40,2009.10,2530.20,2912.20,
商品房销售面积:住宅:广西:玉林市,千平方米,2033.846615,1494408.537,1222.460035,0.230588399,-0.668555736,0.601058126,261,4305.4,2217,13,,,,,,,,,,,,,,,478.70,749.80,1219.00,1284.40,1635.40,261.00,2731.70,2217.00,2602.00,2541.48,2804.33,3609.80,4305.40,
商品房销售面积:住宅:广西:百色市,千平方米,1226.146154,207941.7627,456.0063187,0.713648749,1.291391252,0.371902091,504.2,2280.7,1357.1,13,,,,,,,,,,,,,,,504.20,855.20,964.00,738.10,931.00,1371.00,1420.90,1357.10,1396.70,1098.70,1358.60,1663.70,2280.70,
商品房销售面积:住宅:广西:贺州市,千平方米,437.4166667,106655.1015,326.5809264,1.256399692,0.490150113,0.746612901,107.2,1144.2,307.4,12,,,,,,,,,,,,,,,107.20,232.00,264.80,202.00,212.30,219.00,350.00,385.90,447.30,,822.00,862.30,1144.20,
商品房销售面积:住宅:广西:河池市,千平方米,659.1879286,94499.97335,307.4084796,0.554190716,-0.204225747,0.466344219,217,1272.1,637.6535,14,,,,,,,,,,,,,,,338.60,217.00,396.60,312.00,557.80,835.00,647.90,537.40,627.41,655.90,770.44,929.92,1130.56,1272.10
商品房销售面积:住宅:广西:来宾市,千平方米,1024.626571,187280.7414,432.7594498,-0.126411636,-1.531265513,0.422358215,355.5,1642.2,1123.5865,14,,,,,,,,,,,,,,,712.20,355.50,502.00,545.70,601.00,780.00,1124.50,1122.67,1189.10,1328.50,1508.80,1430.60,1502.00,1642.20
商品房销售面积:住宅:广西:崇左市,千平方米,852.6565,166104.2995,407.5589522,-0.374321099,-0.646469746,0.477987269,139.2,1509.336,974,12,,,,,,,,,,,,,,,139.20,304.20,596.80,451.00,750.00,957.00,1146.00,1175.90,1098.00,1113.44,991.00,,1509.34,
商品房销售面积:住宅:海南:海口市,千平方米,2002.4254,1609373.727,1268.610944,0.581053077,-0.275513677,0.633537181,332.251,4872.7,1812.4095,20,,,,,,,,,332.25,381.42,533.67,554.36,921.24,1007.23,1790.88,1334.76,1623.94,1684.25,1833.94,1997.00,1968.33,2506.25,3177.50,2970.80,3300.90,3942.70,4872.70,3314.40
商品房销售面积:住宅:海南:三亚市,千平方米,1206.110538,261732.6053,511.5980896,-0.184530842,-0.905805644,0.42417181,308,1947.3,1138,13,,,,,,,,,,,,,,,308.00,520.50,781.20,896.10,1138.00,1408.00,1623.51,1780.18,1818.60,991.30,1051.50,1415.24,1947.30,
商品房销售面积:住宅:重庆,千平方米,25163.93379,369803115.3,19230.26561,0.107357306,-1.648051983,0.764199499,696.9,54526.452,23408.184,24,,,,,696.90,1429.80,2153.30,3597.30,3645.60,4910.90,6350.40,8704.14,11329.54,11579.50,17924.14,20117.03,33101.29,26699.34,37712.24,39863.12,40634.24,41051.10,43591.91,44236.80,44777.10,51054.64,54526.45,54247.65
商品房销售面积:住宅:四川:成都市,千平方米,17862.97645,88200423.51,9391.508053,-0.213582489,-1.44920204,0.525752697,3361.278,32857.5,21873.589,20,,,,,,,,,3361.28,4001.16,6357.74,7372.34,8972.59,6841.69,11098.60,14821.75,20848.01,13574.27,25475.94,22899.17,23112.00,24277.10,25554.20,24758.70,24746.10,32857.50,29735.40,26594.00
商品房销售面积:住宅:四川:自贡市,千平方米,1830.764286,429677.1286,655.4976191,0.79608361,0.605076103,0.358045885,959.6,3314.9,1789.75,14,,,,,,,,,,,,,,,1092.90,1155.50,1257.00,959.60,1549.00,1880.00,2160.30,1808.10,2265.50,1594.10,1771.40,2110.10,2712.30,3314.90
商品房销售面积:住宅:四川:攀枝花市,千平方米,923.3846154,45940.12808,214.3364833,0.283720392,-0.960658917,0.232120483,604,1292.5,921.7,13,,,,,,,,,,,,,,,604.00,844.50,927.60,724.40,682.00,1082.00,787.70,762.80,1226.90,1041.50,921.70,1106.40,1292.50,
商品房销售面积:住宅:四川:泸州市,千平方米,3167.371429,2614670.542,1616.994293,1.139655604,0.81133698,0.510516158,1378.3,6806.6,2730.45,14,,,,,,,,,,,,,,,1447.30,1709.40,1378.30,1779.90,2738.00,3128.00,2570.40,2722.90,3330.70,2655.00,3619.20,4594.40,5863.10,6806.60
商品房销售面积:住宅:四川:德阳市,千平方米,1826.223077,148904.2936,385.881191,-1.083198807,2.02775123,0.21130014,879.3,2377,1930.2,13,,,,,,,,,,,,,,,1547.20,1978.50,1529.90,879.30,1977.00,2051.00,1930.20,1719.20,2029.90,1576.00,1877.00,2377.00,2268.70,
商品房销售面积:住宅:四川:绵阳市,千平方米,2841.492308,757216.2091,870.1817104,0.213437994,-0.53247557,0.306241093,1428.7,4431.9,2726.5,13,,,,,,,,,,,,,,,1819.70,2212.60,2039.30,1428.70,2497.00,3402.00,3949.60,2726.50,3037.00,2649.50,3086.00,3659.60,4431.90,
商品房销售面积:住宅:四川:广元市,千平方米,775.4307692,81193.57731,284.9448671,0.823777172,0.788683846,0.367466547,340.7,1405.3,734,13,,,,,,,,,,,,,,,518.20,513.80,600.30,340.70,734.00,705.00,777.70,699.90,741.00,867.30,1038.60,1138.80,1405.30,
商品房销售面积:住宅:四川:遂宁市,千平方米,2236.807692,1124762.114,1060.548025,1.127614751,2.042629231,0.474134647,856.5,4834,1895,13,,,,,,,,,,,,,,,856.50,875.10,1890.20,1562.20,2293.00,1895.00,1812.30,1802.30,2295.30,2758.80,2823.20,3380.60,4834.00,
商品房销售面积:住宅:四川:内江市,千平方米,1931.469231,557663.144,746.7684674,0.037066677,-1.412556771,0.38663234,887.5,3091.5,1873.3,13,,,,,,,,,,,,,,,887.50,1062.00,1116.10,1132.10,2281.00,2469.00,2591.80,1873.30,1754.40,1545.10,2402.40,2902.90,3091.50,
商品房销售面积:住宅:四川:乐山市,千平方米,2047.038462,508477.3392,713.0759702,0.390749265,-0.48046721,0.348345175,1057.6,3453.4,2080.2,13,,,,,,,,,,,,,,,1184.30,1345.70,1530.50,1057.60,1790.00,2423.00,2454.00,1557.50,2080.20,2347.20,2469.60,2918.50,3453.40,
商品房销售面积:住宅:四川:南充市,千平方米,3557.114286,3044521.92,1744.855845,1.464733701,3.363907701,0.490525663,1479.5,8281.6,3482.8,14,,,,,,,,,,,,,,,1607.30,2078.30,2438.90,1479.50,2307.00,3324.00,3933.10,3890.60,4539.40,4259.20,3020.00,3641.60,4999.10,8281.60
商品房销售面积:住宅:四川:眉山市,千平方米,2121.4,754658.965,868.7110941,0.359807818,-1.353645144,0.40949896,1023.5,3505.1,1809.3,13,,,,,,,,,,,,,,,1023.50,1246.50,1498.30,1057.80,1807.00,1804.00,1809.30,1859.20,2626.50,3001.20,3505.10,3000.60,3339.20,
商品房销售面积:住宅:四川:宜宾市,千平方米,2746.507143,1436869.704,1198.695,1.428984334,1.638267843,0.436443431,1546.9,5674.7,2403.55,14,,,,,,,,,,,,,,,1813.80,1745.20,1988.50,1546.90,1831.00,2420.00,2387.10,2741.30,3048.00,1975.70,3000.20,3631.70,4647.00,5674.70
商品房销售面积:住宅:四川:广安市,千平方米,2174.207692,818093.3591,904.4851348,1.596106358,2.624064882,0.416006777,1175.2,4478.6,1842.8,13,,,,,,,,,,,,,,,1704.60,1402.20,1746.30,1175.20,1606.00,1964.00,1842.80,1639.40,2152.10,2606.40,2598.60,3348.50,4478.60,
商品房销售面积:住宅:四川:达州市,千平方米,2158.584615,339713.9264,582.8498318,0.859228648,1.542653851,0.270014818,1331.9,3542.1,2193.4,13,,,,,,,,,,,,,,,1331.90,1754.70,1884.30,1436.20,2565.00,2663.00,2327.40,1690.70,2373.50,2103.50,2195.90,2193.40,3542.10,
商品房销售面积:住宅:四川:雅安市,千平方米,405.5692308,44573.88897,211.1252921,1.237106029,3.482632108,0.520565359,111.1,957.2,420.2,13,,,,,,,,,,,,,,,111.10,317.10,231.80,133.40,348.00,372.00,420.20,458.90,504.90,482.60,487.40,447.80,957.20,
