"点击这里以选择指标，然后再点击""更新""或""下载编辑""按钮更新或新增及移除数列",单位,平均,方差,标准差,偏度,峰度,变异系数,最小,最大,中位数,观测次数,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018
商品房销售面积:住宅:内蒙古:巴彦淖尔市,千平方米,1149.476923,109432.2603,330.8054719,0.917865926,-0.751120247,0.287787832,789,1739,972,13,,,,,,,,,,,,,,,789.00,834.00,948.50,1368.80,1739.00,1664.00,1618.20,948.20,972.00,964.80,935.50,1111.10,1050.10,
商品房销售面积:住宅:内蒙古:乌兰察布市,千平方米,819.9692308,278617.684,527.8424803,0.46652672,-1.643902518,0.643734497,197.9,1654.1,611.8,13,,,,,,,,,,,,,,,390.80,388.60,1294.00,1418.20,1295.00,1518.00,1654.10,633.90,437.30,541.10,611.80,197.90,278.90,
商品房销售面积:住宅:辽宁:沈阳市,千平方米,10513.1211,40804366.83,6387.829587,-0.012444082,-0.813459992,0.607605441,1196.503,22014.548,11709.484,20,,,,,,,,,1196.50,1846.79,1681.71,1841.16,2915.59,4890.11,9311.83,11506.49,13581.08,13071.83,13693.09,15160.60,19521.38,22014.55,20173.70,13423.81,9498.85,10993.89,11912.48,12027.00
商品房销售面积:住宅:辽宁:大连市,千平方米,6632.0755,7510243.824,2740.482407,0.175765408,-0.726409061,0.413216407,2198.173,11266.844,6626.5795,20,,,,,,,,,2198.17,2393.48,3536.70,3750.44,4467.48,4454.11,5524.65,5702.06,7839.12,7708.39,10934.07,11266.84,8334.24,9668.94,11040.20,6707.00,5966.70,6546.16,7581.73,7021.00
商品房销售面积:住宅:辽宁:鞍山市,千平方米,3264.120769,3798529.226,1948.981587,0.533467321,-0.759921932,0.597092364,849,6905.392,2735.748,13,,,,,,,,,,,,,,,849.00,966.90,1110.20,2272.00,3425.20,5122.00,5171.00,5848.43,6905.39,2183.60,2735.75,2680.63,3163.47,
商品房销售面积:住宅:辽宁:抚顺市,千平方米,1527.263643,601547.6648,775.5950392,0.944317891,-0.541027098,0.507833106,713,2890.588,1282.5745,14,,,,,,,,,,,,,,,713.00,766.50,964.50,931.00,1424.40,1976.00,2878.00,2678.97,2890.59,1562.00,940.58,1403.21,1161.94,1091.00
商品房销售面积:住宅:辽宁:本溪市,千平方米,1648.723462,1147999.763,1071.447508,1.04681378,-0.358236646,0.6498649,647.786,3620.693,1128.108,13,,,,,,,,,,,,,,,735.00,893.70,1105.30,1101.00,1491.00,1284.00,2420.00,3620.69,3586.21,2734.99,1128.11,647.79,685.62,
商品房销售面积:住宅:辽宁:丹东市,千平方米,2439.927923,1398789.186,1182.704184,0.678067781,-0.550357651,0.484729148,892,4445.253,2139.649,13,,,,,,,,,,,,,,,892.00,949.60,1779.90,1832.00,2321.70,2930.00,4020.00,4379.11,4445.25,2330.65,1724.12,1975.09,2139.65,
商品房销售面积:住宅:辽宁:锦州市,千平方米,2414.066231,2030446.604,1424.937404,0.625643373,-0.786631595,0.59026442,490,4999.846,1889,13,,,,,,,,,,,,,,,490.00,994.80,1651.00,1889.00,2103.70,3167.00,3650.00,4635.27,4999.85,3478.27,1518.97,1404.31,1400.70,
商品房销售面积:住宅:辽宁:营口市,千平方米,2914.014786,2724952.222,1650.74293,0.850539118,-1.175351117,0.566484061,1461,5553.284,2071.5,14,,,,,,,,,,,,,,,1461.00,1541.70,1729.20,2147.00,3252.00,4911.00,5456.00,5553.28,5365.85,2353.69,1499.07,1543.43,1986.99,1996.00
商品房销售面积:住宅:辽宁:阜新市,千平方米,956.7254615,180947.6389,425.3794058,0.706575053,-1.34341213,0.444620137,537.7,1663.529,760.036,13,,,,,,,,,,,,,,,832.00,537.70,589.10,568.00,707.60,1012.00,1464.00,1490.87,1663.53,1537.00,760.04,575.30,700.30,
商品房销售面积:住宅:辽宁:辽阳市,千平方米,1281.271462,368057.7841,606.6776608,0.928163173,-0.058188072,0.473496584,578.2,2443.41,1072,13,,,,,,,,,,,,,,,642.00,578.20,1045.60,1072.00,1169.00,1595.00,1746.00,2366.92,2443.41,1405.00,945.63,747.02,900.75,
商品房销售面积:住宅:辽宁:盘锦市,千平方米,2049.241615,1338184.771,1156.799365,-0.45364664,-1.563897256,0.564501207,348,3281.23,2395,13,,,,,,,,,,,,,,,348.00,438.30,503.70,940.00,1458.00,2395.00,3158.00,3262.77,3209.89,3281.23,2814.62,2242.24,2588.39,
商品房销售面积:住宅:辽宁:铁岭市,千平方米,2353.441308,2055206.936,1433.599294,0.21167548,-1.803679062,0.609150222,669,4409.654,2382,13,,,,,,,,,,,,,,,669.00,819.80,1187.00,1376.00,2382.00,4145.00,3827.00,4409.65,3980.02,3307.82,2580.96,1075.54,834.95,
商品房销售面积:住宅:辽宁:朝阳市,千平方米,2212.948429,2954090.539,1718.746793,1.438062161,1.71452927,0.776677292,406,6481.599,1495.4355,14,,,,,,,,,,,,,,,406.00,934.20,1163.60,1105.00,1900.30,2663.00,3229.00,4731.89,6481.60,3339.82,1718.87,918.06,1117.94,1272.00
商品房销售面积:住宅:辽宁:葫芦岛市,千平方米,1627.158357,498213.5101,705.8424117,0.350620431,-0.698005203,0.433788395,531,2962.49,1542,14,,,,,,,,,,,,,,,531.00,869.00,1206.20,1299.00,2379.80,2507.00,1408.00,1892.63,2962.49,1676.00,940.38,1078.15,1795.58,2235.00
商品房销售面积:住宅:吉林:长春市,千平方米,4931.889526,8962146.462,2993.684429,-0.149030634,-1.583678984,0.607005573,522.147,9518.339,5166.534,19,,,,,,,,,522.15,950.17,1105.60,1720.38,1672.16,1749.22,3117.45,3699.68,4729.94,5166.53,6539.06,7861.86,7866.17,7752.00,7625.00,6633.50,7131.80,8344.90,9518.34,
商品房销售面积:住宅:吉林:吉林市,千平方米,3229.284615,1796797.126,1340.446615,0.753076512,-0.576725222,0.415090887,1897.9,5988,2554.1,13,,,,,,,,,,,,,,,1897.90,2059.00,2112.00,3436.10,3997.50,4447.00,4768.00,5988.00,4267.00,2055.60,2049.30,2349.20,2554.10,
商品房销售面积:住宅:吉林:四平市,千平方米,932.1846154,356676.3314,597.2238537,0.233993269,-1.554111641,0.640671219,213,1886,809.1,13,,,,,,,,,,,,,,,269.50,258.00,488.70,719.20,1237.50,1544.00,1886.00,1642.00,1564.00,1104.70,382.70,809.10,213.00,
商品房销售面积:住宅:吉林:辽源市,千平方米,414.3230769,27737.90526,166.5470061,1.042517648,1.113685249,0.401973763,198.2,801.1,362.2,13,,,,,,,,,,,,,,,362.20,243.00,419.80,543.40,619.20,801.10,359.00,431.00,487.00,198.20,327.20,331.70,263.40,
商品房销售面积:住宅:吉林:通化市,千平方米,1253.769231,175486.2106,418.910743,-0.278126984,-0.748777697,0.334121091,486.5,1891,1226.8,13,,,,,,,,,,,,,,,486.50,754.00,795.30,1010.10,1170.30,1699.00,1544.00,1891.00,1622.50,1303.20,1151.70,1644.60,1226.80,
商品房销售面积:住宅:吉林:白山市,千平方米,491.9428571,67477.05802,259.7634655,0.643279086,-0.49926971,0.528035852,157.9,992,462.85,14,,,,,,,,,,,,,,,238.60,208.00,285.70,525.10,665.20,992.00,905.00,406.00,760.00,290.00,157.90,504.50,421.20,528.00
商品房销售面积:住宅:吉林:松原市,千平方米,669.0153846,142675.5447,377.7241649,0.106107781,-0.811371604,0.564597128,62.5,1331,676.8,13,,,,,,,,,,,,,,,62.50,262.00,676.80,901.40,1007.20,1331.00,1135.00,645.00,900.00,678.20,482.30,358.40,257.40,
商品房销售面积:住宅:吉林:白城市,千平方米,176.9153846,9225.674744,96.05037607,-0.166688372,-0.412367024,0.542917035,25.9,352,199,13,,,,,,,,,,,,,,,25.90,28.00,151.70,246.10,222.90,254.00,199.00,170.00,352.00,73.10,113.60,220.70,242.90,
商品房销售面积:住宅:黑龙江:哈尔滨市,千平方米,6456.5843,9897351.871,3146.005701,-0.006316977,-1.172930101,0.487255421,1352.961,12066.068,6478.1495,20,,,,,,,,,1352.96,2323.26,2582.00,2870.60,3255.06,3502.44,4765.80,5752.26,6678.14,5045.64,6278.16,8098.94,8853.94,10053.41,12066.07,9006.73,7873.97,8944.88,10684.44,9143.00
商品房销售面积:住宅:黑龙江:齐齐哈尔市,千平方米,1668.999786,161213.1758,401.5136059,0.558744744,-1.0843686,0.240571395,1257.3,2428.435,1562.9195,14,,,,,,,,,,,,,,,1293.80,1280.20,1368.20,1257.30,1467.20,1980.00,2202.42,2114.67,2428.44,1827.65,1658.64,1886.35,1336.15,1265.00
商品房销售面积:住宅:黑龙江:鸡西市,千平方米,457.6416154,53834.35156,232.0223083,1.391915665,2.113806493,0.50699565,226.2,1037.56,387.192,13,,,,,,,,,,,,,,,227.20,268.30,350.00,226.20,352.80,476.00,719.40,1037.56,601.30,575.84,267.44,387.19,460.10,
商品房销售面积:住宅:黑龙江:鹤岗市,千平方米,323.9484615,35675.57347,188.8797858,0.693463071,0.149745951,0.583055048,102.852,738,302.1,13,,,,,,,,,,,,,,,379.20,445.20,441.60,302.10,487.70,738.00,462.12,252.15,167.90,125.56,191.01,102.85,115.94,
商品房销售面积:住宅:黑龙江:双鸭山市,千平方米,382.4399286,31470.9983,177.4006716,2.096388319,5.329154465,0.463865455,195.1,897.58,337.1485,14,,,,,,,,,,,,,,,247.70,195.10,419.70,356.00,246.20,332.00,581.47,897.58,342.30,331.07,253.19,317.96,406.90,427.00
商品房销售面积:住宅:黑龙江:大庆市,千平方米,2604.266571,1702476.24,1304.78973,0.801342306,0.136834713,0.501020036,951.1,5410.167,2230.7435,14,,,,,,,,,,,,,,,951.10,1841.00,2118.60,2219.50,2817.30,2833.00,4012.92,4434.23,5410.17,3265.48,2241.99,2002.22,1113.23,1199.00
商品房销售面积:住宅:黑龙江:伊春市,千平方米,309.9755714,43433.62533,208.4073543,1.050523673,-0.092285367,0.672334769,123.978,724,197.0795,14,,,,,,,,,,,,,,,313.70,131.40,163.80,174.60,435.50,724.00,696.99,445.73,452.30,219.56,169.44,142.66,123.98,146.00
商品房销售面积:住宅:黑龙江:佳木斯市,千平方米,1099.261231,409775.8109,640.1373375,1.05949543,0.515600972,0.582334135,313.7,2507.347,832.117,13,,,,,,,,,,,,,,,313.70,453.90,663.10,752.70,1195.60,2018.00,2507.35,1360.79,1695.20,968.77,832.12,790.66,738.52,
商品房销售面积:住宅:黑龙江:七台河市,千平方米,299.1193846,22345.11021,149.4828091,-0.267598599,-0.963262097,0.499742968,76.561,546.9,339.6,13,,,,,,,,,,,,,,,339.60,546.90,449.00,359.20,417.50,354.00,389.12,328.47,284.48,133.94,88.10,76.56,121.68,
商品房销售面积:住宅:黑龙江:牡丹江市,千平方米,1398.692462,384543.8285,620.1159798,0.230511869,-0.542134283,0.443354059,469,2553.224,1365.454,13,,,,,,,,,,,,,,,469.00,549.90,923.30,845.90,1394.50,2020.00,1977.40,2051.78,2553.22,1414.79,1320.56,1297.20,1365.45,
商品房销售面积:住宅:黑龙江:黑河市,千平方米,503.9701538,143129.3181,378.3243557,0.71010471,-0.187321271,0.750688018,35.4,1270.186,483.547,13,,,,,,,,,,,,,,,35.40,122.90,123.00,129.60,345.10,593.00,934.98,1270.19,1010.42,450.67,507.55,483.55,545.25,
商品房销售面积:住宅:黑龙江:绥化市,千平方米,2278.243,4320721.632,2078.63456,1.697196121,2.397248501,0.912384921,503.9,7442.061,1324.027,13,,,,,,,,,,,,,,,503.90,563.50,722.70,1052.00,1923.90,3386.00,5547.03,7442.06,2013.25,2604.69,1324.03,1238.53,1295.58,
商品房销售面积:住宅:上海,千平方米,17417.74312,70022455.16,8367.942111,0.144674327,-0.250730933,0.480426313,1409.4,33372.874,16853.5,25,,,,1409.40,5363.10,5285.60,6164.20,10567.70,12433.00,14458.70,16814.80,18463.83,22244.74,33372.87,28456.97,26154.92,32791.75,19658.60,29280.40,16853.50,14737.20,15926.30,20158.10,17809.10,20091.70,20198.00,13416.20,13332.90
商品房销售面积:住宅:江苏:南京市,千平方米,8076.34455,15589371.01,3948.337753,-0.233459613,-1.004231991,0.488876834,1492.669,14291.841,8857.964,20,,,,,,,,,1492.67,1898.82,2480.03,3419.16,4001.57,5425.18,8953.43,9409.93,10645.16,6591.15,11140.31,7548.15,6808.95,8762.50,11431.54,11247.31,14291.84,14062.90,12089.80,9826.50
商品房销售面积:住宅:江苏:无锡市,千平方米,7663.355769,4765546.84,2183.013248,0.251802748,-0.752053942,0.284863879,4569.6,11684.3,7807.745,13,,,,,,,,,,,,,,,5078.90,5534.00,6800.10,4569.60,9752.00,8800.00,5339.40,7845.60,7807.75,7384.80,8660.68,11684.30,10366.50,
商品房销售面积:住宅:江苏:徐州市,千平方米,6137.152,8638022.854,2939.051353,0.470204122,-0.546845799,0.478894991,2522.1,11606.7,5994.9215,14,,,,,,,,,,,,,,,2529.90,2522.10,3214.10,2679.20,4924.00,5487.00,5751.40,6238.44,7658.42,6503.87,6848.30,9178.90,10777.80,11606.70
商品房销售面积:住宅:江苏:常州市,千平方米,6345.215692,2762705.209,1662.138745,-0.436760001,-1.365760478,0.261951496,3632.9,8292.6,6728.586,13,,,,,,,,,,,,,,,3632.90,4078.90,5145.20,4255.30,8025.00,7751.00,5379.40,6649.86,7694.50,6746.56,6728.59,8108.00,8292.60,
商品房销售面积:住宅:江苏:苏州市,千平方米,14892.27357,18735547.85,4328.457907,0.12634431,-0.97951349,0.290651249,8302.6,22586,15397.391,14,,,,,,,,,,,,,,,9742.40,11935.20,16545.50,8302.60,20119.00,11829.00,9835.30,12631.10,16334.10,14460.69,19409.15,22586.00,16878.80,17883.00
商品房销售面积:住宅:江苏:南通市,千平方米,7115.511692,10945594.82,3308.412734,0.973904325,0.930526259,0.46495781,2808.5,14711,6317.7,13,,,,,,,,,,,,,,,2808.50,4090.20,4691.30,3766.20,5961.00,6647.00,5959.70,6317.70,9378.32,8433.47,8580.87,11156.40,14711.00,
商品房销售面积:住宅:江苏:连云港市,千平方米,3535.530462,1890149.259,1374.826992,-0.054854571,-0.227159409,0.388860175,1189.9,6087.4,3718.9,13,,,,,,,,,,,,,,,1189.90,1595.60,2403.30,2507.00,4423.00,4011.00,3550.30,3718.90,4276.93,2982.55,4183.01,5033.00,6087.40,
商品房销售面积:住宅:江苏:淮安市,千平方米,4882.725,4524600.885,2127.110925,-0.403739709,-1.144478325,0.435640124,1496.6,7498.768,5383.691,13,,,,,,,,,,,,,,,1496.60,1745.90,2949.80,2370.00,4735.00,5604.00,4831.60,5988.51,7498.77,5383.69,6081.96,7490.80,7298.80,
商品房销售面积:住宅:江苏:盐城市,千平方米,4974.396571,4815245.301,2194.36672,0.207976993,-0.750874714,0.441132244,1596.3,8787.7,4866.5,14,,,,,,,,,,,,,,,1596.30,2456.60,2766.20,2494.60,4272.00,4905.00,4828.00,4677.67,5899.26,5138.36,6191.66,7513.20,8787.70,8115.00
商品房销售面积:住宅:江苏:扬州市,千平方米,5076.557769,2457934.698,1567.780182,-0.103576997,-0.826104167,0.308827409,2663.2,7761.6,5370.9,13,,,,,,,,,,,,,,,2892.00,3241.70,3864.20,2663.20,4668.00,5822.00,4840.60,5370.90,6439.28,5697.51,5912.16,6822.10,7761.60,
商品房销售面积:住宅:江苏:镇江市,千平方米,4217.002286,4359435.711,2087.926175,1.203478456,1.830697368,0.495120949,1904.4,9479.3,4010.741,14,,,,,,,,,,,,,,,1904.40,2252.30,2760.20,1921.70,4153.00,3007.00,2816.40,3868.48,5512.46,4738.73,5405.36,9479.30,6501.20,4717.50
商品房销售面积:住宅:江苏:泰州市,千平方米,3994.816231,2952380.873,1718.249363,0.957110421,0.702520111,0.430119751,1809.1,7819.7,3876.2,13,,,,,,,,,,,,,,,1809.10,2267.30,2612.90,2618.10,3570.00,4643.00,3876.20,2784.84,4532.02,4048.95,4896.11,6454.40,7819.70,
商品房销售面积:住宅:江苏:宿迁市,千平方米,4838.306357,3597163.272,1896.618905,-0.09567883,-0.977514422,0.392000581,1703.4,7493.6,4847,14,,,,,,,,,,,,,,,1703.40,2057.00,3327.80,3153.20,4605.00,5089.00,3905.80,4396.82,7451.84,5242.86,5569.77,7044.20,7493.60,6696.00
商品房销售面积:住宅:浙江:杭州市,千平方米,8145.896579,20024651.05,4474.891177,0.836781387,0.289225107,0.549342989,2432.762,18871.1,6799.579,19,,,,,,,,,2432.76,2899.69,3153.25,3790.05,4710.88,5094.91,6206.63,6799.58,10436.70,6769.85,13143.76,7975.87,5977.00,9203.00,9687.00,9507.00,12916.00,18871.10,15197.00,
商品房销售面积:住宅:浙江:宁波市,千平方米,5408.799158,7998191.277,2828.107367,1.479946342,1.982837172,0.522871581,2327.653,12837.186,4633.243,19,,,,,,,,,2327.65,2359.60,2995.05,3165.14,4633.24,4267.81,3891.09,5126.30,6579.52,3570.78,6519.72,4978.10,3427.00,4587.00,5820.00,5952.00,8469.00,11261.00,12837.19,
商品房销售面积:住宅:浙江:温州市,千平方米,3258.030769,4083913.471,2020.869484,1.426033799,1.55043867,0.620273296,1132,8027,2629,13,,,,,,,,,,,,,,,2327.00,2359.70,2629.00,1404.60,2725.00,1925.00,1132.00,1819.00,3174.10,3835.00,4569.00,6428.00,8027.00,
商品房销售面积:住宅:浙江:嘉兴市,千平方米,4750.084615,5245862.493,2290.384791,1.433037024,1.339307215,0.482177682,2552.6,9876,4061,13,,,,,,,,,,,,,,,2980.00,2905.50,3417.00,2552.60,5487.00,4503.00,2905.00,3685.00,4962.00,4061.00,5508.00,9876.00,8909.00,
商品房销售面积:住宅:浙江:湖州市,千平方米,3348.064286,2862480.021,1691.886527,1.42584227,1.20363478,0.505332748,1572.9,7230,2616.5,14,,,,,,,,,,,,,,,2077.00,1974.60,2455.00,1572.90,3635.40,3141.00,2633.00,2294.00,2509.00,2600.00,3461.00,4898.00,6392.00,7230.00
商品房销售面积:住宅:浙江:绍兴市,千平方米,4576.692308,2921381.304,1709.204875,0.884140381,1.307813078,0.37345855,1821.2,8494,4093,13,,,,,,,,,,,,,,,3238.00,3198.80,4060.00,1821.20,4093.00,4891.00,3641.00,3941.00,5067.00,4429.00,5946.00,6677.00,8494.00,
商品房销售面积:住宅:浙江:金华市,千平方米,3331.614286,425478.8536,652.2874011,0.565692737,-0.255824796,0.195787191,2414.5,4650.8,3245,14,,,,,,,,,,,,,,,3109.00,2414.50,3288.00,2805.50,3791.00,3774.00,2517.00,2795.00,3237.00,2950.00,3253.00,3773.80,4284.00,4650.80
商品房销售面积:住宅:浙江:衢州市,千平方米,1480.514286,247160.7967,497.1526895,0.090947437,-0.272393778,0.335797293,591,2354.7,1417.9,14,,,,,,,,,,,,,,,1238.00,1571.40,1581.00,1023.60,1863.00,1355.00,591.00,834.20,1447.80,1388.00,1314.00,1961.90,2203.60,2354.70
商品房销售面积:住宅:浙江:舟山市,千平方米,1066.107692,163327.2358,404.1376446,1.090707664,1.473373541,0.379077693,532,2035,966,13,,,,,,,,,,,,,,,769.00,799.80,1248.00,675.60,1482.30,1158.00,1139.00,532.00,966.00,785.00,905.00,1364.70,2035.00,
商品房销售面积:住宅:浙江:台州市,千平方米,3461.792857,2173907.685,1474.417745,0.921641262,-0.185309516,0.425911603,1599,6227.6,2899,14,,,,,,,,,,,,,,,1599.00,2312.30,2417.00,1973.70,3789.00,3906.00,2786.00,2760.00,3012.00,2725.00,3521.00,5313.10,6227.60,6123.40
商品房销售面积:住宅:浙江:丽水市,千平方米,1123.084615,205506.4764,453.3282215,1.199860325,0.683492519,0.403645652,637.1,2090,1072,13,,,,,,,,,,,,,,,811.00,933.00,1139.00,637.10,1072.00,730.00,825.00,713.00,1094.00,1182.00,1456.00,1918.00,2090.00,
商品房销售面积:住宅:安徽:合肥市,千平方米,7984.95945,25387735.53,5038.624369,-0.106090775,-1.137819791,0.631014397,692.698,17057.175,9102.276,20,,,,,,,,,844.38,888.37,692.70,1755.89,2482.03,3087.02,5373.99,5832.55,9531.03,8673.52,11803.32,8638.55,10583.95,11173.26,14516.92,13262.15,12858.98,17057.18,9604.59,11038.80
商品房销售面积:住宅:安徽:芜湖市,千平方米,3766.176538,4453923.624,2110.432094,0.31211346,-1.282390581,0.560364622,1086.5,7210.876,3414.502,13,,,,,,,,,,,,,,,1086.50,1242.60,1774.20,1697.40,2739.00,2852.00,3414.50,3823.85,5518.84,5612.26,5169.84,6818.44,7210.88,
商品房销售面积:住宅:安徽:蚌埠市,千平方米,3249.417071,5970378.763,2443.435852,0.93381962,-0.50550494,0.75196129,1042.4,7839.4,2052.528,14,,,,,,,,,,,,,,,1042.40,1118.00,1111.90,1151.20,1632.00,1556.00,1671.55,2433.50,3805.45,4107.96,4196.80,6305.60,7520.07,7839.40
商品房销售面积:住宅:安徽:淮南市,千平方米,1753.560214,765036.5736,874.6636917,0.540927174,0.616290909,0.498793075,387.4,3602.96,1730.814,14,,,,,,,,,,,,,,,387.40,540.00,992.20,1183.80,1603.00,2020.00,1758.26,1703.37,2096.02,1594.04,1773.61,2176.50,3118.69,3602.96
商品房销售面积:住宅:安徽:马鞍山市,千平方米,2288.375308,999096.5559,999.5481759,0.901180875,1.221018538,0.436793813,1042,4598.073,2225.62,13,,,,,,,,,,,,,,,1727.10,2204.30,2053.70,1042.00,1057.00,1186.00,2225.62,2403.88,2862.23,2259.66,2595.78,3533.53,4598.07,
商品房销售面积:住宅:安徽:淮北市,千平方米,1013.28,86798.55772,294.6159495,-0.470501616,-0.928825631,0.290754727,498,1434.599,1102.209,13,,,,,,,,,,,,,,,635.70,668.70,498.00,706.00,1168.00,1024.00,1266.47,1102.21,1434.60,1043.80,1151.49,1121.12,1352.56,
商品房销售面积:住宅:安徽:铜陵市,千平方米,901.3435385,185365.4452,430.5408752,0.758147983,0.471961213,0.477665681,340.2,1844.681,901.284,13,,,,,,,,,,,,,,,423.40,640.40,428.60,340.20,684.00,770.00,901.28,1027.37,977.70,998.84,1245.11,1435.88,1844.68,
商品房销售面积:住宅:安徽:安庆市,千平方米,2625.195077,910905.6195,954.413757,-0.113124235,-1.059068168,0.363559175,1186.8,3942.916,2681.992,13,,,,,,,,,,,,,,,1186.80,1189.90,1678.50,1892.90,2315.00,2495.00,2681.99,2833.98,3804.48,3203.35,3013.82,3942.92,3888.90,
商品房销售面积:住宅:安徽:黄山市,千平方米,1126.132714,116131.9405,340.7813676,0.433887368,0.233721548,0.302612084,549.9,1826,1131.1125,14,,,,,,,,,,,,,,,549.90,725.00,948.90,850.70,1280.00,1334.00,1135.63,1142.10,1333.60,938.75,953.94,1126.60,1620.74,1826.00
商品房销售面积:住宅:安徽:滁州市,千平方米,3724.354929,8087591.768,2843.869154,1.015259822,0.336291975,0.76358704,579.6,9944.403,2799.919,14,,,,,,,,,,,,,,,579.60,993.80,1182.90,1156.80,1925.00,2511.00,2596.48,3003.36,4219.26,4439.30,5215.48,6047.82,8325.78,9944.40
商品房销售面积:住宅:安徽:阜阳市,千平方米,2557.473923,3743361.814,1934.776942,1.721547768,2.417808671,0.756518737,828.4,7331.337,1762,13,,,,,,,,,,,,,,,828.40,1136.40,1496.40,1158.20,1500.00,1762.00,1520.20,1884.21,2774.76,2967.87,3134.86,5752.52,7331.34,
商品房销售面积:住宅:安徽:宿州市,千平方米,2510.731154,3503933.991,1871.879802,0.522988995,-0.919505416,0.745551669,261.4,6028.997,2295.669,13,,,,,,,,,,,,,,,261.40,480.10,750.50,829.80,1225.00,1630.00,2295.67,2481.73,3801.40,4317.59,3570.43,4966.89,6029.00,
商品房销售面积:住宅:安徽:巢湖市,千平方米,1468.583333,395846.8217,629.163589,0.214844799,-1.441429554,0.428415313,759.7,2329,1439.45,6,,,,,,,,,,,,,,,759.70,817.90,1456.80,1422.10,2026.00,2329.00,,,,,,,,
商品房销售面积:住宅:安徽:六安市,千平方米,2530.294308,3527908.23,1878.272672,1.359947124,1.355907796,0.742313914,305.1,6443.065,2356.412,13,,,,,,,,,,,,,,,703.10,305.10,1520.00,1174.80,1525.00,1889.00,2452.99,2356.41,2567.83,2993.38,2666.63,6296.51,6443.07,
商品房销售面积:住宅:安徽:亳州市,千平方米,1626.797923,1959250.561,1399.732317,1.000022306,0.44024307,0.860421751,192.7,4744.662,1511.49,13,,,,,,,,,,,,,,,192.70,452.80,354.50,382.40,637.00,623.00,1759.31,1511.49,2041.05,2470.45,2454.58,3524.43,4744.66,
商品房销售面积:住宅:安徽:池州市,千平方米,1104.166769,149715.5025,386.9308756,-0.41981367,-0.888459688,0.35042793,516,1708.732,1264.606,13,,,,,,,,,,,,,,,516.00,839.70,532.10,550.70,1093.00,1291.00,1306.62,1708.73,1264.61,1285.95,1058.71,1435.54,1471.51,
商品房销售面积:住宅:安徽:宣城市,千平方米,2169.122769,1082093.023,1040.237003,0.543706019,0.512878554,0.479565757,642.7,4388.272,2164.169,13,,,,,,,,,,,,,,,642.70,839.70,1302.90,1213.50,2252.00,2140.00,2349.41,2164.17,2716.62,2154.05,2508.02,3527.26,4388.27,
商品房销售面积:住宅:福建:福州市,千平方米,6408.58875,10951441.56,3309.296233,0.551379427,-0.542990981,0.516384552,1889.082,12770,6069.7335,20,,,,,,,,,1889.08,2065.11,2722.18,3173.10,4106.21,3950.16,7963.08,6214.16,5925.30,3414.41,6482.76,5310.99,5368.73,7340.00,11055.00,8162.50,7489.90,10212.30,12770.00,12556.80
商品房销售面积:住宅:福建:厦门市,千平方米,3025.506579,1464902.491,1210.331562,0.91467622,0.26051313,0.400042615,1418.599,5815.2,2637.74,19,,,,,,,,,1418.60,2130.77,2153.07,1866.17,2456.32,2550.45,2723.16,3173.86,3695.57,1502.05,4013.04,2386.83,2637.74,4803.00,5815.20,5103.70,3458.95,3223.39,2372.75,
商品房销售面积:住宅:福建:莆田市,千平方米,1902.314286,992681.4659,996.3340132,0.349498598,-1.194236523,0.523748374,607.8,3486.3,1732.5,14,,,,,,,,,,,,,,,607.80,765.00,1026.20,760.20,1282.00,1479.00,1744.00,1721.00,2361.10,2165.00,2631.70,3249.30,3353.80,3486.30
商品房销售面积:住宅:福建:三明市,千平方米,1634.636364,357439.1165,597.8621217,-0.413268274,-1.000812724,0.365746251,723.5,2444.5,1787.1,11,,,,,,,,,,,,,,,860.30,837.20,1458.60,723.50,1787.10,1958.00,1759.00,1877.00,2375.90,,,,1899.90,2444.50
商品房销售面积:住宅:福建:泉州市,千平方米,5413.841,11397203.76,3375.97449,0.53428016,-0.769861581,0.623582128,982.1,11871.7,4328.5,14,,,,,,,,,,,,,,,982.10,1612.60,2550.40,2199.20,3372.60,3957.00,4043.00,4614.00,7835.00,6625.51,7065.40,8810.80,10254.46,11871.70
商品房销售面积:住宅:福建:漳州市,千平方米,3511.775,4105379.962,2026.173725,0.854966695,-0.779746012,0.576965701,1456.2,6967.7,2760.5,12,,,,,,,,,,,,,,,1467.20,1456.20,2446.60,1596.80,2573.90,2592.00,2995.00,2929.00,4288.00,,,6748.00,6080.90,6967.70
商品房销售面积:住宅:福建:南平市,千平方米,1799.534357,544421.7962,737.8494401,0.608845234,-0.612616216,0.410022424,765.7,3133.2,1576.2,14,,,,,,,,,,,,,,,765.70,1084.00,1621.40,1000.90,1463.80,1376.00,1379.00,1531.00,2366.00,1896.51,1937.95,2619.88,3018.14,3133.20
商品房销售面积:住宅:福建:龙岩市,千平方米,1594.514286,511732.409,715.3547435,0.830979444,-0.064255096,0.448634891,692.1,3106.9,1404.8,14,,,,,,,,,,,,,,,878.50,1322.00,1084.70,692.10,1726.50,1079.00,934.00,1247.00,1809.00,1487.60,1970.60,2332.00,2653.30,3106.90
