指标名称（亿元）,频率,1993,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018
消费品零售:内蒙古:锡林郭勒,年,,,19.60 ,21.50 ,23.37 ,26.26 ,29.10 ,32.30 ,35.10 ,42.24 ,49.46 ,57.51 ,68.84 ,85.94 ,102.88 ,119.11 ,141.35 ,163.90 ,183.80 ,204.89 ,223.31 ,244.70 ,262.83 ,280.18 
消费品零售:内蒙古:阿拉善,年,1.95 ,,,,,,4.90 ,5.42 ,9.10 ,10.80 ,14.66 ,17.95 ,21.42 ,26.17 ,30.86 ,36.90 ,44.36 ,51.14 ,56.19 ,62.35 ,68.06 ,74.44 ,79.44 ,
消费品零售:辽宁:鞍山,年,,85.28 ,96.11 ,105.99 ,113.51 ,125.51 ,139.19 ,156.04 ,171.15 ,194.78 ,221.46 ,254.04 ,298.81 ,368.29 ,435.95 ,514.20 ,605.20 ,703.68 ,800.08 ,897.34 ,968.72 ,992.10 ,938.11 ,960.50 
消费品零售:辽宁:抚顺,年,,83.63 ,94.05 ,99.00 ,103.61 ,112.10 ,123.11 ,136.03 ,140.28 ,157.41 ,177.78 ,202.25 ,235.62 ,286.28 ,338.09 ,333.90 ,392.68 ,455.24 ,518.42 ,580.98 ,624.65 ,669.50 ,685.67 ,627.60 
消费品零售:辽宁:本溪,年,,43.96 ,45.34 ,40.64 ,42.73 ,50.13 ,57.00 ,63.03 ,69.81 ,78.26 ,87.56 ,98.96 ,115.98 ,141.57 ,167.42 ,192.35 ,226.26 ,261.16 ,297.36 ,333.83 ,361.42 ,377.40 ,372.14 ,365.20 
消费品零售:辽宁:丹东,年,,50.55 ,56.54 ,61.31 ,65.50 ,69.98 ,77.00 ,85.37 ,91.47 ,105.37 ,121.02 ,138.19 ,161.93 ,198.07 ,234.02 ,277.50 ,324.94 ,375.90 ,427.01 ,478.43 ,505.58 ,542.00 ,572.41 ,601.10 
消费品零售:辽宁:锦州,年,,72.94 ,79.58 ,82.86 ,86.05 ,88.99 ,98.55 ,108.71 ,105.67 ,121.09 ,137.91 ,157.85 ,185.24 ,228.09 ,269.88 ,318.29 ,374.61 ,434.46 ,493.98 ,555.00 ,598.37 ,610.70 ,634.63 ,631.40 
消费品零售:辽宁:营口,年,,44.10 ,46.19 ,48.90 ,51.96 ,57.03 ,63.21 ,71.04 ,81.53 ,93.38 ,107.01 ,122.64 ,144.10 ,178.40 ,211.44 ,249.75 ,294.21 ,341.41 ,389.21 ,436.51 ,471.51 ,502.70 ,530.54 ,580.70 
消费品零售:辽宁:阜新,年,,35.79 ,38.03 ,37.71 ,38.37 ,40.08 ,43.67 ,47.57 ,49.91 ,57.30 ,65.59 ,75.10 ,87.59 ,107.07 ,126.57 ,149.03 ,175.20 ,202.64 ,230.60 ,258.85 ,274.32 ,282.10 ,289.48 ,
消费品零售:辽宁:辽阳,年,,39.18 ,29.84 ,44.54 ,47.90 ,51.51 ,56.45 ,62.68 ,69.32 ,79.43 ,90.47 ,103.60 ,121.72 ,149.65 ,177.11 ,208.61 ,245.10 ,283.82 ,322.43 ,361.64 ,388.76 ,320.02 ,288.12 ,299.20 
