City,2010,2011,2012,2013,2014,2015
北京,,-0.09527613274802227,0.06680260438450691,0.07856656123062944,0.03612461724327787,0.20548624249959468
湖州,,0.04473107804269083,0.04024689413904303,0.03634631253376397,-0.09672254634920352,0.08594584824953322
青岛,,0.11692969982602897,0.26793346320159195,-0.1216300333669863,-0.01648332385943907,0.07401202514000271
济南,,0.09450910122251321,0.20756686802841728,-0.12847852323935716,0.019004636943545483,0.05185964235981633
重庆,,0.11183435467424352,0.06956124924871432,0.09026825313905507,-0.027586088410635923,-0.016009030231645127
烟台,,0.22245826473347852,0.2411108651532674,-0.10677310361266645,0.0615624918355846,-0.011284149979520208
南昌,,0.22905871595222904,0.10470892373362184,0.12913627404128247,-0.06246130998552568,0.11740173279932398
南充,,0.297306669749162,-0.01804068326074082,0.05091300193756032,0.0902596660529491,-0.03976082941043557
宜宾,,0.14794786175805563,0.13195069076229293,0.09998464634057647,0.03832591351875525,0.0751267048255142
合肥,,0.019582603826343803,0.026089514978602013,0.05725795099673103,0.13701491997587034,0.08594752911515391
宜昌,,0.12899313054334383,0.06253341019862702,0.03509139694784502,-0.005975511837851055,0.08937332965808165
保定,,0.13958936884187034,0.059097357538845374,0.23387694353842736,0.037865139126283864,-0.03661226508407511
大同,,0.16678554272987967,0.2105742480382249,0.02885011748217159,0.12761743067345788,-0.0011281242713272466
新乡,,0.22010011918951133,0.07701355132152754,0.14580680272108837,0.14216324217179155,0.03191483463169864
沈阳,,0.0985098349328517,0.06723864507047272,0.014063060882051115,0.023618300601941478,0.03198742828282497
天津,,0.0802419910295995,-0.06294383699790118,0.04747303236116651,0.05217858743432546,0.12499306154213863
中山,,0.1317946187086143,-0.0900939565976484,0.09408459632883859,0.011460794288572052,-0.016887283985978607
泰安,,0.1956391753181661,0.1833958045798083,-0.12213194899032997,0.13968025485222113,-0.04145409219658447
宁波,,-0.03301897706384671,0.009061470891631007,0.0015360578379788326,-0.04508242003967111,0.012163821309552958
岳阳,,0.18015646805860497,0.18187526000338972,0.027129117521486057,0.06451469603652815,0.12244362639164197
唐山,,0.2544354136132094,-0.003901414722427554,0.02985916301655256,-0.02273320098682441,0.016903015484922568
衡阳,,0.2188824557321254,-0.010597003192950982,0.15360926150121057,0.13104990784528514,-0.03164850586577439
潍坊,,0.2301653821050642,0.2988939303886464,-0.15098614310458736,0.05386405163461405,0.03141550643253255
淮北,,0.31672333979512923,0.08773397693751672,0.09772543489408703,-0.006921876228228929,-0.002614361347255345
济宁,,0.2738934260761161,0.10420246098072239,-0.08806445521495565,0.09053611560527663,0.01543077039925067
广州,,0.029317998537868428,0.09839426533795104,0.16276889694755736,0.05620509880502356,-0.04445959745022399
珠海,,0.13202990016479133,-0.10389170754653576,0.04727132290150271,0.039768963899938115,0.20783637883406403
嘉兴,,0.11005927238601232,0.020226625551440724,0.01803525486674218,-0.005923716173023674,0.026498328045957198
九江,,0.22708580384324661,0.03198697915194937,0.2974502620381476,-0.15951562424158006,0.01494246235508867
淄博,,0.18153344888869394,0.13762807388940734,0.02020620407796825,0.06940999999999997,0.00881981653435071
佛山,,0.07305633970400383,-0.030351622615851892,0.1105065269951695,-0.012307204852270548,-0.02712199570594176
柳州,,0.10580645523529864,0.08986636066372844,0.14420187563767484,0.19405984132703868,0.0283519260179943
西宁,,0.07543362366721729,0.2615413259324555,0.010121158733160218,0.09729131233805521,-0.0424860397959439
太原,,-0.08047940856953395,-0.019102504499445283,0.08295674780266449,0.09993919093612735,-0.043959334070453715
廊坊,,0.04134807923354167,0.10070052539404561,0.1688382893633491,0.1986117626138597,0.06115360020462979
株洲,,0.22672783248134665,0.057440633940781805,0.09588255819749758,-0.0018649503058973949,-0.016522230070661226
平顶山,,0.22808045906089958,0.12208190232155869,0.004269718262560396,0.06966197667530794,0.13012540342269174
安阳,,0.2601019784964562,0.007044634806131711,0.09639412763258526,0.05373087602765825,0.11692425935374695
银川,,0.061325396634903884,0.05217583588382824,0.0803102744993145,-0.09113879837472416,0.09408528264988658
呼和浩特,,0.07314546889385776,0.2251390314525148,-0.034740762508571055,0.18185351360921698,-0.09647840750064862
包头,,0.16679459603020108,0.07373926615922977,0.0966461433094088,0.09283404920616722,-0.1525864213849193
北海,,0.0609362369835007,-0.041483380429399586,0.044185823598035245,0.42586518418678176,-0.1978607106573479
海口,,-0.17413961904053743,-0.022105507994507723,0.12699949667313204,0.018162508084555995,0.021362354967610075
贵阳,,0.07571522739139591,-0.022125876337567796,0.002374053859802716,0.09543858548422879,0.012021354933726025
温州,,0.2202735816149448,0.03771091854090525,-0.08894297810472607,-0.13166741209908972,-0.08744631588832985
深圳,,0.10992370842478483,-0.0970254859878168,0.233286937405506,0.026159517351889372,0.40020723560925053
临沂,,0.14905907076181224,0.23150848188249618,-0.03738649700413865,0.07900056148231327,-0.013599070267644953
郑州,,0.02075826413911952,0.2029178284262314,0.1672402305124152,-0.0011689993517366437,0.09779712515180572
长沙,,0.2688487495864347,0.02157660762411151,0.03014720187915776,-0.05516329631753769,0.019101271951058374
东莞,,0.07504194153076393,0.05950381439738783,0.07866428136663384,0.0479651495520077,0.05305150166779149
上海,,-0.053759582335081935,0.03134894373266506,0.16743175324389736,0.013789397949006243,0.30981034307355926
枣庄,,0.25456624360921887,0.11635840001666553,-0.17911708038459218,0.06736397631306756,-0.010345259044115096
蚌埠,,0.08449888927919402,-0.09435675182481751,0.10079993149201338,0.04325084943542579,-0.0436246320933068
焦作,,0.17903536868219172,0.0870215311004785,0.06874596045806336,-0.021978873982000047,0.195063403930124
西安,,0.33916412519694483,0.06710138396281917,0.03351467234056282,-0.05075665533854157,0.022014908820257917
兰州,,-0.0032998427591705015,0.2666464218525486,0.01282343654065432,0.09016327190430018,0.049499095282227845
成都,,0.08304102799953328,0.0566046704715788,0.006383859348147558,-0.026054433425967916,0.002094521197655963
开封,,0.08140928395312064,0.12816641109943006,0.07460463018194874,-0.011728739415965639,-0.016984532841514022
湛江,,0.22210398648180862,0.04838946564501101,0.07198679141441944,0.0072809416684558315,0.00789183478671851
秦皇岛,,0.07142087402875319,0.03670762397008054,0.24624151333413846,-0.11998767124811127,-0.039723776855027926
洛阳,,0.1334651278881025,0.08785724910532777,0.032569587062248884,-0.005122892292033443,0.040606951124984025
湘潭,,0.17514598526884173,0.014397076057749203,0.11335294386611983,0.011452712044923707,0.03382563125297766
邯郸,,0.0622828595338929,0.1071910286710116,0.09177350801680717,0.039043753888082344,0.06944167260631984
杭州,,-0.10628379468261928,0.04297279927429165,0.10446443955058404,-0.04346887183256609,0.0504829656935184
淮南,,0.060088175558527857,0.07791017653167187,0.016420566892495714,-0.003954704534522402,-0.040320201731848915
石家庄,,0.143025604256783,0.08303711958457316,0.0486216304518472,0.12529133756312305,0.3467565623876303
汕头,,0.1515457498190873,0.22736971326688704,0.18953099910186966,-0.0646879571463912,0.09304298901959118
张家口,,0.09366925810836291,0.10002570178187287,0.10850827526829399,0.14136727310525243,0.1057854793827473
南宁,,0.008873218389412019,0.1246477125334271,0.09538056294661534,-0.008312535745853555,0.020657338532621194
